target,n,pearson_r_after,pearson_p_after,rmse_after,passes_threshold
T_C,394,0.40792127709731957,3.139209313145374e-17,56.65868955595399,False
P_kbar,394,-0.21801002558833518,1.2639439073135308e-05,2.686718087320163,False
