metric,path_A_1sided_Fe3_0.15_clip,path_B_iter_Fe3_0.0_noclip
fair_n,185.0,185.0
fair_pct,93.90862944162437,93.90862944162437
T_rmse_fair,47.396484416917275,50.081972589470816
P_rmse_fair,3.4663690589037577,3.5986556285935913
T_rmse_intersection,47.396484416917275,50.081972589470816
P_rmse_intersection,3.4663690589037577,3.5986556285935913
