target,track,coverage_68,rmse_median
T_C,A_trainfit_leak,1.0,18.602077435641526
T_C,B_oof_honest,0.7652582159624414,71.02854796363961
T_C,C_test,0.7068965517241379,88.46416602857883
P_kbar,A_trainfit_leak,0.9976525821596244,1.262864085921499
P_kbar,B_oof_honest,0.755868544600939,5.464626549704175
P_kbar,C_test,0.7126436781609196,5.9011216323159115
