target,rmse_raw_rf,rmse_piecewise,delta_rmse_point,delta_rmse_boot_median,delta_rmse_ci_lo,delta_rmse_ci_hi,ci_contains_zero,interpretation
T_C,88.22184054538583,87.94108529610575,0.28075524928007667,0.36522779623896184,-2.3572801582087335,2.6165390145425453,True,NULL: piecewise correction within sampling noise
P_kbar,5.767672503070286,5.706016275514869,0.06165622755541733,0.05645874322910105,-0.13207996710832892,0.25591672198142196,True,NULL: piecewise correction within sampling noise
