index,iso_score,iso_inlier,T_pred,P_pred
0,-0.5448488194950502,0,1193.0,7.281125001609325
1,-0.5489591579765217,0,1190.0,6.811625023031006
2,-0.5459812538754288,0,1200.0,8.325316674394767
3,-0.5474976046000403,0,1195.0,7.228560137295219
4,-0.5471637546262581,0,1197.2875,7.757357209073783
5,-0.5482376317357589,0,1193.4563492063492,8.118501998557944
6,-0.551690690360846,0,1195.0,7.177579774768434
7,-0.551208955563054,0,1186.0,7.040956341223691
8,-0.5447841943302509,0,1183.3333333333333,8.419173633857383
9,-0.5463343515821512,0,1162.6837797619048,6.739937468234894
10,-0.5504582740088603,0,1190.0,7.334847306068152
11,-0.5836752761341076,0,1190.0,10.0
12,-0.5572622365740415,0,1189.2886904761904,8.025253446217574
13,-0.5510598225195967,0,1196.8333333333335,9.0
14,-0.5550223691445388,0,1187.5,8.45619838818874
15,-0.5577013088087217,0,1185.0,10.0
16,-0.5525875115530472,0,1200.0,10.0
17,-0.5462835994771782,0,1190.0,7.829637817859831
18,-0.5618940435515911,0,1123.499423076923,9.61500003933908
19,-0.5465666014602987,0,1186.4563492063492,7.9999999205271335
20,-0.5609650051523168,0,1111.6666666666667,7.499999970197675
21,-0.5529585322839614,0,1039.923076923077,2.1247321287436267
22,-0.548200375998876,0,1052.3333333333335,6.533021417102556
23,-0.5479360655372655,0,1000.0,3.3462499864475124
24,-0.5442890363472865,0,1033.0,7.529571394531324
25,-0.547187160073755,0,1030.0,7.384988089287721
26,-0.5478147843464617,0,1096.4583333333335,5.33244443850385
27,-0.5390113911593151,1,1099.4482323232323,8.505727267985424
28,-0.5465617104483743,0,1000.0,8.505727267985424
29,-0.535549930357171,1,1033.3333333333333,7.404648203768672
30,-0.5408596046051742,0,1031.125,10.0
31,-0.5421260063547709,0,1100.0,4.042666653792066
32,-0.5602301291120902,0,1000.0,1.9062285636152816
33,-0.5943598810887567,0,1005.3333333333334,7.92935551005049
34,-0.5967992841928157,0,937.5,2.0277500028411586
35,-0.6031915730410993,0,930.7291666666667,2.0286666353543996
36,-0.5701851133826388,0,1027.0,7.902250002010879
37,-0.564657648135523,0,1013.2666666666667,8.735812823074188
38,-0.5933486498975474,0,1129.475,11.875000298023
39,-0.5783261273370812,0,1145.0,12.000000476836998
40,-0.5778832026847951,0,1170.5260416666665,11.666666666666332
41,-0.5535174314125921,0,1183.3333333333333,10.666666825612333
42,-0.568854713025863,0,1183.875,10.94814766127787
43,-0.5535317778050939,0,991.4583333333333,7.515530645016089
44,-0.5600153475904727,0,1000.0,8.772268474837386
45,-0.5636644027185099,0,1024.8333333333335,9.4797909331222
46,-0.560476236260332,0,1048.0,9.850000031292453
47,-0.5632682280824417,0,1131.9916666666668,10.0
48,-0.555267630318422,0,1014.7,6.464224650839872
49,-0.5650848813163014,0,1042.5,9.40229089527324
50,-0.575192351144226,0,967.5,8.469111074533721
51,-0.5763459527950878,0,950.6,8.113061402217786
52,-0.5822759380556268,0,950.0,8.48704339560646
53,-0.588101517254046,0,950.6666666666666,8.511454535970847
54,-0.5667458493336605,0,965.8333333333333,8.346555505249228
55,-0.5417764228125804,0,994.6428571428571,9.514355590573837
56,-0.5496207555009925,0,976.8333333333333,4.730788043188696
57,-0.5620682952700452,0,965.0,3.34970000386238
58,-0.5626908642505054,0,951.0,1.8719999790191801
59,-0.5442741334224794,0,981.25,8.93822222854031
60,-0.54686540853956,0,975.0,8.93822222854031
61,-0.5547681999812444,0,980.0,9.576632543250469
62,-0.5585614087609979,0,976.2142857142858,9.35000002384187
63,-0.5603409809619158,0,1150.0,11.308333470175578
64,-0.5481829937486935,0,1100.7583333333334,9.335757065361657
65,-0.5566250670639127,0,1189.2219387755104,10.50000011920925
66,-0.5586991614127279,0,1180.0,10.0
67,-0.5506708168755453,0,1170.0,10.0
68,-0.6056107062050834,0,993.3333333333334,11.666667064030833
69,-0.5769848737410601,0,1105.0,9.9471905998871
70,-0.5596538336984476,0,1186.6666666666667,10.0
