family,target,n_measured,n_vbd,U_stat,p_value,median_abs_resid_measured,median_abs_resid_vbd
forest,T_C,130,67,4221.0,0.7247242379494649,53.89711202609135,49.15373112193595
forest,P_kbar,130,67,5238.0,0.01991760097891963,2.0053511665968893,1.4913744656160262
boosted,T_C,130,67,3665.0,0.06894305072916321,42.20275878906244,58.73828125
boosted,P_kbar,130,67,3972.0,0.3129866414912531,1.5010910511016844,1.7180012016296389
