target,source,mean,median,std,mad,q25,q50,q75,n
T,ArcPL,37.32083066806353,43.46585959179765,52.838396690333376,42.60969765509247,-1.2587828185976377,43.46585959179765,75.78902523191232,197
T,Test_set,-5.534716193188871,-14.966346153846189,88.30216290539873,59.705810824949914,-48.5625,-14.966346153846189,29.07568027210874,174
P,ArcPL,0.6928998130480111,1.1253290943945804,2.5415008321666224,1.914656757878585,-0.5630875744106341,1.1253290943945804,2.1623985794053393,197
P,Test_set,-0.5076448031974443,0.0,5.761869707495147,3.852501987703928,-3.3083327313266184,0.0,1.2852812419441806,174
