index,T_mean,T_sigma,P_mean,P_sigma
0,1167.3186830420736,12.55245414126033,10.01622233483431,0.13349443440925232
1,1176.4215178598686,11.970112377636303,9.997604169195075,0.0690039683346942
2,1198.6097226180937,8.20980788994365,11.483608622197767,0.5414290967031818
4,1199.3369551915719,12.904879571593446,11.82722631138734,0.7270906818006067
11,1187.749024466357,5.239374846145749,12.124871702937064,1.5016134041795715
26,1325.8467857142857,15.047679233887324,15.83804712629275,1.0426152645100342
27,1537.7451264880954,3.7723354581355526,27.99774960051155,0.020185059995963556
28,1309.1848115079367,8.808980357713496,10.435967711438318,0.8854135775974933
30,1209.153075072497,17.951105679801717,12.618832596486818,1.961614118290202
31,1518.721919642857,10.805420130661485,26.261813380589725,0.7672553629382133
34,1313.6117976190476,7.45469620698303,15.219273327695651,0.7418483136057903
37,1355.2627317821068,8.683880180140026,10.851560641498201,2.0089161188446374
39,1569.4044791666665,8.703563961618864,31.891196339087855,0.9625378407874091
40,1261.6013294270833,19.70389576129441,14.320246837287916,1.4792359573532319
41,1335.561964285714,12.044682247400246,10.820159541933588,1.5657588662307858
42,1298.1202490079365,13.172636156738765,15.288575450957545,0.900005908566589
43,1562.6631696428572,1.8010326957157237,40.03427573981788,0.5177984603671998
45,1347.4458839285714,2.7251090186912554,16.395878127483346,1.677704467622098
46,1363.0845517676767,6.57871653776648,11.34704362296354,3.1655731684100306
47,1305.3474345238096,13.037519755672964,15.452614315482613,1.2635562794807762
48,1363.892400793651,6.148983414842934,10.304775004523494,1.4912947952251299
50,1321.757007756133,8.518230635454234,11.265564682896665,1.7415284800327084
51,1314.4933581349208,9.5906913829407,11.15925138048869,1.3948768545836057
61,1203.4531013546846,15.14487628264268,12.206482959755533,0.7768420483839462
64,1099.4970275004482,5.79494891339573,9.882090002270145,0.23104757691187985
65,1294.8255311147186,9.873440981935882,10.863452564454688,0.9817020657568705
81,1336.5830093795093,16.986583039797612,15.24342892657599,1.6087864530324167
83,1194.0590753395911,10.780219953860588,1.558845140278762,0.24425703480010058
84,1059.7949092712845,6.671837227306082,1.6919104930796078,0.260726877864356
85,1143.1416375839437,2.143244042584564,0.8971440417238415,0.0683488781512683
86,1023.7603897907647,11.71914496449132,1.7934286021980057,0.23431681298956675
87,997.9344642857142,4.396509966220736,1.4496183475094058,0.15702992543808825
88,1120.359776912478,3.599230735473251,1.4084521706801951,0.23516417550959479
89,1074.6105257094757,7.624993512415472,1.9026453727858756,0.7601158207826669
90,1074.7328706709957,4.27709609056402,1.41692842961025,0.28041803624196526
91,1069.7678275913902,7.446259105918433,1.1546770327232994,0.14742493054471978
102,1206.13289432616,0.6543293345123287,9.625045761074746,0.320786079339063
103,1230.003595734127,1.1184286204894271,0.10825213380168637,0.1548019442943238
104,1209.2957612942614,1.2300764012674223,10.08983181208486,0.2648975073701852
105,1219.7501010638666,2.4976946459509697,9.993389542348725,0.048304152207742784
