strategy,model_name,target,fold,n_test,rmse
LOSO,XGB,P_kbar,82,2,6.568730235620308
LOSO,XGB,P_kbar,83,10,1.8442264378710642
LOSO,XGB,P_kbar,84,1,0.4792299270629883
LOSO,XGB,P_kbar,85,5,1.1649282355856572
LOSO,XGB,P_kbar,86,2,1.267984453320204
LOSO,XGB,P_kbar,87,2,5.570731692723306
LOSO,XGB,P_kbar,88,6,14.628705521965626
LOSO,XGB,P_kbar,89,8,5.3266579197148
LOSO,XGB,P_kbar,90,8,2.730633258350304
LOSO,XGB,P_kbar,91,5,10.162665525257054
LOSO,XGB,P_kbar,92,4,1.0294108651932776
LOSO,GB,T_C,0,4,150.67031948343885
LOSO,GB,T_C,1,1,3.640360942648158
LOSO,GB,T_C,2,4,175.72957631187018
LOSO,GB,T_C,3,4,72.11108715143945
LOSO,GB,T_C,4,34,30.33626908475441
LOSO,GB,T_C,5,3,22.266486726201254
LOSO,GB,T_C,6,17,51.70941253183674
LOSO,GB,T_C,7,10,69.90209908948466
LOSO,GB,T_C,8,23,56.414045092210905
LOSO,GB,T_C,9,4,59.82264051729912
LOSO,GB,T_C,10,3,154.26227105121953
LOSO,GB,T_C,11,4,79.9960276149713
LOSO,GB,T_C,12,13,98.93589516283427
LOSO,GB,T_C,13,9,15.12975009447588
LOSO,GB,T_C,14,6,19.976462381758655
LOSO,GB,T_C,15,1,285.71702137548414
LOSO,GB,T_C,16,1,59.529623956437945
LOSO,GB,T_C,17,7,104.62908114982629
LOSO,GB,T_C,18,4,20.71179741593861
LOSO,GB,T_C,19,1,32.28877899342933
LOSO,GB,T_C,20,3,44.987081896298896
LOSO,GB,T_C,21,23,69.01631043031551
LOSO,GB,T_C,22,12,39.4485077561524
LOSO,GB,T_C,23,9,69.07111322671324
LOSO,GB,T_C,24,8,31.769864977556853
LOSO,GB,T_C,25,9,55.899452879367026
LOSO,GB,T_C,26,3,33.06281104880248
LOSO,GB,T_C,27,2,108.80134488009438
LOSO,GB,T_C,28,3,37.072525935395255
LOSO,GB,T_C,29,3,64.50420403834897
LOSO,GB,T_C,30,1,92.8934937315139
LOSO,GB,T_C,31,21,62.30525462643846
LOSO,GB,T_C,32,7,75.79760479800774
LOSO,GB,T_C,33,1,330.13506252738944
LOSO,GB,T_C,34,2,47.23042533746046
LOSO,GB,T_C,35,7,51.539855128842305
LOSO,GB,T_C,36,2,23.257088754653648
LOSO,GB,T_C,37,5,59.15307752019143
LOSO,GB,T_C,38,3,61.30953154416426
LOSO,GB,T_C,39,16,45.447154163301796
LOSO,GB,T_C,40,1,150.42951931623452
LOSO,GB,T_C,41,2,131.81604327678434
LOSO,GB,T_C,42,1,47.07894842170526
LOSO,GB,T_C,43,6,55.24081123516225
LOSO,GB,T_C,44,17,37.08486453069038
LOSO,GB,T_C,45,6,22.930310585833926
LOSO,GB,T_C,46,10,52.01010666675504
LOSO,GB,T_C,47,1,4.2851110914568835
LOSO,GB,T_C,48,1,28.92596975683864
LOSO,GB,T_C,49,5,87.268440638515
LOSO,GB,T_C,50,5,54.5914451709271
LOSO,GB,T_C,51,10,43.63589227524392
LOSO,GB,T_C,52,1,12.190043269563148
LOSO,GB,T_C,53,7,23.119639376512755
LOSO,GB,T_C,54,2,88.40140222390856
LOSO,GB,T_C,55,1,88.79238897011874
LOSO,GB,T_C,56,3,51.56079502667592
LOSO,GB,T_C,57,3,126.43619156279071
LOSO,GB,T_C,58,6,51.146553065787295
LOSO,GB,T_C,59,6,111.10033665233999
LOSO,GB,T_C,60,19,26.17712126045169
LOSO,GB,T_C,61,2,40.86331809712481
LOSO,GB,T_C,62,17,103.72720677295027
LOSO,GB,T_C,63,3,174.9886071611446
LOSO,GB,T_C,64,16,103.83016704182342
LOSO,GB,T_C,65,1,46.17896632646671
LOSO,GB,T_C,66,3,131.27944101133556
LOSO,GB,T_C,67,11,65.02330660966832
LOSO,GB,T_C,68,14,57.87260493867993
LOSO,GB,T_C,69,1,22.874643066850467
LOSO,GB,T_C,70,10,30.736039559433983
LOSO,GB,T_C,71,17,51.8484149508948
LOSO,GB,T_C,72,5,110.23352955779143
LOSO,GB,T_C,73,10,82.47112585989554
LOSO,GB,T_C,74,1,250.41499238569804
LOSO,GB,T_C,75,1,44.70034432182706
LOSO,GB,T_C,76,12,58.72108282099351
LOSO,GB,T_C,77,6,43.36757826399102
LOSO,GB,T_C,78,1,63.096192444605094
LOSO,GB,T_C,79,1,52.42963674930115
LOSO,GB,T_C,80,3,82.73065549378144
LOSO,GB,T_C,81,6,51.70183352969594
LOSO,GB,T_C,82,2,75.02472786652856
LOSO,GB,T_C,83,10,98.45954954527598
LOSO,GB,T_C,84,1,73.15729551626987
LOSO,GB,T_C,85,5,81.12351119459714
LOSO,GB,T_C,86,2,46.61332806626081
LOSO,GB,T_C,87,2,254.09082041480508
LOSO,GB,T_C,88,6,56.068158503344556
LOSO,GB,T_C,89,8,42.12654147604818
LOSO,GB,T_C,90,8,233.86650080012853
LOSO,GB,T_C,91,5,116.8156562131965
LOSO,GB,T_C,92,4,14.71599522852068
LOSO,GB,P_kbar,0,4,20.162880618442745
LOSO,GB,P_kbar,1,1,1.0345337502639018
LOSO,GB,P_kbar,2,4,0.5787692872375905
LOSO,GB,P_kbar,3,4,6.079838765873292
LOSO,GB,P_kbar,4,34,6.849039374960055
LOSO,GB,P_kbar,5,3,1.5662152726341738
LOSO,GB,P_kbar,6,17,2.87407070282374
LOSO,GB,P_kbar,7,10,5.247959000763894
LOSO,GB,P_kbar,8,23,9.59301610208492
LOSO,GB,P_kbar,9,4,5.907603988104053
LOSO,GB,P_kbar,10,3,10.394297754026772
LOSO,GB,P_kbar,11,4,9.485394333191893
LOSO,GB,P_kbar,12,13,2.7403846953973368
LOSO,GB,P_kbar,13,9,4.141831705749795
LOSO,GB,P_kbar,14,6,4.236629885077637
LOSO,GB,P_kbar,15,1,4.263750055886315
LOSO,GB,P_kbar,16,1,1.067432676519127
LOSO,GB,P_kbar,17,7,2.5888554368828878
LOSO,GB,P_kbar,18,4,2.495279158780954
LOSO,GB,P_kbar,19,1,10.10639241307717
LOSO,GB,P_kbar,20,3,4.496620257771666
LOSO,GB,P_kbar,21,23,16.449943543958895
LOSO,GB,P_kbar,22,12,2.498718844906553
LOSO,GB,P_kbar,23,9,1.9138978282066248
LOSO,GB,P_kbar,24,8,1.229659945001415
LOSO,GB,P_kbar,25,9,2.8909226796172787
LOSO,GB,P_kbar,26,3,5.5053903714578825
LOSO,GB,P_kbar,27,2,0.4280072033752528
LOSO,GB,P_kbar,28,3,6.678001875896331
LOSO,GB,P_kbar,29,3,1.9409070173805067
LOSO,GB,P_kbar,30,1,0.7265104880644753
LOSO,GB,P_kbar,31,21,2.265929308094095
LOSO,GB,P_kbar,32,7,0.6229885987415836
LOSO,GB,P_kbar,33,1,3.6358820096296505
LOSO,GB,P_kbar,34,2,3.507272420522525
LOSO,GB,P_kbar,35,7,2.2570267364102374
LOSO,GB,P_kbar,36,2,2.811611217771765
LOSO,GB,P_kbar,37,5,4.80906861298169
LOSO,GB,P_kbar,38,3,3.9464799779866606
LOSO,GB,P_kbar,39,16,2.318599771802083
LOSO,GB,P_kbar,40,1,12.736740650619508
LOSO,GB,P_kbar,41,2,1.675030592692647
LOSO,GB,P_kbar,42,1,9.579006422350933
LOSO,GB,P_kbar,43,6,1.9988025936590093
LOSO,GB,P_kbar,44,17,1.8594804319929013
LOSO,GB,P_kbar,45,6,3.017345233601799
LOSO,GB,P_kbar,46,10,2.5910164597434187
LOSO,GB,P_kbar,47,1,10.87007611174517
LOSO,GB,P_kbar,48,1,3.5609944171673913
LOSO,GB,P_kbar,49,5,4.594620488452023
LOSO,GB,P_kbar,50,5,1.6637460914765194
LOSO,GB,P_kbar,51,10,4.867797584240171
LOSO,GB,P_kbar,52,1,5.28415729881696
LOSO,GB,P_kbar,53,7,2.414308180856674
LOSO,GB,P_kbar,54,2,2.3403640044923093
LOSO,GB,P_kbar,55,1,5.035662144601531
LOSO,GB,P_kbar,56,3,5.455612470952013
LOSO,GB,P_kbar,57,3,6.7050785880012
LOSO,GB,P_kbar,58,6,3.873409107251835
LOSO,GB,P_kbar,59,6,6.763195877394853
LOSO,GB,P_kbar,60,19,3.8485316988892673
LOSO,GB,P_kbar,61,2,1.6435753813863703
LOSO,GB,P_kbar,62,17,4.2742241330903745
LOSO,GB,P_kbar,63,3,1.4834256232526375
LOSO,GB,P_kbar,64,16,3.1695728845478293
LOSO,GB,P_kbar,65,1,4.376299495670537
LOSO,GB,P_kbar,66,3,4.992022804008549
LOSO,GB,P_kbar,67,11,2.043927075376612
LOSO,GB,P_kbar,68,14,2.75431180232586
LOSO,GB,P_kbar,69,1,22.35124437221383
LOSO,GB,P_kbar,70,10,1.4958577403344113
LOSO,GB,P_kbar,71,17,5.10101951633977
LOSO,GB,P_kbar,72,5,6.805753660112528
LOSO,GB,P_kbar,73,10,4.390296871039497
LOSO,GB,P_kbar,74,1,4.840189584378265
LOSO,GB,P_kbar,75,1,0.11860809695816776
LOSO,GB,P_kbar,76,12,4.361580403678453
LOSO,GB,P_kbar,77,6,2.37774148055474
LOSO,GB,P_kbar,78,1,6.199196876140698
LOSO,GB,P_kbar,79,1,2.1127680212600026
LOSO,GB,P_kbar,80,3,3.9161000901449863
LOSO,GB,P_kbar,81,6,2.904592776572361
LOSO,GB,P_kbar,82,2,6.83273939714766
LOSO,GB,P_kbar,83,10,2.675792415311727
LOSO,GB,P_kbar,84,1,1.5427953077205778
LOSO,GB,P_kbar,85,5,0.8832312957968098
LOSO,GB,P_kbar,86,2,2.2882064800904933
LOSO,GB,P_kbar,87,2,5.94739573924907
LOSO,GB,P_kbar,88,6,12.438319110877364
LOSO,GB,P_kbar,89,8,5.477130824570397
LOSO,GB,P_kbar,90,8,2.211066989434422
LOSO,GB,P_kbar,91,5,11.78910336912699
LOSO,GB,P_kbar,92,4,2.8262419365037204
Cluster-KFold,RF,T_C,0,301,94.77746448440134
Cluster-KFold,RF,T_C,1,207,103.25506269549797
Cluster-KFold,RF,T_C,2,92,127.33107217527257
Cluster-KFold,RF,P_kbar,0,301,6.123288118864077
Cluster-KFold,RF,P_kbar,1,207,8.505782934622848
Cluster-KFold,RF,P_kbar,2,92,3.7672830668943313
Cluster-KFold,ERT,T_C,0,301,87.7343325440288
Cluster-KFold,ERT,T_C,1,207,99.83426535664559
Cluster-KFold,ERT,T_C,2,92,197.31828586157778
Cluster-KFold,ERT,P_kbar,0,301,6.0886332938343735
Cluster-KFold,ERT,P_kbar,1,207,8.564248591805494
Cluster-KFold,ERT,P_kbar,2,92,3.9510922271396565
Cluster-KFold,XGB,T_C,0,301,100.65537751244726
Cluster-KFold,XGB,T_C,1,207,91.30136746147208
Cluster-KFold,XGB,T_C,2,92,180.8826302926741
Cluster-KFold,XGB,P_kbar,0,301,4.921807318356211
Cluster-KFold,XGB,P_kbar,1,207,8.635650835313958
Cluster-KFold,XGB,P_kbar,2,92,4.264451836337087
Cluster-KFold,GB,T_C,0,301,88.26089319902746
Cluster-KFold,GB,T_C,1,207,96.03743590994509
Cluster-KFold,GB,T_C,2,92,158.97159717743767
Cluster-KFold,GB,P_kbar,0,301,4.620507272367566
Cluster-KFold,GB,P_kbar,1,207,10.121978296694044
Cluster-KFold,GB,P_kbar,2,92,4.071490962309567
TargetBinKFold,RF,T_C,0,144,101.5557309995375
TargetBinKFold,RF,T_C,1,119,147.57717723464634
TargetBinKFold,RF,T_C,2,119,78.57711573284656
TargetBinKFold,RF,T_C,3,55,69.66772277344619
TargetBinKFold,RF,T_C,4,46,66.59413605717164
TargetBinKFold,RF,T_C,5,46,93.3479360420108
TargetBinKFold,RF,T_C,6,35,66.89757629604914
TargetBinKFold,RF,T_C,7,26,84.86050980587629
TargetBinKFold,RF,T_C,8,10,133.17076091432384
TargetBinKFold,RF,P_kbar,0,144,8.228470282686278
TargetBinKFold,RF,P_kbar,1,119,14.247803388592517
TargetBinKFold,RF,P_kbar,2,119,6.251174656806681
TargetBinKFold,RF,P_kbar,3,55,2.0851910805617684
TargetBinKFold,RF,P_kbar,4,46,5.05728253425935
TargetBinKFold,RF,P_kbar,5,46,3.3346445757644316
TargetBinKFold,RF,P_kbar,6,35,3.3771149683003636
TargetBinKFold,RF,P_kbar,7,26,6.405623528235961
TargetBinKFold,RF,P_kbar,8,10,8.42241075433092
TargetBinKFold,ERT,T_C,0,144,111.1295591633397
TargetBinKFold,ERT,T_C,1,119,154.54139223742789
TargetBinKFold,ERT,T_C,2,119,80.12959358573742
TargetBinKFold,ERT,T_C,3,55,69.84816505546986
TargetBinKFold,ERT,T_C,4,46,68.72094027914812
TargetBinKFold,ERT,T_C,5,46,95.68752253143066
TargetBinKFold,ERT,T_C,6,35,64.82244981485967
TargetBinKFold,ERT,T_C,7,26,91.3229570186625
TargetBinKFold,ERT,T_C,8,10,144.1810507434731
TargetBinKFold,ERT,P_kbar,0,144,8.155803205509246
TargetBinKFold,ERT,P_kbar,1,119,14.522369982065376
TargetBinKFold,ERT,P_kbar,2,119,5.648052089892834
TargetBinKFold,ERT,P_kbar,3,55,2.5612623159101626
TargetBinKFold,ERT,P_kbar,4,46,4.825906613301442
TargetBinKFold,ERT,P_kbar,5,46,3.1565969183202025
TargetBinKFold,ERT,P_kbar,6,35,2.903328678982087
TargetBinKFold,ERT,P_kbar,7,26,7.110616455720603
TargetBinKFold,ERT,P_kbar,8,10,8.25767652227704
TargetBinKFold,XGB,T_C,0,144,112.70343183151924
TargetBinKFold,XGB,T_C,1,119,159.46887704711236
TargetBinKFold,XGB,T_C,2,119,75.46647192487225
TargetBinKFold,XGB,T_C,3,55,65.66095398967988
TargetBinKFold,XGB,T_C,4,46,83.87387204875935
TargetBinKFold,XGB,T_C,5,46,87.8604341196236
TargetBinKFold,XGB,T_C,6,35,70.0860970348142
TargetBinKFold,XGB,T_C,7,26,79.77480547980133
TargetBinKFold,XGB,T_C,8,10,132.55832840504695
TargetBinKFold,XGB,P_kbar,0,144,7.609938916961409
TargetBinKFold,XGB,P_kbar,1,119,12.726197918730799
TargetBinKFold,XGB,P_kbar,2,119,5.5614280125368225
TargetBinKFold,XGB,P_kbar,3,55,2.18837157153544
TargetBinKFold,XGB,P_kbar,4,46,4.071049132243389
TargetBinKFold,XGB,P_kbar,5,46,3.1710871589476093
TargetBinKFold,XGB,P_kbar,6,35,6.652907593822962
TargetBinKFold,XGB,P_kbar,7,26,5.722053939367638
TargetBinKFold,XGB,P_kbar,8,10,9.283665509020441
TargetBinKFold,GB,T_C,0,144,95.41364103590969
TargetBinKFold,GB,T_C,1,119,137.9334583832008
TargetBinKFold,GB,T_C,2,119,84.76642118047423
TargetBinKFold,GB,T_C,3,55,61.79336079632094
TargetBinKFold,GB,T_C,4,46,71.63478289291412
TargetBinKFold,GB,T_C,5,46,90.84471463486466
TargetBinKFold,GB,T_C,6,35,72.98219083749353
TargetBinKFold,GB,T_C,7,26,72.11149564392109
TargetBinKFold,GB,T_C,8,10,122.57898468062442
TargetBinKFold,GB,P_kbar,0,144,7.460531001209606
TargetBinKFold,GB,P_kbar,1,119,12.230337477314276
TargetBinKFold,GB,P_kbar,2,119,6.302167981170103
TargetBinKFold,GB,P_kbar,3,55,2.123338493839258
TargetBinKFold,GB,P_kbar,4,46,4.72437366810541
TargetBinKFold,GB,P_kbar,5,46,3.325939099038625
TargetBinKFold,GB,P_kbar,6,35,7.061181325502674
TargetBinKFold,GB,P_kbar,7,26,6.41529126014965
TargetBinKFold,GB,P_kbar,8,10,9.415802280968366
