target,iqr_mean,iqr_median,pearson_iqr_vs_absres,spearman_iqr_vs_absres,frac_abs_res_le_halfiqr,n
T_C,136.8053644945944,132.91666666666674,0.2082958824790099,0.2776247688905206,0.6781609195402298,174
P_kbar,8.953894450356296,9.037864004987435,0.4084308856504531,0.3882972081905276,0.6551724137931034,174
