index,iso_anomaly,mahal_pc5,qrf_sigma_T,qrf_sigma_P,abs_resid_T,abs_resid_P
0,0.5448488194950502,4.163506595320387,62.5,5.9950002384185,3.0,4.281125001609325
1,0.5489591579765217,4.313251332667324,74.02499999999998,4.7830601989435495,60.0,3.811625023031006
2,0.5459812538754288,4.107652396810787,62.5,5.26250027120105,0.0,4.325316674394767
3,0.5474976046000403,4.285531383128571,62.5,5.26250027120105,5.0,3.2285601372952186
4,0.5471637546262581,4.325995639318121,62.5,4.849999845027699,17.28749999999991,3.757357209073783
5,0.5482376317357589,4.162922669118804,66.75692307692304,4.025500267744,33.45634920634916,4.118501998557944
6,0.551690690360846,4.316554717229964,76.52499999999998,4.272399996221038,55.0,3.177579774768434
7,0.551208955563054,4.235596270315162,79.92857142857144,3.525500036776075,66.0,3.0409563412236906
8,0.5447841943302509,4.019167612751451,75.0,4.025500267744,53.33333333333326,4.419173633857383
9,0.5463343515821512,3.995676465702704,80.0,3.2255000248551524,62.683779761904816,2.739937468234894
10,0.5504582740088603,4.328176663860164,66.99692307692305,4.849999845027699,20.0,0.33484730606815205
11,0.5836752761341076,4.9684132899468345,77.5,3.8650003075599,0.0,3.0
12,0.5572622365740415,4.598587118808247,80.0,3.4375266666659927,29.288690476190368,1.0252534462175742
13,0.5510598225195967,4.165023553183768,62.5,4.50000017881385,46.833333333333485,2.0
14,0.5550223691445388,4.307218521067116,60.77777777777783,4.50000017881385,47.5,1.4561983881887404
15,0.5577013088087217,4.299009251385159,77.5,3.97600024938575,55.0,3.0
16,0.5525875115530472,4.419379758008967,62.5,3.5000002384185,80.0,3.0
17,0.5462835994771782,3.920909367385211,66.5,5.1000002026557,80.0,0.8296378178598314
18,0.5618940435515911,4.432067300598996,92.5,4.025500267744,43.499423076922994,2.6150000393390798
19,0.5465666014602987,4.021880009345423,75.0,3.775499910115999,116.45634920634916,0.9999999205271335
20,0.5609650051523168,4.279762559162163,93.0,4.447500228881756,51.66666666666674,0.49999997019767495
21,0.5529585322839614,3.1278059294221454,139.0,4.995,39.923076923076906,5.875267871256373
22,0.548200375998876,3.1316791888202253,114.0,5.9950002384185,52.333333333333485,1.4669785828974442
23,0.5479360655372655,3.1337936719798645,114.0,4.53099999576807,55.0,1.5437500135524873
24,0.5442890363472865,3.1142749535251264,80.0,5.2240002155303,58.0,2.6295713945313235
25,0.547187160073755,2.959495399897008,107.5,5.70500023663036,55.0,2.4849880892877207
26,0.5478147843464617,2.989608860463564,120.88461538461536,5.654600228369158,121.45833333333348,0.4324444385038495
27,0.5390113911593151,3.037999636834748,105.0,5.26250027120105,99.44823232323233,3.7457272679854245
28,0.5465617104483743,3.017766981512763,124.22222222222217,4.4375002384185,50.0,3.5057272679854243
29,0.535549930357171,2.942163419799037,95.0,5.26250027120105,58.33333333333326,2.404648203768672
30,0.5408596046051742,3.023711320553944,103.0,3.5000002384185,56.125,5.0
31,0.5421260063547709,2.9448497783107754,125.0,4.738026664699038,125.0,0.9573333462079336
32,0.5602301291120902,3.366632470659464,128.0,4.135240010415469,70.0,0.17377143638471848
33,0.5943598810887567,4.318137097317002,69.0,3.4375,105.33333333333326,2.92935551005049
34,0.5967992841928157,3.897218348684605,65.0,1.9661999672651358,17.5,1.0277500028411586
35,0.6031915730410993,3.901267560330267,75.0,1.9999999925493999,30.72916666666663,1.0286666353543996
36,0.5701851133826388,4.270940767751724,57.5,4.025500267744,17.0,0.902250002010879
37,0.564657648135523,3.8624356876117294,67.5,3.97600024938575,63.26666666666665,1.7358128230741876
38,0.5933486498975474,4.581246453154888,150.0,2.8499999642372,74.47499999999991,2.875000298023
39,0.5783261273370812,4.417251550687425,162.5,2.8499999642372,70.0,3.0000004768369983
40,0.5778832026847951,4.4196850820478435,124.0,2.8519292011482484,75.52604166666652,2.666666666666332
41,0.5535174314125921,4.067356359002906,100.39999999999986,4.00000005960465,68.33333333333326,1.6666668256123334
42,0.568854713025863,4.338953429779885,87.5,2.8499999642372,48.875,1.9481476612778703
43,0.5535317778050939,3.2205569817959177,55.0,3.4375,41.45833333333326,0.5155306450160886
