obs_T_C,obs_P_kbar,putirka_pred_T_C,putirka_pred_P_kbar,ml_pred_T_C,ml_pred_P_kbar
1020.0,2.0000000298022997,1078.5524038685148,,1063.778935274896,3.3701216976249886
1160.0,0.00099999997473788,1153.6369320584927,,1139.9696532850137,2.2494331412867337
980.0,2.0000000298022997,1067.603210373864,-0.9669784221448834,1029.1637661737568,2.6228138413700823
940.0,2.0000000298022997,1025.9217621919215,-0.826445244327783,1023.5140765606833,2.4867814345710406
1115.0,0.00099999997473788,1138.7130709149837,,1121.944244785191,2.7278019230195123
1100.0,0.00099999997473788,1128.771671067056,4.244583178424848,1063.72361801052,3.0227995031691948
1100.0,0.00099999997473788,1127.0726480004782,,1075.1448194726238,2.3551459758347932
1100.0,0.00099999997473788,1125.638753832523,,1068.9367341488955,1.912878708276391
1208.0,0.001,1213.3269551819167,2.6765155241534693,1215.234308707747,7.8905372007158086
1250.0,0.001,1265.1416536529255,2.845485093544414,1230.6039364396559,3.7855854194496783
1208.0,0.001,1214.225928283829,4.214735461952277,1212.4169814854813,8.143946254602588
1261.0,0.001,1255.8908791509994,4.483131070748791,1225.5807695669725,8.591997678357531
1209.0,0.001,1215.3946843973595,1.9346516573791408,1209.345160995858,2.9987983554399893
1217.0,0.001,1219.3879205916714,1.7241289454026136,1213.8199369716508,3.6699643046593837
1299.0,0.001,1281.7380919724328,3.9918049339368773,1275.0524571066794,7.4804102065281
1264.0,0.001,1249.8737963531557,3.7211682487187954,1229.1615841655546,3.0585815140049055
1210.0,0.001,1223.0939668349283,1.036424906858348,1209.4729651759076,3.8998692669537784
1264.0,0.001,1279.775235575622,4.555249704722686,1261.7325265433265,4.562260005788613
1210.0,0.001,1210.006833402073,2.8865719817560223,1213.736930238767,7.145128671809232
1334.0,0.001,1321.3973576670905,6.445774577628501,1320.117801144064,8.192485373637854
1260.0,0.001,1247.8348411171924,3.5415263933322354,1221.629029758928,3.3551530816264314
1206.0,0.001,1203.24047833569,-0.15674458855113094,1210.1339879868638,2.8745554342419943
1331.0,0.001,1323.4860214913351,6.4933210274549324,1353.9698682813146,11.227895329263253
1261.0,0.001,1268.854066593506,6.44044512160971,1243.7940262890957,9.640816612617625
1295.0,0.001,1289.3686245309036,5.381503346890644,1241.2857757944598,2.8322598071498253
1294.0,0.001,1282.223608715562,7.204626883235313,1241.1093726182442,7.857965289022588
1280.0,0.001,1265.603096876188,4.40103585302969,1232.3387284328805,3.997328131789362
1251.0,0.001,1270.4596615589558,4.8872538186898815,1225.8014193407698,3.190191511882489
1339.0,0.001,1314.5029091547167,5.811767885293485,1272.7380420045238,6.174709242162338
1251.0,0.001,1264.695665508907,3.0741082110429048,1224.6060178282355,3.34438014479338
1300.0,15.0,1219.6252631758175,7.1974132457247215,1194.8717219657594,10.401334980927873
1161.0,0.001,1180.9284508384517,-0.7676156746471539,1164.970704608545,2.1841833639526076
1198.0,0.001,1193.50614036332,0.9500648643999121,1196.3545304027336,3.1583524953512847
1323.0,0.001,1324.0926552415895,,1356.9620474413705,12.069538056183685
1300.0,0.001,1287.778569001634,3.859223240229446,1272.3689341630902,11.631045923977007
1179.0,0.001,1199.40922446775,0.8798398649221406,1194.247953496722,3.2669886723229205
1309.0,0.001,1303.3114536791177,4.165237768963888,1285.8231592891423,11.929588408912725
1254.0,0.001,1234.5474005180276,1.1596786380089368,1214.6891673510231,2.9257197742631695
1334.0,0.001,1333.1304869821724,,1362.9523362709824,12.294547834841689
1196.0,0.001,1194.721242380494,1.453473195203486,1174.3757715577503,3.2866648507212397
1265.0,0.001,1258.4345418441776,,1223.5731947647605,3.65300046543651
1206.0,0.001,1205.00208483895,,1197.6060253690039,3.8215110029374593
1300.0,0.001,1305.7929024191221,,1307.4188390075244,5.078939622445248
1315.0,12.000000476837,1359.3913041085061,14.006358902572721,1319.757580424784,12.783012264263458
1300.0,12.000000476837,1329.5934935810228,12.80037943233893,1276.9621154401173,14.084884016731493
1065.0,8.0000001192093,1168.2959528020428,,1134.1331249842765,5.118616289552502
1315.0,12.000000476837,1326.287453904149,12.666654352628646,1265.697753537358,14.035835194967627
1285.0,12.000000476837,1298.8667604957936,15.673952724646716,1320.1873521443842,14.186621679164118
1270.0,12.000000476837,1295.149788428405,15.487827865217122,1317.8783822369767,14.138011849345895
1285.0,12.000000476837,1300.7287602562033,14.87378688163401,1326.3461250520313,14.240498740632678
1220.0,13.999999761580998,1280.9711758962617,12.715245449970402,1282.8693559600124,15.586139576601957
1260.0,16.000000238419002,1323.1820098063913,11.318033548037286,1237.7150189926863,11.304928182707604
1320.0,20.0,1385.2886894282697,15.38689578776016,1369.1239626484642,21.252473376677294
1300.0,20.0,1366.9883800815333,15.152216126729922,1318.253600375031,14.566947498234992
1280.0,17.999999523162998,1343.5658187578606,14.56931963639196,1289.9146746946162,18.67671104929824
1290.0,17.999999523162998,1354.219110439998,10.708435286386393,1238.694170844464,13.176849532347749
1300.0,17.000000476837002,1241.400711155622,,1306.9825134091413,14.57723690025029
1400.0,22.000000476837,1449.2340349659999,,1568.252784722223,16.305094918246088
1350.0,22.000000476837,1369.4976422772634,17.18919592490901,1528.2824077380956,24.63233048563398
1275.0,15.0,1291.6693034234636,14.827742623828227,1410.9343641141852,6.893629403796996
1360.0,12.0,,,1350.9684557178934,17.30798029114978
1360.0,12.0,,,1230.4908992014414,12.199284188033136
1430.0,25.0,,,1403.9017601978464,24.079606305051776
1360.0,12.0,,,1299.794722402597,12.30633126872687
1360.0,12.0,,,1316.9648585933742,11.93571938133063
1265.0,8.0,,,1222.6613127811754,10.927089563405955
1310.0,12.0,,,1235.1480955755424,10.892590161989576
1350.0,16.0,,,1246.689899556091,12.251912842895583
1310.0,12.0,,,1257.5864147217078,11.16934185184287
1410.0,17.999999523162998,1381.140048713125,17.7679816300681,1357.7342800327572,14.467766525458421
1400.0,17.999999523162998,1385.2157190011603,17.685015808379532,1369.695961983329,14.751557238350166
1360.0,20.0,1359.6869304274346,17.109289566008,1316.9289616775973,14.781546897249463
1340.0,20.0,1335.0238148203248,18.14522293663176,1344.2180708180708,18.826724404089475
1400.0,20.0,1371.992151346648,17.424615884472697,1312.193034152312,14.074687534609062
1380.0,20.0,1334.3430191033858,17.959902040669114,1337.7176261507836,16.11210823647513
1420.0,20.0,1389.0091329902184,17.096158299218036,1351.1991205208274,14.01256983043875
1360.0,16.000000238419002,1330.1700948542893,14.279734652990857,1256.4332243871627,11.809763153293137
1400.0,16.000000238419002,1289.5873298715014,18.430400834500645,1276.4849055362092,12.948859233380073
1360.0,12.0,,,1338.3785666711767,18.246481090625657
1360.0,12.0,,,1307.5417234998788,11.375430684222703
1360.0,12.0,,,1289.2670520660859,14.299319285569114
1360.0,12.0,,,1295.8816091269841,11.302389040558229
1250.0,8.9999997615814,1278.9533782960689,6.328111185948302,1228.6816984297495,5.729493358963011
1270.0,8.9999997615814,1302.269697096663,7.211076175350739,1246.2137074018708,8.809266508719258
1295.0,12.999999523163,1286.6060957566883,14.967342904570605,1279.517344037466,14.159014033694321
1225.0,8.9999997615814,1265.9425254129724,6.856904518490707,1212.9750944727016,6.550463035442991
1330.0,16.000000238419002,1351.22405288058,14.914217818746602,1353.6991691317935,17.67556503509745
1260.0,11.000000238419002,1278.95477205235,11.881132892984269,1219.6683306349114,11.74817094634811
1350.0,16.000000238419002,1361.4876221292539,15.952959138507744,1355.2479300595232,16.51176315999194
1345.0,16.000000238419002,1352.017050546699,15.593570271664072,1341.269069692459,16.23962879412313
1285.0,12.999999523163,1306.0776369733908,13.036954020781804,1263.3657292317612,12.229405715577862
1340.0,16.000000238419002,1326.7699933464892,16.266150822526896,1326.1295506364293,16.274758601366074
1250.0,8.9999997615814,1248.583399624914,,1205.6262420377936,7.718179618822197
1480.0,24.000000953674,1444.6702713831687,,1360.6838295705065,17.5159949870324
1500.0,24.000000953674,1464.92342230241,,1378.9220596440591,19.989162498190748
1245.0,13.0,1288.7840008279636,14.79554796723216,1326.167245508785,19.221937999159614
1473.0,15.0,1458.6733153987711,,1363.7634241392093,4.175340617997786
1495.0,20.0,1445.1190425016034,,1253.8261483423828,4.602136248308062
1395.0,15.0,1335.5102637647587,,1208.8241548290205,5.974819178931243
1370.0,10.0,1354.0227335287223,8.691461624286992,1390.5100311234876,9.948880830382963
1349.0,10.0,1339.2123542141267,,1365.6732893431865,10.100126197673239
1411.0,10.0,1401.58181577899,,1389.156577476151,12.54447569542687
1344.0,10.0,1347.4994956149153,,1374.3801795835323,9.668129050450322
1381.0,10.0,1352.243077346675,,1383.5723128056343,9.266956891850072
1325.0,10.0,1322.0430321687168,,1338.1121164328945,9.375820782075829
1363.0,10.0,1352.8277591380997,9.870653798754407,1340.7485108976668,12.093913328357951
1349.0,10.0,1341.1257096286436,,1344.4604993059581,10.603571648176892
1371.0,10.0,1363.258443287922,,1361.914114385421,12.16446281529424
1355.0,10.0,1340.8785145345855,10.00615225082884,1342.3610874656783,11.423799464199677
1600.0,30.0,1612.4699143515222,21.075361998019936,1516.06046649531,23.405719319307426
1560.0,30.0,1581.972548300651,21.640140186424556,1505.8334949094112,22.65921982023966
1530.0,30.0,1535.6973245894296,21.214396442815623,1420.657038396425,20.42989350588754
1560.0,30.0,1564.3081185837277,22.460530482360518,1496.625064380064,21.903678678748523
1550.0,30.0,1553.5805826376622,21.95919620537159,1431.903593716799,22.138616311515584
1380.0,10.0,1367.6715355634778,10.441599510550201,1375.2060472633073,10.547343930761938
1371.0,10.0,1353.38059883519,,1371.1144116812966,10.113851285578141
1160.0,12.999999523163,1178.7302055938785,11.39959805370135,1060.0106866002495,10.496687216106482
1162.0,12.999999523163,1183.0225369002928,11.254318895049437,1084.4296385487644,10.210863428898726
1185.0,12.999999761581499,1203.182207645431,11.201909961169944,1139.2125487926137,11.001162927834764
1130.0,12.999999523163,1163.5846068977526,9.813091222611643,1017.7061511653861,9.6544938618388
1160.0,10.0,1194.7466729873295,10.99968649153075,1141.72318281305,9.201644260059496
1071.0,0.00099999997473788,1036.948597955637,-1.27854826400712,958.1053238771644,2.6026628683148836
1155.0,6.999999880790701,1175.5444289601855,7.991904234664723,1116.0394005757873,8.10513087319833
1130.0,10.0,1176.4967691780148,9.813281765903103,1080.1972208120449,8.401570304986432
1100.0,10.0,1162.6315207750454,9.101972449408063,1025.3062846145758,8.695081508183502
1145.0,6.999999880790701,1187.8957782474981,9.734359426213574,1153.6178952533003,14.466313623721964
1570.0,27.999999523163,1535.0367595468874,,1466.4730463275146,22.53988527832588
1547.5,27.999999523163,1541.234406583178,,1449.8937298630176,22.92849045955852
1565.0,27.999999523163,1562.9523535300932,,1516.975703102453,23.7491891988075
1175.0,15.0,1182.031356483893,,1266.9638013496926,10.565082573986663
1175.0,15.0,1152.949355847109,14.422848342916115,1221.6264807742891,12.508494534917846
1200.0,20.0,1180.6695838302599,15.513392380909306,1289.9912073187234,14.46520679682549
1300.0,20.0,1302.0232813010452,16.143279189684673,1426.3042514880951,12.732552199657908
1400.0,15.0,1370.2800693941276,14.780321355421218,1326.3134355158734,16.030876142688967
1450.0,20.0,1411.6129612979848,18.552214526705882,1345.5245389384918,16.44647425268949
1250.0,20.0,1253.29481359813,16.310866854079656,1357.0819507350282,21.434421205050935
1200.0,15.0,1174.22312204533,13.473402941204938,1315.887038036616,10.055576375056711
1300.0,20.0,1296.3442478369507,16.597044535379467,1432.7898566919175,14.536756101205086
1450.0,20.0,1445.938607259986,18.800630125960502,1413.464827276889,23.01204000108964
1275.0,20.0,1247.285190126353,17.401684110710683,1379.09749301046,21.240418292204833
1425.0,20.0,1421.9430364030404,19.729577235698983,1382.4027373737367,19.245691348555123
1450.0,15.0,1440.2933092057556,14.976178255337361,1456.2911963383835,12.570360439998229
1475.0,20.0,1471.1379346197732,19.192696608253986,1456.8834806998539,24.300802345864057
1300.0,0.001,1278.6351910683757,,1301.8465814984352,12.375171806503928
1300.0,0.001,1275.3630605719732,,1302.9901647766537,12.294606024139245
1300.0,0.001,1263.2106488299505,,1280.271048591132,11.866897084268128
