seed,model,target,track,feature_set,regime,n,rmse
44,MLP,P_kbar,opx_liq,raw,shallow_crustal,47,2.7511996284599713
45,MLP,P_kbar,opx_liq,raw,deep_crustal_MASH,61,2.2214460928794404
45,MLP,P_kbar,opx_liq,raw,deeper_mantle,8,6.580302511297903
45,MLP,P_kbar,opx_liq,raw,lithospheric_mantle,58,5.871578706688116
45,MLP,P_kbar,opx_liq,raw,shallow_crustal,47,3.2828953311373996
46,MLP,P_kbar,opx_liq,raw,deep_crustal_MASH,61,2.6872203033567557
46,MLP,P_kbar,opx_liq,raw,deeper_mantle,8,12.925399113097603
46,MLP,P_kbar,opx_liq,raw,lithospheric_mantle,58,6.11367448346812
46,MLP,P_kbar,opx_liq,raw,shallow_crustal,47,2.8649666251398864
47,MLP,P_kbar,opx_liq,raw,deep_crustal_MASH,61,2.422393703903218
47,MLP,P_kbar,opx_liq,raw,deeper_mantle,8,3.948552273178463
47,MLP,P_kbar,opx_liq,raw,lithospheric_mantle,58,5.676137737861662
47,MLP,P_kbar,opx_liq,raw,shallow_crustal,47,2.7254814121268076
48,MLP,P_kbar,opx_liq,raw,deep_crustal_MASH,61,2.4842998876391267
48,MLP,P_kbar,opx_liq,raw,deeper_mantle,8,2.9375390672841033
48,MLP,P_kbar,opx_liq,raw,lithospheric_mantle,58,5.342267761809628
48,MLP,P_kbar,opx_liq,raw,shallow_crustal,47,3.574185955856129
49,MLP,P_kbar,opx_liq,raw,deep_crustal_MASH,61,2.8385105105602535
49,MLP,P_kbar,opx_liq,raw,deeper_mantle,8,6.047735312850484
49,MLP,P_kbar,opx_liq,raw,lithospheric_mantle,58,5.302184539545894
49,MLP,P_kbar,opx_liq,raw,shallow_crustal,47,4.685032467091889
50,MLP,P_kbar,opx_liq,raw,deep_crustal_MASH,61,2.572407319390404
50,MLP,P_kbar,opx_liq,raw,deeper_mantle,8,5.306305309723142
50,MLP,P_kbar,opx_liq,raw,lithospheric_mantle,58,6.135844135220174
50,MLP,P_kbar,opx_liq,raw,shallow_crustal,47,2.2557204156273967
51,MLP,P_kbar,opx_liq,raw,deep_crustal_MASH,61,2.4212096255167603
51,MLP,P_kbar,opx_liq,raw,deeper_mantle,8,7.876676252763742
51,MLP,P_kbar,opx_liq,raw,lithospheric_mantle,58,5.796076132723222
51,MLP,P_kbar,opx_liq,raw,shallow_crustal,47,2.4303827818109505
52,MLP,P_kbar,opx_liq,raw,deep_crustal_MASH,61,3.0741649865432996
52,MLP,P_kbar,opx_liq,raw,deeper_mantle,8,13.255475865806462
52,MLP,P_kbar,opx_liq,raw,lithospheric_mantle,58,6.0037379759491145
52,MLP,P_kbar,opx_liq,raw,shallow_crustal,47,4.538752424224581
53,MLP,P_kbar,opx_liq,raw,deep_crustal_MASH,61,2.623504847029481
53,MLP,P_kbar,opx_liq,raw,deeper_mantle,8,6.379781977663877
53,MLP,P_kbar,opx_liq,raw,lithospheric_mantle,58,5.789193668632035
53,MLP,P_kbar,opx_liq,raw,shallow_crustal,47,2.108504195928692
54,MLP,P_kbar,opx_liq,raw,deep_crustal_MASH,61,2.655197119184694
54,MLP,P_kbar,opx_liq,raw,deeper_mantle,8,9.011802542702307
54,MLP,P_kbar,opx_liq,raw,lithospheric_mantle,58,5.244441951826119
54,MLP,P_kbar,opx_liq,raw,shallow_crustal,47,5.788640503336636
55,MLP,P_kbar,opx_liq,raw,deep_crustal_MASH,61,2.6399330365726823
55,MLP,P_kbar,opx_liq,raw,deeper_mantle,8,5.206307469347189
55,MLP,P_kbar,opx_liq,raw,lithospheric_mantle,58,5.7617958318313995
55,MLP,P_kbar,opx_liq,raw,shallow_crustal,47,4.260447897698638
56,MLP,P_kbar,opx_liq,raw,deep_crustal_MASH,61,2.486242958590448
56,MLP,P_kbar,opx_liq,raw,deeper_mantle,8,11.145615317639871
56,MLP,P_kbar,opx_liq,raw,lithospheric_mantle,58,5.880544889776944
56,MLP,P_kbar,opx_liq,raw,shallow_crustal,47,5.740721988287527
57,MLP,P_kbar,opx_liq,raw,deep_crustal_MASH,61,2.461429743728031
57,MLP,P_kbar,opx_liq,raw,deeper_mantle,8,7.087503247540533
57,MLP,P_kbar,opx_liq,raw,lithospheric_mantle,58,6.046204866753717
57,MLP,P_kbar,opx_liq,raw,shallow_crustal,47,2.0266196194650345
58,MLP,P_kbar,opx_liq,raw,deep_crustal_MASH,61,2.2011552811863373
58,MLP,P_kbar,opx_liq,raw,deeper_mantle,8,6.7950481202155855
58,MLP,P_kbar,opx_liq,raw,lithospheric_mantle,58,6.219441015792321
58,MLP,P_kbar,opx_liq,raw,shallow_crustal,47,3.59444562299955
59,MLP,P_kbar,opx_liq,raw,deep_crustal_MASH,61,2.5899488378275595
59,MLP,P_kbar,opx_liq,raw,deeper_mantle,8,9.644227815565978
59,MLP,P_kbar,opx_liq,raw,lithospheric_mantle,58,5.93632425467756
59,MLP,P_kbar,opx_liq,raw,shallow_crustal,47,3.1764809678198676
60,MLP,P_kbar,opx_liq,raw,deep_crustal_MASH,61,2.0084196122230518
60,MLP,P_kbar,opx_liq,raw,deeper_mantle,8,3.969075865609882
60,MLP,P_kbar,opx_liq,raw,lithospheric_mantle,58,5.206757911645586
60,MLP,P_kbar,opx_liq,raw,shallow_crustal,47,3.2128332258485535
61,MLP,P_kbar,opx_liq,raw,deep_crustal_MASH,61,2.896845831250943
61,MLP,P_kbar,opx_liq,raw,deeper_mantle,8,6.635614582154795
61,MLP,P_kbar,opx_liq,raw,lithospheric_mantle,58,5.597628409780848
61,MLP,P_kbar,opx_liq,raw,shallow_crustal,47,3.0580946707729133
42,CatBoost,P_kbar,opx_liq,raw,deep_crustal_MASH,61,2.1170288934707253
42,CatBoost,P_kbar,opx_liq,raw,deeper_mantle,8,15.695323368717848
42,CatBoost,P_kbar,opx_liq,raw,lithospheric_mantle,58,4.538469782286738
42,CatBoost,P_kbar,opx_liq,raw,shallow_crustal,47,6.180537028274246
43,CatBoost,P_kbar,opx_liq,raw,deep_crustal_MASH,61,2.121563631922427
43,CatBoost,P_kbar,opx_liq,raw,deeper_mantle,8,15.349978194618856
43,CatBoost,P_kbar,opx_liq,raw,lithospheric_mantle,58,4.490824124965941
43,CatBoost,P_kbar,opx_liq,raw,shallow_crustal,47,5.934331936296833
44,CatBoost,P_kbar,opx_liq,raw,deep_crustal_MASH,61,2.142553631973669
44,CatBoost,P_kbar,opx_liq,raw,deeper_mantle,8,14.80282794464683
44,CatBoost,P_kbar,opx_liq,raw,lithospheric_mantle,58,4.581392831108628
44,CatBoost,P_kbar,opx_liq,raw,shallow_crustal,47,6.729606981930001
45,CatBoost,P_kbar,opx_liq,raw,deep_crustal_MASH,61,2.012062302985354
45,CatBoost,P_kbar,opx_liq,raw,deeper_mantle,8,15.301313401807148
45,CatBoost,P_kbar,opx_liq,raw,lithospheric_mantle,58,4.414349418241659
45,CatBoost,P_kbar,opx_liq,raw,shallow_crustal,47,6.595556474970883
46,CatBoost,P_kbar,opx_liq,raw,deep_crustal_MASH,61,2.027351937736144
46,CatBoost,P_kbar,opx_liq,raw,deeper_mantle,8,16.74439822180323
46,CatBoost,P_kbar,opx_liq,raw,lithospheric_mantle,58,4.667163077510259
46,CatBoost,P_kbar,opx_liq,raw,shallow_crustal,47,6.4691427735446565
47,CatBoost,P_kbar,opx_liq,raw,deep_crustal_MASH,61,2.157797620716516
47,CatBoost,P_kbar,opx_liq,raw,deeper_mantle,8,15.94984146342504
47,CatBoost,P_kbar,opx_liq,raw,lithospheric_mantle,58,4.37965186403811
47,CatBoost,P_kbar,opx_liq,raw,shallow_crustal,47,6.790683093135809
48,CatBoost,P_kbar,opx_liq,raw,deep_crustal_MASH,61,2.038936539589811
48,CatBoost,P_kbar,opx_liq,raw,deeper_mantle,8,15.806785150449116
48,CatBoost,P_kbar,opx_liq,raw,lithospheric_mantle,58,4.717175465148187
48,CatBoost,P_kbar,opx_liq,raw,shallow_crustal,47,6.51515048357775
49,CatBoost,P_kbar,opx_liq,raw,deep_crustal_MASH,61,2.0980408041173164
49,CatBoost,P_kbar,opx_liq,raw,deeper_mantle,8,17.249780078413075
49,CatBoost,P_kbar,opx_liq,raw,lithospheric_mantle,58,4.533031685427112
49,CatBoost,P_kbar,opx_liq,raw,shallow_crustal,47,6.88159261280394
50,CatBoost,P_kbar,opx_liq,raw,deep_crustal_MASH,61,2.1806150063784657
50,CatBoost,P_kbar,opx_liq,raw,deeper_mantle,8,15.09653771864332
50,CatBoost,P_kbar,opx_liq,raw,lithospheric_mantle,58,4.71643760912089
50,CatBoost,P_kbar,opx_liq,raw,shallow_crustal,47,6.4152984761280045
51,CatBoost,P_kbar,opx_liq,raw,deep_crustal_MASH,61,2.0462305909838556
51,CatBoost,P_kbar,opx_liq,raw,deeper_mantle,8,15.409643854220903
51,CatBoost,P_kbar,opx_liq,raw,lithospheric_mantle,58,4.672647324471289
51,CatBoost,P_kbar,opx_liq,raw,shallow_crustal,47,6.1030428672806245
52,CatBoost,P_kbar,opx_liq,raw,deep_crustal_MASH,61,2.108345984615724
52,CatBoost,P_kbar,opx_liq,raw,deeper_mantle,8,15.77944800853746
52,CatBoost,P_kbar,opx_liq,raw,lithospheric_mantle,58,4.5696292034233705
52,CatBoost,P_kbar,opx_liq,raw,shallow_crustal,47,6.540221913886632
53,CatBoost,P_kbar,opx_liq,raw,deep_crustal_MASH,61,2.176547514624254
53,CatBoost,P_kbar,opx_liq,raw,deeper_mantle,8,15.317292723140044
53,CatBoost,P_kbar,opx_liq,raw,lithospheric_mantle,58,4.6019158899598445
53,CatBoost,P_kbar,opx_liq,raw,shallow_crustal,47,6.897561998674624
54,CatBoost,P_kbar,opx_liq,raw,deep_crustal_MASH,61,2.1537150115213777
54,CatBoost,P_kbar,opx_liq,raw,deeper_mantle,8,15.296297657173687
54,CatBoost,P_kbar,opx_liq,raw,lithospheric_mantle,58,4.444166435516795
54,CatBoost,P_kbar,opx_liq,raw,shallow_crustal,47,6.100607438195988
55,CatBoost,P_kbar,opx_liq,raw,deep_crustal_MASH,61,2.146216859728506
55,CatBoost,P_kbar,opx_liq,raw,deeper_mantle,8,14.982356559327355
55,CatBoost,P_kbar,opx_liq,raw,lithospheric_mantle,58,4.715996081485531
55,CatBoost,P_kbar,opx_liq,raw,shallow_crustal,47,6.3063468625100905
56,CatBoost,P_kbar,opx_liq,raw,deep_crustal_MASH,61,2.154569709840731
56,CatBoost,P_kbar,opx_liq,raw,deeper_mantle,8,14.685284923556052
56,CatBoost,P_kbar,opx_liq,raw,lithospheric_mantle,58,4.500089382712503
56,CatBoost,P_kbar,opx_liq,raw,shallow_crustal,47,6.560237320383649
57,CatBoost,P_kbar,opx_liq,raw,deep_crustal_MASH,61,2.1030990430357828
57,CatBoost,P_kbar,opx_liq,raw,deeper_mantle,8,15.35568475636407
57,CatBoost,P_kbar,opx_liq,raw,lithospheric_mantle,58,4.61452330864451
57,CatBoost,P_kbar,opx_liq,raw,shallow_crustal,47,6.332525384144144
58,CatBoost,P_kbar,opx_liq,raw,deep_crustal_MASH,61,2.260310499370975
58,CatBoost,P_kbar,opx_liq,raw,deeper_mantle,8,15.351812385262493
58,CatBoost,P_kbar,opx_liq,raw,lithospheric_mantle,58,4.542484561227067
58,CatBoost,P_kbar,opx_liq,raw,shallow_crustal,47,6.402775526565161
59,CatBoost,P_kbar,opx_liq,raw,deep_crustal_MASH,61,2.2961912133668694
59,CatBoost,P_kbar,opx_liq,raw,deeper_mantle,8,15.936796749230638
59,CatBoost,P_kbar,opx_liq,raw,lithospheric_mantle,58,4.573151688803975
59,CatBoost,P_kbar,opx_liq,raw,shallow_crustal,47,5.910929763982303
60,CatBoost,P_kbar,opx_liq,raw,deep_crustal_MASH,61,2.079523190597822
60,CatBoost,P_kbar,opx_liq,raw,deeper_mantle,8,15.677677241338083
60,CatBoost,P_kbar,opx_liq,raw,lithospheric_mantle,58,4.458387560128532
60,CatBoost,P_kbar,opx_liq,raw,shallow_crustal,47,6.742749772383375
61,CatBoost,P_kbar,opx_liq,raw,deep_crustal_MASH,61,2.2819227289408226
61,CatBoost,P_kbar,opx_liq,raw,deeper_mantle,8,15.17045116132434
61,CatBoost,P_kbar,opx_liq,raw,lithospheric_mantle,58,4.73890727227755
61,CatBoost,P_kbar,opx_liq,raw,shallow_crustal,47,6.448000953386631
42,MLP,P_kbar,opx_liq,alr,deep_crustal_MASH,61,2.6257413201972386
42,MLP,P_kbar,opx_liq,alr,deeper_mantle,8,4.555771723826939
42,MLP,P_kbar,opx_liq,alr,lithospheric_mantle,58,6.2061446272160525
42,MLP,P_kbar,opx_liq,alr,shallow_crustal,47,7.186219462155817
43,MLP,P_kbar,opx_liq,alr,deep_crustal_MASH,61,2.9793953848548913
43,MLP,P_kbar,opx_liq,alr,deeper_mantle,8,12.174744265716484
43,MLP,P_kbar,opx_liq,alr,lithospheric_mantle,58,5.075363827922027
43,MLP,P_kbar,opx_liq,alr,shallow_crustal,47,4.507064435148125
44,MLP,P_kbar,opx_liq,alr,deep_crustal_MASH,61,2.751377473005807
44,MLP,P_kbar,opx_liq,alr,deeper_mantle,8,6.849396946681315
44,MLP,P_kbar,opx_liq,alr,lithospheric_mantle,58,5.1570121918013765
44,MLP,P_kbar,opx_liq,alr,shallow_crustal,47,8.153319224896826
45,MLP,P_kbar,opx_liq,alr,deep_crustal_MASH,61,2.910548679673121
45,MLP,P_kbar,opx_liq,alr,deeper_mantle,8,6.370396138911267
45,MLP,P_kbar,opx_liq,alr,lithospheric_mantle,58,5.3269934250523825
45,MLP,P_kbar,opx_liq,alr,shallow_crustal,47,6.895342351491396
46,MLP,P_kbar,opx_liq,alr,deep_crustal_MASH,61,2.624062371220224
46,MLP,P_kbar,opx_liq,alr,deeper_mantle,8,6.289212577498214
46,MLP,P_kbar,opx_liq,alr,lithospheric_mantle,58,4.727850247272574
46,MLP,P_kbar,opx_liq,alr,shallow_crustal,47,3.861085232121837
47,MLP,P_kbar,opx_liq,alr,deep_crustal_MASH,61,2.868254277452748
47,MLP,P_kbar,opx_liq,alr,deeper_mantle,8,5.128951823524003
47,MLP,P_kbar,opx_liq,alr,lithospheric_mantle,58,5.14030127104282
47,MLP,P_kbar,opx_liq,alr,shallow_crustal,47,8.349829635573835
48,MLP,P_kbar,opx_liq,alr,deep_crustal_MASH,61,4.759729958892928
48,MLP,P_kbar,opx_liq,alr,deeper_mantle,8,24.020462087433692
48,MLP,P_kbar,opx_liq,alr,lithospheric_mantle,58,6.181536475350763
48,MLP,P_kbar,opx_liq,alr,shallow_crustal,47,4.621339986719116
49,MLP,P_kbar,opx_liq,alr,deep_crustal_MASH,61,2.704890516225631
49,MLP,P_kbar,opx_liq,alr,deeper_mantle,8,5.453485949322846
49,MLP,P_kbar,opx_liq,alr,lithospheric_mantle,58,5.816196665220874
49,MLP,P_kbar,opx_liq,alr,shallow_crustal,47,6.662628898275685
50,MLP,P_kbar,opx_liq,alr,deep_crustal_MASH,61,2.9936619636399757
50,MLP,P_kbar,opx_liq,alr,deeper_mantle,8,8.229643467290229
50,MLP,P_kbar,opx_liq,alr,lithospheric_mantle,58,4.807326545741176
50,MLP,P_kbar,opx_liq,alr,shallow_crustal,47,7.226950643801842
51,MLP,P_kbar,opx_liq,alr,deep_crustal_MASH,61,2.7170669471182607
51,MLP,P_kbar,opx_liq,alr,deeper_mantle,8,3.7755726264133167
51,MLP,P_kbar,opx_liq,alr,lithospheric_mantle,58,5.108930552818357
51,MLP,P_kbar,opx_liq,alr,shallow_crustal,47,9.490576642370177
52,MLP,P_kbar,opx_liq,alr,deep_crustal_MASH,61,3.0059420892385122
52,MLP,P_kbar,opx_liq,alr,deeper_mantle,8,9.468837894245949
52,MLP,P_kbar,opx_liq,alr,lithospheric_mantle,58,5.382785273935229
52,MLP,P_kbar,opx_liq,alr,shallow_crustal,47,6.624931263303995
53,MLP,P_kbar,opx_liq,alr,deep_crustal_MASH,61,2.803529974743207
53,MLP,P_kbar,opx_liq,alr,deeper_mantle,8,5.906321579961096
53,MLP,P_kbar,opx_liq,alr,lithospheric_mantle,58,5.111099550221683
53,MLP,P_kbar,opx_liq,alr,shallow_crustal,47,7.263682480646343
54,MLP,P_kbar,opx_liq,alr,deep_crustal_MASH,61,2.825343940285333
54,MLP,P_kbar,opx_liq,alr,deeper_mantle,8,4.635001656788586
54,MLP,P_kbar,opx_liq,alr,lithospheric_mantle,58,5.6498397160480165
54,MLP,P_kbar,opx_liq,alr,shallow_crustal,47,11.821826971273865
55,MLP,P_kbar,opx_liq,alr,deep_crustal_MASH,61,2.63069537278676
55,MLP,P_kbar,opx_liq,alr,deeper_mantle,8,4.271825522461707
55,MLP,P_kbar,opx_liq,alr,lithospheric_mantle,58,5.603236727580917
55,MLP,P_kbar,opx_liq,alr,shallow_crustal,47,6.301430243797983
56,MLP,P_kbar,opx_liq,alr,deep_crustal_MASH,61,2.9085005409149374
56,MLP,P_kbar,opx_liq,alr,deeper_mantle,8,5.882121950018827
56,MLP,P_kbar,opx_liq,alr,lithospheric_mantle,58,5.984224539045252
56,MLP,P_kbar,opx_liq,alr,shallow_crustal,47,9.882268529061138
57,MLP,P_kbar,opx_liq,alr,deep_crustal_MASH,61,2.3978898048681105
57,MLP,P_kbar,opx_liq,alr,deeper_mantle,8,6.713094265268645
57,MLP,P_kbar,opx_liq,alr,lithospheric_mantle,58,4.9753076121665325
57,MLP,P_kbar,opx_liq,alr,shallow_crustal,47,6.13647970498399
58,MLP,P_kbar,opx_liq,alr,deep_crustal_MASH,61,2.5026040690560283
58,MLP,P_kbar,opx_liq,alr,deeper_mantle,8,6.063796332342012
58,MLP,P_kbar,opx_liq,alr,lithospheric_mantle,58,5.431839851015193
58,MLP,P_kbar,opx_liq,alr,shallow_crustal,47,7.7349784364644
59,MLP,P_kbar,opx_liq,alr,deep_crustal_MASH,61,2.663909918260614
59,MLP,P_kbar,opx_liq,alr,deeper_mantle,8,4.657401978530863
59,MLP,P_kbar,opx_liq,alr,lithospheric_mantle,58,4.934172970587406
59,MLP,P_kbar,opx_liq,alr,shallow_crustal,47,9.007610222206429
60,MLP,P_kbar,opx_liq,alr,deep_crustal_MASH,61,2.6164960234178074
60,MLP,P_kbar,opx_liq,alr,deeper_mantle,8,5.536198011302538
60,MLP,P_kbar,opx_liq,alr,lithospheric_mantle,58,5.321785310568006
60,MLP,P_kbar,opx_liq,alr,shallow_crustal,47,8.732150188648143
61,MLP,P_kbar,opx_liq,alr,deep_crustal_MASH,61,2.9184588727903673
61,MLP,P_kbar,opx_liq,alr,deeper_mantle,8,5.224487583719363
61,MLP,P_kbar,opx_liq,alr,lithospheric_mantle,58,6.181381335441271
61,MLP,P_kbar,opx_liq,alr,shallow_crustal,47,10.8912587876166
