pipeline,track,target,model,feature_set,seed,form,pre_rmse,post_rmse,delta_rmse,wins
opx,opx_liq,T_C,ElasticNet,raw,46,B,77.06189003628756,76.40444402217145,0.6574460141161182,0
opx,opx_liq,T_C,ElasticNet,raw,47,B,77.06189003628756,76.3807371518028,0.6811528844847601,0
opx,opx_liq,T_C,ElasticNet,raw,48,B,77.06189003628756,76.48391001600012,0.5779800202874412,0
opx,opx_liq,T_C,ElasticNet,raw,49,B,77.06189003628756,76.50506545054544,0.5568245857421203,0
opx,opx_liq,T_C,ElasticNet,raw,50,B,77.06189003628756,76.3568619223806,0.7050281139069625,0
opx,opx_liq,T_C,ElasticNet,raw,51,B,77.06189003628756,76.41068065007731,0.6512093862102546,0
opx,opx_liq,T_C,ElasticNet,raw,52,B,77.06189003628756,76.469659358264,0.5922306780235687,0
opx,opx_liq,T_C,ElasticNet,raw,53,B,77.06189003628756,76.45711813295954,0.6047719033280288,0
opx,opx_liq,T_C,ElasticNet,raw,54,B,77.06189003628756,76.39775876240473,0.6641312738828304,0
opx,opx_liq,T_C,ElasticNet,raw,55,B,77.06189003628756,76.44163181651022,0.620258219777341,0
opx,opx_liq,T_C,ElasticNet,raw,56,B,77.06189003628756,76.43824675294707,0.623643283340499,0
opx,opx_liq,T_C,ElasticNet,raw,57,B,77.06189003628756,76.469908902996,0.5919811332915685,0
opx,opx_liq,T_C,ElasticNet,raw,58,B,77.06189003628756,76.50756764852876,0.5543223877588019,0
opx,opx_liq,T_C,ElasticNet,raw,59,B,77.06189003628756,76.4181412292626,0.6437488070249628,0
opx,opx_liq,T_C,ElasticNet,raw,60,B,77.06189003628756,76.59153811649468,0.4703519197928898,0
opx,opx_liq,T_C,ElasticNet,raw,61,B,77.06189003628756,76.36796659051227,0.6939234457752974,0
opx,opx_only,T_C,LightGBM,alr,42,A,147.98216692463086,123.41825480334656,24.56391212128429,0
opx,opx_only,T_C,LightGBM,alr,43,A,146.86599460320426,122.59490512576475,24.271089477439503,0
opx,opx_only,T_C,LightGBM,alr,44,A,146.11008123084093,122.23625875748434,23.8738224733566,0
opx,opx_only,T_C,LightGBM,alr,45,A,146.80504893591842,121.34883267549684,25.45621626042157,0
opx,opx_only,T_C,LightGBM,alr,46,A,146.60185676435927,121.36543324476722,25.23642351959205,0
opx,opx_only,T_C,LightGBM,alr,47,A,146.90724854920714,122.91547354214208,23.991775007065076,0
opx,opx_only,T_C,LightGBM,alr,48,A,146.16968264918887,120.30682297673148,25.862859672457404,0
opx,opx_only,T_C,LightGBM,alr,49,A,145.66716290067333,121.5792594190886,24.087903481584743,0
opx,opx_only,T_C,LightGBM,alr,50,A,147.02356967559078,122.65412916075763,24.369440514833144,0
opx,opx_only,T_C,LightGBM,alr,51,A,146.37891131639344,121.9180250459954,24.460886270398035,0
opx,opx_only,T_C,LightGBM,alr,52,A,147.29947541420458,121.8742401453507,25.42523526885388,0
opx,opx_only,T_C,LightGBM,alr,53,A,146.03801835297017,121.63676470580904,24.401253647161127,0
opx,opx_only,T_C,LightGBM,alr,54,A,145.51327185211372,122.45910095923172,23.054170892882,0
opx,opx_only,T_C,LightGBM,alr,55,A,146.71906085319648,121.8118221942876,24.90723865890888,0
opx,opx_only,T_C,LightGBM,alr,56,A,146.95750463298333,123.73918906454566,23.218315568437674,0
opx,opx_only,T_C,LightGBM,alr,57,A,146.76296855305063,122.51871447800303,24.244254075047596,0
opx,opx_only,T_C,LightGBM,alr,58,A,146.90057611468714,121.71847565676865,25.18210045791849,0
opx,opx_only,T_C,LightGBM,alr,59,A,146.00512576661092,122.20917593983688,23.795949826774034,0
opx,opx_only,T_C,LightGBM,alr,60,A,146.66435260958298,121.59493510495832,25.069417504624667,0
opx,opx_only,T_C,LightGBM,alr,61,A,147.17746722788272,122.05514195677245,25.12232527111027,0
opx,opx_only,T_C,LightGBM,alr,42,B,147.98216692463086,147.06349724157596,0.918669683054901,0
opx,opx_only,T_C,LightGBM,alr,43,B,146.86599460320426,145.88122337078664,0.9847712324176144,0
opx,opx_only,T_C,LightGBM,alr,44,B,146.11008123084093,145.42797539319568,0.6821058376452527,0
opx,opx_only,T_C,LightGBM,alr,45,B,146.80504893591842,145.884478131063,0.92057080485543,0
opx,opx_only,T_C,LightGBM,alr,46,B,146.60185676435927,145.62282190859267,0.9790348557665992,0
opx,opx_only,T_C,LightGBM,alr,47,B,146.90724854920714,146.30820780168975,0.5990407475173924,0
opx,opx_only,T_C,LightGBM,alr,48,B,146.16968264918887,145.24815847843874,0.921524170750132,0
opx,opx_only,T_C,LightGBM,alr,49,B,145.66716290067333,144.97891668104774,0.6882462196255972,0
opx,opx_only,T_C,LightGBM,alr,50,B,147.02356967559078,146.175552909849,0.8480167657417894,0
opx,opx_only,T_C,LightGBM,alr,51,B,146.37891131639344,145.59228370221626,0.7866276141771777,0
opx,opx_only,T_C,LightGBM,alr,52,B,147.29947541420458,146.3539814356244,0.945493978580174,0
opx,opx_only,T_C,LightGBM,alr,53,B,146.03801835297017,145.02942996936508,1.0085883836050868,0
opx,opx_only,T_C,LightGBM,alr,54,B,145.51327185211372,144.70682957550375,0.806442276609971,0
opx,opx_only,T_C,LightGBM,alr,55,B,146.71906085319648,145.74844568221502,0.9706151709814606,0
opx,opx_only,T_C,LightGBM,alr,56,B,146.95750463298333,146.24842004470048,0.7090845882828489,0
opx,opx_only,T_C,LightGBM,alr,57,B,146.76296855305063,146.12270731999817,0.6402612330524562,0
opx,opx_only,T_C,LightGBM,alr,58,B,146.90057611468714,146.05980287368948,0.8407732409976632,0
opx,opx_only,T_C,LightGBM,alr,59,B,146.00512576661092,145.1231167948466,0.8820089717643214,0
opx,opx_only,T_C,LightGBM,alr,60,B,146.66435260958298,145.7588622584526,0.9054903511303678,0
opx,opx_only,T_C,LightGBM,alr,61,B,147.17746722788272,146.30224206303825,0.8752251648444656,0
