family,subset,target,n,rmse,mae,r2,rmse_ci_lo,rmse_ci_hi
forest,measured,T_C,130,61.38918547523092,52.887672086706644,0.7209614367161891,56.27564167358195,66.08877502681229
forest,measured,P_kbar,130,2.802187573672068,2.3297510654699587,0.5903153536733763,2.5217883776891328,3.101336896364476
forest,vbd,T_C,67,70.35939968569245,58.059977612610716,0.5034763415066754,59.90555573472592,81.2169118704844
forest,vbd,P_kbar,67,2.252020366703787,1.8103366540179826,0.3722559005786523,1.842126285916383,2.6392431919586934
boosted,measured,T_C,130,64.60619588121811,52.95221980168265,0.6909499454474205,57.73302015665445,71.29518079707304
boosted,measured,P_kbar,130,2.71229319232108,2.0286202977620635,0.6161791610296887,2.2676864875577287,3.1218912972428208
boosted,vbd,T_C,67,74.2536076197162,63.268788807427654,0.44699276465097604,64.78293438192992,83.80917192647156
boosted,vbd,P_kbar,67,2.654892563093577,2.150346034904025,0.12756734374652012,2.2566570191047663,3.03874870872507
