track,target,non_aug_model,non_aug_feature_set,non_aug_mean_rmse,non_aug_std,non_aug_winner,aug_model,aug_feature_set,aug_mean_rmse,aug_std,aug_ship_a_rate,aug_ship_b_rate,aug_winner_A,aug_winner_B,aug_winner_none,aug_form_a_post_rmse_mean,aug_form_b_post_rmse_mean
opx_liq,T_C,ElasticNet,raw,77.06189003628756,0.0,excluded,ElasticNet,raw,77.19010050638107,0.10710060025079854,0/20,0/20,0,0,20,77.69413142974904,76.52426348323645
opx_liq,P_kbar,MLP,raw,4.404284713402804,0.4603454305344115,excluded,XGB,raw,4.7618673440269115,0.07503590237045366,17/20,0/20,17,0,3,3.063543525987101,5.987675245499285
opx_only,T_C,LightGBM,alr,146.6274772463645,0.5877074458934813,excluded,XGB,raw,153.78144329753724,0.7816548298504028,20/20,4/20,20,0,0,146.68406839444353,190.41299637051614
opx_only,P_kbar,RF,pwlr,10.34735487584552,0.0428612996817353,A,ERT,pwlr,11.122215613205586,0.10813473275756777,20/20,0/20,20,0,0,5.951396424601273,12.318936550740213
