pipeline,target,track,model,feature_set,seed_mean_rmse,seed_std_rmse,seed_min_rmse,seed_max_rmse,single_seed_rmse,single_seed_r2,n_seeds
cpx,T_C,cpx_only,ERT,pwlr,127.0219367725089,0.3045535369661677,126.25711072451298,127.5142855677837,127.34987708248192,0.6032024625860912,20
cpx,P_kbar,cpx_only,MLP,alr,13.663503031715866,0.283172686692653,13.128245887336483,14.167870385783448,13.46565902091653,0.5440999660358039,20
cpx,T_C,cpx_liq,ERT,pwlr,72.47571867909348,0.2086548516552918,72.14537757307843,72.78829348938739,72.50372208958599,0.8287402932807519,20
cpx,P_kbar,cpx_liq,LightGBM,pwlr,6.545968996153412,0.0502244766506223,6.472247864833115,6.647797079429865,6.536933057636693,0.7641649466484713,20
twopx,T_C,twopx,ElasticNet,raw,79.53579684431216,0.0,79.53579684431216,79.53579684431216,79.53579684431216,0.4654148865964121,20
twopx,P_kbar,twopx,XGB,alr,4.260655790848926,0.0285095154039839,4.218022795879677,4.320401765153186,4.262968061132832,0.430308827767271,20
