family,target,n,rmse,mae,r2
forest,T_C,197,64.57993887275695,54.64678107267401,0.6643838268305822
forest,P_kbar,197,2.628031331462957,2.1530974331487283,0.5571685515435714
boosted,T_C,197,68.04096830213189,56.46090063104769,0.6274465471043082
boosted,P_kbar,197,2.6929084534246663,2.0700194063331874,0.5350346844286977
