pipeline,model,target,track,feature_set,mean,std,min,max,count
twopx,MLP,T_C,twopx,raw,306.3656772100593,41.165517076659604,230.6728323080916,392.3969261707588,20
twopx,MLP,T_C,twopx,twopx_components,275.4117331017725,133.45191075687924,164.82023394811384,519.1921105179454,20
twopx,RF,P_kbar,twopx,alr,4.602403857616716,0.03542551385529131,4.53891141399319,4.663011952877025,20
twopx,RF,P_kbar,twopx,pwlr,4.77972497234434,0.031026755541976824,4.716190081542563,4.827945139757223,20
twopx,RF,P_kbar,twopx,raw,4.598509050988452,0.05198980714251944,4.511534708738108,4.688565873660803,20
twopx,RF,P_kbar,twopx,twopx_components,5.281511180678907,0.03224049887718888,5.221717840627273,5.325295590775175,20
twopx,RF,T_C,twopx,alr,89.82014664347663,0.6093234425511861,88.81980374057883,90.74225284139598,20
twopx,RF,T_C,twopx,pwlr,84.5817714053289,0.3916121693841597,83.93437048357778,85.53254318497576,20
twopx,RF,T_C,twopx,raw,88.07139659035312,0.7396760128074283,86.24529764017977,89.23464583458663,20
twopx,RF,T_C,twopx,twopx_components,93.62206393688002,0.642421667230986,91.85505192779736,94.50712121554004,20
twopx,XGB,P_kbar,twopx,alr,4.260655790848926,0.028509515403983908,4.218022795879677,4.320401765153186,20
twopx,XGB,P_kbar,twopx,pwlr,4.599648039514197,0.04353905171777316,4.523701049937258,4.697167165724223,20
twopx,XGB,P_kbar,twopx,raw,4.290827631643719,0.03509757949216622,4.232372855787315,4.346039780582196,20
twopx,XGB,P_kbar,twopx,twopx_components,5.513339881371335,0.04722578153087607,5.432539130060417,5.59209511773236,20
twopx,XGB,T_C,twopx,alr,107.89295634317072,2.521035227267392,103.8672139042514,111.47186344678302,20
twopx,XGB,T_C,twopx,pwlr,91.82570125231926,1.0961996523689554,89.39915290088918,93.528934682529,20
twopx,XGB,T_C,twopx,raw,101.95759109812157,0.6511089561123099,100.55841316677414,103.30861080787602,20
twopx,XGB,T_C,twopx,twopx_components,96.4986673457939,0.924242070368193,95.55605395158672,98.74837967027752,20
