regime,n,T_mean,T_std,T_p10,T_p90,P_mean,P_std,P_p10,P_p90,ood_pct,meets_n_floor
shallow_crustal,26047,976.1611324671288,57.73561546377247,905.2753879471742,1054.8554670593269,4.284097812340208,0.34068371892161436,3.867256490848878,4.759145226023689,9.363842285100011,True
deep_crustal_MASH,13177,1113.782428770775,114.8691675440864,936.0659687550776,1256.8855137413611,9.182562873020943,3.3025181142435307,5.242978545086475,14.125945709419312,9.971920771040448,True
lithospheric_mantle,11138,1253.7335516953613,50.17348070187744,1189.7965728636973,1304.1904970036317,20.45435999529445,4.231677621435345,15.750132985691666,27.64134908291919,0.6733704435266654,True
deeper_mantle,2688,1288.1500835936633,51.67377259123807,1232.0356983621632,1354.1203732308034,36.25687976808442,5.015960022711632,30.599773683988857,43.47599564014028,0.8928571428571428,True
