winning_feature_set,runner_up_feature_set,best_opx_liq_T_RMSE_mean,best_opx_liq_P_RMSE_mean,best_opx_only_T_RMSE_mean,best_opx_only_P_RMSE_mean,loso_pooled_T_RMSE,loso_pooled_P_RMSE,cluster_pooled_T_RMSE,cluster_pooled_P_RMSE,gridded_pooled_T_RMSE,gridded_pooled_P_RMSE,1_raw_rf_T_C_rmse_test,3_linear_ooffit_T_C_rmse_test,4_piecewise_ooffit_T_C_rmse_test,1_raw_rf_P_kbar_rmse_test,3_linear_ooffit_P_kbar_rmse_test,4_piecewise_ooffit_P_kbar_rmse_test,qrf_A_trainfit_leak_T_C_cov68,qrf_B_oof_honest_T_C_cov68,qrf_C_test_T_C_cov68,qrf_A_trainfit_leak_P_kbar_cov68,qrf_B_oof_honest_P_kbar_cov68,qrf_C_test_P_kbar_cov68,arcpl_T_RMSE,arcpl_P_RMSE
alr,raw,80.389607737485,5.426326863270439,144.38319703617546,10.704628011022361,74.65005093542757,5.927868419160324,103.2987619227008,6.778360389238183,101.69073955363692,8.432043528302012,88.22184054538583,88.65665725420006,87.94108529610575,5.767672503070286,5.728840377948975,5.706016275514869,1.0,0.7652582159624414,0.7068965517241379,0.9976525821596244,0.755868544600939,0.7126436781609196,57.69426284258284,2.72098519520758
