pipeline,track,target,regime_type,regime,regime_lo,regime_hi,n,method_family,method,method_label,rmse,rmse_lo,rmse_hi,mae,mae_lo,mae_hi,n_used
opx,opx_only,P_kbar,P,5<=P<10,5.0,10.0,20,v10,RF/raw,v10 RF raw,11.450427393803428,8.004128410290836,14.22668379563594,9.112401644843974,6.099607653258132,12.065407196314585,20
opx,opx_only,P_kbar,P,5<=P<10,5.0,10.0,20,v10,RF/alr,v10 RF alr,9.764677595485033,6.609742604168319,12.35715469237326,7.885906022019695,5.477166187125083,10.406785948476278,20
opx,opx_only,P_kbar,P,5<=P<10,5.0,10.0,20,v10,RF/pwlr,v10 RF pwlr,10.302190109137463,6.324081064674409,13.366835832780579,7.736187328045583,4.909421440295457,10.548610320978442,20
opx,opx_only,T_C,P,5<=P<10,5.0,10.0,20,v10,ERT/raw,v10 ERT raw,175.1842962247921,125.49406376727752,220.46287935607643,141.3035316222291,96.6123047602523,187.22333010857966,20
opx,opx_only,T_C,P,5<=P<10,5.0,10.0,20,v10,ERT/alr,v10 ERT alr,168.32282073615013,123.05663957476816,210.2151772377496,133.86235253340607,92.7131389214264,180.03369127416258,20
opx,opx_only,T_C,P,5<=P<10,5.0,10.0,20,v10,ERT/pwlr,v10 ERT pwlr,154.36980791833085,108.59005808396806,199.18438171392114,120.03172349782434,80.85104947563019,163.53222544975472,20
opx,opx_only,P_kbar,P,5<=P<10,5.0,10.0,20,v10,ERT/raw,v10 ERT raw,10.867578934242907,7.522965933244676,13.681067666796041,8.687074743797726,5.930321335137109,11.49409819184015,20
opx,opx_only,P_kbar,P,5<=P<10,5.0,10.0,20,v10,ERT/alr,v10 ERT alr,9.205161820951783,6.710558710462771,11.45516669278444,7.496827402660526,5.299936988879732,9.888226049921625,20
opx,opx_only,P_kbar,P,5<=P<10,5.0,10.0,20,v10,ERT/pwlr,v10 ERT pwlr,8.913466930102102,5.963613799111253,11.26278402074961,7.103281178258479,4.839237274756366,9.37989218882948,20
opx,opx_only,T_C,P,5<=P<10,5.0,10.0,20,v10,XGB/raw,v10 XGB raw,166.71501290320361,122.42210943544032,207.1748194779321,136.97177915714414,96.98936057782916,178.2824449701621,20
opx,opx_only,T_C,P,5<=P<10,5.0,10.0,20,v10,XGB/alr,v10 XGB alr,156.11341423420475,111.32409279675586,194.43228228201494,123.67941160343321,84.70657091633295,166.07092877232253,20
opx,opx_only,T_C,P,5<=P<10,5.0,10.0,20,v10,XGB/pwlr,v10 XGB pwlr,140.97403235513377,88.3151526648701,189.54119826349262,109.00894975225542,73.42124660653546,146.8802552752225,20
opx,opx_only,P_kbar,P,5<=P<10,5.0,10.0,20,v10,XGB/raw,v10 XGB raw,9.564506937675924,6.995077380521354,11.816011122027161,8.052933997526136,5.931696741398987,10.451121180866219,20
opx,opx_only,P_kbar,P,5<=P<10,5.0,10.0,20,v10,XGB/alr,v10 XGB alr,8.655456481179128,6.556029654738065,10.526314008319861,7.4205502575778635,5.515781337088822,9.335758579545347,20
opx,opx_only,P_kbar,P,5<=P<10,5.0,10.0,20,v10,XGB/pwlr,v10 XGB pwlr,9.424308996635713,6.252450602533748,11.997607823298914,7.551093951341184,5.111355907082743,10.178927435393092,20
opx,opx_only,T_C,P,5<=P<10,5.0,10.0,20,v10,GB/raw,v10 GB raw,175.0562794643295,132.08545261672222,212.63890589152004,142.87969802794592,101.40450729806058,185.66194329630343,20
opx,opx_only,T_C,P,5<=P<10,5.0,10.0,20,v10,GB/alr,v10 GB alr,170.00240914030564,118.97379382815808,215.81552777214154,132.7113062293966,89.67422423319259,179.79507973919172,20
opx,opx_only,T_C,P,5<=P<10,5.0,10.0,20,v10,GB/pwlr,v10 GB pwlr,156.7619018536173,87.03059175112536,223.75868204415988,114.05179331777063,73.1028711001328,161.67430089508696,20
opx,opx_only,P_kbar,P,5<=P<10,5.0,10.0,20,v10,GB/raw,v10 GB raw,9.7581337837024,5.929930787505203,13.24432149672282,7.449225860988221,4.728935905989575,10.312369245849979,20
opx,opx_only,P_kbar,P,5<=P<10,5.0,10.0,20,v10,GB/alr,v10 GB alr,9.52586102112478,5.823095996529578,12.93782494751345,7.257159055466222,4.765634109685759,10.117560656399219,20
opx,opx_only,P_kbar,P,5<=P<10,5.0,10.0,20,v10,GB/pwlr,v10 GB pwlr,11.032678664966031,6.250003099049327,14.888090085880087,8.27729546615979,5.292094133401256,11.565674687106204,20
opx,opx_only,T_C,P,5<=P<10,5.0,10.0,20,v10,CatBoost/raw,v10 CatBoost raw,171.92503461960652,121.73031569057491,217.26427517916525,131.7805070780757,86.41328358196196,181.03208722074893,20
opx,opx_only,T_C,P,5<=P<10,5.0,10.0,20,v10,CatBoost/alr,v10 CatBoost alr,168.40207149726433,122.6061321418952,209.7042193876918,132.9400739645222,88.9213945139852,180.26393757075735,20
opx,opx_only,T_C,P,5<=P<10,5.0,10.0,20,v10,CatBoost/pwlr,v10 CatBoost pwlr,155.33434679342142,112.82421881678403,194.19586212684862,123.84336469048087,85.32532104699457,162.9424567648943,20
opx,opx_only,P_kbar,P,5<=P<10,5.0,10.0,20,v10,CatBoost/raw,v10 CatBoost raw,8.319292020733748,5.774651999524812,10.379601575521928,6.753508098580433,4.621585024498949,8.944316742115822,20
opx,opx_only,P_kbar,P,5<=P<10,5.0,10.0,20,v10,CatBoost/alr,v10 CatBoost alr,6.481660845732377,5.047447422127254,7.766539056990689,5.6295718428535775,4.145810600721322,7.11700890314959,20
opx,opx_only,P_kbar,P,5<=P<10,5.0,10.0,20,v10,CatBoost/pwlr,v10 CatBoost pwlr,7.555645391736545,5.061459258732464,9.63023704055217,5.937988739513764,3.956209510171193,7.964927743691821,20
opx,opx_only,T_C,P,5<=P<10,5.0,10.0,20,v10,LightGBM/raw,v10 LightGBM raw,170.67954243722065,118.79782958133502,218.54082996348438,134.00515590780918,89.63278081910325,180.34042451343146,20
opx,opx_only,T_C,P,5<=P<10,5.0,10.0,20,v10,LightGBM/alr,v10 LightGBM alr,181.8707235061674,127.65767787273779,228.9362295908434,140.81822473285325,93.11140101604707,192.32749810462576,20
opx,opx_only,T_C,P,5<=P<10,5.0,10.0,20,v10,LightGBM/pwlr,v10 LightGBM pwlr,145.18506475266952,89.46750251112584,199.85555136837746,107.11993435472228,68.64563905790206,149.7273210093973,20
