target,track,rmse_train,mae_train,rmse_test,mae_test,r2_test
T_C,1_raw_rf,14.877643580647604,6.598126207875328,88.22184054538583,60.52933956493662,0.595514514977393
T_C,2_linear_trainfit_leak,14.657928093416023,7.0188949536528895,88.42286981776364,60.7756989730331,0.5936690294187046
T_C,3_linear_ooffit,15.000595705494142,8.015464910983207,88.65665725420006,61.43684983277811,0.5915175349415426
T_C,4_piecewise_ooffit,23.883454486301822,17.602276622991482,87.94108529610575,59.77777236099591,0.598084870000283
P_kbar,1_raw_rf,1.1818611374080457,0.4366593626995342,5.767672503070286,3.7867645152099816,0.6419220523110609
P_kbar,2_linear_trainfit_leak,1.1266063435986748,0.5604230441752419,5.7378676165358735,3.7752021657509904,0.6456132803371142
P_kbar,3_linear_ooffit,1.1478235329963882,0.6195564796422065,5.728840377948975,3.771339880573673,0.6467274980664586
P_kbar,4_piecewise_ooffit,1.6410633889987896,1.1312490785693965,5.706016275514869,4.165780611259359,0.6495368155571601
