citation,sample,tectonic_setting,location,T_C_pre,T_C_post,T_C_correction_form,P_kbar_pre,P_kbar_post,P_kbar_correction_form,regime_pre_from_P_pre,regime_post_from_P_post
[67] CLAGUE D. A. (1988),samp. 17-5B-1,SEAMOUNT,HAWAIIAN ISLANDS / LOIHI / DREDGE 17 / NORTHERN RIFT ZONE,1229.4163787768991,1229.4163787768991,none,15.062481974650135,18.416190574420096,A,lithospheric_mantle,lithospheric_mantle
[67] CLAGUE D. A. (1988),samp. 17-5B-1,SEAMOUNT,HAWAIIAN ISLANDS / LOIHI / DREDGE 17 / NORTHERN RIFT ZONE,1234.0370038862573,1234.0370038862573,none,15.569082556567352,18.519716931678193,A,lithospheric_mantle,lithospheric_mantle
[67] CLAGUE D. A. (1988),samp. 27-4A-3,SEAMOUNT,HAWAIIAN ISLANDS / LOIHI / DREDGE 27 / SOUTH RIFT ZONE,1277.7446511156797,1277.7446511156797,none,33.45638243795427,42.57800870883466,A,deeper_mantle,deeper_mantle
[67] CLAGUE D. A. (1988),samp. 27-4A-3,SEAMOUNT,HAWAIIAN ISLANDS / LOIHI / DREDGE 27 / SOUTH RIFT ZONE,1307.9495444350182,1307.9495444350182,none,33.50184804792208,42.58894585981901,A,deeper_mantle,deeper_mantle
[67] CLAGUE D. A. (1988),samp. 27-4AB-1,SEAMOUNT,HAWAIIAN ISLANDS / LOIHI / DREDGE 27 / SOUTH RIFT ZONE,1287.220035477276,1287.220035477276,none,27.464146475666464,20.950532609457568,A,lithospheric_mantle,lithospheric_mantle
[67] CLAGUE D. A. (1988),samp. 27-27C-1,SEAMOUNT,HAWAIIAN ISLANDS / LOIHI / DREDGE 27 / SOUTH RIFT ZONE,1271.0021418289896,1271.0021418289896,none,17.863942051444596,18.98868292264623,A,lithospheric_mantle,lithospheric_mantle
[67] CLAGUE D. A. (1988),samp. 27-27C-1,SEAMOUNT,HAWAIIAN ISLANDS / LOIHI / DREDGE 27 / SOUTH RIFT ZONE,1277.944255271892,1277.944255271892,none,18.96775208841093,19.21425201259789,A,lithospheric_mantle,lithospheric_mantle
[88] FODOR R. V. (1997),samp. C20,OCEAN ISLAND,HAWAIIAN ISLANDS / HAWAII / MAUNA KEA / POST-SHIELD STAGE / LAUPAHOEHOE SERIES,1078.886446754252,1078.886446754252,none,6.422475008149848,9.17610206343938,A,deep_crustal_MASH,deep_crustal_MASH
[88] FODOR R. V. (1997),samp. C77,OCEAN ISLAND,HAWAIIAN ISLANDS / HAWAII / MAUNA KEA / POST-SHIELD STAGE / LAUPAHOEHOE SERIES,1066.8555775598186,1066.8555775598186,none,5.694142569262461,9.098126716185703,A,deep_crustal_MASH,deep_crustal_MASH
[88] FODOR R. V. (1997),samp. C12,OCEAN ISLAND,HAWAIIAN ISLANDS / HAWAII / MAUNA KEA / POST-SHIELD STAGE / LAUPAHOEHOE SERIES,1106.5614840659014,1106.5614840659014,none,14.354399952295422,10.025294779412146,A,deep_crustal_MASH,deep_crustal_MASH
[88] FODOR R. V. (1997),samp. C21,OCEAN ISLAND,HAWAIIAN ISLANDS / HAWAII / MAUNA KEA / POST-SHIELD STAGE / LAUPAHOEHOE SERIES,1094.5985984138654,1094.5985984138654,none,5.618501336142663,9.090028557838917,A,deep_crustal_MASH,deep_crustal_MASH
[88] FODOR R. V. (1997),samp. C75G,OCEAN ISLAND,HAWAIIAN ISLANDS / HAWAII / MAUNA KEA / POST-SHIELD STAGE / LAUPAHOEHOE SERIES,1089.0110971210393,1089.0110971210393,none,4.866470601962629,1.268945243587626,A,shallow_crustal,shallow_crustal
[88] FODOR R. V. (1997),samp. C17,OCEAN ISLAND,HAWAIIAN ISLANDS / HAWAII / MAUNA KEA / POST-SHIELD STAGE / LAUPAHOEHOE SERIES,1110.9427069923943,1110.9427069923943,none,8.85490244508507,9.436517999813347,A,deep_crustal_MASH,deep_crustal_MASH
[88] FODOR R. V. (1997),samp. A2,OCEAN ISLAND,HAWAIIAN ISLANDS / HAWAII / MAUNA KEA / POST-SHIELD STAGE / LAUPAHOEHOE SERIES,1180.895978445924,1180.895978445924,none,7.622322960645068,9.304557911005842,A,deep_crustal_MASH,deep_crustal_MASH
[88] FODOR R. V. (1997),samp. A14,OCEAN ISLAND,HAWAIIAN ISLANDS / HAWAII / MAUNA KEA / POST-SHIELD STAGE / LAUPAHOEHOE SERIES,1098.8383786752813,1098.8383786752813,none,7.0542140513179765,9.24373611162209,A,deep_crustal_MASH,deep_crustal_MASH
[88] FODOR R. V. (1997),samp. A21,OCEAN ISLAND,HAWAIIAN ISLANDS / HAWAII / MAUNA KEA / POST-SHIELD STAGE / LAUPAHOEHOE SERIES,1078.2064087363558,1078.2064087363558,none,5.268419206241691,9.052548728314866,A,deep_crustal_MASH,deep_crustal_MASH
[88] FODOR R. V. (1997),samp. A7,OCEAN ISLAND,HAWAIIAN ISLANDS / HAWAII / MAUNA KEA / POST-SHIELD STAGE / LAUPAHOEHOE SERIES,1095.3616942920485,1095.3616942920485,none,7.728404222913367,9.3159149820641,A,deep_crustal_MASH,deep_crustal_MASH
[88] FODOR R. V. (1997),samp. A13,OCEAN ISLAND,HAWAIIAN ISLANDS / HAWAII / MAUNA KEA / POST-SHIELD STAGE / LAUPAHOEHOE SERIES,1111.6426851082979,1111.6426851082979,none,7.62816869801769,9.305183756261727,A,deep_crustal_MASH,deep_crustal_MASH
[88] FODOR R. V. (1997),samp. A5,OCEAN ISLAND,HAWAIIAN ISLANDS / HAWAII / MAUNA KEA / POST-SHIELD STAGE / LAUPAHOEHOE SERIES,1092.2996616584605,1092.2996616584605,none,6.086722360447538,9.140156349781586,A,deep_crustal_MASH,deep_crustal_MASH
[88] FODOR R. V. (1997),samp. C50,OCEAN ISLAND,HAWAIIAN ISLANDS / HAWAII / MAUNA KEA / POST-SHIELD STAGE / LAUPAHOEHOE SERIES,1096.7931461780734,1096.7931461780734,none,6.268602079895801,9.159628411610996,A,deep_crustal_MASH,deep_crustal_MASH
[88] FODOR R. V. (1997),samp. C3,OCEAN ISLAND,HAWAIIAN ISLANDS / HAWAII / MAUNA KEA / POST-SHIELD STAGE / LAUPAHOEHOE SERIES,1074.755601381431,1074.755601381431,none,4.501703516542612,1.2873099952745575,A,shallow_crustal,shallow_crustal
[88] FODOR R. V. (1997),samp. A3,OCEAN ISLAND,HAWAIIAN ISLANDS / HAWAII / MAUNA KEA / POST-SHIELD STAGE / LAUPAHOEHOE SERIES,1075.1817891546013,1075.1817891546013,none,5.991086209203589,9.129917533404488,A,deep_crustal_MASH,deep_crustal_MASH
[88] FODOR R. V. (1997),samp. A10,OCEAN ISLAND,HAWAIIAN ISLANDS / HAWAII / MAUNA KEA / POST-SHIELD STAGE / LAUPAHOEHOE SERIES,1091.3034926023702,1091.3034926023702,none,6.742079303526307,9.21031893280444,A,deep_crustal_MASH,deep_crustal_MASH
[88] FODOR R. V. (1997),samp. C4,OCEAN ISLAND,HAWAIIAN ISLANDS / HAWAII / MAUNA KEA / POST-SHIELD STAGE / LAUPAHOEHOE SERIES,1068.921791819159,1068.921791819159,none,3.4357923099286074,1.3409749102633746,A,shallow_crustal,shallow_crustal
[88] FODOR R. V. (1997),samp. A2-2,OCEAN ISLAND,HAWAIIAN ISLANDS / HAWAII / MAUNA KEA / POST-SHIELD STAGE / LAUPAHOEHOE SERIES,1070.2831351340394,1070.2831351340394,none,3.3628671051340326,1.3446464402102964,A,shallow_crustal,shallow_crustal
[88] FODOR R. V. (1997),samp. B4,OCEAN ISLAND,HAWAIIAN ISLANDS / HAWAII / MAUNA KEA / POST-SHIELD STAGE / LAUPAHOEHOE SERIES,1074.456430199347,1074.456430199347,none,5.123118959173832,9.036992868632893,A,deep_crustal_MASH,deep_crustal_MASH
[88] FODOR R. V. (1997),samp. C19C,OCEAN ISLAND,HAWAIIAN ISLANDS / HAWAII / MAUNA KEA / POST-SHIELD STAGE / LAUPAHOEHOE SERIES,1032.107224011569,1032.107224011569,none,3.7433911303897887,1.3254883815091203,A,shallow_crustal,shallow_crustal
[88] FODOR R. V. (1997),samp. C19F,OCEAN ISLAND,HAWAIIAN ISLANDS / HAWAII / MAUNA KEA / POST-SHIELD STAGE / LAUPAHOEHOE SERIES,1042.1346263385085,1042.1346263385085,none,3.23508000890404,1.3510800752197591,A,shallow_crustal,shallow_crustal
[186] KYSER T. K. (1981),samp. 32A,RIFT VOLCANICS,MEXICAN BASIN AND RANGE / WESTERN MEXICAN BASIN AND RANGE (GULF EXTENSIONAL  / BAJA CALIFORNIA / SAN QUINTIN VOLCANIC FIELD,1250.7785520403474,1250.7785520403474,none,14.736103779826704,10.066160031199196,A,deep_crustal_MASH,deep_crustal_MASH
[186] KYSER T. K. (1981),samp. 32B,RIFT VOLCANICS,MEXICAN BASIN AND RANGE / WESTERN MEXICAN BASIN AND RANGE (GULF EXTENSIONAL  / BAJA CALIFORNIA / SAN QUINTIN VOLCANIC FIELD,1292.3320736969156,1292.3320736969156,none,15.942387805141069,18.596003722316897,A,lithospheric_mantle,lithospheric_mantle
[186] KYSER T. K. (1981),samp. 32C,RIFT VOLCANICS,MEXICAN BASIN AND RANGE / WESTERN MEXICAN BASIN AND RANGE (GULF EXTENSIONAL  / BAJA CALIFORNIA / SAN QUINTIN VOLCANIC FIELD,1285.2794203364215,1285.2794203364215,none,15.910652360355298,18.589518425789596,A,lithospheric_mantle,lithospheric_mantle
[186] KYSER T. K. (1981),samp. 32D,RIFT VOLCANICS,MEXICAN BASIN AND RANGE / WESTERN MEXICAN BASIN AND RANGE (GULF EXTENSIONAL  / BAJA CALIFORNIA / SAN QUINTIN VOLCANIC FIELD,1272.893014178545,1272.893014178545,none,17.017678461609275,18.815744734529176,A,lithospheric_mantle,lithospheric_mantle
[186] KYSER T. K. (1981),samp. DH-1,RIFT VOLCANICS,BASIN AND RANGE - GREAT BASIN / GREAT BASIN / CALIFORNIA / DISH HILL CINDER CONE,1270.4631247825405,1270.4631247825405,none,17.56270793683675,18.927124227926228,A,lithospheric_mantle,lithospheric_mantle
[186] KYSER T. K. (1981),samp. SC-1,RIFT VOLCANICS,BASIN AND RANGE - GREAT BASIN / JEMEZ LINEAMENT (RATON HOTSPOT) / ARIZONA / SAN CARLOS VOLCANIC FIELD,1250.7412846017091,1250.7412846017091,none,19.217565210556568,19.265302570876237,A,lithospheric_mantle,lithospheric_mantle
[186] KYSER T. K. (1981),samp. UM-2,RIFT VOLCANICS,RIO GRANDE RIFT / ALBUQUERQUE BASIN / NEW MEXICO / POTRILLO VOLCANIC FIELD - KILBOURNE HOLE MAAR,1278.9584269858103,1278.9584269858103,none,17.285313578594927,18.87043730639913,A,lithospheric_mantle,lithospheric_mantle
[186] KYSER T. K. (1981),samp. UM-5,RIFT VOLCANICS,RIO GRANDE RIFT / ALBUQUERQUE BASIN / NEW MEXICO / POTRILLO VOLCANIC FIELD - KILBOURNE HOLE MAAR,1169.058745098031,1169.058745098031,none,13.988897617919543,9.986164061180613,A,deep_crustal_MASH,deep_crustal_MASH
[186] KYSER T. K. (1981),samp. UM-9,RIFT VOLCANICS,RIO GRANDE RIFT / ALBUQUERQUE BASIN / NEW MEXICO / POTRILLO VOLCANIC FIELD - KILBOURNE HOLE MAAR,1271.5688635970873,1271.5688635970873,none,17.52146756191862,18.918696551489152,A,lithospheric_mantle,lithospheric_mantle
[222] WRIGHT T. L. (1996),samp. KP-24,OCEAN ISLAND,HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE / PUNA BASALT,1109.515192199374,1109.515192199374,none,4.939428739004843,1.265272055616791,A,shallow_crustal,shallow_crustal
[222] WRIGHT T. L. (1996),samp. KP-24,OCEAN ISLAND,HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE / PUNA BASALT,1121.5903877140956,1121.5903877140956,none,6.148545820546708,9.146775175900359,A,deep_crustal_MASH,deep_crustal_MASH
[222] WRIGHT T. L. (1996),samp. KP-26_SCORIA1,OCEAN ISLAND,HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE / PUNA BASALT,1110.9257721251688,1110.9257721251688,none,5.649072599231737,9.09330152046982,A,deep_crustal_MASH,deep_crustal_MASH
[235] BOHRSON W. A. (1988),samp. 65-60-75,OCEAN ISLAND,HAWAIIAN ISLANDS / HAWAII / HUALALAI / KAUPULEHU FLOW,1176.5142139901184,1176.5142139901184,none,10.258112451429023,9.586745810181988,A,deep_crustal_MASH,deep_crustal_MASH
[235] BOHRSON W. A. (1988),samp. 67KAP-1,OCEAN ISLAND,HAWAIIAN ISLANDS / HAWAII / HUALALAI / KAUPULEHU FLOW,1199.3251390880166,1199.3251390880166,none,11.071902808517956,9.673870291116323,A,deep_crustal_MASH,deep_crustal_MASH
[235] BOHRSON W. A. (1988),samp. 65-115-112,OCEAN ISLAND,HAWAIIAN ISLANDS / HAWAII / HUALALAI / KAUPULEHU FLOW,1186.643074096499,1186.643074096499,none,10.573362027851468,9.620496462879354,A,deep_crustal_MASH,deep_crustal_MASH
[235] BOHRSON W. A. (1988),samp. 63KAP-9,OCEAN ISLAND,HAWAIIAN ISLANDS / HAWAII / HUALALAI / KAUPULEHU FLOW,1213.1608025946732,1213.1608025946732,none,10.388691873161722,9.600725656760488,A,deep_crustal_MASH,deep_crustal_MASH
[235] BOHRSON W. A. (1988),samp. 68KAP-2,OCEAN ISLAND,HAWAIIAN ISLANDS / HAWAII / HUALALAI / KAUPULEHU FLOW,1205.2228883964005,1205.2228883964005,none,11.06570976457843,9.67320726318298,A,deep_crustal_MASH,deep_crustal_MASH
[235] BOHRSON W. A. (1988),samp. 66KAP-4,OCEAN ISLAND,HAWAIIAN ISLANDS / HAWAII / HUALALAI / KAUPULEHU FLOW,1195.9389277375235,1195.9389277375235,none,11.392701439880184,9.708215026217216,A,deep_crustal_MASH,deep_crustal_MASH
[235] BOHRSON W. A. (1988),samp. 65-60-73,OCEAN ISLAND,HAWAIIAN ISLANDS / HAWAII / HUALALAI / KAUPULEHU FLOW,1227.392682594291,1227.392682594291,none,12.873007919261186,9.866696793070728,A,deep_crustal_MASH,deep_crustal_MASH
[235] BOHRSON W. A. (1988),samp. 65-7-158,OCEAN ISLAND,HAWAIIAN ISLANDS / HAWAII / HUALALAI / KAUPULEHU FLOW,1200.7367293283912,1200.7367293283912,none,11.195054270306692,9.687054899524599,A,deep_crustal_MASH,deep_crustal_MASH
[235] BOHRSON W. A. (1988),samp. 65KAP-12,OCEAN ISLAND,HAWAIIAN ISLANDS / HAWAII / HUALALAI / KAUPULEHU FLOW,1203.448010808526,1203.448010808526,none,11.15783271987389,9.683069956433568,A,deep_crustal_MASH,deep_crustal_MASH
[235] BOHRSON W. A. (1988),samp. 65-25-100,OCEAN ISLAND,HAWAIIAN ISLANDS / HAWAII / HUALALAI / KAUPULEHU FLOW,1209.476758921436,1209.476758921436,none,11.3245064163779,9.700914059852616,A,deep_crustal_MASH,deep_crustal_MASH
[235] BOHRSON W. A. (1988),samp. 87KAP-2,OCEAN ISLAND,HAWAIIAN ISLANDS / HAWAII / HUALALAI / KAUPULEHU FLOW,1201.1581534757265,1201.1581534757265,none,11.498803231108539,9.71957429510809,A,deep_crustal_MASH,deep_crustal_MASH
[235] BOHRSON W. A. (1988),samp. 65-115-55,OCEAN ISLAND,HAWAIIAN ISLANDS / HAWAII / HUALALAI / KAUPULEHU FLOW,1221.1836632867542,1221.1836632867542,none,13.697936058157016,9.955013686092812,A,deep_crustal_MASH,deep_crustal_MASH
[235] BOHRSON W. A. (1988),samp. 87KAP-4,OCEAN ISLAND,HAWAIIAN ISLANDS / HAWAII / HUALALAI / KAUPULEHU FLOW,1210.1138530417454,1210.1138530417454,none,11.56893138633676,9.727082222757906,A,deep_crustal_MASH,deep_crustal_MASH
[235] BOHRSON W. A. (1988),samp. 65-109-72,OCEAN ISLAND,HAWAIIAN ISLANDS / HAWAII / HUALALAI / KAUPULEHU FLOW,1179.013516129881,1179.013516129881,none,14.180737767712237,10.006702487726784,A,deep_crustal_MASH,deep_crustal_MASH
[235] BOHRSON W. A. (1988),samp. 68KAP-1,OCEAN ISLAND,HAWAIIAN ISLANDS / HAWAII / HUALALAI / KAUPULEHU FLOW,1244.5312138778775,1244.5312138778775,none,13.344235203333847,9.917146435499264,A,deep_crustal_MASH,deep_crustal_MASH
[235] BOHRSON W. A. (1988),samp. 65WALT-1,OCEAN ISLAND,HAWAIIAN ISLANDS / HAWAII / HUALALAI / KAUPULEHU FLOW,1198.2746822426893,1198.2746822426893,none,9.53532542224962,9.509364155072937,A,deep_crustal_MASH,deep_crustal_MASH
[235] BOHRSON W. A. (1988),samp. 82-1800-3,OCEAN ISLAND,HAWAIIAN ISLANDS / HAWAII / HUALALAI / KAUPULEHU FLOW,1223.494309200783,1223.494309200783,none,11.157283977975057,9.683011208068358,A,deep_crustal_MASH,deep_crustal_MASH
[235] BOHRSON W. A. (1988),samp. HAW1801-15,OCEAN ISLAND,HAWAIIAN ISLANDS / HAWAII / HUALALAI / KAUPULEHU FLOW,1253.0826531471685,1253.0826531471685,none,11.992452429866468,9.772424430073176,A,deep_crustal_MASH,deep_crustal_MASH
[235] BOHRSON W. A. (1988),samp. 84-1801-6,OCEAN ISLAND,HAWAIIAN ISLANDS / HAWAII / HUALALAI / KAUPULEHU FLOW,1283.9113823695698,1283.9113823695698,none,12.713818689012303,9.849653977393501,A,deep_crustal_MASH,deep_crustal_MASH
[235] BOHRSON W. A. (1988),samp. 87KAP-6,OCEAN ISLAND,HAWAIIAN ISLANDS / HAWAII / HUALALAI / KAUPULEHU FLOW,1243.1323400991287,1243.1323400991287,none,14.094149017304893,9.997432287031634,A,deep_crustal_MASH,deep_crustal_MASH
[235] BOHRSON W. A. (1988),samp. 87KAP-16,OCEAN ISLAND,HAWAIIAN ISLANDS / HAWAII / HUALALAI / KAUPULEHU FLOW,1210.1108068354504,1210.1108068354504,none,13.165753833915247,9.898038201380258,A,deep_crustal_MASH,deep_crustal_MASH
[249] HART S. R. (1996),samp. KHX-1_UNLEACHED,RIFT VOLCANICS,RIO GRANDE RIFT / ALBUQUERQUE BASIN / NEW MEXICO / POTRILLO VOLCANIC FIELD - KILBOURNE HOLE MAAR,1280.131061497145,1280.131061497145,none,17.62445853812542,18.939743271484605,A,lithospheric_mantle,lithospheric_mantle
[308] BAUER G. R. (1973),samp. K73,OCEAN ISLAND,HAWAIIAN ISLANDS / OAHU / WAIANAE / WAIANAE SERIES,1130.3042432314146,1130.3042432314146,none,5.740085175681158,9.103045336444756,A,deep_crustal_MASH,deep_crustal_MASH
[308] BAUER G. R. (1973),samp. K73,OCEAN ISLAND,HAWAIIAN ISLANDS / OAHU / WAIANAE / WAIANAE SERIES,1076.8534753339795,1076.8534753339795,none,4.895464145227304,1.2674855197148787,A,shallow_crustal,shallow_crustal
[332] SEN G. (1986),samp. 77KALI-1,OCEAN ISLAND,HAWAIIAN ISLANDS / OAHU / KOOLAU / REJUVENATED STAGE / HONOLULU SERIES,1137.7252705085923,1137.7252705085923,none,9.090414467159432,9.461731941583835,A,deep_crustal_MASH,deep_crustal_MASH
[337] GARCIA M. O. (1987),samp. KA107,OCEAN ISLAND,HAWAIIAN ISLANDS / KAULA / REJUVENATED STAGE,1154.1107772610221,1154.1107772610221,none,11.853613392219733,9.757560308149115,A,deep_crustal_MASH,deep_crustal_MASH
[337] GARCIA M. O. (1987),samp. KA107,OCEAN ISLAND,HAWAIIAN ISLANDS / KAULA / REJUVENATED STAGE,1156.1350797602377,1156.1350797602377,none,12.053174274471,9.778925317121617,A,deep_crustal_MASH,deep_crustal_MASH
[359] SEN G. (1988),samp. 77KAPS-8,OCEAN ISLAND,HAWAIIAN ISLANDS / OAHU / KOOLAU / REJUVENATED STAGE / HONOLULU SERIES,1211.664259180148,1211.664259180148,none,18.38407084291565,19.09497383704327,A,lithospheric_mantle,lithospheric_mantle
[359] SEN G. (1988),samp. 77KAPS-8,OCEAN ISLAND,HAWAIIAN ISLANDS / OAHU / KOOLAU / REJUVENATED STAGE / HONOLULU SERIES,1256.89231693683,1256.89231693683,none,16.182888356381685,18.6451512102536,A,lithospheric_mantle,lithospheric_mantle
[359] SEN G. (1988),samp. 77KAPS-17,OCEAN ISLAND,HAWAIIAN ISLANDS / OAHU / KOOLAU / REJUVENATED STAGE / HONOLULU SERIES,1227.3467635964496,1227.3467635964496,none,19.34619342266499,19.291588387978557,A,lithospheric_mantle,lithospheric_mantle
[359] SEN G. (1988),samp. 77KAPS-17,OCEAN ISLAND,HAWAIIAN ISLANDS / OAHU / KOOLAU / REJUVENATED STAGE / HONOLULU SERIES,1255.8744890391545,1255.8744890391545,none,21.87513574242553,19.80839037247258,A,lithospheric_mantle,lithospheric_mantle
[359] SEN G. (1988),samp. 77KAPS-3,OCEAN ISLAND,HAWAIIAN ISLANDS / OAHU / KOOLAU / REJUVENATED STAGE / HONOLULU SERIES,1271.8685329154648,1271.8685329154648,none,18.416933122203282,19.101689407824832,A,lithospheric_mantle,lithospheric_mantle
[359] SEN G. (1988),samp. 77KAPS-3,OCEAN ISLAND,HAWAIIAN ISLANDS / OAHU / KOOLAU / REJUVENATED STAGE / HONOLULU SERIES,1302.728657855077,1302.728657855077,none,17.405274199524495,18.89495185798582,A,lithospheric_mantle,lithospheric_mantle
[359] SEN G. (1988),samp. 77KAPS-4,OCEAN ISLAND,HAWAIIAN ISLANDS / OAHU / KOOLAU / REJUVENATED STAGE / HONOLULU SERIES,1292.3802374453842,1292.3802374453842,none,19.28781700130392,19.279658874928252,A,lithospheric_mantle,lithospheric_mantle
[359] SEN G. (1988),samp. 77KAPS-11,OCEAN ISLAND,HAWAIIAN ISLANDS / OAHU / KOOLAU / REJUVENATED STAGE / HONOLULU SERIES,1346.8352792205887,1346.8352792205887,none,32.57927751068018,42.367013430744095,A,deeper_mantle,deeper_mantle
[359] SEN G. (1988),samp. 77KAPS-20,OCEAN ISLAND,HAWAIIAN ISLANDS / OAHU / KOOLAU / REJUVENATED STAGE / HONOLULU SERIES,1182.2658866659153,1182.2658866659153,none,22.531292544636546,19.94247928975323,A,lithospheric_mantle,lithospheric_mantle
[359] SEN G. (1988),samp. 77KAPS-26,OCEAN ISLAND,HAWAIIAN ISLANDS / OAHU / KOOLAU / REJUVENATED STAGE / HONOLULU SERIES,1257.2707404936477,1257.2707404936477,none,20.549357993474796,19.53746107277996,A,lithospheric_mantle,lithospheric_mantle
[359] SEN G. (1988),samp. 77KAPS-29,OCEAN ISLAND,HAWAIIAN ISLANDS / OAHU / KOOLAU / REJUVENATED STAGE / HONOLULU SERIES,1298.7221115965406,1298.7221115965406,none,23.475315102677996,20.135395010918884,A,lithospheric_mantle,lithospheric_mantle
[359] SEN G. (1988),samp. 77KAPS-29,OCEAN ISLAND,HAWAIIAN ISLANDS / OAHU / KOOLAU / REJUVENATED STAGE / HONOLULU SERIES,1350.1760127859643,1350.1760127859643,none,26.04802935998573,20.66114200930776,A,lithospheric_mantle,lithospheric_mantle
[359] SEN G. (1988),samp. 77KAPS-41,OCEAN ISLAND,HAWAIIAN ISLANDS / OAHU / KOOLAU / REJUVENATED STAGE / HONOLULU SERIES,1151.5499961077164,1151.5499961077164,none,15.743111983872932,18.55528071369454,A,lithospheric_mantle,lithospheric_mantle
[359] SEN G. (1988),samp. 77KAPS-41,OCEAN ISLAND,HAWAIIAN ISLANDS / OAHU / KOOLAU / REJUVENATED STAGE / HONOLULU SERIES,1201.9127644813582,1201.9127644813582,none,18.196743781511366,19.05669261713299,A,lithospheric_mantle,lithospheric_mantle
[359] SEN G. (1988),samp. 77KAPS-31,OCEAN ISLAND,HAWAIIAN ISLANDS / OAHU / KOOLAU / REJUVENATED STAGE / HONOLULU SERIES,1170.192392560095,1170.192392560095,none,18.730273284489368,19.165722033806773,A,lithospheric_mantle,lithospheric_mantle
[359] SEN G. (1988),samp. 77SL-5,OCEAN ISLAND,HAWAIIAN ISLANDS / OAHU / KOOLAU / REJUVENATED STAGE / HONOLULU SERIES,1278.3497672419144,1278.3497672419144,none,22.797218026462083,19.996822489145764,A,lithospheric_mantle,lithospheric_mantle
[359] SEN G. (1988),samp. 77SL-13,OCEAN ISLAND,HAWAIIAN ISLANDS / OAHU / KOOLAU / REJUVENATED STAGE / HONOLULU SERIES,1274.4418167733459,1274.4418167733459,none,23.63468214269171,20.167962460915064,A,lithospheric_mantle,lithospheric_mantle
[359] SEN G. (1988),samp. 77SL-14,OCEAN ISLAND,HAWAIIAN ISLANDS / OAHU / KOOLAU / REJUVENATED STAGE / HONOLULU SERIES,1363.2669600159993,1363.2669600159993,none,34.38688887794982,42.80185018887525,A,deeper_mantle,deeper_mantle
[359] SEN G. (1988),samp. 77SL-31,OCEAN ISLAND,HAWAIIAN ISLANDS / OAHU / KOOLAU / REJUVENATED STAGE / HONOLULU SERIES,1290.1953041208626,1290.1953041208626,none,29.766730697044128,21.42107718683855,A,lithospheric_mantle,lithospheric_mantle
[359] SEN G. (1988),samp. 69SAL-98,OCEAN ISLAND,HAWAIIAN ISLANDS / OAHU / KOOLAU / REJUVENATED STAGE / HONOLULU SERIES,1290.1463299925397,1290.1463299925397,none,24.632495878381512,20.37187067769429,A,lithospheric_mantle,lithospheric_mantle
[359] SEN G. (1988),samp. 77PA-21,OCEAN ISLAND,HAWAIIAN ISLANDS / OAHU / KOOLAU / REJUVENATED STAGE / HONOLULU SERIES,1258.3323166935197,1258.3323166935197,none,19.27998506617196,19.278058379896393,A,lithospheric_mantle,lithospheric_mantle
[359] SEN G. (1988),samp. 77PA-21,OCEAN ISLAND,HAWAIIAN ISLANDS / OAHU / KOOLAU / REJUVENATED STAGE / HONOLULU SERIES,1227.1740463307633,1227.1740463307633,none,14.14141008519764,10.002492061914303,A,deep_crustal_MASH,deep_crustal_MASH
[359] SEN G. (1988),samp. 77PA-39,OCEAN ISLAND,HAWAIIAN ISLANDS / OAHU / KOOLAU / REJUVENATED STAGE / HONOLULU SERIES,1246.0485490180497,1246.0485490180497,none,18.960522718504556,19.212774654777164,A,lithospheric_mantle,lithospheric_mantle
[359] SEN G. (1988),samp. 77PA-12,OCEAN ISLAND,HAWAIIAN ISLANDS / OAHU / KOOLAU / REJUVENATED STAGE / HONOLULU SERIES,1214.4667572131827,1214.4667572131827,none,20.625716383785107,19.553065290929496,A,lithospheric_mantle,lithospheric_mantle
[359] SEN G. (1988),samp. 77PA-10(11),OCEAN ISLAND,HAWAIIAN ISLANDS / OAHU / KOOLAU / REJUVENATED STAGE / HONOLULU SERIES,1159.2844687325037,1159.2844687325037,none,19.12863750691496,19.24712975081649,A,lithospheric_mantle,lithospheric_mantle
[359] SEN G. (1988),samp. 77PA-42E,OCEAN ISLAND,HAWAIIAN ISLANDS / OAHU / KOOLAU / REJUVENATED STAGE / HONOLULU SERIES,1156.8182665570218,1156.8182665570218,none,18.1471177455138,19.046551289003155,A,lithospheric_mantle,lithospheric_mantle
[359] SEN G. (1988),samp. 77PAII-3,OCEAN ISLAND,HAWAIIAN ISLANDS / OAHU / KOOLAU / REJUVENATED STAGE / HONOLULU SERIES,1307.7476356294098,1307.7476356294098,none,24.224372905352762,20.28846871129482,A,lithospheric_mantle,lithospheric_mantle
[359] SEN G. (1988),samp. 77PAII-8,OCEAN ISLAND,HAWAIIAN ISLANDS / OAHU / KOOLAU / REJUVENATED STAGE / HONOLULU SERIES,1190.1230330666815,1190.1230330666815,none,15.354313270285433,18.47582775615545,A,lithospheric_mantle,lithospheric_mantle
