citation,sample,tectonic_setting,location,T_C_pre,T_C_post,T_C_correction_form,P_kbar_pre,P_kbar_post,P_kbar_correction_form,regime_pre_from_P_pre,regime_post_from_P_post
[17180] TAKAHASHI R. (2013),samp. FA21-3,CONVERGENT MARGIN,HONSHU ARC / NORTHEASTERN HONSHU ARC / HOKKAIDO / KOMAGA-DAKE/HOKKAIDO-KOMAGATAKE,896.8061632522126,896.8061632522126,none,4.053985566411951,1.3098510339498646,A,shallow_crustal,shallow_crustal
[17180] TAKAHASHI R. (2013),samp. FA21-3,CONVERGENT MARGIN,HONSHU ARC / NORTHEASTERN HONSHU ARC / HOKKAIDO / KOMAGA-DAKE/HOKKAIDO-KOMAGATAKE,899.5287885761581,899.5287885761581,none,4.04745480623697,1.3101798349676492,A,shallow_crustal,shallow_crustal
[17180] TAKAHASHI R. (2013),samp. FA21-3,CONVERGENT MARGIN,HONSHU ARC / NORTHEASTERN HONSHU ARC / HOKKAIDO / KOMAGA-DAKE/HOKKAIDO-KOMAGATAKE,895.933677790916,895.933677790916,none,4.0155553207313295,1.31178586290621,A,shallow_crustal,shallow_crustal
[17180] TAKAHASHI R. (2013),samp. FA21-3,CONVERGENT MARGIN,HONSHU ARC / NORTHEASTERN HONSHU ARC / HOKKAIDO / KOMAGA-DAKE/HOKKAIDO-KOMAGATAKE,901.1961939023241,901.1961939023241,none,4.474812973868248,1.288663840395679,A,shallow_crustal,shallow_crustal
[17180] TAKAHASHI R. (2013),samp. FA21-3,CONVERGENT MARGIN,HONSHU ARC / NORTHEASTERN HONSHU ARC / HOKKAIDO / KOMAGA-DAKE/HOKKAIDO-KOMAGATAKE,907.246149073039,907.246149073039,none,4.448611720692366,1.2899829821924433,A,shallow_crustal,shallow_crustal
[17180] TAKAHASHI R. (2013),samp. FA21-3,CONVERGENT MARGIN,HONSHU ARC / NORTHEASTERN HONSHU ARC / HOKKAIDO / KOMAGA-DAKE/HOKKAIDO-KOMAGATAKE,908.4923479059553,908.4923479059553,none,4.02307793861626,1.3114071253089474,A,shallow_crustal,shallow_crustal
[17180] TAKAHASHI R. (2013),samp. FA21-3,CONVERGENT MARGIN,HONSHU ARC / NORTHEASTERN HONSHU ARC / HOKKAIDO / KOMAGA-DAKE/HOKKAIDO-KOMAGATAKE,899.3376401059106,899.3376401059106,none,4.174706289548126,1.3037731662022582,A,shallow_crustal,shallow_crustal
[17180] TAKAHASHI R. (2013),samp. FA21-3,CONVERGENT MARGIN,HONSHU ARC / NORTHEASTERN HONSHU ARC / HOKKAIDO / KOMAGA-DAKE/HOKKAIDO-KOMAGATAKE,895.0805572769468,895.0805572769468,none,4.334554767114099,1.2957253523633179,A,shallow_crustal,shallow_crustal
[17180] TAKAHASHI R. (2013),samp. FA21-3,CONVERGENT MARGIN,HONSHU ARC / NORTHEASTERN HONSHU ARC / HOKKAIDO / KOMAGA-DAKE/HOKKAIDO-KOMAGATAKE,898.4227553060263,898.4227553060263,none,4.079648454035316,1.3085589969826859,A,shallow_crustal,shallow_crustal
[17180] TAKAHASHI R. (2013),samp. FA21-3,CONVERGENT MARGIN,HONSHU ARC / NORTHEASTERN HONSHU ARC / HOKKAIDO / KOMAGA-DAKE/HOKKAIDO-KOMAGATAKE,897.8139898341747,897.8139898341747,none,4.293344320973013,1.2978001547249873,A,shallow_crustal,shallow_crustal
[17180] TAKAHASHI R. (2013),samp. FA21-3,CONVERGENT MARGIN,HONSHU ARC / NORTHEASTERN HONSHU ARC / HOKKAIDO / KOMAGA-DAKE/HOKKAIDO-KOMAGATAKE,907.5361063455601,907.5361063455601,none,4.499898093067916,1.2874008920553468,A,shallow_crustal,shallow_crustal
[17180] TAKAHASHI R. (2013),samp. FA21-3,CONVERGENT MARGIN,HONSHU ARC / NORTHEASTERN HONSHU ARC / HOKKAIDO / KOMAGA-DAKE/HOKKAIDO-KOMAGATAKE,895.7730772974824,895.7730772974824,none,4.035695396484978,1.310771880271933,A,shallow_crustal,shallow_crustal
[17180] TAKAHASHI R. (2013),samp. FA21-3,CONVERGENT MARGIN,HONSHU ARC / NORTHEASTERN HONSHU ARC / HOKKAIDO / KOMAGA-DAKE/HOKKAIDO-KOMAGATAKE,901.1961939023241,901.1961939023241,none,4.251395428580028,1.299912135282257,A,shallow_crustal,shallow_crustal
[17180] TAKAHASHI R. (2013),samp. FA21-3,CONVERGENT MARGIN,HONSHU ARC / NORTHEASTERN HONSHU ARC / HOKKAIDO / KOMAGA-DAKE/HOKKAIDO-KOMAGATAKE,899.3894436978112,899.3894436978112,none,4.030584891090209,1.3110291764105404,A,shallow_crustal,shallow_crustal
[17180] TAKAHASHI R. (2013),samp. FA21-3,CONVERGENT MARGIN,HONSHU ARC / NORTHEASTERN HONSHU ARC / HOKKAIDO / KOMAGA-DAKE/HOKKAIDO-KOMAGATAKE,901.4540833610137,901.4540833610137,none,4.042098590457247,1.310449501767939,A,shallow_crustal,shallow_crustal
[17180] TAKAHASHI R. (2013),samp. FA21-3,CONVERGENT MARGIN,HONSHU ARC / NORTHEASTERN HONSHU ARC / HOKKAIDO / KOMAGA-DAKE/HOKKAIDO-KOMAGATAKE,946.7332038858642,946.7332038858642,none,4.132203918198738,1.3059130124963352,A,shallow_crustal,shallow_crustal
[17180] TAKAHASHI R. (2013),samp. FA21-3,CONVERGENT MARGIN,HONSHU ARC / NORTHEASTERN HONSHU ARC / HOKKAIDO / KOMAGA-DAKE/HOKKAIDO-KOMAGATAKE,900.9542321597243,900.9542321597243,none,4.75622919759354,1.2744955141514454,A,shallow_crustal,shallow_crustal
[17180] TAKAHASHI R. (2013),samp. FA21-3,CONVERGENT MARGIN,HONSHU ARC / NORTHEASTERN HONSHU ARC / HOKKAIDO / KOMAGA-DAKE/HOKKAIDO-KOMAGATAKE,895.5311155548825,895.5311155548825,none,4.652539827180548,1.2797159126367315,A,shallow_crustal,shallow_crustal
[17180] TAKAHASHI R. (2013),samp. FA21-3,CONVERGENT MARGIN,HONSHU ARC / NORTHEASTERN HONSHU ARC / HOKKAIDO / KOMAGA-DAKE/HOKKAIDO-KOMAGATAKE,898.3922869825226,898.3922869825226,none,4.177145726511406,1.3036503490515963,A,shallow_crustal,shallow_crustal
[17180] TAKAHASHI R. (2013),samp. FA21-3,CONVERGENT MARGIN,HONSHU ARC / NORTHEASTERN HONSHU ARC / HOKKAIDO / KOMAGA-DAKE/HOKKAIDO-KOMAGATAKE,895.488904166631,895.488904166631,none,3.9871970386251534,1.313213603593252,A,shallow_crustal,shallow_crustal
[17180] TAKAHASHI R. (2013),samp. FA21-3,CONVERGENT MARGIN,HONSHU ARC / NORTHEASTERN HONSHU ARC / HOKKAIDO / KOMAGA-DAKE/HOKKAIDO-KOMAGATAKE,895.9945858986758,895.9945858986758,none,4.2334972173879235,1.3008132478478405,A,shallow_crustal,shallow_crustal
[17180] TAKAHASHI R. (2013),samp. FA21-3,CONVERGENT MARGIN,HONSHU ARC / NORTHEASTERN HONSHU ARC / HOKKAIDO / KOMAGA-DAKE/HOKKAIDO-KOMAGATAKE,910.1605307362773,910.1605307362773,none,4.792551878467635,1.272666793739108,A,shallow_crustal,shallow_crustal
[17180] TAKAHASHI R. (2013),samp. FA21-3,CONVERGENT MARGIN,HONSHU ARC / NORTHEASTERN HONSHU ARC / HOKKAIDO / KOMAGA-DAKE/HOKKAIDO-KOMAGATAKE,901.841358861991,901.841358861991,none,4.012381398794169,1.3119456588159273,A,shallow_crustal,shallow_crustal
[17180] TAKAHASHI R. (2013),samp. FA21-3,CONVERGENT MARGIN,HONSHU ARC / NORTHEASTERN HONSHU ARC / HOKKAIDO / KOMAGA-DAKE/HOKKAIDO-KOMAGATAKE,899.3149711296296,899.3149711296296,none,4.754993412356073,1.2745577316319463,A,shallow_crustal,shallow_crustal
[17180] TAKAHASHI R. (2013),samp. FA21-3,CONVERGENT MARGIN,HONSHU ARC / NORTHEASTERN HONSHU ARC / HOKKAIDO / KOMAGA-DAKE/HOKKAIDO-KOMAGATAKE,902.8103139033451,902.8103139033451,none,4.693385307495763,1.2776594850326382,A,shallow_crustal,shallow_crustal
[17180] TAKAHASHI R. (2013),samp. FA21-3,CONVERGENT MARGIN,HONSHU ARC / NORTHEASTERN HONSHU ARC / HOKKAIDO / KOMAGA-DAKE/HOKKAIDO-KOMAGATAKE,901.3051081728863,901.3051081728863,none,4.19084063710644,1.3029608580242933,A,shallow_crustal,shallow_crustal
[17180] TAKAHASHI R. (2013),samp. FA21-3,CONVERGENT MARGIN,HONSHU ARC / NORTHEASTERN HONSHU ARC / HOKKAIDO / KOMAGA-DAKE/HOKKAIDO-KOMAGATAKE,903.3345688344266,903.3345688344266,none,4.105535581892303,1.3072556703011295,A,shallow_crustal,shallow_crustal
[17180] TAKAHASHI R. (2013),samp. FA21-3,CONVERGENT MARGIN,HONSHU ARC / NORTHEASTERN HONSHU ARC / HOKKAIDO / KOMAGA-DAKE/HOKKAIDO-KOMAGATAKE,898.0559515767745,898.0559515767745,none,4.200744176420262,1.3024622493296227,A,shallow_crustal,shallow_crustal
[17180] TAKAHASHI R. (2013),samp. FA21-3,CONVERGENT MARGIN,HONSHU ARC / NORTHEASTERN HONSHU ARC / HOKKAIDO / KOMAGA-DAKE/HOKKAIDO-KOMAGATAKE,925.3350848035155,925.3350848035155,none,4.107711443872972,1.307146123232391,A,shallow_crustal,shallow_crustal
[17180] TAKAHASHI R. (2013),samp. FA21-3,CONVERGENT MARGIN,HONSHU ARC / NORTHEASTERN HONSHU ARC / HOKKAIDO / KOMAGA-DAKE/HOKKAIDO-KOMAGATAKE,901.4811349832314,901.4811349832314,none,4.105624233915019,1.3072512069807019,A,shallow_crustal,shallow_crustal
[17180] TAKAHASHI R. (2013),samp. FA21-3,CONVERGENT MARGIN,HONSHU ARC / NORTHEASTERN HONSHU ARC / HOKKAIDO / KOMAGA-DAKE/HOKKAIDO-KOMAGATAKE,900.7514202780391,900.7514202780391,none,4.223905989305379,1.301296132760293,A,shallow_crustal,shallow_crustal
[17180] TAKAHASHI R. (2013),samp. FA21-3,CONVERGENT MARGIN,HONSHU ARC / NORTHEASTERN HONSHU ARC / HOKKAIDO / KOMAGA-DAKE/HOKKAIDO-KOMAGATAKE,911.1881871860528,911.1881871860528,none,4.180366859425162,1.3034881762337183,A,shallow_crustal,shallow_crustal
[17180] TAKAHASHI R. (2013),samp. FA21-3,CONVERGENT MARGIN,HONSHU ARC / NORTHEASTERN HONSHU ARC / HOKKAIDO / KOMAGA-DAKE/HOKKAIDO-KOMAGATAKE,899.2375283533244,899.2375283533244,none,4.120021544594759,1.3065263525567106,A,shallow_crustal,shallow_crustal
[17180] TAKAHASHI R. (2013),samp. FA21-3,CONVERGENT MARGIN,HONSHU ARC / NORTHEASTERN HONSHU ARC / HOKKAIDO / KOMAGA-DAKE/HOKKAIDO-KOMAGATAKE,899.1343663756486,899.1343663756486,none,4.215428059547409,1.3017229669814923,A,shallow_crustal,shallow_crustal
[17180] TAKAHASHI R. (2013),samp. FA21-3,CONVERGENT MARGIN,HONSHU ARC / NORTHEASTERN HONSHU ARC / HOKKAIDO / KOMAGA-DAKE/HOKKAIDO-KOMAGATAKE,893.4771678844827,893.4771678844827,none,3.9645819477076865,1.3143521946166126,A,shallow_crustal,shallow_crustal
[17180] TAKAHASHI R. (2013),samp. FA21-3,CONVERGENT MARGIN,HONSHU ARC / NORTHEASTERN HONSHU ARC / HOKKAIDO / KOMAGA-DAKE/HOKKAIDO-KOMAGATAKE,901.3051081728863,901.3051081728863,none,4.30363757433131,1.2972819252861711,A,shallow_crustal,shallow_crustal
[17180] TAKAHASHI R. (2013),samp. FA21-3,CONVERGENT MARGIN,HONSHU ARC / NORTHEASTERN HONSHU ARC / HOKKAIDO / KOMAGA-DAKE/HOKKAIDO-KOMAGATAKE,901.4540833610137,901.4540833610137,none,4.139864500136521,1.3055273288897598,A,shallow_crustal,shallow_crustal
[17180] TAKAHASHI R. (2013),samp. FA21-3,CONVERGENT MARGIN,HONSHU ARC / NORTHEASTERN HONSHU ARC / HOKKAIDO / KOMAGA-DAKE/HOKKAIDO-KOMAGATAKE,899.2437424947876,899.2437424947876,none,4.081815330814854,1.3084499022875145,A,shallow_crustal,shallow_crustal
[17180] TAKAHASHI R. (2013),samp. FA21-3,CONVERGENT MARGIN,HONSHU ARC / NORTHEASTERN HONSHU ARC / HOKKAIDO / KOMAGA-DAKE/HOKKAIDO-KOMAGATAKE,897.5200174727773,897.5200174727773,none,4.522083329772873,1.28628394269372,A,shallow_crustal,shallow_crustal
[17180] TAKAHASHI R. (2013),samp. FA21-3,CONVERGENT MARGIN,HONSHU ARC / NORTHEASTERN HONSHU ARC / HOKKAIDO / KOMAGA-DAKE/HOKKAIDO-KOMAGATAKE,901.142674899375,901.142674899375,none,4.059568296136123,1.30956996296178,A,shallow_crustal,shallow_crustal
[17180] TAKAHASHI R. (2013),samp. FA21-3,CONVERGENT MARGIN,HONSHU ARC / NORTHEASTERN HONSHU ARC / HOKKAIDO / KOMAGA-DAKE/HOKKAIDO-KOMAGATAKE,892.377303312407,892.377303312407,none,3.9072916580407733,1.3172365610681354,A,shallow_crustal,shallow_crustal
[17180] TAKAHASHI R. (2013),samp. FA21-3,CONVERGENT MARGIN,HONSHU ARC / NORTHEASTERN HONSHU ARC / HOKKAIDO / KOMAGA-DAKE/HOKKAIDO-KOMAGATAKE,899.1348282242254,899.1348282242254,none,4.130737415162988,1.3059868458140225,A,shallow_crustal,shallow_crustal
[17180] TAKAHASHI R. (2013),samp. FA21-3,CONVERGENT MARGIN,HONSHU ARC / NORTHEASTERN HONSHU ARC / HOKKAIDO / KOMAGA-DAKE/HOKKAIDO-KOMAGATAKE,905.6765290006404,905.6765290006404,none,4.2076024514434405,1.3021169590804864,A,shallow_crustal,shallow_crustal
[17180] TAKAHASHI R. (2013),samp. FA21-3,CONVERGENT MARGIN,HONSHU ARC / NORTHEASTERN HONSHU ARC / HOKKAIDO / KOMAGA-DAKE/HOKKAIDO-KOMAGATAKE,906.7222460948452,906.7222460948452,none,4.476251730444327,1.288591404015551,A,shallow_crustal,shallow_crustal
[17180] TAKAHASHI R. (2013),samp. FA21-3,CONVERGENT MARGIN,HONSHU ARC / NORTHEASTERN HONSHU ARC / HOKKAIDO / KOMAGA-DAKE/HOKKAIDO-KOMAGATAKE,897.6840093203439,897.6840093203439,none,4.10920904535442,1.3070707242163282,A,shallow_crustal,shallow_crustal
[17180] TAKAHASHI R. (2013),samp. FA21-3,CONVERGENT MARGIN,HONSHU ARC / NORTHEASTERN HONSHU ARC / HOKKAIDO / KOMAGA-DAKE/HOKKAIDO-KOMAGATAKE,899.392717682915,899.392717682915,none,4.042884357470294,1.3104099411369083,A,shallow_crustal,shallow_crustal
[17180] TAKAHASHI R. (2013),samp. FA21-3,CONVERGENT MARGIN,HONSHU ARC / NORTHEASTERN HONSHU ARC / HOKKAIDO / KOMAGA-DAKE/HOKKAIDO-KOMAGATAKE,907.5455275173703,907.5455275173703,none,4.050797743675438,1.3100115297163908,A,shallow_crustal,shallow_crustal
[17180] TAKAHASHI R. (2013),samp. FA21-3,CONVERGENT MARGIN,HONSHU ARC / NORTHEASTERN HONSHU ARC / HOKKAIDO / KOMAGA-DAKE/HOKKAIDO-KOMAGATAKE,904.6234844217149,904.6234844217149,none,4.1381383514894745,1.3056142344592172,A,shallow_crustal,shallow_crustal
[17180] TAKAHASHI R. (2013),samp. FA21-3,CONVERGENT MARGIN,HONSHU ARC / NORTHEASTERN HONSHU ARC / HOKKAIDO / KOMAGA-DAKE/HOKKAIDO-KOMAGATAKE,901.1961939023241,901.1961939023241,none,4.171454487719004,1.3039368830931564,A,shallow_crustal,shallow_crustal
[17180] TAKAHASHI R. (2013),samp. FA21-3,CONVERGENT MARGIN,HONSHU ARC / NORTHEASTERN HONSHU ARC / HOKKAIDO / KOMAGA-DAKE/HOKKAIDO-KOMAGATAKE,900.8603345486013,900.8603345486013,none,4.063530934600949,1.309370457923249,A,shallow_crustal,shallow_crustal
[17180] TAKAHASHI R. (2013),samp. FA21-3,CONVERGENT MARGIN,HONSHU ARC / NORTHEASTERN HONSHU ARC / HOKKAIDO / KOMAGA-DAKE/HOKKAIDO-KOMAGATAKE,900.2309952836155,900.2309952836155,none,4.113698999173341,1.3068446706871966,A,shallow_crustal,shallow_crustal
[17180] TAKAHASHI R. (2013),samp. FA21-3,CONVERGENT MARGIN,HONSHU ARC / NORTHEASTERN HONSHU ARC / HOKKAIDO / KOMAGA-DAKE/HOKKAIDO-KOMAGATAKE,906.9519878429281,906.9519878429281,none,4.556058586402434,1.2845734069122825,A,shallow_crustal,shallow_crustal
[17180] TAKAHASHI R. (2013),samp. FA21-3,CONVERGENT MARGIN,HONSHU ARC / NORTHEASTERN HONSHU ARC / HOKKAIDO / KOMAGA-DAKE/HOKKAIDO-KOMAGATAKE,898.7025060154517,898.7025060154517,none,3.949656141084974,1.3151036569697403,A,shallow_crustal,shallow_crustal
[17180] TAKAHASHI R. (2013),samp. FA21-3,CONVERGENT MARGIN,HONSHU ARC / NORTHEASTERN HONSHU ARC / HOKKAIDO / KOMAGA-DAKE/HOKKAIDO-KOMAGATAKE,903.0649293769309,903.0649293769309,none,4.508722788829688,1.2869565993741936,A,shallow_crustal,shallow_crustal
[17180] TAKAHASHI R. (2013),samp. FA21-3,CONVERGENT MARGIN,HONSHU ARC / NORTHEASTERN HONSHU ARC / HOKKAIDO / KOMAGA-DAKE/HOKKAIDO-KOMAGATAKE,895.4528414875747,895.4528414875747,none,4.021529095485634,1.3114851041634903,A,shallow_crustal,shallow_crustal
[17180] TAKAHASHI R. (2013),samp. FA21-3,CONVERGENT MARGIN,HONSHU ARC / NORTHEASTERN HONSHU ARC / HOKKAIDO / KOMAGA-DAKE/HOKKAIDO-KOMAGATAKE,901.1961939023241,901.1961939023241,none,4.193692970381958,1.3028172529830848,A,shallow_crustal,shallow_crustal
[17180] TAKAHASHI R. (2013),samp. FA21-3,CONVERGENT MARGIN,HONSHU ARC / NORTHEASTERN HONSHU ARC / HOKKAIDO / KOMAGA-DAKE/HOKKAIDO-KOMAGATAKE,897.9779816817412,897.9779816817412,none,4.107654487310797,1.3071489907968263,A,shallow_crustal,shallow_crustal
[17180] TAKAHASHI R. (2013),samp. FA21-3,CONVERGENT MARGIN,HONSHU ARC / NORTHEASTERN HONSHU ARC / HOKKAIDO / KOMAGA-DAKE/HOKKAIDO-KOMAGATAKE,892.3273550557436,892.3273550557436,none,4.152994737541978,1.3048662671898972,A,shallow_crustal,shallow_crustal
[17180] TAKAHASHI R. (2013),samp. FA21-3,CONVERGENT MARGIN,HONSHU ARC / NORTHEASTERN HONSHU ARC / HOKKAIDO / KOMAGA-DAKE/HOKKAIDO-KOMAGATAKE,926.5997799702766,926.5997799702766,none,4.052772567505977,1.3099121042179758,A,shallow_crustal,shallow_crustal
[17180] TAKAHASHI R. (2013),samp. FA21-3,CONVERGENT MARGIN,HONSHU ARC / NORTHEASTERN HONSHU ARC / HOKKAIDO / KOMAGA-DAKE/HOKKAIDO-KOMAGATAKE,900.8699648583816,900.8699648583816,none,4.141698497408371,1.3054349935178517,A,shallow_crustal,shallow_crustal
[17180] TAKAHASHI R. (2013),samp. FA21-3,CONVERGENT MARGIN,HONSHU ARC / NORTHEASTERN HONSHU ARC / HOKKAIDO / KOMAGA-DAKE/HOKKAIDO-KOMAGATAKE,900.6186870238232,900.6186870238232,none,4.525476903727955,1.2861130880702976,A,shallow_crustal,shallow_crustal
[17180] TAKAHASHI R. (2013),samp. FA21-3,CONVERGENT MARGIN,HONSHU ARC / NORTHEASTERN HONSHU ARC / HOKKAIDO / KOMAGA-DAKE/HOKKAIDO-KOMAGATAKE,895.5311155548825,895.5311155548825,none,4.825869855191432,1.2709893497105742,A,shallow_crustal,shallow_crustal
[17180] TAKAHASHI R. (2013),samp. FA21-3,CONVERGENT MARGIN,HONSHU ARC / NORTHEASTERN HONSHU ARC / HOKKAIDO / KOMAGA-DAKE/HOKKAIDO-KOMAGATAKE,900.3164036896707,900.3164036896707,none,4.062299185291769,1.3094324722088242,A,shallow_crustal,shallow_crustal
[17180] TAKAHASHI R. (2013),samp. FA21-3,CONVERGENT MARGIN,HONSHU ARC / NORTHEASTERN HONSHU ARC / HOKKAIDO / KOMAGA-DAKE/HOKKAIDO-KOMAGATAKE,896.221965009455,896.221965009455,none,4.089992835579536,1.308038193417869,A,shallow_crustal,shallow_crustal
[17180] TAKAHASHI R. (2013),samp. FA21-3,CONVERGENT MARGIN,HONSHU ARC / NORTHEASTERN HONSHU ARC / HOKKAIDO / KOMAGA-DAKE/HOKKAIDO-KOMAGATAKE,897.5961181136411,897.5961181136411,none,3.9658263461589662,1.31428954349081,A,shallow_crustal,shallow_crustal
[17180] TAKAHASHI R. (2013),samp. FA21-3,CONVERGENT MARGIN,HONSHU ARC / NORTHEASTERN HONSHU ARC / HOKKAIDO / KOMAGA-DAKE/HOKKAIDO-KOMAGATAKE,898.6979170436867,898.6979170436867,none,4.026984423938122,1.311210447385494,A,shallow_crustal,shallow_crustal
[17180] TAKAHASHI R. (2013),samp. FA21-3,CONVERGENT MARGIN,HONSHU ARC / NORTHEASTERN HONSHU ARC / HOKKAIDO / KOMAGA-DAKE/HOKKAIDO-KOMAGATAKE,892.1775148519273,892.1775148519273,none,3.9286871033947044,1.3161593749489333,A,shallow_crustal,shallow_crustal
[17180] TAKAHASHI R. (2013),samp. FA21-3,CONVERGENT MARGIN,HONSHU ARC / NORTHEASTERN HONSHU ARC / HOKKAIDO / KOMAGA-DAKE/HOKKAIDO-KOMAGATAKE,918.7499366571975,918.7499366571975,none,5.366402307916925,9.063038809451154,A,deep_crustal_MASH,deep_crustal_MASH
[17180] TAKAHASHI R. (2013),samp. FA21-3,CONVERGENT MARGIN,HONSHU ARC / NORTHEASTERN HONSHU ARC / HOKKAIDO / KOMAGA-DAKE/HOKKAIDO-KOMAGATAKE,906.9001842510276,906.9001842510276,none,4.480057561118982,1.288399793702844,A,shallow_crustal,shallow_crustal
[17180] TAKAHASHI R. (2013),samp. FA21-3,CONVERGENT MARGIN,HONSHU ARC / NORTHEASTERN HONSHU ARC / HOKKAIDO / KOMAGA-DAKE/HOKKAIDO-KOMAGATAKE,899.9735622004432,899.9735622004432,none,4.015800311552788,1.3117735284720422,A,shallow_crustal,shallow_crustal
[17180] TAKAHASHI R. (2013),samp. FA21-3,CONVERGENT MARGIN,HONSHU ARC / NORTHEASTERN HONSHU ARC / HOKKAIDO / KOMAGA-DAKE/HOKKAIDO-KOMAGATAKE,907.5201396120171,907.5201396120171,none,4.1416429989794965,1.3054377876703565,A,shallow_crustal,shallow_crustal
[17180] TAKAHASHI R. (2013),samp. FA21-3,CONVERGENT MARGIN,HONSHU ARC / NORTHEASTERN HONSHU ARC / HOKKAIDO / KOMAGA-DAKE/HOKKAIDO-KOMAGATAKE,906.6044133791039,906.6044133791039,none,4.063189130294154,1.309387666579048,A,shallow_crustal,shallow_crustal
[17180] TAKAHASHI R. (2013),samp. FA21-3,CONVERGENT MARGIN,HONSHU ARC / NORTHEASTERN HONSHU ARC / HOKKAIDO / KOMAGA-DAKE/HOKKAIDO-KOMAGATAKE,896.0302905568684,896.0302905568684,none,4.006757458546179,1.3122288046102841,A,shallow_crustal,shallow_crustal
[17180] TAKAHASHI R. (2013),samp. D-PFL-1,CONVERGENT MARGIN,HONSHU ARC / NORTHEASTERN HONSHU ARC / HOKKAIDO / KOMAGA-DAKE/HOKKAIDO-KOMAGATAKE,908.7889238462691,908.7889238462691,none,4.4203115334822325,1.2914077980039065,A,shallow_crustal,shallow_crustal
[17180] TAKAHASHI R. (2013),samp. D-PFL-1,CONVERGENT MARGIN,HONSHU ARC / NORTHEASTERN HONSHU ARC / HOKKAIDO / KOMAGA-DAKE/HOKKAIDO-KOMAGATAKE,941.326787047485,941.326787047485,none,4.144619543853035,1.3052879290080142,A,shallow_crustal,shallow_crustal
[17180] TAKAHASHI R. (2013),samp. D-PFL-1,CONVERGENT MARGIN,HONSHU ARC / NORTHEASTERN HONSHU ARC / HOKKAIDO / KOMAGA-DAKE/HOKKAIDO-KOMAGATAKE,902.8636298006323,902.8636298006323,none,4.215976899942547,1.3016953347800813,A,shallow_crustal,shallow_crustal
[17180] TAKAHASHI R. (2013),samp. D-PFL-1,CONVERGENT MARGIN,HONSHU ARC / NORTHEASTERN HONSHU ARC / HOKKAIDO / KOMAGA-DAKE/HOKKAIDO-KOMAGATAKE,905.6105302223646,905.6105302223646,none,4.064597530105629,1.309316758556237,A,shallow_crustal,shallow_crustal
[17180] TAKAHASHI R. (2013),samp. D-PFL-1,CONVERGENT MARGIN,HONSHU ARC / NORTHEASTERN HONSHU ARC / HOKKAIDO / KOMAGA-DAKE/HOKKAIDO-KOMAGATAKE,905.8519567816951,905.8519567816951,none,4.088308015770115,1.3081230182243662,A,shallow_crustal,shallow_crustal
[17180] TAKAHASHI R. (2013),samp. D-PFL-1,CONVERGENT MARGIN,HONSHU ARC / NORTHEASTERN HONSHU ARC / HOKKAIDO / KOMAGA-DAKE/HOKKAIDO-KOMAGATAKE,902.9719364860343,902.9719364860343,none,4.074572702629336,1.308814543379061,A,shallow_crustal,shallow_crustal
[17180] TAKAHASHI R. (2013),samp. D-PFL-1,CONVERGENT MARGIN,HONSHU ARC / NORTHEASTERN HONSHU ARC / HOKKAIDO / KOMAGA-DAKE/HOKKAIDO-KOMAGATAKE,902.0750774525786,902.0750774525786,none,4.063225725139907,1.3093858241560823,A,shallow_crustal,shallow_crustal
[17180] TAKAHASHI R. (2013),samp. D-PFL-1,CONVERGENT MARGIN,HONSHU ARC / NORTHEASTERN HONSHU ARC / HOKKAIDO / KOMAGA-DAKE/HOKKAIDO-KOMAGATAKE,905.5020329465503,905.5020329465503,none,3.9848657406740227,1.3133309763214724,A,shallow_crustal,shallow_crustal
[17180] TAKAHASHI R. (2013),samp. D-PFL-1,CONVERGENT MARGIN,HONSHU ARC / NORTHEASTERN HONSHU ARC / HOKKAIDO / KOMAGA-DAKE/HOKKAIDO-KOMAGATAKE,896.2178509217674,896.2178509217674,none,3.9685406606959592,1.3141528872121473,A,shallow_crustal,shallow_crustal
[17180] TAKAHASHI R. (2013),samp. D-PFL-1,CONVERGENT MARGIN,HONSHU ARC / NORTHEASTERN HONSHU ARC / HOKKAIDO / KOMAGA-DAKE/HOKKAIDO-KOMAGATAKE,905.8519567816951,905.8519567816951,none,4.1036391852872045,1.3073511472620303,A,shallow_crustal,shallow_crustal
[17180] TAKAHASHI R. (2013),samp. D-PFL-1,CONVERGENT MARGIN,HONSHU ARC / NORTHEASTERN HONSHU ARC / HOKKAIDO / KOMAGA-DAKE/HOKKAIDO-KOMAGATAKE,907.3711644238898,907.3711644238898,none,4.228047986856789,1.3010875976167453,A,shallow_crustal,shallow_crustal
[17180] TAKAHASHI R. (2013),samp. D-PFL-1,CONVERGENT MARGIN,HONSHU ARC / NORTHEASTERN HONSHU ARC / HOKKAIDO / KOMAGA-DAKE/HOKKAIDO-KOMAGATAKE,901.1685776976043,901.1685776976043,none,3.9461597476190913,1.3152796881972477,A,shallow_crustal,shallow_crustal
[17180] TAKAHASHI R. (2013),samp. D-PFL-1,CONVERGENT MARGIN,HONSHU ARC / NORTHEASTERN HONSHU ARC / HOKKAIDO / KOMAGA-DAKE/HOKKAIDO-KOMAGATAKE,912.0699283771854,912.0699283771854,none,4.777569491392655,1.2734211047208477,A,shallow_crustal,shallow_crustal
