perturbation,regime,n,edges,a,b,pre_rmse,pre_lo,pre_hi,post_rmse,post_lo,post_hi,delta_rmse,pipeline,track,target,model,feature_set,seed,ships,overall_delta,max_regime_degradation
inner_p1,shallow_crustal,281,"[0.0, 6.0, 16.0, 31.0, 100.0]",0.8642979518778501,134.35694033275934,45.793355753726495,39.47128872547039,51.99108146822807,45.6221835350684,38.677705437693895,52.14050318016166,0.17117221865809285,cpx,cpx_liq,T_C,ERT,pwlr,42,False,4.9585025855743226,3.253789611094689
inner_p1,deep_crustal_MASH,230,"[0.0, 6.0, 16.0, 31.0, 100.0]",0.9749035834968125,31.18390126031477,49.10291957130802,40.10759715253939,59.7375995663116,48.70420918144615,39.83918213904274,59.162035931763796,0.39871038986186846,cpx,cpx_liq,T_C,ERT,pwlr,42,False,4.9585025855743226,3.253789611094689
inner_p1,lithospheric_mantle,123,"[0.0, 6.0, 16.0, 31.0, 100.0]",0.950300734999762,87.52849754968884,80.9617365582097,69.77763416230403,91.61073646419163,84.21552616930438,69.07125436636906,97.2278228337503,-3.253789611094689,cpx,cpx_liq,T_C,ERT,pwlr,42,False,4.9585025855743226,3.253789611094689
inner_p1,deeper_mantle,20,"[0.0, 6.0, 16.0, 31.0, 100.0]",0.9148963440547695,214.86312173844522,272.75278039694564,146.22707475633214,385.46075365693156,221.47032029060435,101.2737923062145,321.47833129895685,51.28246010634129,cpx,cpx_liq,T_C,ERT,pwlr,42,False,4.9585025855743226,3.253789611094689
inner_p1,ALL,654,"[0.0, 6.0, 16.0, 31.0, 100.0]",,,72.50372132797949,58.28145290286819,88.06737169222805,67.54521874240517,55.756737183984065,80.69141480551636,4.9585025855743226,cpx,cpx_liq,T_C,ERT,pwlr,42,False,4.9585025855743226,3.253789611094689
base,shallow_crustal,236,"[0.0, 5.0, 15.0, 30.0, 100.0]",-0.009114406993907262,0.608496767581567,8.533049427430873,7.340519085384496,9.640656529021573,1.1606723481544434,0.9907999817522586,1.3244979561485395,7.372377079276429,cpx,cpx_only,P_kbar,MLP,alr,42,True,2.411190717113806,-0.8532085870261525
base,deep_crustal_MASH,193,"[0.0, 5.0, 15.0, 30.0, 100.0]",0.10654842204542074,8.451757853964128,4.389634720911475,3.903590943859304,4.8702433991345595,1.7007287953669843,1.5101544946022434,1.869586482551327,2.688905925544491,cpx,cpx_only,P_kbar,MLP,alr,42,True,2.411190717113806,-0.8532085870261525
base,lithospheric_mantle,213,"[0.0, 5.0, 15.0, 30.0, 100.0]",0.07144691450696393,17.70741160224956,10.453799255067304,7.926600404251462,12.440771857364622,3.883869012900281,3.6688703305996535,4.081769473336546,6.569930242167024,cpx,cpx_only,P_kbar,MLP,alr,42,True,2.411190717113806,-0.8532085870261525
base,deeper_mantle,142,"[0.0, 5.0, 15.0, 30.0, 100.0]",0.5920183439920809,36.426453244932,26.26760954304999,21.07267262124671,31.636918072794238,25.414400956023837,22.55989848388322,28.64200044543969,0.8532085870261525,cpx,cpx_only,P_kbar,MLP,alr,42,True,2.411190717113806,-0.8532085870261525
base,ALL,784,"[0.0, 5.0, 15.0, 30.0, 100.0]",,,13.465659048869949,11.3347942579105,15.482295845762891,11.054468331756143,9.417494161676407,12.601355472218124,2.411190717113806,cpx,cpx_only,P_kbar,MLP,alr,42,True,2.411190717113806,-0.8532085870261525
inner_m1,shallow_crustal,226,"[0.0, 4.0, 14.0, 29.0, 100.0]",-0.004093751790899987,0.39805974839869485,8.648607801627119,7.4714831926118395,9.899646713315073,0.9388825720391313,0.8107125900513121,1.0716085043813228,7.7097252295879874,cpx,cpx_only,P_kbar,MLP,alr,42,True,2.5592781308130377,-1.2160400462800744
inner_m1,deep_crustal_MASH,202,"[0.0, 4.0, 14.0, 29.0, 100.0]",0.1401442659135411,7.792219132827167,4.447114890914673,3.9180611419134803,4.958720969642061,1.9917645347417354,1.7932924054998167,2.2058544897250734,2.4553503561729375,cpx,cpx_only,P_kbar,MLP,alr,42,True,2.5592781308130377,-1.2160400462800744
