perturbation,regime,n,edges,a,b,pre_rmse,pre_lo,pre_hi,post_rmse,post_lo,post_hi,delta_rmse,pipeline,track,target,model,feature_set,seed,ships,overall_delta,max_regime_degradation
inner_m1,ALL,174,"[0.0, 4.0, 14.0, 29.0, 100.0]",,,77.0618899410801,61.8127831083382,92.72640712765818,76.93767997692339,62.94789189858703,91.42080988281297,0.12420996415670515,opx,opx_liq,T_C,ElasticNet,raw,42,False,0.12420996415670515,17.727707863945305
inner_p1,shallow_crustal,50,"[0.0, 6.0, 16.0, 31.0, 100.0]",1.0190198882951864,-48.321816397759676,35.42679159715248,28.765171383663443,43.76333149905942,54.19887692593299,46.95969615973795,63.508366253716105,-18.772085328780513,opx,opx_liq,T_C,ElasticNet,raw,42,False,0.14435980079281308,18.772085328780513
inner_p1,deep_crustal_MASH,72,"[0.0, 6.0, 16.0, 31.0, 100.0]",0.8575174724845008,182.20647689950556,89.42337145942122,60.32203897376592,117.19554066294813,88.02343076382279,60.63769121622747,114.70720830389135,1.3999406955984313,opx,opx_liq,T_C,ElasticNet,raw,42,False,0.14435980079281308,18.772085328780513
inner_p1,lithospheric_mantle,49,"[0.0, 6.0, 16.0, 31.0, 100.0]",0.9028798836345332,141.38151827967158,82.40830797654905,68.95630751332527,94.4223716164584,80.55380404853908,67.87951958605272,90.69307700314805,1.8545039280099758,opx,opx_liq,T_C,ElasticNet,raw,42,False,0.14435980079281308,18.772085328780513
inner_p1,deeper_mantle,3,"[0.0, 6.0, 16.0, 31.0, 100.0]",,,,,,,,,,opx,opx_liq,T_C,ElasticNet,raw,42,False,0.14435980079281308,18.772085328780513
inner_p1,ALL,174,"[0.0, 6.0, 16.0, 31.0, 100.0]",,,77.0618899410801,61.8127831083382,92.72640712765818,76.91753014028728,62.43284821184607,91.63470674323264,0.14435980079281308,opx,opx_liq,T_C,ElasticNet,raw,42,False,0.14435980079281308,18.772085328780513
base,shallow_crustal,48,"[0.0, 5.0, 15.0, 30.0, 100.0]",-0.050346516624236864,1.5139550931077004,7.912635825129968,6.116199878622897,9.826296506204452,1.1311989615837035,0.8328711154963775,1.4564429020236058,6.781436863546264,opx,opx_only,P_kbar,RF,pwlr,42,True,4.296315302892414,-4.154312250384669
base,deep_crustal_MASH,76,"[0.0, 5.0, 15.0, 30.0, 100.0]",0.10706010621679997,8.48851119980282,6.8213640006213625,4.402465661181222,9.069951893757251,1.9688531732514285,1.6395981439152085,2.287348102052332,4.852510827369934,opx,opx_only,P_kbar,RF,pwlr,42,True,4.296315302892414,-4.154312250384669
base,lithospheric_mantle,37,"[0.0, 5.0, 15.0, 30.0, 100.0]",0.20435499280677313,15.338097176601453,7.498572728818413,4.40908376459446,10.717314048782383,3.3442604784337444,2.7373938506452564,4.027790248136196,4.154312250384669,opx,opx_only,P_kbar,RF,pwlr,42,True,4.296315302892414,-4.154312250384669
base,deeper_mantle,29,"[0.0, 5.0, 15.0, 30.0, 100.0]",0.24055876755938754,34.52978262108512,20.03760947889417,7.937444000087931,30.974088838796753,14.553064905285844,8.22004805730967,21.770180301023846,5.484544573608325,opx,opx_only,P_kbar,RF,pwlr,42,True,4.296315302892414,-4.154312250384669
base,ALL,190,"[0.0, 5.0, 15.0, 30.0, 100.0]",,,10.327722821241519,6.89541895983213,13.919779683629532,6.031407518349105,3.4258704889776466,8.996561562732781,4.296315302892414,opx,opx_only,P_kbar,RF,pwlr,42,True,4.296315302892414,-4.154312250384669
inner_m1,shallow_crustal,46,"[0.0, 4.0, 14.0, 29.0, 100.0]",-0.05734503050290602,1.3747411952448543,7.2838598368413505,5.69433626973777,8.922039817251461,0.9590563106068722,0.7583259879118109,1.1360721654191688,6.324803526234478,opx,opx_only,P_kbar,RF,pwlr,42,True,4.1569999273293075,-3.7604528485353237
inner_m1,deep_crustal_MASH,77,"[0.0, 4.0, 14.0, 29.0, 100.0]",0.11316257226086791,8.189016968598386,7.276293763750089,4.952312245414677,9.480671209622008,2.2077068111695266,1.8038752921144086,2.580903448852535,5.068586952580562,opx,opx_only,P_kbar,RF,pwlr,42,True,4.1569999273293075,-3.7604528485353237
inner_m1,lithospheric_mantle,37,"[0.0, 4.0, 14.0, 29.0, 100.0]",0.20623676615342273,15.19755512173678,7.0444730360183945,3.7015089285120393,10.328157125268774,3.284020187483071,2.6922762105972313,3.9659068198311664,3.7604528485353237,opx,opx_only,P_kbar,RF,pwlr,42,True,4.1569999273293075,-3.7604528485353237
inner_m1,deeper_mantle,30,"[0.0, 4.0, 14.0, 29.0, 100.0]",0.2482230547742701,34.25649224683627,19.92687294657157,8.367731482089404,30.632267244413292,14.626622853672108,8.428728084286885,21.76930943749187,5.3002500928994625,opx,opx_only,P_kbar,RF,pwlr,42,True,4.1569999273293075,-3.7604528485353237
inner_m1,ALL,190,"[0.0, 4.0, 14.0, 29.0, 100.0]",,,10.327722821241519,6.89541895983213,13.919779683629532,6.170722893912211,3.697116271981542,9.240172108907775,4.1569999273293075,opx,opx_only,P_kbar,RF,pwlr,42,True,4.1569999273293075,-3.7604528485353237
inner_p1,shallow_crustal,52,"[0.0, 6.0, 16.0, 31.0, 100.0]",-0.06424684300752538,2.075657057829532,8.377843559000661,6.386081568831354,10.404154159119313,1.5566021980557971,1.1392813279283314,2.011878248253511,6.821241360944864,opx,opx_only,P_kbar,RF,pwlr,42,True,5.174190548468973,-2.2383219517623445
inner_p1,deep_crustal_MASH,87,"[0.0, 6.0, 16.0, 31.0, 100.0]",0.09480536690588187,9.942142769642608,6.743868804989624,4.62207157413504,8.79464193400959,2.0130386481546494,1.7276968255537668,2.2762266174570014,4.730830156834974,opx,opx_only,P_kbar,RF,pwlr,42,True,5.174190548468973,-2.2383219517623445
inner_p1,lithospheric_mantle,35,"[0.0, 6.0, 16.0, 31.0, 100.0]",0.10087071205810387,20.844398016057955,7.690753803780878,5.765358336629545,9.508982639948943,5.452431852018534,4.838072760180749,5.965895132180976,2.2383219517623445,opx,opx_only,P_kbar,RF,pwlr,42,True,5.174190548468973,-2.2383219517623445
inner_p1,deeper_mantle,16,"[0.0, 6.0, 16.0, 31.0, 100.0]",0.028924270086365073,44.26083546738358,25.72578292420577,7.24743074353894,38.77246078215281,14.847402527124371,4.7828406209101715,24.468211410787788,10.878380397081399,opx,opx_only,P_kbar,RF,pwlr,42,True,5.174190548468973,-2.2383219517623445
inner_p1,ALL,190,"[0.0, 6.0, 16.0, 31.0, 100.0]",,,10.327722821241519,6.89541895983213,13.919779683629532,5.153532272772546,2.9850885645832608,7.746202846374087,5.174190548468973,opx,opx_only,P_kbar,RF,pwlr,42,True,5.174190548468973,-2.2383219517623445
base,shallow_crustal,48,"[0.0, 5.0, 15.0, 30.0, 100.0]",1.0219769324159884,-54.484900059424035,112.19480602351831,99.28863500536274,125.87194087652628,92.73120165558457,81.45104085679179,105.75067838555857,19.46360436793374,opx,opx_only,T_C,LightGBM,alr,42,False,24.56391354772647,3.9025441234432066
base,deep_crustal_MASH,76,"[0.0, 5.0, 15.0, 30.0, 100.0]",0.7843547481758796,241.85088706715487,129.69264926290197,105.99954721936761,151.14764776858715,107.89217501165513,84.87325659410917,129.40200563252793,21.80047425124684,opx,opx_only,T_C,LightGBM,alr,42,False,24.56391354772647,3.9025441234432066
base,lithospheric_mantle,37,"[0.0, 5.0, 15.0, 30.0, 100.0]",0.6424505250518405,483.84608110857664,80.33426155566045,67.35118465617431,92.27772656793226,84.23680567910365,70.39092820091653,98.64846533549438,-3.9025441234432066,opx,opx_only,T_C,LightGBM,alr,42,False,24.56391354772647,3.9025441234432066
base,deeper_mantle,29,"[0.0, 5.0, 15.0, 30.0, 100.0]",0.6071317457130208,595.9217744263133,265.1890611627261,175.57442213462912,341.15483867630167,214.48381617034602,146.0203399298812,270.6054092724036,50.705244992380074,opx,opx_only,T_C,LightGBM,alr,42,False,24.56391354772647,3.9025441234432066
base,ALL,190,"[0.0, 5.0, 15.0, 30.0, 100.0]",,,147.98216773385138,121.19179445800951,170.0012358211839,123.41825418612491,102.36333461088996,141.11164146834636,24.56391354772647,opx,opx_only,T_C,LightGBM,alr,42,False,24.56391354772647,3.9025441234432066
inner_m1,shallow_crustal,46,"[0.0, 4.0, 14.0, 29.0, 100.0]",1.028832932237226,-57.81284229380867,107.48082024386053,94.24955478833037,117.72143896136863,90.96513904041174,80.87942667723672,100.57044321123813,16.515681203448793,opx,opx_only,T_C,LightGBM,alr,42,False,23.347954211668508,4.7702450570917705
inner_m1,deep_crustal_MASH,77,"[0.0, 4.0, 14.0, 29.0, 100.0]",0.8078633297116397,211.029064125996,132.34652454345334,110.75706329756665,155.57637578361488,111.55671904076995,90.21028600932854,133.59520746563135,20.789805502683393,opx,opx_only,T_C,LightGBM,alr,42,False,23.347954211668508,4.7702450570917705
inner_m1,lithospheric_mantle,37,"[0.0, 4.0, 14.0, 29.0, 100.0]",0.6479911881521717,474.97165773851,79.314317370016,65.49641234731041,92.79274918302472,84.08456242710777,70.46162378539775,98.18903895518471,-4.7702450570917705,opx,opx_only,T_C,LightGBM,alr,42,False,23.347954211668508,4.7702450570917705
inner_m1,deeper_mantle,30,"[0.0, 4.0, 14.0, 29.0, 100.0]",0.6145047755638495,583.0377811663228,261.27251372458085,181.55786014532612,338.85455598189674,212.203600292867,150.8245509475131,273.39002965675013,49.06891343171384,opx,opx_only,T_C,LightGBM,alr,42,False,23.347954211668508,4.7702450570917705
inner_m1,ALL,190,"[0.0, 4.0, 14.0, 29.0, 100.0]",,,147.98216773385138,121.19179445800951,170.0012358211839,124.63421352218288,103.9777273035084,142.23947334390067,23.347954211668508,opx,opx_only,T_C,LightGBM,alr,42,False,23.347954211668508,4.7702450570917705
inner_p1,shallow_crustal,52,"[0.0, 6.0, 16.0, 31.0, 100.0]",1.0014327970923977,-34.10851661057336,108.66006479239446,94.90316074964869,123.4030336288721,88.46944868277349,76.29464063914146,100.31063807466779,20.190616109620976,opx,opx_only,T_C,LightGBM,alr,42,False,20.775007306139955,9.366608258278234
inner_p1,deep_crustal_MASH,87,"[0.0, 6.0, 16.0, 31.0, 100.0]",0.7962550731328774,241.86842549572566,123.33650481742657,102.65918628810839,145.2774209989979,108.71277454441032,86.99998144821059,130.2142051273151,14.62373027301625,opx,opx_only,T_C,LightGBM,alr,42,False,20.775007306139955,9.366608258278234
inner_p1,lithospheric_mantle,35,"[0.0, 6.0, 16.0, 31.0, 100.0]",0.3954225192555123,823.5394301386563,86.90731877113475,74.00294067199751,100.56058105932655,96.27392702941299,80.47800181709496,112.60771039064458,-9.366608258278234,opx,opx_only,T_C,LightGBM,alr,42,False,20.775007306139955,9.366608258278234
inner_p1,deeper_mantle,16,"[0.0, 6.0, 16.0, 31.0, 100.0]",0.7449509089938823,425.4834095513489,349.9113343784535,235.15641351833355,441.466561277288,286.6737896426823,201.24841009445745,358.6949965667621,63.237544735771166,opx,opx_only,T_C,LightGBM,alr,42,False,20.775007306139955,9.366608258278234
inner_p1,ALL,190,"[0.0, 6.0, 16.0, 31.0, 100.0]",,,147.98216773385138,121.19179445800951,170.0012358211839,127.20716042771143,106.06908421848637,144.83930359594143,20.775007306139955,opx,opx_only,T_C,LightGBM,alr,42,False,20.775007306139955,9.366608258278234
