pipeline,track,target,feature_set,model,seed,aug_n_copies,aug_rel_noise,test_rmse,elapsed_s
opx,opx_liq,T_C,alr,MLP,47,15,0.03,133.52698476358933,14.835235834121704
opx,opx_liq,T_C,alr,MLP,48,15,0.03,143.22241982269148,27.660417079925537
opx,opx_liq,T_C,alr,MLP,49,15,0.03,111.50979602007271,26.273168087005615
opx,opx_liq,T_C,alr,MLP,50,15,0.03,145.44159056923118,32.17227244377136
opx,opx_liq,T_C,alr,MLP,51,15,0.03,94.51144284469946,32.23646640777588
opx,opx_liq,T_C,alr,MLP,52,15,0.03,95.87542578847409,31.800723791122437
opx,opx_liq,T_C,alr,MLP,53,15,0.03,148.25562818581818,30.52800679206848
opx,opx_liq,T_C,alr,MLP,54,15,0.03,124.3877475720777,18.614858388900757
opx,opx_liq,T_C,alr,MLP,55,15,0.03,135.5971751648323,32.476396799087524
opx,opx_liq,T_C,alr,MLP,56,15,0.03,119.84186422939102,23.03384494781494
opx,opx_liq,T_C,alr,MLP,57,15,0.03,94.05446774305524,32.33386969566345
opx,opx_liq,T_C,alr,MLP,58,15,0.03,110.96979410203014,32.87507247924805
opx,opx_liq,T_C,alr,MLP,59,15,0.03,141.480604068692,32.092835426330566
opx,opx_liq,T_C,alr,MLP,60,15,0.03,108.33533033269207,29.783655166625977
opx,opx_liq,T_C,alr,MLP,61,15,0.03,141.6307882863361,29.866894006729126
opx,opx_liq,T_C,pwlr,RF,42,15,0.03,91.72396366652356,19.901060104370117
opx,opx_liq,T_C,pwlr,RF,43,15,0.03,92.17688769503532,19.881521701812744
opx,opx_liq,T_C,pwlr,RF,44,15,0.03,93.55741117066347,19.93314790725708
opx,opx_liq,T_C,pwlr,RF,45,15,0.03,91.4621432089046,20.121689319610596
opx,opx_liq,T_C,pwlr,RF,46,15,0.03,91.72506323878304,19.71287202835083
opx,opx_liq,T_C,pwlr,RF,47,15,0.03,94.11421138335338,20.16041660308838
opx,opx_liq,T_C,pwlr,RF,48,15,0.03,92.91632544881894,19.797403812408447
opx,opx_liq,T_C,pwlr,RF,49,15,0.03,91.63427925071606,20.03485345840454
opx,opx_liq,T_C,pwlr,RF,50,15,0.03,92.50576777829775,19.703643798828125
opx,opx_liq,T_C,pwlr,RF,51,15,0.03,91.53284734581462,20.155006170272827
opx,opx_liq,T_C,pwlr,RF,52,15,0.03,91.66116087386597,19.855936765670776
opx,opx_liq,T_C,pwlr,RF,53,15,0.03,91.87528277865897,19.989346981048584
opx,opx_liq,T_C,pwlr,RF,54,15,0.03,91.53912182294263,19.715189933776855
opx,opx_liq,T_C,pwlr,RF,55,15,0.03,91.5048855618243,19.965949773788452
opx,opx_liq,T_C,pwlr,RF,56,15,0.03,91.78359070685269,19.50978684425354
opx,opx_liq,T_C,pwlr,RF,57,15,0.03,92.57572947787229,19.935874938964844
opx,opx_liq,T_C,pwlr,RF,58,15,0.03,94.32184127421112,19.790946006774902
opx,opx_liq,T_C,pwlr,RF,59,15,0.03,91.49345000577617,19.75431227684021
opx,opx_liq,T_C,pwlr,RF,60,15,0.03,91.48341442313519,20.128214359283447
opx,opx_liq,T_C,pwlr,RF,61,15,0.03,91.8099703666395,19.657857418060303
opx,opx_liq,T_C,pwlr,ERT,42,15,0.03,88.06951754289146,2.7230358123779297
opx,opx_liq,T_C,pwlr,ERT,43,15,0.03,88.04365014069569,2.546830892562866
opx,opx_liq,T_C,pwlr,ERT,44,15,0.03,88.51064248681553,2.625338077545166
opx,opx_liq,T_C,pwlr,ERT,45,15,0.03,88.64059730780423,2.535174608230591
opx,opx_liq,T_C,pwlr,ERT,46,15,0.03,90.10359215144426,2.591210126876831
opx,opx_liq,T_C,pwlr,ERT,47,15,0.03,88.4654461271448,2.747403383255005
opx,opx_liq,T_C,pwlr,ERT,48,15,0.03,88.41193648163997,2.703450918197632
opx,opx_liq,T_C,pwlr,ERT,49,15,0.03,88.41177056848625,2.5179738998413086
opx,opx_liq,T_C,pwlr,ERT,50,15,0.03,87.93714191059905,2.448927164077759
opx,opx_liq,T_C,pwlr,ERT,51,15,0.03,87.17533581413824,2.512539863586426
opx,opx_liq,T_C,pwlr,ERT,52,15,0.03,89.04407608926742,2.5777578353881836
opx,opx_liq,T_C,pwlr,ERT,53,15,0.03,88.25895453985835,2.622936487197876
opx,opx_liq,T_C,pwlr,ERT,54,15,0.03,87.9776767386544,2.4548211097717285
opx,opx_liq,T_C,pwlr,ERT,55,15,0.03,87.43721412737783,2.679239273071289
opx,opx_liq,T_C,pwlr,ERT,56,15,0.03,88.10456917478308,2.5649757385253906
opx,opx_liq,T_C,pwlr,ERT,57,15,0.03,88.88475695447988,2.627985715866089
opx,opx_liq,T_C,pwlr,ERT,58,15,0.03,88.01131539815559,2.4622631072998047
opx,opx_liq,T_C,pwlr,ERT,59,15,0.03,88.30949373865049,2.6415748596191406
opx,opx_liq,T_C,pwlr,ERT,60,15,0.03,88.30781924425753,2.636823892593384
opx,opx_liq,T_C,pwlr,ERT,61,15,0.03,89.03335888645226,2.5078577995300293
opx,opx_liq,T_C,pwlr,XGB,42,15,0.03,90.55674276947073,0.7041819095611572
opx,opx_liq,T_C,pwlr,XGB,43,15,0.03,94.54768836271668,0.5509023666381836
opx,opx_liq,T_C,pwlr,XGB,44,15,0.03,91.58095032554372,0.5179994106292725
opx,opx_liq,T_C,pwlr,XGB,45,15,0.03,89.24404969031742,0.5383579730987549
opx,opx_liq,T_C,pwlr,XGB,46,15,0.03,91.73026145240678,0.5177915096282959
opx,opx_liq,T_C,pwlr,XGB,47,15,0.03,92.06100710610141,0.5352566242218018
opx,opx_liq,T_C,pwlr,XGB,48,15,0.03,94.01973515506214,0.5138437747955322
opx,opx_liq,T_C,pwlr,XGB,49,15,0.03,92.56029618720503,0.5671584606170654
opx,opx_liq,T_C,pwlr,XGB,50,15,0.03,91.60185638035624,0.6719563007354736
opx,opx_liq,T_C,pwlr,XGB,51,15,0.03,91.94669192608595,0.6080615520477295
opx,opx_liq,T_C,pwlr,XGB,52,15,0.03,94.45022811167026,0.6471152305603027
opx,opx_liq,T_C,pwlr,XGB,53,15,0.03,94.26455052866369,0.5108261108398438
opx,opx_liq,T_C,pwlr,XGB,54,15,0.03,91.42043982431638,0.5447671413421631
opx,opx_liq,T_C,pwlr,XGB,55,15,0.03,91.70462877589901,0.5786588191986084
opx,opx_liq,T_C,pwlr,XGB,56,15,0.03,93.25497380888315,0.5659141540527344
opx,opx_liq,T_C,pwlr,XGB,57,15,0.03,94.5211440229165,0.5516693592071533
opx,opx_liq,T_C,pwlr,XGB,58,15,0.03,95.41686497740088,0.4502706527709961
opx,opx_liq,T_C,pwlr,XGB,59,15,0.03,91.19130967572114,0.552731990814209
opx,opx_liq,T_C,pwlr,XGB,60,15,0.03,93.75553257922739,0.48752903938293457
opx,opx_liq,T_C,pwlr,XGB,61,15,0.03,92.69344214086787,0.5289883613586426
opx,opx_liq,T_C,pwlr,GB,42,15,0.03,94.1229736140441,2.774003744125366
opx,opx_liq,T_C,pwlr,GB,43,15,0.03,96.0355284337577,2.1638784408569336
opx,opx_liq,T_C,pwlr,GB,44,15,0.03,96.31895892635936,2.686816453933716
opx,opx_liq,T_C,pwlr,GB,45,15,0.03,92.14660017459893,2.3025739192962646
opx,opx_liq,T_C,pwlr,GB,46,15,0.03,95.27164372327248,2.418971538543701
opx,opx_liq,T_C,pwlr,GB,47,15,0.03,95.31287216681007,2.3708443641662598
opx,opx_liq,T_C,pwlr,GB,48,15,0.03,95.33332316301438,2.502506971359253
opx,opx_liq,T_C,pwlr,GB,49,15,0.03,95.82830063815291,2.32488751411438
opx,opx_liq,T_C,pwlr,GB,50,15,0.03,95.4433779666063,2.3423383235931396
opx,opx_liq,T_C,pwlr,GB,51,15,0.03,94.14870759626386,2.451653480529785
opx,opx_liq,T_C,pwlr,GB,52,15,0.03,92.10452365851964,3.341670036315918
opx,opx_liq,T_C,pwlr,GB,53,15,0.03,94.46481651560786,2.4039337635040283
opx,opx_liq,T_C,pwlr,GB,54,15,0.03,95.60677745913864,2.2773656845092773
opx,opx_liq,T_C,pwlr,GB,55,15,0.03,92.2682022862738,2.5178120136260986
opx,opx_liq,T_C,pwlr,GB,56,15,0.03,94.410101171304,2.481964349746704
opx,opx_liq,T_C,pwlr,GB,57,15,0.03,95.26675399026345,2.412222385406494
opx,opx_liq,T_C,pwlr,GB,58,15,0.03,96.38889838598539,2.3320188522338867
opx,opx_liq,T_C,pwlr,GB,59,15,0.03,93.53138476147032,2.318502187728882
opx,opx_liq,T_C,pwlr,GB,60,15,0.03,95.28337875094806,2.6856305599212646
opx,opx_liq,T_C,pwlr,GB,61,15,0.03,94.97664924581201,2.7870097160339355
opx,opx_liq,T_C,pwlr,CatBoost,42,15,0.03,91.07545186402263,4.499547243118286
opx,opx_liq,T_C,pwlr,CatBoost,43,15,0.03,91.83808790718251,4.491333246231079
opx,opx_liq,T_C,pwlr,CatBoost,44,15,0.03,92.74094893332376,4.487762928009033
opx,opx_liq,T_C,pwlr,CatBoost,45,15,0.03,91.03653485868864,4.472223997116089
opx,opx_liq,T_C,pwlr,CatBoost,46,15,0.03,91.31823574267548,4.817484617233276
opx,opx_liq,T_C,pwlr,CatBoost,47,15,0.03,92.9142189389437,4.497544527053833
opx,opx_liq,T_C,pwlr,CatBoost,48,15,0.03,91.69008879937468,4.630669355392456
opx,opx_liq,T_C,pwlr,CatBoost,49,15,0.03,92.10411359068502,4.6123363971710205
opx,opx_liq,T_C,pwlr,CatBoost,50,15,0.03,91.31045815311309,4.648944616317749
opx,opx_liq,T_C,pwlr,CatBoost,51,15,0.03,90.27044974005304,4.6355650424957275
opx,opx_liq,T_C,pwlr,CatBoost,52,15,0.03,92.05400618407062,4.649784564971924
opx,opx_liq,T_C,pwlr,CatBoost,53,15,0.03,92.41265988045573,4.5684661865234375
opx,opx_liq,T_C,pwlr,CatBoost,54,15,0.03,91.55126334569906,4.478108167648315
opx,opx_liq,T_C,pwlr,CatBoost,55,15,0.03,90.50821349256638,4.663703918457031
opx,opx_liq,T_C,pwlr,CatBoost,56,15,0.03,90.69047293930288,4.513700723648071
opx,opx_liq,T_C,pwlr,CatBoost,57,15,0.03,92.91844008559198,4.5025811195373535
opx,opx_liq,T_C,pwlr,CatBoost,58,15,0.03,92.15135221605141,4.573021173477173
opx,opx_liq,T_C,pwlr,CatBoost,59,15,0.03,91.90259068194683,4.5727338790893555
opx,opx_liq,T_C,pwlr,CatBoost,60,15,0.03,91.7487618352576,4.427746295928955
opx,opx_liq,T_C,pwlr,CatBoost,61,15,0.03,92.67464770290256,4.572449684143066
opx,opx_liq,T_C,pwlr,LightGBM,42,15,0.03,93.93542180845772,2.9643115997314453
opx,opx_liq,T_C,pwlr,LightGBM,43,15,0.03,93.88400945697954,3.246380567550659
opx,opx_liq,T_C,pwlr,LightGBM,44,15,0.03,96.85358821085674,3.4576375484466553
opx,opx_liq,T_C,pwlr,LightGBM,45,15,0.03,92.96420757324938,3.248286485671997
opx,opx_liq,T_C,pwlr,LightGBM,46,15,0.03,93.05049775664816,3.1630771160125732
opx,opx_liq,T_C,pwlr,LightGBM,47,15,0.03,93.46543183598867,2.996246099472046
opx,opx_liq,T_C,pwlr,LightGBM,48,15,0.03,95.46352345661717,3.4206295013427734
opx,opx_liq,T_C,pwlr,LightGBM,49,15,0.03,91.94016338400212,3.557140827178955
opx,opx_liq,T_C,pwlr,LightGBM,50,15,0.03,95.19846015241646,3.0092883110046387
opx,opx_liq,T_C,pwlr,LightGBM,51,15,0.03,93.12681942823563,3.488431215286255
opx,opx_liq,T_C,pwlr,LightGBM,52,15,0.03,93.2638718953728,3.2448840141296387
opx,opx_liq,T_C,pwlr,LightGBM,53,15,0.03,93.83125066244355,3.0681300163269043
opx,opx_liq,T_C,pwlr,LightGBM,54,15,0.03,93.7482207243913,3.2893173694610596
opx,opx_liq,T_C,pwlr,LightGBM,55,15,0.03,92.42430979604252,3.316423177719116
opx,opx_liq,T_C,pwlr,LightGBM,56,15,0.03,95.31102424302017,3.177172899246216
opx,opx_liq,T_C,pwlr,LightGBM,57,15,0.03,92.86503903146308,3.0059218406677246
opx,opx_liq,T_C,pwlr,LightGBM,58,15,0.03,94.66057380163996,3.297302484512329
opx,opx_liq,T_C,pwlr,LightGBM,59,15,0.03,93.86378037495153,3.3582470417022705
opx,opx_liq,T_C,pwlr,LightGBM,60,15,0.03,93.4351556610339,3.0148613452911377
opx,opx_liq,T_C,pwlr,LightGBM,61,15,0.03,92.5719622435821,3.5239689350128174
opx,opx_liq,T_C,pwlr,ElasticNet,42,15,0.03,81.06109129877761,1.1333932876586914
opx,opx_liq,T_C,pwlr,ElasticNet,43,15,0.03,81.02990909663477,0.826871395111084
opx,opx_liq,T_C,pwlr,ElasticNet,44,15,0.03,80.86802476389775,1.0868873596191406
opx,opx_liq,T_C,pwlr,ElasticNet,45,15,0.03,80.76280101306196,0.886892557144165
opx,opx_liq,T_C,pwlr,ElasticNet,46,15,0.03,81.94249858975952,0.9259459972381592
opx,opx_liq,T_C,pwlr,ElasticNet,47,15,0.03,81.56445948193826,0.8783235549926758
opx,opx_liq,T_C,pwlr,ElasticNet,48,15,0.03,81.13745398490025,0.9192454814910889
opx,opx_liq,T_C,pwlr,ElasticNet,49,15,0.03,82.49257828812948,1.1204354763031006
opx,opx_liq,T_C,pwlr,ElasticNet,50,15,0.03,82.44998165637237,0.8874461650848389
opx,opx_liq,T_C,pwlr,ElasticNet,51,15,0.03,81.17946024432254,1.0262720584869385
opx,opx_liq,T_C,pwlr,ElasticNet,52,15,0.03,81.60299781656875,0.8588497638702393
opx,opx_liq,T_C,pwlr,ElasticNet,53,15,0.03,81.69057347419596,1.0965349674224854
opx,opx_liq,T_C,pwlr,ElasticNet,54,15,0.03,81.26982509956088,1.0374948978424072
opx,opx_liq,T_C,pwlr,ElasticNet,55,15,0.03,80.5354133163687,0.9750936031341553
opx,opx_liq,T_C,pwlr,ElasticNet,56,15,0.03,81.29982851129961,0.8502845764160156
opx,opx_liq,T_C,pwlr,ElasticNet,57,15,0.03,81.05833234582227,1.1173322200775146
opx,opx_liq,T_C,pwlr,ElasticNet,58,15,0.03,80.65743456180832,0.8295309543609619
opx,opx_liq,T_C,pwlr,ElasticNet,59,15,0.03,81.56077670706892,0.9027645587921143
opx,opx_liq,T_C,pwlr,ElasticNet,60,15,0.03,81.84048683082285,0.9442508220672607
opx,opx_liq,T_C,pwlr,ElasticNet,61,15,0.03,81.23557622030535,1.1110153198242188
opx,opx_liq,T_C,pwlr,MLP,42,15,0.03,138.25968564007013,33.71808338165283
opx,opx_liq,T_C,pwlr,MLP,43,15,0.03,144.92934800147495,34.16343712806702
opx,opx_liq,T_C,pwlr,MLP,44,15,0.03,192.17846638468376,49.83288359642029
opx,opx_liq,T_C,pwlr,MLP,45,15,0.03,212.72401469764517,43.00579333305359
opx,opx_liq,T_C,pwlr,MLP,46,15,0.03,140.8231991344832,42.304641008377075
opx,opx_liq,T_C,pwlr,MLP,47,15,0.03,173.16819215858638,29.92632484436035
opx,opx_liq,T_C,pwlr,MLP,48,15,0.03,149.68769522517368,30.035385847091675
opx,opx_liq,T_C,pwlr,MLP,49,15,0.03,160.35855127862874,36.43575596809387
opx,opx_liq,T_C,pwlr,MLP,50,15,0.03,139.17310534169658,29.655325412750244
opx,opx_liq,T_C,pwlr,MLP,51,15,0.03,162.53456082987458,41.46174335479736
opx,opx_liq,T_C,pwlr,MLP,52,15,0.03,113.00208279872598,27.368272066116333
opx,opx_liq,T_C,pwlr,MLP,53,15,0.03,182.65774404504734,66.14815902709961
opx,opx_liq,T_C,pwlr,MLP,54,15,0.03,128.03485529993708,41.647313356399536
opx,opx_liq,T_C,pwlr,MLP,55,15,0.03,163.81497371299787,28.12936043739319
opx,opx_liq,T_C,pwlr,MLP,56,15,0.03,167.44218320804552,34.20737600326538
opx,opx_liq,T_C,pwlr,MLP,57,15,0.03,129.28281806499237,30.99645209312439
opx,opx_liq,T_C,pwlr,MLP,58,15,0.03,192.48683676576738,34.800004959106445
opx,opx_liq,T_C,pwlr,MLP,59,15,0.03,194.54019314695418,36.086535692214966
opx,opx_liq,T_C,pwlr,MLP,60,15,0.03,132.7849369542349,28.647461652755737
opx,opx_liq,T_C,pwlr,MLP,61,15,0.03,165.5433223469941,39.36348867416382
opx,opx_liq,P_kbar,raw,RF,42,15,0.03,5.808704671841163,7.768410921096802
opx,opx_liq,P_kbar,raw,RF,43,15,0.03,5.8064678753355885,7.843555688858032
opx,opx_liq,P_kbar,raw,RF,44,15,0.03,5.70908924288456,7.84767484664917
opx,opx_liq,P_kbar,raw,RF,45,15,0.03,5.753664147130286,7.807250738143921
opx,opx_liq,P_kbar,raw,RF,46,15,0.03,5.661797217408006,7.725721120834351
opx,opx_liq,P_kbar,raw,RF,47,15,0.03,5.809331582516508,7.7904438972473145
opx,opx_liq,P_kbar,raw,RF,48,15,0.03,5.869936388683932,7.667238712310791
opx,opx_liq,P_kbar,raw,RF,49,15,0.03,5.672049008650977,7.844188928604126
opx,opx_liq,P_kbar,raw,RF,50,15,0.03,5.852729645189956,7.743839502334595
opx,opx_liq,P_kbar,raw,RF,51,15,0.03,5.703645333195951,7.961943864822388
opx,opx_liq,P_kbar,raw,RF,52,15,0.03,5.7690868410520055,7.626041412353516
opx,opx_liq,P_kbar,raw,RF,53,15,0.03,5.8617542443863275,7.716313600540161
opx,opx_liq,P_kbar,raw,RF,54,15,0.03,5.820750824768866,7.797964811325073
opx,opx_liq,P_kbar,raw,RF,55,15,0.03,5.693680142779439,7.811611890792847
opx,opx_liq,P_kbar,raw,RF,56,15,0.03,5.661223174724329,7.586702823638916
opx,opx_liq,P_kbar,raw,RF,57,15,0.03,5.688595603342921,7.821016788482666
opx,opx_liq,P_kbar,raw,RF,58,15,0.03,5.804513957731196,7.825512647628784
opx,opx_liq,P_kbar,raw,RF,59,15,0.03,5.762866984077416,7.799942970275879
opx,opx_liq,P_kbar,raw,RF,60,15,0.03,5.700267805082133,7.52501368522644
opx,opx_liq,P_kbar,raw,RF,61,15,0.03,5.780632096769064,7.897232532501221
opx,opx_liq,P_kbar,raw,ERT,42,15,0.03,6.011100248761036,3.043705463409424
opx,opx_liq,P_kbar,raw,ERT,43,15,0.03,6.044149135691154,2.9927866458892822
opx,opx_liq,P_kbar,raw,ERT,44,15,0.03,6.1020384656051005,2.9736993312835693
opx,opx_liq,P_kbar,raw,ERT,45,15,0.03,6.093173140181299,2.8983983993530273
opx,opx_liq,P_kbar,raw,ERT,46,15,0.03,6.112773178435257,3.0165812969207764
opx,opx_liq,P_kbar,raw,ERT,47,15,0.03,6.013286651445927,3.0366718769073486
opx,opx_liq,P_kbar,raw,ERT,48,15,0.03,5.992259203958588,3.05334210395813
opx,opx_liq,P_kbar,raw,ERT,49,15,0.03,6.109418491526714,2.9425013065338135
opx,opx_liq,P_kbar,raw,ERT,50,15,0.03,6.100143301846728,3.0599160194396973
opx,opx_liq,P_kbar,raw,ERT,51,15,0.03,5.99621146942155,3.079198122024536
opx,opx_liq,P_kbar,raw,ERT,52,15,0.03,6.036341323993113,2.994703531265259
opx,opx_liq,P_kbar,raw,ERT,53,15,0.03,6.023415815879365,3.0008742809295654
opx,opx_liq,P_kbar,raw,ERT,54,15,0.03,5.9864409824768865,2.965437650680542
opx,opx_liq,P_kbar,raw,ERT,55,15,0.03,5.971612777876674,2.958472490310669
opx,opx_liq,P_kbar,raw,ERT,56,15,0.03,6.160903865145784,2.8204505443573
opx,opx_liq,P_kbar,raw,ERT,57,15,0.03,5.963711936993616,3.1091649532318115
opx,opx_liq,P_kbar,raw,ERT,58,15,0.03,6.160993715157088,2.9018077850341797
opx,opx_liq,P_kbar,raw,ERT,59,15,0.03,6.097908765241203,3.0330464839935303
opx,opx_liq,P_kbar,raw,ERT,60,15,0.03,6.048458657258237,2.856010675430298
opx,opx_liq,P_kbar,raw,ERT,61,15,0.03,5.981240494922179,3.1693191528320312
opx,opx_liq,P_kbar,raw,XGB,42,15,0.03,4.7112905184904035,1.1505398750305176
opx,opx_liq,P_kbar,raw,XGB,43,15,0.03,4.760803518051602,1.22096586227417
opx,opx_liq,P_kbar,raw,XGB,44,15,0.03,4.77684396178838,1.090385913848877
opx,opx_liq,P_kbar,raw,XGB,45,15,0.03,4.69932755781879,1.038902997970581
opx,opx_liq,P_kbar,raw,XGB,46,15,0.03,4.730348553333639,1.0047645568847656
opx,opx_liq,P_kbar,raw,XGB,47,15,0.03,4.8051981744060015,0.9088823795318604
opx,opx_liq,P_kbar,raw,XGB,48,15,0.03,4.804235524971344,0.9293098449707031
opx,opx_liq,P_kbar,raw,XGB,49,15,0.03,4.788002486612207,1.0298142433166504
opx,opx_liq,P_kbar,raw,XGB,50,15,0.03,4.809616016841726,0.9227237701416016
opx,opx_liq,P_kbar,raw,XGB,51,15,0.03,4.629433789142317,1.0235021114349365
opx,opx_liq,P_kbar,raw,XGB,52,15,0.03,4.623191552468639,0.9367985725402832
opx,opx_liq,P_kbar,raw,XGB,53,15,0.03,4.66835493505418,0.9466953277587891
opx,opx_liq,P_kbar,raw,XGB,54,15,0.03,4.884926755108308,0.9903936386108398
opx,opx_liq,P_kbar,raw,XGB,55,15,0.03,4.7253939584250615,0.907599687576294
opx,opx_liq,P_kbar,raw,XGB,56,15,0.03,4.857016161519299,1.0686683654785156
opx,opx_liq,P_kbar,raw,XGB,57,15,0.03,4.892725703265549,0.9451215267181396
opx,opx_liq,P_kbar,raw,XGB,58,15,0.03,4.817175873014168,0.9225409030914307
opx,opx_liq,P_kbar,raw,XGB,59,15,0.03,4.733847963084514,0.919809103012085
opx,opx_liq,P_kbar,raw,XGB,60,15,0.03,4.7776352872450065,1.0470597743988037
opx,opx_liq,P_kbar,raw,XGB,61,15,0.03,4.7419785898970925,0.8862612247467041
opx,opx_liq,P_kbar,raw,GB,42,15,0.03,5.123034160197398,0.7246127128601074
opx,opx_liq,P_kbar,raw,GB,43,15,0.03,4.993158527379952,0.5444049835205078
opx,opx_liq,P_kbar,raw,GB,44,15,0.03,5.3130742686898875,0.5217163562774658
opx,opx_liq,P_kbar,raw,GB,45,15,0.03,4.853013658102698,0.45826029777526855
opx,opx_liq,P_kbar,raw,GB,46,15,0.03,4.946358291328599,0.4694554805755615
opx,opx_liq,P_kbar,raw,GB,47,15,0.03,5.163578155503961,0.4895310401916504
opx,opx_liq,P_kbar,raw,GB,48,15,0.03,5.373068633464318,0.4385504722595215
opx,opx_liq,P_kbar,raw,GB,49,15,0.03,4.9418687556577465,0.45954251289367676
opx,opx_liq,P_kbar,raw,GB,50,15,0.03,5.204394206672543,0.46452808380126953
opx,opx_liq,P_kbar,raw,GB,51,15,0.03,4.948364315146608,0.4864332675933838
opx,opx_liq,P_kbar,raw,GB,52,15,0.03,4.969157282084732,0.6259262561798096
opx,opx_liq,P_kbar,raw,GB,53,15,0.03,5.032117998847124,0.4730095863342285
opx,opx_liq,P_kbar,raw,GB,54,15,0.03,5.0934849304714716,0.4686295986175537
opx,opx_liq,P_kbar,raw,GB,55,15,0.03,5.049289080199382,0.5023810863494873
opx,opx_liq,P_kbar,raw,GB,56,15,0.03,5.107965577338782,0.488616943359375
opx,opx_liq,P_kbar,raw,GB,57,15,0.03,5.145438482623825,0.45099401473999023
opx,opx_liq,P_kbar,raw,GB,58,15,0.03,5.296923407037127,0.45472121238708496
opx,opx_liq,P_kbar,raw,GB,59,15,0.03,5.148877815284881,0.51664137840271
opx,opx_liq,P_kbar,raw,GB,60,15,0.03,5.143744117510257,0.5082790851593018
opx,opx_liq,P_kbar,raw,GB,61,15,0.03,5.00803134751397,0.5125977993011475
opx,opx_liq,P_kbar,raw,CatBoost,42,15,0.03,5.736533876322304,2.0087013244628906
opx,opx_liq,P_kbar,raw,CatBoost,43,15,0.03,5.454901672769341,1.8574962615966797
opx,opx_liq,P_kbar,raw,CatBoost,44,15,0.03,5.265928066230118,1.8574142456054688
opx,opx_liq,P_kbar,raw,CatBoost,45,15,0.03,5.302649085583409,2.0111091136932373
opx,opx_liq,P_kbar,raw,CatBoost,46,15,0.03,5.577965163307691,1.9921824932098389
opx,opx_liq,P_kbar,raw,CatBoost,47,15,0.03,5.472882727849671,1.952970027923584
opx,opx_liq,P_kbar,raw,CatBoost,48,15,0.03,5.462990750504028,2.1315791606903076
opx,opx_liq,P_kbar,raw,CatBoost,49,15,0.03,5.470823520291792,1.9314093589782715
opx,opx_liq,P_kbar,raw,CatBoost,50,15,0.03,5.347820552767147,2.28993821144104
opx,opx_liq,P_kbar,raw,CatBoost,51,15,0.03,5.491480364012444,1.9737491607666016
opx,opx_liq,P_kbar,raw,CatBoost,52,15,0.03,5.135272390927765,1.9639289379119873
opx,opx_liq,P_kbar,raw,CatBoost,53,15,0.03,5.37647152812815,2.027285099029541
opx,opx_liq,P_kbar,raw,CatBoost,54,15,0.03,5.498162738150373,1.9135527610778809
opx,opx_liq,P_kbar,raw,CatBoost,55,15,0.03,5.367220073435773,2.1508421897888184
opx,opx_liq,P_kbar,raw,CatBoost,56,15,0.03,5.05630508647369,2.02006459236145
opx,opx_liq,P_kbar,raw,CatBoost,57,15,0.03,5.490978293440233,2.010916233062744
opx,opx_liq,P_kbar,raw,CatBoost,58,15,0.03,5.1688672689523285,2.0141608715057373
opx,opx_liq,P_kbar,raw,CatBoost,59,15,0.03,5.563794673267941,1.8599605560302734
opx,opx_liq,P_kbar,raw,CatBoost,60,15,0.03,5.4051376125909085,1.9044041633605957
opx,opx_liq,P_kbar,raw,CatBoost,61,15,0.03,5.416126406937673,2.1145966053009033
opx,opx_liq,P_kbar,raw,LightGBM,42,15,0.03,5.1397912315372425,0.16088414192199707
opx,opx_liq,P_kbar,raw,LightGBM,43,15,0.03,5.161637269261675,0.15674686431884766
opx,opx_liq,P_kbar,raw,LightGBM,44,15,0.03,5.246616103647395,0.1475813388824463
opx,opx_liq,P_kbar,raw,LightGBM,45,15,0.03,5.063715186004072,0.17410492897033691
opx,opx_liq,P_kbar,raw,LightGBM,46,15,0.03,4.877044681288307,0.2678217887878418
opx,opx_liq,P_kbar,raw,LightGBM,47,15,0.03,5.120748876720248,0.25762176513671875
opx,opx_liq,P_kbar,raw,LightGBM,48,15,0.03,5.316155791545166,0.23096275329589844
opx,opx_liq,P_kbar,raw,LightGBM,49,15,0.03,5.07755227490834,0.2795448303222656
opx,opx_liq,P_kbar,raw,LightGBM,50,15,0.03,5.089733844085061,0.28580451011657715
opx,opx_liq,P_kbar,raw,LightGBM,51,15,0.03,5.075251315658457,0.2690126895904541
opx,opx_liq,P_kbar,raw,LightGBM,52,15,0.03,5.014895990523691,0.2671840190887451
opx,opx_liq,P_kbar,raw,LightGBM,53,15,0.03,4.995785303276666,0.25787353515625
opx,opx_liq,P_kbar,raw,LightGBM,54,15,0.03,5.263185372641972,0.2686643600463867
opx,opx_liq,P_kbar,raw,LightGBM,55,15,0.03,4.782007091403716,0.29570579528808594
opx,opx_liq,P_kbar,raw,LightGBM,56,15,0.03,4.968813260873191,0.35381150245666504
opx,opx_liq,P_kbar,raw,LightGBM,57,15,0.03,5.193701617491941,0.23527288436889648
opx,opx_liq,P_kbar,raw,LightGBM,58,15,0.03,5.040780543880317,0.2349247932434082
opx,opx_liq,P_kbar,raw,LightGBM,59,15,0.03,4.909916732032828,0.21587347984313965
opx,opx_liq,P_kbar,raw,LightGBM,60,15,0.03,5.12357246390095,0.2460174560546875
opx,opx_liq,P_kbar,raw,LightGBM,61,15,0.03,4.834229771305618,0.2118973731994629
opx,opx_liq,P_kbar,raw,ElasticNet,42,15,0.03,5.942954181174551,0.057595014572143555
opx,opx_liq,P_kbar,raw,ElasticNet,43,15,0.03,5.8913606290251215,0.05881333351135254
