pipeline,model,target,track,feature_set,mean,std,min,max,count
opx,RF,P_kbar,opx_liq,raw,5.401580956630026,0.042293899691173434,5.329309840429166,5.475519266527619,20
opx,RF,P_kbar,opx_only,alr,11.073327265948743,0.0875445230398849,10.93440772885631,11.218808940280416,20
opx,RF,P_kbar,opx_only,pwlr,10.34735487584552,0.042861299681735375,10.229500270534931,10.395916434160926,20
opx,RF,P_kbar,opx_only,raw,12.178800553851449,0.07823393916821982,12.029804362300476,12.321255163733708,20
opx,RF,T_C,opx_liq,alr,86.89054142414835,0.33539317891316855,86.23195254568752,87.55392726012091,20
opx,RF,T_C,opx_liq,pwlr,84.88324605980044,0.24793388936289265,84.3309443187709,85.34686450886198,20
opx,RF,T_C,opx_liq,raw,88.20647679686076,0.33105052500238263,87.73203813636758,88.83964634852605,20
opx,RF,T_C,opx_only,alr,155.87241129196346,0.5950786004670481,154.88264434091613,157.1162513689188,20
opx,RF,T_C,opx_only,pwlr,151.68787608918848,0.9294097175271602,150.20463131690315,153.8615427421383,20
opx,RF,T_C,opx_only,raw,157.1585484305007,0.7029867212826968,155.96176355536377,158.8215543086752,20
opx,XGB,P_kbar,opx_liq,alr,4.815075489652036,0.11754374493873042,4.585657522322779,5.030609290831525,20
opx,XGB,P_kbar,opx_liq,pwlr,5.091904541561793,0.0763680277727738,4.951741945113194,5.195541292298767,20
opx,XGB,P_kbar,opx_liq,raw,4.787843439523407,0.0732562917153658,4.616449659388157,4.924019332076993,20
opx,XGB,P_kbar,opx_only,alr,10.797399490106098,0.12920423719206006,10.589205544658093,11.08077513752416,20
opx,XGB,P_kbar,opx_only,pwlr,10.417800865828228,0.2799821136859783,9.676756178519875,10.926900533345403,20
opx,XGB,P_kbar,opx_only,raw,11.800378720220788,0.0701530708438936,11.66736636084772,11.95220287361778,20
opx,XGB,T_C,opx_liq,alr,91.18430699731097,1.446912488814043,88.6134104234609,94.3244391269173,20
opx,XGB,T_C,opx_liq,pwlr,88.83714538185737,0.9117715691417638,87.09677167299046,90.36005061117264,20
opx,XGB,T_C,opx_liq,raw,87.36493080910822,0.44614955893441743,86.30684243325166,88.22635012054397,20
opx,XGB,T_C,opx_only,alr,147.35094757863135,1.3593973711143246,143.93049085986848,148.95467643073448,20
opx,XGB,T_C,opx_only,pwlr,155.03506347939788,1.7409214654075833,151.94536324296374,157.57567621494232,20
opx,XGB,T_C,opx_only,raw,152.00402676254456,1.7152899318132186,148.85742443087426,156.2188989396196,20
