pipeline,model,feature_set,track,target,rmse_point,rmse_seed42,rmse_seed_std,rmse_ci_lo,rmse_ci_hi,ci_half_width,n_test,ci_source
cpx,RF,raw,cpx_liq,T_C,77.85158665033978,77.85368638432337,0.3508767676221123,61.100886282674104,94.6878145578009,16.7934641375634,654,bootstrap_n500_seed42
cpx,ERT,raw,cpx_liq,T_C,76.0050838266871,76.29736767007329,0.1546317928947136,59.204587784892695,93.57100722787817,17.183209721492737,654,bootstrap_n500_seed42
cpx,XGB,raw,cpx_liq,T_C,75.05241581546103,74.1795423072363,0.5927068504694567,59.89850161103146,88.40992234362348,14.255710366296007,654,bootstrap_n500_seed42
cpx,GB,raw,cpx_liq,T_C,75.47126631357939,75.47126631357939,0.0,60.75122633905603,91.22671505314608,15.237744357045024,654,bootstrap_n500_seed42
cpx,CatBoost,raw,cpx_liq,T_C,75.54266746349518,76.08411541888674,0.8388451684344607,63.63710533114534,90.09992455071406,13.231409609784361,654,bootstrap_n500_seed42
cpx,LightGBM,raw,cpx_liq,T_C,76.17480205972848,76.94006309815414,1.3044055630667983,61.97383349779654,93.50806790387969,15.767117203041575,654,bootstrap_n500_seed42
cpx,ElasticNet,raw,cpx_liq,T_C,93.99018437258832,93.99018437258833,0.0,77.56703579717863,111.41767281461541,16.92531850871839,654,bootstrap_n500_seed42
cpx,MLP,raw,cpx_liq,T_C,106.76554566287894,107.40087892790257,6.6110124172626135,87.70858185022422,128.45591551372829,20.373666831752033,654,bootstrap_n500_seed42
cpx,RF,alr,cpx_liq,T_C,78.70673794252104,78.92814350635838,0.3513298508097036,62.60367529431274,96.29425711446467,16.845290910075967,654,bootstrap_n500_seed42
cpx,ERT,alr,cpx_liq,T_C,76.0399258545084,76.42866694187043,0.3102099542711431,63.667038172695484,92.56141038760887,14.447186107456695,654,bootstrap_n500_seed42
cpx,XGB,alr,cpx_liq,T_C,76.16193004311104,75.58243472221426,0.4239796125653052,62.15245976151735,90.676510643469,14.262025440975826,654,bootstrap_n500_seed42
cpx,GB,alr,cpx_liq,T_C,75.57558883291043,75.57558883291043,0.0,60.41302889205804,92.82739046664094,16.20718078729145,654,bootstrap_n500_seed42
cpx,CatBoost,alr,cpx_liq,T_C,76.69886764096535,76.89399322371258,1.0331242950976007,63.28728360210081,91.99382311381878,14.353269755858985,654,bootstrap_n500_seed42
cpx,LightGBM,alr,cpx_liq,T_C,77.76417226426395,78.40124179444294,1.531657513064258,64.32848812968633,95.44762956022062,15.559570715267142,654,bootstrap_n500_seed42
cpx,ElasticNet,alr,cpx_liq,T_C,89.66595115175612,89.66595115175612,0.0,77.8533151745372,105.21301460255769,13.679849714010246,654,bootstrap_n500_seed42
cpx,MLP,alr,cpx_liq,T_C,108.58849482781974,97.06028009189987,7.675203794852726,77.17547304257278,120.75927563556692,21.791901296497073,654,bootstrap_n500_seed42
cpx,RF,pwlr,cpx_liq,T_C,75.224132445113,75.57012053165393,0.297598497394275,58.69606372026041,92.4584471198678,16.881191699803693,654,bootstrap_n500_seed42
cpx,ERT,pwlr,cpx_liq,T_C,72.47571867909348,72.503722089586,0.2086548516552918,58.28145294746465,88.06737375299409,14.892960402764718,654,bootstrap_n500_seed42
cpx,XGB,pwlr,cpx_liq,T_C,73.2732316246179,75.36093459310659,1.1802301134460718,60.44933471056052,90.61167999615675,15.081172642798116,654,bootstrap_n500_seed42
cpx,GB,pwlr,cpx_liq,T_C,75.66579252945712,75.66579252945712,0.0,63.989512388289235,88.83242583546767,12.42145672358922,654,bootstrap_n500_seed42
cpx,CatBoost,pwlr,cpx_liq,T_C,72.77521182753057,71.57088937329678,0.7929434179513893,58.93560947240363,86.12612797139825,13.59525924949731,654,bootstrap_n500_seed42
cpx,LightGBM,pwlr,cpx_liq,T_C,74.54681215775021,74.18043798075021,0.5108432571676612,60.1700217051215,89.16016507751334,14.49507168619592,654,bootstrap_n500_seed42
cpx,ElasticNet,pwlr,cpx_liq,T_C,91.8709006268369,91.8709006268369,0.0,79.25221114143481,108.15372863514263,14.450758746853907,654,bootstrap_n500_seed42
cpx,MLP,pwlr,cpx_liq,T_C,122.1615868890312,132.13622316389927,15.049361399997371,113.41411186551696,151.6921434276793,19.13901578108117,654,bootstrap_n500_seed42
cpx,TabPFN,raw,cpx_liq,T_C,69.95957664964553,68.78487447623733,0.9815465842267168,55.11129843844428,82.41471247167868,13.651707016617202,654,bootstrap_n500_seed42_tabpfn
cpx,RF,raw,cpx_liq,P_kbar,7.559201950210332,7.5155844311841316,0.0457357268577469,4.94888077701975,10.31926270401436,2.685190963497305,654,bootstrap_n500_seed42
cpx,ERT,raw,cpx_liq,P_kbar,7.3336463445358175,7.309607658223723,0.0351239343657599,4.769669688329591,10.210802164657883,2.720566238164146,654,bootstrap_n500_seed42
cpx,XGB,raw,cpx_liq,P_kbar,7.570091212237516,7.627408221661685,0.1023613043943019,5.08932492848088,10.293319421074024,2.601997246296572,654,bootstrap_n500_seed42
cpx,GB,raw,cpx_liq,P_kbar,7.259173965437225,7.259173965437224,0.0,5.057526469267582,9.715265596096456,2.328869563414437,654,bootstrap_n500_seed42
cpx,CatBoost,raw,cpx_liq,P_kbar,7.84421109262346,7.803076148465326,0.1520400608169049,5.354921888093467,10.54775285253985,2.596415482223191,654,bootstrap_n500_seed42
