target,subset,rmse,mae,r2,bias,n
T_C,all,55.53468523438679,46.879102425453006,0.751814587693554,28.73675382650542,394
T_C,in_distribution,69.4886525664755,67.2277417027417,0.4863114004782615,-4.11511544011546,10
T_C,out_of_distribution,55.12413004069367,46.34918994427361,0.7520698501212648,29.59227125532367,384
P_kbar,all,2.6119543488963872,2.0348344622823777,0.5625700221773333,0.5145312355988091,394
P_kbar,in_distribution,4.348978655779203,3.801286322235693,0.0194720537930063,-1.3411361335340546,10
P_kbar,out_of_distribution,2.550966024983925,1.9888331117627605,0.5720748436489781,0.5628559066699775,384
