feature,importance_P,importance_T
liq_SiO2,3.254641096067089,11.74856189531227
liq_MgO,1.1867365539490176,70.76052898979063
Al_VI,0.9039832913463832,2.8981223584463014
liq_Al2O3,0.6346792937128887,10.11327560424972
Al2O3,0.620895235224034,2.7233715673189645
FeO_total,0.585199089594473,2.942220675647934
liq_K2O,0.4629055990410174,2.7834559559391265
liq_CaO,0.3572425622447097,5.602870761817481
liq_Na2O,0.3148694189624026,1.5999899752911169
liq_Mg_num,0.2302174272628024,3.8039162786994583
