pipeline,model,target,track,feature_set,mean,std,min,max,count
cpx,MLP,P_kbar,cpx_only,alr,13.663503031715866,0.283172686692653,13.128245887336483,14.167870385783448,20
cpx,MLP,P_kbar,cpx_only,pwlr,14.40307471452254,0.13842565027178394,14.171405374024587,14.745294224734325,20
cpx,MLP,P_kbar,cpx_only,raw,15.63885105762597,0.1933131339745648,15.413239522955427,16.209182850489235,20
cpx,MLP,T_C,cpx_liq,alr,108.58849482781974,7.675203794852726,96.20286046856212,123.44581682627256,20
cpx,MLP,T_C,cpx_liq,pwlr,122.16158688903121,15.049361399997373,97.8554991098618,145.2402485928756,20
cpx,MLP,T_C,cpx_liq,raw,106.76554566287894,6.6110124172626135,96.48763694826164,121.58428067481046,20
cpx,MLP,T_C,cpx_only,alr,136.96969299885188,3.1409199995622523,131.25491887480578,142.96180096786833,20
cpx,MLP,T_C,cpx_only,pwlr,136.44870145998283,7.350839090794133,127.55213926631976,151.8772746054381,20
cpx,MLP,T_C,cpx_only,raw,147.0765322212332,5.668679812859002,139.93299072508782,158.55883714790428,20
cpx,RF,P_kbar,cpx_liq,alr,7.35999201661519,0.05854691108489779,7.259307695598823,7.453707739563681,20
cpx,RF,P_kbar,cpx_liq,pwlr,7.108630353401634,0.05767582626075126,6.986499658206113,7.229477633165809,20
cpx,RF,P_kbar,cpx_liq,raw,7.559201950210332,0.04573572685774699,7.488217196931656,7.630383369151181,20
cpx,RF,P_kbar,cpx_only,alr,22.085685098306396,0.49087168786162005,21.334985193599152,23.3718400463185,20
cpx,RF,P_kbar,cpx_only,pwlr,19.557720795331335,0.39667997978658515,18.727832925825464,20.27446327597697,20
cpx,RF,P_kbar,cpx_only,raw,14.329490991094994,0.06814838356473508,14.207760971936352,14.459219864646029,20
cpx,RF,T_C,cpx_liq,alr,78.70673794252104,0.3513298508097036,77.97893815427773,79.22831644634603,20
cpx,RF,T_C,cpx_liq,pwlr,75.224132445113,0.297598497394275,74.56259361451272,75.63776086550037,20
cpx,RF,T_C,cpx_liq,raw,77.85158665033978,0.35087676762211234,77.02785964135722,78.58006096524686,20
cpx,RF,T_C,cpx_only,alr,144.84821668466506,1.3939686615005518,142.94864544308064,147.94547800182931,20
cpx,RF,T_C,cpx_only,pwlr,139.36102148554374,0.6691425211517434,138.264413698993,140.50072714096754,20
cpx,RF,T_C,cpx_only,raw,145.1434363777,0.4767786653713957,144.26297418457412,145.84133931191872,20
cpx,XGB,P_kbar,cpx_liq,alr,7.300999841667652,0.061369561917104756,7.166237181482627,7.406292841097794,20
cpx,XGB,P_kbar,cpx_liq,pwlr,6.933488526585263,0.16037264075517574,6.517433210666006,7.266612042167997,20
cpx,XGB,P_kbar,cpx_liq,raw,7.570091212237516,0.1023613043943019,7.391894915831462,7.761835031453382,20
cpx,XGB,P_kbar,cpx_only,alr,25.78738602237931,0.5109799046327107,24.998130942866,26.86868523734264,20
cpx,XGB,P_kbar,cpx_only,pwlr,17.450567411367295,1.3378123055005575,15.621433837037175,20.63032889886149,20
cpx,XGB,P_kbar,cpx_only,raw,15.13230269806974,0.34513824919827146,14.44603431395685,15.758739221567897,20
cpx,XGB,T_C,cpx_liq,alr,76.16193004311104,0.4239796125653052,75.58243472221426,76.82603772274273,20
cpx,XGB,T_C,cpx_liq,pwlr,73.2732316246179,1.1802301134460718,71.45923565377748,75.78970235090065,20
cpx,XGB,T_C,cpx_liq,raw,75.05241581546103,0.5927068504694567,73.85969911792284,76.05491861612448,20
cpx,XGB,T_C,cpx_only,alr,141.71432464848777,0.6246614553332719,140.61113803503534,142.90241527869605,20
cpx,XGB,T_C,cpx_only,pwlr,134.34609462410387,0.7927200294728841,133.09913365114647,136.76669870350258,20
cpx,XGB,T_C,cpx_only,raw,144.39036933344912,0.5870931661688268,143.31263470020193,145.68729119097537,20
