target,n,pearson_r,pearson_p,spearman_r,spearman_p,slope,intercept,mean_resid_dry,mean_resid_wet
T_C,394,0.3772959517596215,8.922537787783121e-15,0.3555717017489966,3.47547647917415e-13,6.704203691077789,-1.856810760422039,7.580189023939002,31.26111667226618
P_kbar,394,-0.203091851498126,4.889483062438418e-05,-0.1966575233047413,8.509540135026172e-05,-0.1944634353639407,1.4019341164987604,1.3595826291236168,0.4137012397805081
