pipeline,track,target,model,feature_set,form,regime,pre_rmse_mean,pre_rmse_std,pre_rmse_min,pre_rmse_max,pre_rmse_count,post_rmse_mean,post_rmse_std,post_rmse_min,post_rmse_max,post_rmse_count,delta_rmse_mean,delta_rmse_std,delta_rmse_min,delta_rmse_max,delta_rmse_count
opx,opx_only,P_kbar,RF,pwlr,B,deep_crustal_MASH,6.876575138706377,0.056366060126210774,6.783474878757778,6.993393661742476,20,5.963532736005991,0.2927093086011557,5.5544589492526715,6.46731386562382,20,0.9130424027003865,0.29615555674716615,0.4411300076545466,1.3706642390417265,20
opx,opx_only,P_kbar,RF,pwlr,B,deeper_mantle,20.154970644135712,0.09808139264130772,19.940015903429593,20.30814861287363,20,22.244997915334576,0.8032650420385639,21.131028138341897,23.89563879841661,20,-2.0900272711988626,0.7859797567942444,-3.6837825670174347,-1.020923802563253,20
opx,opx_only,P_kbar,RF,pwlr,B,lithospheric_mantle,7.582108847158596,0.10111746449359993,7.360636738047661,7.801132658551109,20,5.453974951982642,0.46384096273538744,4.8483890708732424,6.252069051189546,20,2.128133895175953,0.43738393011710275,1.3990739871916373,2.850818298373601,20
opx,opx_only,P_kbar,RF,pwlr,B,shallow_crustal,7.69277627874919,0.09390721283122512,7.560099012169215,7.912635782746128,20,7.457836118960101,0.1304738705925295,7.23568999312278,7.701316767792049,20,0.23494015978908914,0.0812572237268811,0.0632182818082132,0.35236844133005985,20
opx,opx_only,T_C,LightGBM,alr,A,ALL,146.6274772463645,0.5877074458934813,145.51327185211372,147.98216692463086,20,122.09774774785694,0.7729389631350344,120.30682297673147,123.73918906454566,20,24.529729498507553,0.7502393879956968,23.054170892882,25.862859672457404,20
opx,opx_only,T_C,LightGBM,alr,A,deep_crustal_MASH,127.19047078083145,0.8844202058825095,125.66472768189317,129.69264814010918,20,105.7772670405329,0.8728824232243269,104.5303831442942,107.89217505352089,20,21.41320374029855,0.4119260680511278,20.41019532052718,22.191509364531058,20
opx,opx_only,T_C,LightGBM,alr,A,deeper_mantle,265.0559347449505,1.0002619040404666,263.23268434939615,267.4115690371392,20,213.6420589572753,2.0755788630210534,209.8881798811579,217.36186505495087,20,51.4138757876752,2.4380308291137633,47.94811286881159,55.377120346105755,20
opx,opx_only,T_C,LightGBM,alr,A,lithospheric_mantle,79.8765264139433,1.2640381795878375,77.40692616680685,81.64796032564726,20,85.35120080733944,1.3118294932528693,82.22549378328613,88.18319479211712,20,-5.4746743933961515,1.4230879805220817,-8.721187688112138,-3.9025480171926006,20
opx,opx_only,T_C,LightGBM,alr,A,shallow_crustal,110.08853864866121,1.9647730215858976,106.68050559604508,113.80241691249257,20,89.97745441406292,2.2319247583779678,86.24978349980366,95.05121835625728,20,20.111084234598287,1.189651570977078,18.001947191640127,22.56854554228309,20
opx,opx_only,T_C,LightGBM,alr,B,ALL,146.6274772463645,0.5877074458934813,145.51327185211372,147.98216692463086,20,145.78184768179446,0.5793695670728215,144.70682957550375,147.06349724157596,20,0.8456295645700351,0.12354061319296926,0.5990407475173924,1.0085883836050868,20
opx,opx_only,T_C,LightGBM,alr,B,deep_crustal_MASH,127.19047078083145,0.8844202058825095,125.66472768189317,129.69264814010918,20,125.3174269187883,0.9224157950523404,123.41386821911354,127.6922994687015,20,1.8730438620431493,0.2866818792426659,1.3342318016302954,2.3070697934253417,20
opx,opx_only,T_C,LightGBM,alr,B,deeper_mantle,265.0559347449505,1.0002619040404666,263.23268434939615,267.4115690371392,20,265.4921867486345,1.0093044925786552,263.6859158048549,267.8327490155209,20,-0.4362520036839584,0.0893034650170026,-0.5994137025168129,-0.23530491635204953,20
opx,opx_only,T_C,LightGBM,alr,B,lithospheric_mantle,79.8765264139433,1.2640381795878375,77.40692616680685,81.64796032564726,20,76.86482740760212,1.1897239964190092,74.37285935720968,78.35100510046952,20,3.011699006341183,0.4393145640253589,2.211420425594028,3.630991643008528,20
