track,target,model,feature_set,form,seed,regime,n,pre_rmse,pre_lo,pre_hi,post_rmse,post_lo,post_hi,delta_rmse,delta_lo,delta_hi
opx_liq,T_C,ElasticNet,raw,A,49,deep_crustal_MASH,61,78.55737095687134,30.278874905829987,111.78221988725474,77.06143350848131,33.009285825010274,107.97325469169172,1.4959374483900234,-2.823902024510746,3.9223447540032272
opx_liq,T_C,ElasticNet,raw,A,49,lithospheric_mantle,58,94.03200838878331,79.575030156257,109.01367671404286,94.00595528139173,79.53259760957793,109.2461000746304,0.026053107391575736,-3.017402296308632,3.628619327418616
opx_liq,T_C,ElasticNet,raw,A,49,deeper_mantle,8,106.4441816789212,79.62805482908813,130.22661837715663,59.613247486222015,49.3171635413161,68.86108229929108,46.83093419269918,28.356341024546268,62.744716582432154
opx_liq,T_C,ElasticNet,raw,A,49,ALL,174,77.19633259544965,61.88391471487531,92.90574084183946,77.83236968137935,63.901438779359154,92.37427715739017,-0.6360370859297007,-3.9770885040822708,2.6301402847205293
opx_liq,T_C,ElasticNet,raw,B,49,shallow_crustal,47,34.82074262128766,27.41941451770417,43.14654832773787,34.82074262128766,27.41941451770417,43.14654832773787,0.0,0.0,0.0
opx_liq,T_C,ElasticNet,raw,B,49,deep_crustal_MASH,61,78.55737095687134,30.278874905829987,111.78221988725474,78.55737095687134,30.278874905829987,111.78221988725474,0.0,0.0,0.0
opx_liq,T_C,ElasticNet,raw,B,49,lithospheric_mantle,58,94.03200838878331,79.575030156257,109.01367671404286,95.68564058477656,80.29381846178721,111.64874025294583,-1.6536321959932536,-4.597044599218019,0.3702419496566983
opx_liq,T_C,ElasticNet,raw,B,49,deeper_mantle,8,106.4441816789212,79.62805482908813,130.22661837715663,83.06761291560241,66.15728600483334,98.10279654962544,23.376568763318787,12.195648106683313,32.53362723969721
opx_liq,T_C,ElasticNet,raw,B,49,ALL,174,77.19633259544965,61.88391471487531,92.90574084183946,76.55170657567012,61.73940506005433,92.04781533475563,0.6446260197795226,-0.8105258019735625,2.407546769896756
opx_liq,T_C,ElasticNet,raw,A,50,shallow_crustal,47,35.02692737257373,27.618193775368024,43.36169443752601,55.69999175986812,48.813262431191845,64.47623483877905,-20.67306438729439,-23.676811907683728,-16.815555945585487
opx_liq,T_C,ElasticNet,raw,A,50,deep_crustal_MASH,61,78.51127753093348,30.33327034903079,111.71779384356951,77.04513382829848,33.23527539508736,107.90266196593915,1.4661437026350086,-2.9837379224652607,3.963319159027094
opx_liq,T_C,ElasticNet,raw,A,50,lithospheric_mantle,58,93.86183730826046,79.37843771209046,108.8222483137039,94.1338294464446,79.57298340296472,109.53583019919506,-0.2719921381841317,-3.380675811007958,3.4887617481987108
opx_liq,T_C,ElasticNet,raw,A,50,deeper_mantle,8,107.13744442776651,79.94905957089783,131.1251244080347,58.54215742769832,50.6438485985283,66.21390835590356,48.59528700006819,26.255495923854202,68.23254084721012
opx_liq,T_C,ElasticNet,raw,A,50,ALL,174,77.18014920182061,61.88892037171056,92.86141199180771,77.65514271048458,63.49362266287154,92.22069455079452,-0.47499350866397094,-3.9556110948207563,2.94341601921604
opx_liq,T_C,ElasticNet,raw,B,50,shallow_crustal,47,35.02692737257373,27.618193775368024,43.36169443752601,35.02692737257373,27.618193775368024,43.36169443752601,0.0,0.0,0.0
opx_liq,T_C,ElasticNet,raw,B,50,deep_crustal_MASH,61,78.51127753093348,30.33327034903079,111.71779384356951,78.51127753093348,30.33327034903079,111.71779384356951,0.0,0.0,0.0
opx_liq,T_C,ElasticNet,raw,B,50,lithospheric_mantle,58,93.86183730826046,79.37843771209046,108.8222483137039,95.89157157642168,80.4307994290748,111.87164900385639,-2.0297342681612207,-5.592774992283152,0.37431658642806626
opx_liq,T_C,ElasticNet,raw,B,50,deeper_mantle,8,107.13744442776651,79.94905957089783,131.1251244080347,79.1388140279777,64.60674091999002,92.37439599186054,27.99863039978881,13.853751272302059,39.672409112264546
opx_liq,T_C,ElasticNet,raw,B,50,ALL,174,77.18014920182061,61.88892037171056,92.86141199180771,76.45499486992891,61.436219281983284,92.04133204111452,0.7251543318917015,-1.0110876314194577,2.832255579492192
opx_liq,T_C,ElasticNet,raw,A,51,shallow_crustal,47,35.05205897019307,27.62535605571811,43.3764450322755,55.211741929505074,48.24426674627198,64.03470929914748,-20.159682959312,-23.070192206665197,-16.42505978700702
opx_liq,T_C,ElasticNet,raw,A,51,deep_crustal_MASH,61,78.43742890001944,30.384855382216536,111.56600084997298,76.99736189342563,33.12207816581149,107.81859074115026,1.4400670065938073,-2.811685751097822,3.8435798861932993
