sample_id,tectonic_setting,KD_FeMg_opx_cpx,equilibrium_flag,delta_ours_vs_putirka_twopx_eq36,delta_ours_vs_putirka_twopx_eq37,delta_ours_vs_putirka_twopx_eq39,delta_ours_vs_putirka_twopx_eq38,delta_ours_T_vs_putirka_cpxonly_eq32d,delta_ours_P_vs_putirka_opxonly_eq29c
[10032] BECCALUVA L. (1989)|samp. A413N,CONVERGENT MARGIN,0.984558389261745,True,93.147635253212,98.07169822716082,1.6477595961992009,3.01892634168812,-148.84976047271562,6.161654876195913
[10032] BECCALUVA L. (1989)|samp. A416N,CONVERGENT MARGIN,0.8700713536511502,False,77.0303612175885,62.92816425438207,1.7529392120943044,-1.745864872554563,-160.49416789791462,7.757925363094598
[10032] BECCALUVA L. (1989)|samp. LL284B,CONVERGENT MARGIN,1.079736968642084,True,73.79350717630246,82.12368205515804,4.166650202709599,2.249466237053774,-174.61165931308688,9.376143654437278
[10032] BECCALUVA L. (1989)|samp. LL284C,CONVERGENT MARGIN,0.8365783576831183,False,85.55677253025897,130.09553605347287,0.8595589662051406,5.023472661806185,-177.2520600203319,9.342243383388633
[10032] BECCALUVA L. (1989)|samp. LL284E,CONVERGENT MARGIN,1.097190910001001,True,85.50725901993451,67.09748136930693,3.1455071825732297,-3.640109746536119,-136.64424470168024,5.664605462799245
[10032] BECCALUVA L. (1989)|samp. LL284G,CONVERGENT MARGIN,0.9679010451788717,True,123.95411510782515,119.39532524889944,4.598665848745339,-1.711710416797736,-136.18895170522092,6.7706937696214
[10032] BECCALUVA L. (1989)|samp. LL36,CONVERGENT MARGIN,0.7364928033532984,False,44.29834149040937,88.67882313733276,-3.2560513293160334,4.369627043262834,-229.47469570751844,9.656060823009804
[10032] BECCALUVA L. (1989)|samp. LL56,CONVERGENT MARGIN,1.1371907813294746,True,84.97244186044657,98.59356238785517,5.387360490262022,-1.5304815679848218,-106.26875868567913,12.034310814163117
[10032] BECCALUVA L. (1989)|samp. OD8F,CONVERGENT MARGIN,1.0795777749873932,True,83.58559287207822,110.32307337020916,-1.1402791691741534,3.9524833977562785,-174.4135526366041,5.640363378762679
[10041] CIONI R. (1982)|samp. 42,CONVERGENT MARGIN,1.4469302226158125,False,-119.42080572916223,-123.27249245227233,-2.1578619594211457,-2.608538511577267,-190.07666003527413,9.930368624848581
[10086] GUO FENG (2007)|samp. 04YJ-2,INTRAPLATE VOLCANICS,0.7175697865353036,False,27.64710918763626,79.03028703005907,-4.77505757941606,3.7297166419994427,-241.6933483762474,10.514865471589715
[10086] GUO FENG (2007)|samp. 04YJ-5,INTRAPLATE VOLCANICS,0.8801688618709895,False,-8.285666699399371,39.940855980818355,-2.3391668515932267,5.697550764911588,-226.45794517759748,9.91087116980796
[10138] KURAT G. (1971)|samp. LHERZOLITH,INTRAPLATE VOLCANICS,1.0626816106268162,True,98.8417429006438,73.29028651714339,0.07760220594617806,-0.15312050574880764,-141.5280526510719,3.7556728830681028
[10160] WANG JIAN (2007)|samp. BXE-32-I,CONVERGENT MARGIN,0.896065130195968,False,8.131456497578938,32.675914090501124,0.4157028454297116,4.881629773844771,-195.58274076287398,6.028129369144457
[10160] WANG JIAN (2007)|samp. BXE-32-II,CONVERGENT MARGIN,0.8980544529351076,False,5.1592460868021135,34.231924072740526,2.025072438066516,6.333816890546671,-195.62829206638753,7.612498221624435
[10160] WANG JIAN (2007)|samp. BXE-32-III,CONVERGENT MARGIN,0.8940444428165495,False,1.513075904984703,32.77002472200195,1.6372241673121941,5.986355373345178,-196.6271666165958,7.113751951988229
[10160] WANG JIAN (2007)|samp. BXE1,CONVERGENT MARGIN,0.7647949564483364,False,63.33235975267746,105.66458003692628,-0.7321878370136421,4.712850296453352,-206.66791828667976,5.266342414499606
[10160] WANG JIAN (2007)|samp. BXE11,CONVERGENT MARGIN,0.7928203749890325,False,48.26846463521122,86.36136551155585,-1.4620288502748409,3.9039700157823347,-203.68123907912172,8.293955571911646
[10160] WANG JIAN (2007)|samp. BXE11-I,CONVERGENT MARGIN,0.7723618101678407,False,50.73679317481276,87.54073211717355,-1.1067385325825008,4.875254409029367,-206.95550013328807,8.507349299702046
[10160] WANG JIAN (2007)|samp. BXE22,CONVERGENT MARGIN,0.7819825450599192,False,62.80545795486921,103.97102057325083,-1.62548179149179,5.527097597678711,-208.64802219956016,5.3663699815903305
[10160] WANG JIAN (2007)|samp. BXE31-I,CONVERGENT MARGIN,0.9060276771616976,False,17.35262065064785,44.750977915248995,1.6076280909790963,5.998510308215135,-193.1966485015032,7.053663609578526
[10160] WANG JIAN (2007)|samp. BXE35-I,CONVERGENT MARGIN,0.8403213868546857,False,37.069624328469445,65.93060714308103,1.2782727453654363,5.529710528083704,-196.17164842333318,7.158517563172622
[10168] ZHENG JIAN-PING (2001)|samp. HB12,INTRAPLATE VOLCANICS,0.9309804474310956,False,68.39196815312755,157.41229085413738,-0.25404720679732407,5.811272740624044,-173.5358787558963,6.663103438351033
[10168] ZHENG JIAN-PING (2001)|samp. HB22,INTRAPLATE VOLCANICS,0.8816775888302572,False,-3.0037900078352777,39.52058666404355,-1.6817072747190522,3.0788908615138393,-195.77028554332674,8.635812118166713
[10168] ZHENG JIAN-PING (2001)|samp. HB9,INTRAPLATE VOLCANICS,2.5298301703253463,False,119.98906635545654,233.31396770045058,1.066651790680499,9.62151856281999,-97.69326137979567,17.15681945176651
[10168] ZHENG JIAN-PING (2001)|samp. HB92006,INTRAPLATE VOLCANICS,0.7361884162460948,False,6.653515754831005,-6.4109548900523805,19.005542497613767,-9.354627883624751,-221.208760473005,9.841958407552289
[10168] ZHENG JIAN-PING (2001)|samp. HB92019,INTRAPLATE VOLCANICS,1.031966436594938,True,24.513748748001262,112.4538764814057,1.9602574668570014,3.1653178292755673,-158.21703003893185,13.466309078587514
[10168] ZHENG JIAN-PING (2001)|samp. HB92029,INTRAPLATE VOLCANICS,0.734709350635474,False,11.063550355186521,31.59875331911485,14.270113770742723,-5.590833669795179,-209.21046799912847,11.87182408088327
[10168] ZHENG JIAN-PING (2001)|samp. HB92030,INTRAPLATE VOLCANICS,0.9794831774175196,True,26.092657939474975,46.772972494136866,-1.5732366535518807,1.8731447542724133,-174.0509526449091,8.142696059015375
[10168] ZHENG JIAN-PING (2001)|samp. HB92044,INTRAPLATE VOLCANICS,1.0246431583221416,True,76.07987338407884,138.37601354440972,0.6269623080546385,1.4005521147181792,-124.4092228128352,13.953628503760982
[10168] ZHENG JIAN-PING (2001)|samp. HB92047,INTRAPLATE VOLCANICS,1.1297758568143408,True,54.15180964331853,52.750030718794505,0.8676069539391698,1.286824775536262,-144.2644639709481,6.845755613366984
[10186] SENDA R. (2007)|samp. K-2,CONVERGENT MARGIN,0.8415867151341796,False,28.512784135187985,68.79007460319917,-1.8306061427016918,4.240698163204781,-208.2553865148725,5.396513138091595
[10186] SENDA R. (2007)|samp. K-5,CONVERGENT MARGIN,0.8555575805439118,False,9.02908848395873,44.82252396545323,-0.5103477984639273,5.375464792574094,-211.0701647364001,7.8357913949891245
[10211] BALI E. (2007)|samp. SZB36,INTRAPLATE VOLCANICS,1.023213472917615,True,14.92171307077092,55.288559342544204,1.603944250454326,3.576092604290899,-153.6550312182335,11.887279463674934
[10211] BALI E. (2007)|samp. SZB59/1,INTRAPLATE VOLCANICS,0.9315424610051992,False,10.144042520418111,54.23782141450977,-1.5316827918633162,3.487847464309004,-193.34407679525543,7.111624363590731
[10286] BIZIMIS M. (2007)|samp. 114744-1,OCEAN ISLAND,1.0509757289728454,True,74.36648470837281,67.28220421510923,5.938403821228837,0.08496898882344439,-150.3737938083848,6.654009388927308
[10286] BIZIMIS M. (2007)|samp. 114744-2B,OCEAN ISLAND,1.0265937362967066,True,89.74251512306023,98.22269267095146,6.618443516552038,-3.104105929975308,-165.38593215191236,6.265126745426481
[10286] BIZIMIS M. (2007)|samp. 114886-3,OCEAN ISLAND,1.0143107982072683,True,72.81906847320954,113.66381107780649,1.8450173746825378,2.7718832999255127,-174.12297081875192,6.737902544132187
[10286] BIZIMIS M. (2007)|samp. 114886-4,OCEAN ISLAND,1.0785841247804455,True,85.5225139727346,95.6922008735844,4.893928140398984,-1.0986485435027848,-164.3564713108617,5.702177649890211
[10286] BIZIMIS M. (2007)|samp. 114908-1,OCEAN ISLAND,1.027804157433787,True,76.62947664586534,104.12229260705112,1.3866041228533472,2.4521135158670777,-149.39411665147827,5.127126427151947
[10286] BIZIMIS M. (2007)|samp. 114908-2,OCEAN ISLAND,0.9779454034924484,True,-25.902162987518523,21.46107179503076,9.469462578552083,-1.3001756694493505,-203.57553518132931,7.09582692231619
[10286] BIZIMIS M. (2007)|samp. 114908-20,OCEAN ISLAND,1.0213427257931806,True,61.81079392160518,91.94766265044461,2.1347601454261014,1.4514357014137715,-176.8914474758841,6.633996413082713
[10286] BIZIMIS M. (2007)|samp. 114908-21,OCEAN ISLAND,1.0206909829838793,True,81.22152465016484,88.7361837049333,4.488861471691642,0.056202213474138674,-154.8860874033735,6.314459889712738
[10286] BIZIMIS M. (2007)|samp. 114908-3,OCEAN ISLAND,1.084997105203764,True,80.68155897472127,92.15638324525446,6.045388936871635,1.73116150490935,-163.57837422800708,7.329892641050376
[10286] BIZIMIS M. (2007)|samp. 114908-5,OCEAN ISLAND,0.9887459282904896,True,72.69013725591503,96.41698228153166,2.408841420274916,1.8891056393429242,-172.13586380687343,6.43669757323582
[10286] BIZIMIS M. (2007)|samp. NMNH114745-2,OCEAN ISLAND,1.0589088184024893,True,50.56180062759188,33.75087623596232,2.926772868952769,7.001205498369245e-05,-141.21723436907246,6.27751610636135
[10286] BIZIMIS M. (2007)|samp. NMNH114745-3,OCEAN ISLAND,1.07277712566943,True,20.94206650209253,-18.457632902311616,5.840338572591513,-1.0925862759962097,-136.91400090386173,6.334341750503247
[10286] BIZIMIS M. (2007)|samp. NMNH114989-2,OCEAN ISLAND,0.9082620606009912,False,51.6892392181046,90.28887692279602,-0.6619295098994797,3.4060250831385295,-180.52260659861793,6.419019810474304
[10286] BIZIMIS M. (2007)|samp. NMNH114989-3,OCEAN ISLAND,1.0491372722086478,True,74.971529284506,74.04264250848144,2.698979723885529,-2.1179706021147773,-128.29344780528936,5.4131419755385375
[10286] BIZIMIS M. (2007)|samp. NMNH114989-36,OCEAN ISLAND,0.9309026877538674,False,64.97621357103469,99.79908246224227,-0.5045135900508786,3.8567835967100432,-164.13644955541622,7.0245523640220355
[10286] BIZIMIS M. (2007)|samp. NMNH114989-37,OCEAN ISLAND,1.0075277508173697,True,49.36249574010378,49.58061111012296,3.8524682409840967,3.247392801845187,-119.86682209445144,8.836965116390168
[10286] BIZIMIS M. (2007)|samp. NMNH114989-38,OCEAN ISLAND,0.9957959936742224,True,27.999297499690783,56.393687425986855,3.192659296543491,4.8095412232023556,-144.6179786088262,8.874134772985368
[10286] BIZIMIS M. (2007)|samp. NMNH114989-4,OCEAN ISLAND,1.1210934689892609,True,95.81510119620862,96.45882247129327,0.8447947901024548,0.5222530095868709,-138.9963846444864,6.950059671771159
[10286] BIZIMIS M. (2007)|samp. NMNH115048-1,OCEAN ISLAND,1.0323874151758172,True,44.67466382285102,55.413775344554324,0.5125691105201238,1.0474995373598759,-127.268326383356,10.770094025693261
[10286] BIZIMIS M. (2007)|samp. NMNH115048-2,OCEAN ISLAND,0.965259668061536,True,103.07491791850828,98.42948479484028,5.173672431834017,-2.246295042530029,-121.17776664649932,9.329509184897459
[10286] BIZIMIS M. (2007)|samp. NMNH115048-25,OCEAN ISLAND,1.0549247832780244,True,98.94675416674056,97.67827563991068,5.200630290746572,-0.963667737442524,-116.28997480636576,9.796685134663523
[10286] BIZIMIS M. (2007)|samp. NMNH115048-26,OCEAN ISLAND,1.053631596810609,True,93.26727559072867,94.86321033536228,3.5493675550465777,-0.6347249550632696,-118.06316012503066,9.649953948159492
[10286] BIZIMIS M. (2007)|samp. NMNH115048-3,OCEAN ISLAND,1.0328932647124636,True,40.58470892677019,55.1320678707325,3.1284491089650164,3.7163404308977075,-120.28827061683569,12.53520462373247
[10286] BIZIMIS M. (2007)|samp. NMNH115048-4,OCEAN ISLAND,1.036176798483006,True,37.822466907930675,53.83892259290383,2.2272197010352865,2.0786113601262777,-109.50763843286745,12.123300811888324
[10286] BIZIMIS M. (2007)|samp. NMNH115048-5,OCEAN ISLAND,0.9905293760162937,True,63.39975931659194,90.13517342768148,0.1439916411453357,1.8206357521921586,-162.7803444360502,5.49804875568092
[10287] AGRANIER A. (2007)|samp. DISH HILL 120,RIFT VOLCANICS,1.0337837837837838,True,77.70889505850585,64.95014869011982,2.4706422761070996,-0.06204504493911145,-154.72396076994846,2.1853162057038933
[10287] AGRANIER A. (2007)|samp. DISH HILL 18,RIFT VOLCANICS,1.0888603340911338,True,47.42853385058436,37.84454785483274,3.610735421751219,2.978527278434969,-149.67699189542896,5.995578453877837
[10287] AGRANIER A. (2007)|samp. DISH HILL 25,RIFT VOLCANICS,0.9984591679506932,True,73.53241616307753,82.74166212665193,4.719968697439468,2.807010788938946,-169.0621363900375,7.646977127115951
[10287] AGRANIER A. (2007)|samp. DISH HILL 32,RIFT VOLCANICS,0.968307055263577,True,17.50292273338357,29.465702048481603,0.9056522982162996,2.6837775909149997,-184.46625603608595,7.20548552936738
[10287] AGRANIER A. (2007)|samp. DISH HILL 6,RIFT VOLCANICS,1.088727728534336,True,33.46624588619375,34.2896529217993,1.3923282114975386,2.2326893129046788,-159.20077096900104,4.55334090926625
[10287] AGRANIER A. (2007)|samp. DISH HILL 9,RIFT VOLCANICS,1.157232704402516,True,5.528651029121647,-4.814868445429056,3.550908361006588,1.6357756201131508,-140.5323430241965,5.0400447326331985
[10315] LE MASURIER W. E. (1990)|samp. 17C,RIFT VOLCANICS,1.0139530167841766,True,-27.154688755828033,-18.77004235205368,1.6238146894196923,2.9744107125004913,-194.742442438362,2.971578994221437
[10315] LE MASURIER W. E. (1990)|samp. 31B,RIFT VOLCANICS,0.9326977910242203,False,69.8031018725303,81.4471449378899,2.803072979889892,4.4443661915921595,-163.35635096497458,7.280084172359791
[10325] LUSTRINO M. (1999)|samp. MGL22,CONVERGENT MARGIN,0.8589728827870833,False,100.93016746230455,122.71041535520817,-1.7980272336221255,4.957296651435132,-167.6854579518997,6.49987784297365
[10325] LUSTRINO M. (1999)|samp. ZM1,CONVERGENT MARGIN,0.8657120366444475,False,-47.45609482509667,-15.462168573297049,-0.07208210712377294,3.3656930788519617,-204.9257428704177,7.364105565745957
[10325] LUSTRINO M. (1999)|samp. ZM2,CONVERGENT MARGIN,1.1352486844338825,True,-69.10893058524016,-35.17968147587953,9.13370839102065,-0.9532258353405343,-167.32056945805243,9.042298457201827
[10353] NASIR S. J. (2000)|samp. B2,INTRAPLATE VOLCANICS,0.6836984947636092,False,50.442953618133515,59.12127590227033,0.7357184081220591,2.938283362343915,-190.18937203023324,4.641919408583908
[10353] NASIR S. J. (2000)|samp. B4,INTRAPLATE VOLCANICS,1.0754203487402705,True,57.61399684302967,53.94238139570325,10.273980115007959,5.256733028248805,-193.6709329732239,8.276374730553897
[10353] NASIR S. J. (2000)|samp. B7,INTRAPLATE VOLCANICS,1.478449371898737,False,35.49347534005233,12.656662272088624,3.0640381343919376,-1.5454641412679226,-134.4900915893511,3.6332648063091018
[10353] NASIR S. J. (2000)|samp. H2,INTRAPLATE VOLCANICS,1.0432188617138003,True,65.79882825442337,58.84807271179295,-0.7541719958341933,1.8725770910755202,-152.70491072441246,3.021981579086585
[10353] NASIR S. J. (2000)|samp. I1,INTRAPLATE VOLCANICS,0.9003611031221042,False,39.36925670743483,38.677322531003824,1.5561371322089048,1.0454664968765623,-186.56186146366417,3.2775816572770466
[10353] NASIR S. J. (2000)|samp. I14,INTRAPLATE VOLCANICS,0.7847909184466427,False,26.50035052199894,-0.37094472061994566,4.429374008688399,-8.308028870349373,-169.44749666655594,4.025183853767068
[10353] NASIR S. J. (2000)|samp. I3,INTRAPLATE VOLCANICS,1.1528278908631553,True,40.30760219189699,51.75990733191236,0.6814460271490894,2.9980725386224307,-185.66799490405447,4.592005941758325
[10353] NASIR S. J. (2000)|samp. M11,INTRAPLATE VOLCANICS,0.4795175382631647,False,97.32013914246363,64.20485579049,1.589283030400404,-5.386460719439119,-181.79912552917676,2.686766622471488
[10353] NASIR S. J. (2000)|samp. T1,INTRAPLATE VOLCANICS,1.0497287359636631,True,75.13924682624372,27.470804623697404,2.113090890260704,-1.4766015669319952,-143.31691151325708,2.58956322906395
[10353] NASIR S. J. (2000)|samp. T15,INTRAPLATE VOLCANICS,0.7701181838594916,False,29.33333128203776,-0.9323050699092619,3.31749382416789,-5.172974431395527,-177.39227105543875,3.9976770685230694
[10353] NASIR S. J. (2000)|samp. T3,INTRAPLATE VOLCANICS,0.9241354975299928,False,84.35232164855734,83.43204446068978,0.45313416309479493,1.823394167444512,-185.60148277573035,5.530542208583337
[10353] NASIR S. J. (2000)|samp. T5,INTRAPLATE VOLCANICS,1.483797535370908,False,38.06332856577535,5.175942626316555,5.9627956370075115,-0.737360467017135,-153.47100645782234,4.824869859998076
[10353] NASIR S. J. (2000)|samp. T6,INTRAPLATE VOLCANICS,1.058638050013922,True,9.082414554950446,15.09089590590088,7.972872425440604,2.804593196837839,-178.28296245607135,10.35924208971494
[10353] NASIR S. J. (2000)|samp. T8,INTRAPLATE VOLCANICS,1.4795361791775934,False,31.665865551425668,31.38140723177048,1.3403853435361164,-1.9879030779554476,-156.37604816550197,2.766686485599747
[10395] THOMPSON R. N. (2007)|samp. VB18,CONTINENTAL FLOOD BASALT,0.5345353946492011,False,-72.82467465577679,-73.96739891677794,0.43447601495963273,2.875998466064327,-234.33208215592663,6.911023297332489
[10395] THOMPSON R. N. (2007)|samp. VB32,CONTINENTAL FLOOD BASALT,0.6561373529071018,False,-72.12980061329574,-54.52626934978366,-4.403790479716725,-0.25216463017139734,-252.30792790761836,15.73498667697824
[10414] PE-PIPER G. (1994)|samp. CH108,CONVERGENT MARGIN,0.390340457218696,False,-75.54380548727158,-67.93214358787554,-4.386214071720627,-11.90378712350881,-227.24260766727707,0.45902192421439203
[10414] PE-PIPER G. (1994)|samp. CH40,CONVERGENT MARGIN,1.25212164316933,False,-91.88267498369771,-46.51883761150714,-1.170603967658585,0.8438561995563463,-224.91463778253058,5.89742254182169
[10414] PE-PIPER G. (1994)|samp. CH80,CONVERGENT MARGIN,0.5909225600467436,False,-95.53462775779258,-61.011982977070375,-4.50796643473489,-8.590784193712683,-256.27730462652994,12.266350016393218
[10444] GRIFFIN W. L. (1984)|samp. 7610/58LH,INTRAPLATE VOLCANICS,0.9319447643058872,False,21.316404132013417,38.70489440872643,2.6557467902953835,3.820209852428272,-164.13866196558502,9.706399063043225
[10444] GRIFFIN W. L. (1984)|samp. BM 166,INTRAPLATE VOLCANICS,0.9001848275250837,False,76.67968110049799,78.07134973784662,-0.998845122493659,1.398965602127376,-174.14756179256915,13.280597202538726
[10444] GRIFFIN W. L. (1984)|samp. BM 167,INTRAPLATE VOLCANICS,0.8309493595480402,False,61.142347457554024,97.4787640044176,-0.8345518744742932,6.163138576920613,-198.03234690593115,3.3151070344324793
[10444] GRIFFIN W. L. (1984)|samp. BM 189A,INTRAPLATE VOLCANICS,0.7627055306427503,False,148.48570100899337,179.4369721204189,1.810542518255433,-0.621221606228703,-162.2117899914207,6.861765862465048
[10444] GRIFFIN W. L. (1984)|samp. BM 189B,INTRAPLATE VOLCANICS,0.7767679866630393,False,159.50849257946095,213.71344262963555,0.17863566564533606,4.091663518619338,-177.11126290097968,10.710720149594444
[10444] GRIFFIN W. L. (1984)|samp. BM 2,INTRAPLATE VOLCANICS,1.0334301286546996,True,35.43457272869,7.846755756278981,1.5260858234500105,1.2971340567546932,-174.9035486454826,3.46920599463912
[10444] GRIFFIN W. L. (1984)|samp. BM 6,INTRAPLATE VOLCANICS,0.8216821122573877,False,85.5063490742782,97.05915704436461,-1.9609680093524258,1.8275688224730207,-186.52474272404424,13.017753979895154
[10444] GRIFFIN W. L. (1984)|samp. BM 626,INTRAPLATE VOLCANICS,0.7183795713096156,False,159.16058492785544,214.8910664503186,0.6188206887771184,3.1138981477478076,-168.7346422019648,7.770180822699059
[10444] GRIFFIN W. L. (1984)|samp. BM 632,INTRAPLATE VOLCANICS,0.7627190569744599,False,170.19065361606988,225.75193650997596,2.7177994775298853,0.9590550859494087,-152.7204262498526,12.31853736817603
[10444] GRIFFIN W. L. (1984)|samp. BM 654,INTRAPLATE VOLCANICS,0.8937523056653491,False,99.96762519754873,123.35049605564188,-0.6026163349899978,1.272032429693791,-173.15709738293936,9.169805773253065
[10444] GRIFFIN W. L. (1984)|samp. DR 10163,INTRAPLATE VOLCANICS,1.0465998646001309,True,-26.532572790603012,-52.94844977190644,2.861742653906818,4.10131364494103,-139.46914180297233,14.749288097132304
[10444] GRIFFIN W. L. (1984)|samp. DR 10165,INTRAPLATE VOLCANICS,0.8087646928365492,False,89.99696133184739,113.60613487785031,1.7806117595991182,3.7338161180785843,-181.48802385347165,4.562061241111886
[10444] GRIFFIN W. L. (1984)|samp. DR 9736,INTRAPLATE VOLCANICS,0.8279847315064687,False,83.51609522177296,108.81034633976412,-1.8615024232664066,3.572513232892666,-196.72611268778746,4.487908913482462
[10444] GRIFFIN W. L. (1984)|samp. DR 9890,INTRAPLATE VOLCANICS,0.92484628190899,False,26.881544300326368,26.05579635819379,0.5612154507820328,3.3933793618838024,-178.6223262864671,4.001456256181266
[10444] GRIFFIN W. L. (1984)|samp. DR 9917,INTRAPLATE VOLCANICS,1.0261827921371174,True,-25.407504861628354,-27.442683797256336,1.2990700651927014,2.0419372956275055,-194.49505345533657,15.364552224682832
[10444] GRIFFIN W. L. (1984)|samp. DR 9955,INTRAPLATE VOLCANICS,0.6422909926783587,False,59.50596059459929,120.28974570371827,25.172083571307,-13.25980068926787,-154.8357848334881,17.707966517041285
[10444] GRIFFIN W. L. (1984)|samp. GN 23LH,INTRAPLATE VOLCANICS,0.7980352567508532,False,142.87355183669126,195.88095822561388,0.5300356855112156,3.426052017098984,-165.98875989176872,7.722038929731357
[10444] GRIFFIN W. L. (1984)|samp. GN 23PX,INTRAPLATE VOLCANICS,0.757919134689673,False,154.1647455468693,188.31316155027855,40.051701680998,-26.6499473684756,-173.05836182101962,5.671749138979438
[10444] GRIFFIN W. L. (1984)|samp. GN 35,INTRAPLATE VOLCANICS,0.9181363989134652,False,102.50798247096918,101.131058150601,0.47890253162786856,3.007947664193244,-169.11399901360733,3.8788687759973897
[10444] GRIFFIN W. L. (1984)|samp. GN 639,INTRAPLATE VOLCANICS,0.8266680727573827,False,143.4296299326221,164.9394217277221,1.818617111810891,0.13547212639904238,-175.09865182624503,5.2927344042450954
[10444] GRIFFIN W. L. (1984)|samp. GN 649,INTRAPLATE VOLCANICS,0.801463658681311,False,144.0909856424979,171.13565520185978,0.5455029295543881,-0.17463698866343336,-170.46554951681514,4.128423846040878
[10444] GRIFFIN W. L. (1984)|samp. GN 649LH,INTRAPLATE VOLCANICS,0.8412024203896608,False,119.75698390591583,163.03617665144543,-0.11498726987697694,1.6687590197592161,-181.49120394407907,4.439997328910243
[10448] NASIR S. J. (1992)|samp. A-12,INTRAPLATE VOLCANICS,0.5100568181818183,False,61.67068891254041,113.15265370562201,-20.170475553135525,-23.848876743861105,-278.32417862921466,15.56066085155512
[10448] NASIR S. J. (1992)|samp. A-3,INTRAPLATE VOLCANICS,1.5169788022226796,False,37.290207686654185,-4.539260008042675,2.464935043830076,-0.46873776968058145,-138.8643066930133,11.388731330108422
[10448] NASIR S. J. (1992)|samp. A-4,INTRAPLATE VOLCANICS,0.8531547250520629,False,86.01001751649619,134.5425632882368,-1.1797201654843743,2.985635464827169,-212.0070856076253,10.40412542403611
[10448] NASIR S. J. (1992)|samp. A-6,INTRAPLATE VOLCANICS,1.0800204918032783,True,24.713275963486012,-16.040037334241106,2.0621370926209437,0.1094415691639643,-152.34367887294025,12.445321764139585
[10448] NASIR S. J. (1992)|samp. A-7,INTRAPLATE VOLCANICS,1.5246432834972428,False,-11.895444295823609,-26.10546405308753,4.360291103169683,2.986649077031121,-151.2263525422578,3.4563416979890533
[10448] NASIR S. J. (1992)|samp. K-3,INTRAPLATE VOLCANICS,0.9150368368050036,False,38.04688266970538,61.137515186491555,0.2303105228229292,3.524005695889711,-193.1566170270986,7.787531085501065
[10448] NASIR S. J. (1992)|samp. M-1,INTRAPLATE VOLCANICS,0.8235507059006052,False,79.30191622957545,82.30260520191223,2.3877663251590455,2.5177018081698197,-187.50847371218106,8.386088202571305
[10448] NASIR S. J. (1992)|samp. M-5,INTRAPLATE VOLCANICS,1.608778625954199,False,13.68215740669882,-16.864337955259998,2.270409302296292,1.453153442279234,-136.88148723430527,11.904482979259777
[10448] NASIR S. J. (1992)|samp. R-15,INTRAPLATE VOLCANICS,0.4416244226653149,False,93.07469188924574,112.32702532642816,-12.717301156560293,-20.77049889444945,-193.6128879216111,19.76823572087582
[10448] NASIR S. J. (1992)|samp. R-2,INTRAPLATE VOLCANICS,0.8607408216783216,False,33.054650591244695,9.986723424526303,2.6207749691298208,3.1225054123620968,-160.150598325072,12.008337692929235
[10448] NASIR S. J. (1992)|samp. R-5,INTRAPLATE VOLCANICS,0.9073879407074944,False,37.26887519269246,5.5962382505356345,4.206527324523826,-1.1598773344683408,-149.72012559634095,10.715081531545824
[10448] NASIR S. J. (1992)|samp. R-6,INTRAPLATE VOLCANICS,1.1546811397557666,True,7.990556021629459,-26.64278563767664,3.2370376683432216,-2.4444869697240588,-175.5727692582925,12.237046874801507
[10448] NASIR S. J. (1992)|samp. R-9,INTRAPLATE VOLCANICS,0.6555941255006676,False,74.1100886062884,117.64705168953105,-3.075648808410051,5.010283109512638,-224.15611715666216,8.987939449268872
[10448] NASIR S. J. (1992)|samp. T-5,INTRAPLATE VOLCANICS,0.8181818181818181,False,96.45982848255721,133.02316341732342,-0.028038075805895346,3.579311983360535,-181.60239694905817,3.9842355288681865
[10448] NASIR S. J. (1992)|samp. T-8,INTRAPLATE VOLCANICS,1.6148424543946929,False,11.110636524225242,-5.291657540307142,1.7238955717126654,2.2739223610846615,-144.61314552724002,4.022939929680621
[10449] NASIR S. J. (1988)|samp. JAR 20X,INTRAPLATE VOLCANICS,0.7964601769911506,False,75.6889652335451,101.57894638129073,2.005876304532034,2.685983871990505,-185.5205087304828,8.170762142626504
[10449] NASIR S. J. (1988)|samp. JAR 3X,INTRAPLATE VOLCANICS,0.7813682678311499,False,72.04081283364246,93.31872317150885,0.29528315816484074,2.6611108709451923,-182.44179759373515,8.199458504264182
[10449] NASIR S. J. (1988)|samp. JAR 9X,INTRAPLATE VOLCANICS,0.904720924514384,False,56.406858404199966,56.246601062758714,5.516419123291492,0.8633209588333397,-183.39747281964878,8.558480653159314
[10483] ABE N. (2003)|samp. KRB 4-1,CONVERGENT MARGIN,1.0496198281820874,True,24.13679138263774,28.85803683481845,0.7908318913002095,3.6520119856570226,-167.74753996887807,4.738463250570649
[10483] ABE N. (2003)|samp. KRB 9,CONVERGENT MARGIN,1.0665784959872706,True,11.279950522023,28.240296260999685,2.7736391994633927,4.618514869058268,-174.34963336566398,5.810582632912118
[10483] ABE N. (2003)|samp. KRB T-1,CONVERGENT MARGIN,0.9725136086761186,True,26.934159391857065,32.03817478833935,1.4654138557128071,2.561073539826385,-168.73491006417544,5.272569214169433
[10579] FEMENIAS O. (2005)|samp. PBN 00-01C,INTRAPLATE VOLCANICS,0.5705747739698069,False,128.39531690267347,191.37459367310555,-2.765237885521522,2.340969141433715,-191.05875442183742,0.8831150220267467
