target,unit,rmse_raw,rmse_const,rmse_linear,pct_improve_const,pct_improve_linear,delta_const_lo,delta_const_hi,delta_linear_lo,delta_linear_hi,const_significant,linear_significant
T,C,64.57993887275697,58.582267621231345,59.45396262128288,9.287204906376491,7.937412671718221,-11.361796882960473,-0.20922851813199841,-9.842213239881048,-0.16016188931292166,True,True
P,kbar,2.628031331462957,2.6868531412443764,2.910171420040857,-2.2382461379817222,-10.735796228914808,-0.10492773675859143,0.23462694770617865,0.1357416126998196,0.42540715497485326,False,False
