winning_feature_set,runner_up_feature_set,best_opx_liq_T_RMSE_mean,best_opx_liq_P_RMSE_mean,best_opx_only_T_RMSE_mean,best_opx_only_P_RMSE_mean,loso_pooled_T_RMSE,loso_pooled_P_RMSE,cluster_pooled_T_RMSE,cluster_pooled_P_RMSE,gridded_pooled_T_RMSE,gridded_pooled_P_RMSE,1_raw_rf_T_C_rmse_test,3_linear_ooffit_T_C_rmse_test,4_piecewise_ooffit_T_C_rmse_test,1_raw_rf_P_kbar_rmse_test,3_linear_ooffit_P_kbar_rmse_test,4_piecewise_ooffit_P_kbar_rmse_test,qrf_A_trainfit_leak_T_C_cov68,qrf_B_oof_honest_T_C_cov68,qrf_C_test_T_C_cov68,qrf_A_trainfit_leak_P_kbar_cov68,qrf_B_oof_honest_P_kbar_cov68,qrf_C_test_P_kbar_cov68
pwlr,alr,79.58539669986351,5.834638208168759,139.50774449210417,10.649943574532742,74.46617459436693,5.604533155627399,100.82146783966242,6.447244384332756,101.31424236738604,8.539646700326855,83.8951644860151,84.13577781661914,83.16640812390906,5.415638491954227,5.41275450481774,5.689239428334633,1.0,0.7230046948356808,0.7068965517241379,0.9976525821596244,0.715962441314554,0.7816091954022989
