strategy,model_name,target,fold,n_test,rmse
LOSO,XGB,P_kbar,75,1,1.1520156860351562
LOSO,XGB,P_kbar,76,12,1.9194401292986143
LOSO,XGB,P_kbar,77,6,2.4455982923569057
LOSO,XGB,P_kbar,78,1,7.914926052093506
LOSO,XGB,P_kbar,79,1,1.035893440246582
LOSO,XGB,P_kbar,80,3,4.1872813962825655
LOSO,XGB,P_kbar,81,6,3.6131291266532184
LOSO,XGB,P_kbar,82,2,6.19442796501307
LOSO,XGB,P_kbar,83,10,1.6288797346736068
LOSO,XGB,P_kbar,84,1,1.9185404777526855
LOSO,XGB,P_kbar,85,5,0.7024121112222171
LOSO,XGB,P_kbar,86,2,0.975900843144987
LOSO,XGB,P_kbar,87,2,6.017589356007511
LOSO,XGB,P_kbar,88,6,15.125812997242372
LOSO,XGB,P_kbar,89,8,5.465927535895455
LOSO,XGB,P_kbar,90,8,2.8044173679596205
LOSO,XGB,P_kbar,91,5,10.418247347943012
LOSO,XGB,P_kbar,92,4,1.0234198633053504
LOSO,GB,T_C,0,4,198.48175440075082
LOSO,GB,T_C,1,1,4.769142443987903
LOSO,GB,T_C,2,4,178.0375774813666
LOSO,GB,T_C,3,4,70.17703427275795
LOSO,GB,T_C,4,34,31.810683498413347
LOSO,GB,T_C,5,3,28.895834540328796
LOSO,GB,T_C,6,17,44.75410355826977
LOSO,GB,T_C,7,10,73.97894154982868
LOSO,GB,T_C,8,23,62.821440878478874
LOSO,GB,T_C,9,4,61.33548664826807
LOSO,GB,T_C,10,3,162.35345675371573
LOSO,GB,T_C,11,4,90.54665744037086
LOSO,GB,T_C,12,13,89.51482789867013
LOSO,GB,T_C,13,9,10.419163887540105
LOSO,GB,T_C,14,6,20.45373609862332
LOSO,GB,T_C,15,1,162.31807188417906
LOSO,GB,T_C,16,1,80.15471223388181
LOSO,GB,T_C,17,7,83.52993835573746
LOSO,GB,T_C,18,4,25.828132304867836
LOSO,GB,T_C,19,1,42.156054400490575
LOSO,GB,T_C,20,3,47.78858236718415
LOSO,GB,T_C,21,23,75.59388761154489
LOSO,GB,T_C,22,12,37.00986512372646
LOSO,GB,T_C,23,9,75.729398998512
LOSO,GB,T_C,24,8,43.98487813527655
LOSO,GB,T_C,25,9,37.291041758347944
LOSO,GB,T_C,26,3,45.25651649358077
LOSO,GB,T_C,27,2,77.2817613466029
LOSO,GB,T_C,28,3,44.87412794553609
LOSO,GB,T_C,29,3,61.27647150030505
LOSO,GB,T_C,30,1,44.193624254251745
LOSO,GB,T_C,31,21,68.33871190506188
LOSO,GB,T_C,32,7,64.03626162518269
LOSO,GB,T_C,33,1,330.4620423923002
LOSO,GB,T_C,34,2,33.13534671529936
LOSO,GB,T_C,35,7,54.019695417110725
LOSO,GB,T_C,36,2,21.53218535863182
LOSO,GB,T_C,37,5,55.43255191490769
LOSO,GB,T_C,38,3,81.82495617769301
LOSO,GB,T_C,39,16,42.562145746414295
LOSO,GB,T_C,40,1,169.46980643915572
LOSO,GB,T_C,41,2,142.39821663605338
LOSO,GB,T_C,42,1,50.87120315154948
LOSO,GB,T_C,43,6,47.30209823205537
LOSO,GB,T_C,44,17,31.110201507004156
LOSO,GB,T_C,45,6,12.48480992873604
LOSO,GB,T_C,46,10,28.269029588898483
LOSO,GB,T_C,47,1,31.38978879653132
LOSO,GB,T_C,48,1,45.68437031993267
LOSO,GB,T_C,49,5,69.13585956251634
LOSO,GB,T_C,50,5,51.142711196556206
LOSO,GB,T_C,51,10,63.93625279183914
LOSO,GB,T_C,52,1,23.59948069023517
LOSO,GB,T_C,53,7,26.395923769995136
LOSO,GB,T_C,54,2,38.640227433955246
LOSO,GB,T_C,55,1,117.45945810738476
LOSO,GB,T_C,56,3,82.08127783773025
LOSO,GB,T_C,57,3,137.564020923513
LOSO,GB,T_C,58,6,33.68362011686804
LOSO,GB,T_C,59,6,128.90603888153638
LOSO,GB,T_C,60,19,22.49859840446277
LOSO,GB,T_C,61,2,46.57221758101859
LOSO,GB,T_C,62,17,101.40089069609348
LOSO,GB,T_C,63,3,176.65924022132106
LOSO,GB,T_C,64,16,78.15042202933537
LOSO,GB,T_C,65,1,86.14710267920009
LOSO,GB,T_C,66,3,131.50865221646802
LOSO,GB,T_C,67,11,74.41844654116169
LOSO,GB,T_C,68,14,55.722168359392626
LOSO,GB,T_C,69,1,24.92186494694556
LOSO,GB,T_C,70,10,24.020545895279742
LOSO,GB,T_C,71,17,45.17915604118491
LOSO,GB,T_C,72,5,126.23556153488795
LOSO,GB,T_C,73,10,78.71139464794943
LOSO,GB,T_C,74,1,232.15092899378294
LOSO,GB,T_C,75,1,44.615891399475004
LOSO,GB,T_C,76,12,47.02501125285234
LOSO,GB,T_C,77,6,45.07134843947591
LOSO,GB,T_C,78,1,53.981385754912935
LOSO,GB,T_C,79,1,79.09846005651912
LOSO,GB,T_C,80,3,56.181219653739106
LOSO,GB,T_C,81,6,47.77718041117643
LOSO,GB,T_C,82,2,60.68433616930602
LOSO,GB,T_C,83,10,69.70721043067857
LOSO,GB,T_C,84,1,57.47570299819199
LOSO,GB,T_C,85,5,84.54263643288404
LOSO,GB,T_C,86,2,21.411006515531728
LOSO,GB,T_C,87,2,255.75812123563256
LOSO,GB,T_C,88,6,86.52002353826047
LOSO,GB,T_C,89,8,36.09239543009479
LOSO,GB,T_C,90,8,228.54747936150832
LOSO,GB,T_C,91,5,124.05991728234108
LOSO,GB,T_C,92,4,11.67970893929863
LOSO,GB,P_kbar,0,4,16.736608261382482
LOSO,GB,P_kbar,1,1,0.157822440473183
LOSO,GB,P_kbar,2,4,1.6369203287005158
LOSO,GB,P_kbar,3,4,6.007836426445243
LOSO,GB,P_kbar,4,34,7.418392023373582
LOSO,GB,P_kbar,5,3,1.587301954811761
LOSO,GB,P_kbar,6,17,1.4298272397770577
LOSO,GB,P_kbar,7,10,5.335971819831243
LOSO,GB,P_kbar,8,23,11.52902062480353
LOSO,GB,P_kbar,9,4,3.9649253652989147
LOSO,GB,P_kbar,10,3,10.511494000821578
LOSO,GB,P_kbar,11,4,8.579953462356555
LOSO,GB,P_kbar,12,13,2.991783670031582
LOSO,GB,P_kbar,13,9,4.490869460782816
LOSO,GB,P_kbar,14,6,4.280903460997037
LOSO,GB,P_kbar,15,1,4.16600991835996
LOSO,GB,P_kbar,16,1,0.37960041069272066
LOSO,GB,P_kbar,17,7,3.0659723374330166
LOSO,GB,P_kbar,18,4,3.294576924344488
LOSO,GB,P_kbar,19,1,6.108233081119259
LOSO,GB,P_kbar,20,3,4.071245525320541
LOSO,GB,P_kbar,21,23,13.14352404206321
LOSO,GB,P_kbar,22,12,2.05936598026238
LOSO,GB,P_kbar,23,9,1.593641814802872
LOSO,GB,P_kbar,24,8,1.4981654154575268
LOSO,GB,P_kbar,25,9,2.8425961452986446
LOSO,GB,P_kbar,26,3,5.138885608800858
LOSO,GB,P_kbar,27,2,0.7804121008601335
LOSO,GB,P_kbar,28,3,4.947583464620908
LOSO,GB,P_kbar,29,3,1.736250025743305
LOSO,GB,P_kbar,30,1,0.9297910500498361
LOSO,GB,P_kbar,31,21,2.2492446183907417
LOSO,GB,P_kbar,32,7,1.2245670780484275
LOSO,GB,P_kbar,33,1,4.064974456405427
LOSO,GB,P_kbar,34,2,5.448382218773479
LOSO,GB,P_kbar,35,7,2.700005052001665
LOSO,GB,P_kbar,36,2,2.0839834935022665
LOSO,GB,P_kbar,37,5,5.272541936302082
LOSO,GB,P_kbar,38,3,3.9510420433409337
LOSO,GB,P_kbar,39,16,2.4433019270238647
LOSO,GB,P_kbar,40,1,12.030745211208203
LOSO,GB,P_kbar,41,2,3.0558793291027624
LOSO,GB,P_kbar,42,1,10.140377867882282
LOSO,GB,P_kbar,43,6,2.6927815251713385
LOSO,GB,P_kbar,44,17,2.3531048128270684
LOSO,GB,P_kbar,45,6,1.9568755844700487
LOSO,GB,P_kbar,46,10,3.088574324314702
LOSO,GB,P_kbar,47,1,7.746186966594359
LOSO,GB,P_kbar,48,1,1.372220222054196
LOSO,GB,P_kbar,49,5,4.748350045067624
LOSO,GB,P_kbar,50,5,2.6523574062453816
LOSO,GB,P_kbar,51,10,4.67249052012495
LOSO,GB,P_kbar,52,1,2.400432637626843
LOSO,GB,P_kbar,53,7,2.7056387983006362
LOSO,GB,P_kbar,54,2,3.2748515858514367
LOSO,GB,P_kbar,55,1,4.755848989351154
LOSO,GB,P_kbar,56,3,5.2874093871825405
LOSO,GB,P_kbar,57,3,6.440309123936994
LOSO,GB,P_kbar,58,6,3.9533337928397274
LOSO,GB,P_kbar,59,6,6.87140756383206
LOSO,GB,P_kbar,60,19,3.359782345435771
LOSO,GB,P_kbar,61,2,0.7223024180157307
LOSO,GB,P_kbar,62,17,4.1021985942414645
LOSO,GB,P_kbar,63,3,1.9280337085130836
LOSO,GB,P_kbar,64,16,3.2427888466851256
LOSO,GB,P_kbar,65,1,5.328497971486618
LOSO,GB,P_kbar,66,3,4.833144634647
LOSO,GB,P_kbar,67,11,2.50511426829003
LOSO,GB,P_kbar,68,14,3.2089692461620754
LOSO,GB,P_kbar,69,1,22.531178477705193
LOSO,GB,P_kbar,70,10,1.3916582837015983
LOSO,GB,P_kbar,71,17,4.365611801070697
LOSO,GB,P_kbar,72,5,7.60284654488811
LOSO,GB,P_kbar,73,10,2.9640706309953644
LOSO,GB,P_kbar,74,1,4.811992670410209
LOSO,GB,P_kbar,75,1,1.4251023807307721
LOSO,GB,P_kbar,76,12,2.663585418306933
LOSO,GB,P_kbar,77,6,2.7843329604104876
LOSO,GB,P_kbar,78,1,9.132662745512874
LOSO,GB,P_kbar,79,1,1.4004728737241798
LOSO,GB,P_kbar,80,3,4.414437279200275
LOSO,GB,P_kbar,81,6,3.2796663577022693
LOSO,GB,P_kbar,82,2,4.792614796915749
LOSO,GB,P_kbar,83,10,2.8682204749315043
LOSO,GB,P_kbar,84,1,1.0211605249608988
LOSO,GB,P_kbar,85,5,0.4388908546839278
LOSO,GB,P_kbar,86,2,3.0604775421372032
LOSO,GB,P_kbar,87,2,5.28518541686364
LOSO,GB,P_kbar,88,6,16.01711941430811
LOSO,GB,P_kbar,89,8,5.113476655618482
LOSO,GB,P_kbar,90,8,2.594675627744239
LOSO,GB,P_kbar,91,5,10.509862113015197
LOSO,GB,P_kbar,92,4,1.6793524746700685
Cluster-KFold,RF,T_C,0,301,93.30509548641007
Cluster-KFold,RF,T_C,1,207,104.52234248969272
Cluster-KFold,RF,T_C,2,92,115.01722347303497
Cluster-KFold,RF,P_kbar,0,301,5.468675377203892
Cluster-KFold,RF,P_kbar,1,207,8.323677060397786
Cluster-KFold,RF,P_kbar,2,92,4.165909011711544
Cluster-KFold,ERT,T_C,0,301,92.41958149179864
Cluster-KFold,ERT,T_C,1,207,94.24344799741638
Cluster-KFold,ERT,T_C,2,92,145.90917052161814
Cluster-KFold,ERT,P_kbar,0,301,5.602414754248073
Cluster-KFold,ERT,P_kbar,1,207,8.288073103162025
Cluster-KFold,ERT,P_kbar,2,92,5.238637839474497
Cluster-KFold,XGB,T_C,0,301,89.7673821563861
Cluster-KFold,XGB,T_C,1,207,92.17764888277381
Cluster-KFold,XGB,T_C,2,92,131.41123331305394
Cluster-KFold,XGB,P_kbar,0,301,4.514281313083099
Cluster-KFold,XGB,P_kbar,1,207,8.141529736292922
Cluster-KFold,XGB,P_kbar,2,92,4.380895639558386
Cluster-KFold,GB,T_C,0,301,85.23855851289213
Cluster-KFold,GB,T_C,1,207,100.88753872328861
Cluster-KFold,GB,T_C,2,92,116.50519923907487
Cluster-KFold,GB,P_kbar,0,301,4.667241823600975
Cluster-KFold,GB,P_kbar,1,207,8.907415343050623
Cluster-KFold,GB,P_kbar,2,92,4.437184369980207
TargetBinKFold,RF,T_C,0,144,100.13265463761537
TargetBinKFold,RF,T_C,1,119,148.08581013432527
TargetBinKFold,RF,T_C,2,119,76.89028282360657
TargetBinKFold,RF,T_C,3,55,69.71169864151132
TargetBinKFold,RF,T_C,4,46,65.63392831548373
TargetBinKFold,RF,T_C,5,46,90.68037974419289
TargetBinKFold,RF,T_C,6,35,73.60825126145825
TargetBinKFold,RF,T_C,7,26,84.89307681764684
TargetBinKFold,RF,T_C,8,10,134.56171525854006
TargetBinKFold,RF,P_kbar,0,144,8.030147145737685
TargetBinKFold,RF,P_kbar,1,119,13.570128827300046
TargetBinKFold,RF,P_kbar,2,119,7.444042684655158
TargetBinKFold,RF,P_kbar,3,55,2.3698114936235855
TargetBinKFold,RF,P_kbar,4,46,5.364553283767539
TargetBinKFold,RF,P_kbar,5,46,3.3573540393033694
TargetBinKFold,RF,P_kbar,6,35,7.147863326409456
TargetBinKFold,RF,P_kbar,7,26,6.3017278347800625
TargetBinKFold,RF,P_kbar,8,10,9.94954764234323
TargetBinKFold,ERT,T_C,0,144,108.73388150849294
TargetBinKFold,ERT,T_C,1,119,155.77581716134196
TargetBinKFold,ERT,T_C,2,119,69.88685599190191
TargetBinKFold,ERT,T_C,3,55,67.02016330314126
TargetBinKFold,ERT,T_C,4,46,68.90531410818707
TargetBinKFold,ERT,T_C,5,46,96.6591522399602
TargetBinKFold,ERT,T_C,6,35,70.80982584026074
TargetBinKFold,ERT,T_C,7,26,83.54529027577863
TargetBinKFold,ERT,T_C,8,10,134.08412661456723
TargetBinKFold,ERT,P_kbar,0,144,8.352107759878036
TargetBinKFold,ERT,P_kbar,1,119,13.97626630133923
TargetBinKFold,ERT,P_kbar,2,119,6.548296810253699
TargetBinKFold,ERT,P_kbar,3,55,2.636814574601537
TargetBinKFold,ERT,P_kbar,4,46,5.154055405767895
TargetBinKFold,ERT,P_kbar,5,46,3.4024088901617335
TargetBinKFold,ERT,P_kbar,6,35,3.48977092219829
TargetBinKFold,ERT,P_kbar,7,26,6.989200130219654
TargetBinKFold,ERT,P_kbar,8,10,8.451084762607108
TargetBinKFold,XGB,T_C,0,144,100.35156190008398
TargetBinKFold,XGB,T_C,1,119,142.44175024769353
TargetBinKFold,XGB,T_C,2,119,76.5517583550211
TargetBinKFold,XGB,T_C,3,55,64.56572825909254
TargetBinKFold,XGB,T_C,4,46,66.48280128662546
TargetBinKFold,XGB,T_C,5,46,93.21629889666681
TargetBinKFold,XGB,T_C,6,35,73.1348486776426
TargetBinKFold,XGB,T_C,7,26,75.97716860664801
TargetBinKFold,XGB,T_C,8,10,135.33838301803536
TargetBinKFold,XGB,P_kbar,0,144,7.427976073891659
TargetBinKFold,XGB,P_kbar,1,119,12.488140684568386
TargetBinKFold,XGB,P_kbar,2,119,5.18611700893499
TargetBinKFold,XGB,P_kbar,3,55,2.0338299332693515
TargetBinKFold,XGB,P_kbar,4,46,4.1198084370659975
TargetBinKFold,XGB,P_kbar,5,46,3.1972318894086245
TargetBinKFold,XGB,P_kbar,6,35,6.138989129513083
TargetBinKFold,XGB,P_kbar,7,26,6.036875712077425
TargetBinKFold,XGB,P_kbar,8,10,8.888994381223826
TargetBinKFold,GB,T_C,0,144,112.96267097074583
TargetBinKFold,GB,T_C,1,119,146.44439545105146
TargetBinKFold,GB,T_C,2,119,77.0354392916649
TargetBinKFold,GB,T_C,3,55,62.19207343007324
TargetBinKFold,GB,T_C,4,46,73.48228746332526
TargetBinKFold,GB,T_C,5,46,91.62513914362708
TargetBinKFold,GB,T_C,6,35,80.40676277380285
TargetBinKFold,GB,T_C,7,26,76.48872529534516
TargetBinKFold,GB,T_C,8,10,125.56439046636908
TargetBinKFold,GB,P_kbar,0,144,7.2694566487427865
TargetBinKFold,GB,P_kbar,1,119,11.793651736887695
TargetBinKFold,GB,P_kbar,2,119,5.397812354330723
TargetBinKFold,GB,P_kbar,3,55,2.044149627767735
TargetBinKFold,GB,P_kbar,4,46,3.5773885928825506
TargetBinKFold,GB,P_kbar,5,46,3.0570270279538407
TargetBinKFold,GB,P_kbar,6,35,6.2164909851480505
TargetBinKFold,GB,P_kbar,7,26,6.694099801201495
TargetBinKFold,GB,P_kbar,8,10,8.83949338522773
