track,model,repr,target,n_aug,seed,rmse_test,rmse_train,r2_test,overfit_ratio
opx_liq,XGB,alr,P_kbar,10,43,5.24421890108789,0.17461191899473605,0.7395453543515103,0.03329607750708377
opx_liq,RF,alr,T_C,15,43,99.23934935600816,0.0,0.7471207591615873,0.0
opx_liq,XGB,alr,T_C,15,43,89.259755066248,4.972186235362937,0.7954230289807922,0.055704681596679406
opx_liq,RF,alr,P_kbar,15,43,6.38717515183192,2.0277095100723504e-08,0.613643576855988,3.1746577506815017e-09
opx_liq,XGB,alr,P_kbar,15,43,6.349095022975409,0.21446920689196586,0.6182367324531812,0.033779492371096696
opx_liq,RF,pwlr,T_C,1,43,89.94715824423888,0.0,0.7922599381899599,0.0
opx_liq,XGB,pwlr,T_C,1,43,97.16097554628135,0.08417788759885968,0.7576019644075158,0.0008663754879525953
opx_liq,RF,pwlr,P_kbar,1,43,6.5459065132539695,1.7526749493441066e-08,0.5942018316865281,2.6775129553031946e-09
opx_liq,XGB,pwlr,P_kbar,1,43,5.600735632566783,0.006974853657927564,0.7029287441186007,0.001245345989439432
opx_liq,RF,pwlr,T_C,3,43,90.05342121904242,0.0,0.7917688027931437,0.0
opx_liq,XGB,pwlr,T_C,3,43,94.30572618733757,1.0565915989659438,0.771639234662571,0.01120389653611312
opx_liq,RF,pwlr,P_kbar,3,43,6.1138538875935415,2.7908708263307446e-08,0.646002172882043,4.564830755923171e-09
opx_liq,XGB,pwlr,P_kbar,3,43,6.771869592578011,0.04799092246808307,0.5657021716703008,0.0070868054695975334
opx_liq,RF,pwlr,T_C,5,43,97.90583211947938,0.0,0.7538711693401178,0.0
opx_liq,XGB,pwlr,T_C,5,43,96.59406840287696,1.967395362447594,0.7604223618301703,0.020367662269301385
opx_liq,RF,pwlr,P_kbar,5,43,6.206958562774924,2.8692000531574402e-08,0.6351383838996378,4.622553903235205e-09
opx_liq,XGB,pwlr,P_kbar,5,43,5.323898206693398,0.08764598283811363,0.7315706674120781,0.01646274579929457
opx_liq,RF,pwlr,T_C,10,43,85.07619982493559,0.0,0.8141504440155647,0.0
opx_liq,XGB,pwlr,T_C,10,43,84.88169861634431,3.7101917702304665,0.8149992511459374,0.04371014989933359
opx_liq,RF,pwlr,P_kbar,10,43,6.119229947316906,3.443416049721755e-08,0.645379341449562,5.6272048597088385e-09
opx_liq,XGB,pwlr,P_kbar,10,43,5.570247016171419,0.16656263387072476,0.7061542629267219,0.02990219884094256
opx_liq,RF,pwlr,T_C,15,43,96.72877377539164,0.0,0.7597536893478292,0.0
opx_liq,XGB,pwlr,T_C,15,43,88.73584344972905,4.42721451690641,0.7978175169194045,0.049892065537355625
opx_liq,RF,pwlr,P_kbar,15,43,6.789390199625814,2.9244845064089555e-08,0.5634519791825361,4.307433245728215e-09
opx_liq,XGB,pwlr,P_kbar,15,43,5.0278922907212795,0.18859527738984272,0.7605899285265029,0.03750980858080149
opx_liq,RF,raw,T_C,1,44,69.06601861471084,0.0,0.9017025835806187,0.0
opx_liq,XGB,raw,T_C,1,44,93.07512612533309,0.17511885036659736,0.821482610518894,0.0018814785180176479
opx_liq,RF,raw,P_kbar,1,44,5.092430625386255,2.3819014898121055e-08,0.6414835085812719,4.677337140221603e-09
opx_liq,XGB,raw,P_kbar,1,44,4.989742708404635,0.008090384811569915,0.6557965655199332,0.001621403203404178
opx_liq,RF,raw,T_C,3,44,74.15276464306487,0.0,0.8866900740878383,0.0
opx_liq,XGB,raw,T_C,3,44,79.66104149384054,1.4177979448754183,0.8692308740992322,0.017797883611464504
opx_liq,RF,raw,P_kbar,3,44,5.324636535062673,1.8928085624955748e-08,0.6080426339593997,3.5548127088702697e-09
opx_liq,XGB,raw,P_kbar,3,44,4.888296768913839,0.06594068309983467,0.6696502190170255,0.013489500784643737
opx_liq,RF,raw,T_C,5,44,78.00577255836474,0.0,0.8746088904376598,0.0
opx_liq,XGB,raw,T_C,5,44,81.43909393742632,2.3852852059767704,0.8633281330350784,0.029289191353350553
opx_liq,RF,raw,P_kbar,5,44,4.929785470807579,1.7369154835848206e-08,0.6640188315835078,3.523308456057999e-09
opx_liq,XGB,raw,P_kbar,5,44,4.913735759628075,0.11951994878692186,0.6662029521022936,0.02432364185492311
opx_liq,RF,raw,T_C,10,44,74.68244417104799,0.0,0.8850655276524847,0.0
