best_params,model_name,target,rmse_train,rmse_test,mae_test,r2_test,overfit_ratio,split_seed,track,feature_set
"{'max_iter': 600, 'max_depth': 10, 'learning_rate': 0.01303561122512888, 'min_samples_leaf': 18, 'l2_regularization': 0.00016832027985721928, 'max_leaf_nodes': 29}",GB,T_C,29.80749383003571,90.61941756648741,61.840089925011426,0.5732306254210442,0.32893053862507965,42,opx_liq,alr
"{'max_iter': 800, 'max_depth': 3, 'learning_rate': 0.029444696740863748, 'min_samples_leaf': 42, 'l2_regularization': 0.0001642303208889874, 'max_leaf_nodes': 47}",GB,P_kbar,3.522475684603284,5.330299127892324,3.3103909212638754,0.6941703738074332,0.6608401517601359,42,opx_liq,alr
"{'n_estimators': 800, 'max_depth': 20, 'min_samples_split': 3, 'min_samples_leaf': 3, 'max_features': 0.6718327665894177}",RF,T_C,20.529122798935592,83.8951644860151,57.52557686095452,0.6342161109104969,0.24469971451522324,42,opx_liq,pwlr
"{'n_estimators': 600, 'max_depth': 13, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 0.6214287464725687}",RF,P_kbar,1.1281001056702544,5.566099267174491,3.84546550094298,0.6665134787681306,0.2026733716955267,42,opx_liq,pwlr
"{'n_estimators': 300, 'max_depth': 29, 'min_samples_split': 8, 'min_samples_leaf': 3, 'max_features': 0.94793431026209}",ERT,T_C,23.35702175212744,87.11400006719614,58.237682326387414,0.6056093364428918,0.26812018428852763,42,opx_liq,pwlr
"{'n_estimators': 200, 'max_depth': 19, 'min_samples_split': 6, 'min_samples_leaf': 1, 'max_features': 0.9765770522028188}",ERT,P_kbar,0.6177765457706809,7.019617849229978,4.793856151240658,0.46960022658397726,0.08800714783048315,42,opx_liq,pwlr
"{'n_estimators': 200, 'max_depth': 4, 'learning_rate': 0.055660389092322814, 'subsample': 0.8352306366245513, 'colsample_bytree': 0.6092767764644771, 'reg_alpha': 0.00020031093636758556, 'reg_lambda': 0.021918881030042102, 'min_child_weight': 9}",XGB,T_C,14.243530429204984,88.37073198221131,63.227147946412536,0.5941480677381111,0.16117927406182572,42,opx_liq,pwlr
"{'n_estimators': 800, 'max_depth': 3, 'learning_rate': 0.015441107302807584, 'subsample': 0.7540912918616595, 'colsample_bytree': 0.8998866913681112, 'reg_alpha': 0.9635564343883989, 'reg_lambda': 7.971774745976854, 'min_child_weight': 2}",XGB,P_kbar,1.554440617659102,5.044844837502131,3.72795385509489,0.7260495505264146,0.30812456432827706,42,opx_liq,pwlr
"{'max_iter': 400, 'max_depth': 9, 'learning_rate': 0.01126423210556121, 'min_samples_leaf': 20, 'l2_regularization': 0.006953511542018146, 'max_leaf_nodes': 22}",GB,T_C,30.940277450980428,91.07160447990219,63.681619066462574,0.5689608781393708,0.33973572363939597,42,opx_liq,pwlr
"{'max_iter': 800, 'max_depth': 3, 'learning_rate': 0.030143189993220822, 'min_samples_leaf': 14, 'l2_regularization': 0.1305105585202014, 'max_leaf_nodes': 29}",GB,P_kbar,2.639722094967323,5.193004974840465,3.7953784585478005,0.7097221699157958,0.50832265860643,42,opx_liq,pwlr
"{'n_estimators': 600, 'max_depth': 7, 'min_samples_split': 4, 'min_samples_leaf': 2, 'max_features': 0.8327060098896433}",RF,T_C,31.484621460029263,88.58633148553297,63.482468017240045,0.7984982617609114,0.3554117314946157,43,opx_liq,raw
"{'n_estimators': 700, 'max_depth': 19, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 0.6340065654844887}",RF,P_kbar,1.6327710279314676e-08,5.299591335363487,3.2345561264199887,0.7340161622026931,3.0809376131253706e-09,43,opx_liq,raw
"{'n_estimators': 800, 'max_depth': 28, 'min_samples_split': 4, 'min_samples_leaf': 2, 'max_features': 0.9762799285983367}",ERT,T_C,17.062056051698516,88.17101612564676,62.47593587777963,0.8003832160887356,0.19351093819066906,43,opx_liq,raw
"{'n_estimators': 800, 'max_depth': 38, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.9667280361382236}",ERT,P_kbar,0.11310023599875274,5.701225115152295,3.569755637368679,0.6921728903284112,0.019837882861029867,43,opx_liq,raw
"{'n_estimators': 800, 'max_depth': 4, 'learning_rate': 0.011006700027444857, 'subsample': 0.7610866841567874, 'colsample_bytree': 0.8940662480571784, 'reg_alpha': 0.0012475769766455479, 'reg_lambda': 0.04330019631637472, 'min_child_weight': 3}",XGB,T_C,17.744016552502572,83.17101953897709,62.27680211375719,0.8223810030989295,0.21334374221764893,43,opx_liq,raw
"{'n_estimators': 800, 'max_depth': 3, 'learning_rate': 0.01863482860663478, 'subsample': 0.656715645474182, 'colsample_bytree': 0.9409679707458907, 'reg_alpha': 0.0006782290125591015, 'reg_lambda': 2.520106803290839, 'min_child_weight': 3}",XGB,P_kbar,1.4307833164867687,4.253343971050983,2.9738916661181167,0.8286707566117061,0.3363902205476291,43,opx_liq,raw
"{'max_iter': 400, 'max_depth': 4, 'learning_rate': 0.01001391429235529, 'min_samples_leaf': 10, 'l2_regularization': 0.0004305608289370158, 'max_leaf_nodes': 81}",GB,T_C,38.40981620608697,79.49097948165749,57.39345251995653,0.837751362188,0.48319716849067157,43,opx_liq,raw
"{'max_iter': 400, 'max_depth': 3, 'learning_rate': 0.05466586286870985, 'min_samples_leaf': 22, 'l2_regularization': 0.0008290237734273495, 'max_leaf_nodes': 39}",GB,P_kbar,2.748104761255642,4.499459123367833,3.105333952000759,0.8082695433301967,0.6107633575296697,43,opx_liq,raw
"{'n_estimators': 700, 'max_depth': 16, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_features': 0.9617027856430507}",RF,T_C,7.404049246562565,87.96447472313751,64.33480057905058,0.8013173289643143,0.08417090274075222,43,opx_liq,alr
"{'n_estimators': 400, 'max_depth': 17, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 0.9913821292378133}",RF,P_kbar,1.3797666605753599e-08,6.30166711882654,3.9818537029344885,0.6239189925503851,2.1895264134997535e-09,43,opx_liq,alr
"{'n_estimators': 200, 'max_depth': 39, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_features': 0.925937244061412}",ERT,T_C,17.229089227887407,85.63371455270234,61.05741526066527,0.8117066733257903,0.201195163819315,43,opx_liq,alr
"{'n_estimators': 800, 'max_depth': 40, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_features': 0.9207149490479796}",ERT,P_kbar,0.35277114732599096,6.969859784024354,4.066994624947727,0.5399356644127222,0.05061380834871015,43,opx_liq,alr
"{'n_estimators': 300, 'max_depth': 9, 'learning_rate': 0.044370239327904265, 'subsample': 0.6186102537284777, 'colsample_bytree': 0.8347988374863223, 'reg_alpha': 0.4266519616462753, 'reg_lambda': 0.013001812345396529, 'min_child_weight': 8}",XGB,T_C,9.185699057974519,79.23995743961424,59.017288563952505,0.8387744638743201,0.11592256425648122,43,opx_liq,alr
"{'n_estimators': 600, 'max_depth': 4, 'learning_rate': 0.05520376279413778, 'subsample': 0.8965368530363559, 'colsample_bytree': 0.9369811632028784, 'reg_alpha': 0.13218554366329102, 'reg_lambda': 1.4140951144310965, 'min_child_weight': 2}",XGB,P_kbar,0.17807297721615825,4.683486710412079,3.375053148807888,0.7922652891728329,0.03802145457577063,43,opx_liq,alr
"{'max_iter': 600, 'max_depth': 10, 'learning_rate': 0.01303561122512888, 'min_samples_leaf': 18, 'l2_regularization': 0.00016832027985721928, 'max_leaf_nodes': 29}",GB,T_C,40.11480853519346,88.80982646199935,65.81904010892328,0.7974802393515583,0.45169335571619545,43,opx_liq,alr
"{'max_iter': 800, 'max_depth': 3, 'learning_rate': 0.029444696740863748, 'min_samples_leaf': 42, 'l2_regularization': 0.0001642303208889874, 'max_leaf_nodes': 47}",GB,P_kbar,3.012221751291819,5.938052151620162,3.539512443824559,0.6660676449536183,0.5072743846599516,43,opx_liq,alr
"{'n_estimators': 800, 'max_depth': 20, 'min_samples_split': 3, 'min_samples_leaf': 3, 'max_features': 0.6718327665894177}",RF,T_C,22.885238155229086,89.96917237450081,65.79126968633219,0.7921582390033065,0.25436755225410135,43,opx_liq,pwlr
"{'n_estimators': 600, 'max_depth': 13, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 0.6214287464725687}",RF,P_kbar,0.9563746832167008,6.266629461995142,3.737026929909057,0.6280894333478163,0.15261388742014667,43,opx_liq,pwlr
"{'n_estimators': 300, 'max_depth': 29, 'min_samples_split': 8, 'min_samples_leaf': 3, 'max_features': 0.94793431026209}",ERT,T_C,26.332272346472994,87.88645343721953,63.88395965550653,0.8016696212484338,0.29961696389629705,43,opx_liq,pwlr
"{'n_estimators': 200, 'max_depth': 19, 'min_samples_split': 6, 'min_samples_leaf': 1, 'max_features': 0.9765770522028188}",ERT,P_kbar,0.5245054968043967,6.7482284487346975,4.019154230551437,0.5687292162132747,0.07772491710809556,43,opx_liq,pwlr
"{'n_estimators': 200, 'max_depth': 4, 'learning_rate': 0.055660389092322814, 'subsample': 0.8352306366245513, 'colsample_bytree': 0.6092767764644771, 'reg_alpha': 0.00020031093636758556, 'reg_lambda': 0.021918881030042102, 'min_child_weight': 9}",XGB,T_C,15.752823974355797,86.2479479310915,63.66295065007602,0.8089958056369564,0.1826457829111673,43,opx_liq,pwlr
"{'n_estimators': 800, 'max_depth': 3, 'learning_rate': 0.015441107302807584, 'subsample': 0.7540912918616595, 'colsample_bytree': 0.8998866913681112, 'reg_alpha': 0.9635564343883989, 'reg_lambda': 7.971774745976854, 'min_child_weight': 2}",XGB,P_kbar,1.6605911379727314,5.558043167567887,3.3950600168572653,0.7074404251174395,0.2987726233690589,43,opx_liq,pwlr
"{'max_iter': 400, 'max_depth': 9, 'learning_rate': 0.01126423210556121, 'min_samples_leaf': 20, 'l2_regularization': 0.006953511542018146, 'max_leaf_nodes': 22}",GB,T_C,34.785624162287554,88.29116533197453,64.78928130768747,0.7998388163443158,0.393987598096522,43,opx_liq,pwlr
"{'max_iter': 800, 'max_depth': 3, 'learning_rate': 0.030143189993220822, 'min_samples_leaf': 14, 'l2_regularization': 0.1305105585202014, 'max_leaf_nodes': 29}",GB,P_kbar,2.117810338980785,5.389279873089597,3.413848791635433,0.724937135928982,0.39296722175363197,43,opx_liq,pwlr
"{'n_estimators': 600, 'max_depth': 7, 'min_samples_split': 4, 'min_samples_leaf': 2, 'max_features': 0.8327060098896433}",RF,T_C,31.877160895718674,69.44178615983827,56.74786216407264,0.9006300601854957,0.45904868896006107,44,opx_liq,raw
"{'n_estimators': 700, 'max_depth': 19, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 0.6340065654844887}",RF,P_kbar,2.3350140161322903e-08,4.630592354219216,3.6625559543817707,0.7035632824042246,5.042581677492549e-09,44,opx_liq,raw
"{'n_estimators': 800, 'max_depth': 28, 'min_samples_split': 4, 'min_samples_leaf': 2, 'max_features': 0.9762799285983367}",ERT,T_C,15.553380910281499,68.33642548580485,52.98232177875037,0.9037683844404106,0.22760015320836932,44,opx_liq,raw
"{'n_estimators': 800, 'max_depth': 38, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.9667280361382236}",ERT,P_kbar,0.01376206916822071,4.510565776807207,3.5103299194648705,0.7187316043895579,0.003051073822930071,44,opx_liq,raw
"{'n_estimators': 800, 'max_depth': 4, 'learning_rate': 0.011006700027444857, 'subsample': 0.7610866841567874, 'colsample_bytree': 0.8940662480571784, 'reg_alpha': 0.0012475769766455479, 'reg_lambda': 0.04330019631637472, 'min_child_weight': 3}",XGB,T_C,18.232235524672188,75.14103063152783,59.280554898679725,0.8836496870774523,0.24264021096647387,44,opx_liq,raw
"{'n_estimators': 800, 'max_depth': 3, 'learning_rate': 0.01863482860663478, 'subsample': 0.656715645474182, 'colsample_bytree': 0.9409679707458907, 'reg_alpha': 0.0006782290125591015, 'reg_lambda': 2.520106803290839, 'min_child_weight': 3}",XGB,P_kbar,1.3902614642980686,3.857751869835245,3.1395595936242118,0.7942558593332997,0.3603812560286422,44,opx_liq,raw
"{'max_iter': 400, 'max_depth': 4, 'learning_rate': 0.01001391429235529, 'min_samples_leaf': 10, 'l2_regularization': 0.0004305608289370158, 'max_leaf_nodes': 81}",GB,T_C,37.762094510212684,75.27475058253025,61.77811106961036,0.8832352077514972,0.5016568533005077,44,opx_liq,raw
"{'max_iter': 400, 'max_depth': 3, 'learning_rate': 0.05466586286870985, 'min_samples_leaf': 22, 'l2_regularization': 0.0008290237734273495, 'max_leaf_nodes': 39}",GB,P_kbar,2.5272708208638583,3.9348480383326714,3.172231526112726,0.7859502008569567,0.6422791417212516,44,opx_liq,raw
"{'n_estimators': 700, 'max_depth': 16, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_features': 0.9617027856430507}",RF,T_C,8.554763574159285,72.08709176381538,56.4623280861004,0.892915091350654,0.11867261342970988,44,opx_liq,alr
"{'n_estimators': 400, 'max_depth': 17, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 0.9913821292378133}",RF,P_kbar,2.2196933853507103e-08,5.236950313640293,4.139668118086449,0.6208458603682172,4.2385229043881535e-09,44,opx_liq,alr
"{'n_estimators': 200, 'max_depth': 39, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_features': 0.925937244061412}",ERT,T_C,15.294852500478717,73.31754978066498,55.46220382508649,0.8892282170521493,0.20861106987664524,44,opx_liq,alr
"{'n_estimators': 800, 'max_depth': 40, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_features': 0.9207149490479796}",ERT,P_kbar,0.2555233726803936,4.715098160052794,3.731163151934429,0.692644936788021,0.0541925881512364,44,opx_liq,alr
"{'n_estimators': 300, 'max_depth': 9, 'learning_rate': 0.044370239327904265, 'subsample': 0.6186102537284777, 'colsample_bytree': 0.8347988374863223, 'reg_alpha': 0.4266519616462753, 'reg_lambda': 0.013001812345396529, 'min_child_weight': 8}",XGB,T_C,9.843708151062476,68.48808424255684,54.16554660288094,0.9033407775914252,0.1437287706311083,44,opx_liq,alr
"{'n_estimators': 600, 'max_depth': 4, 'learning_rate': 0.05520376279413778, 'subsample': 0.8965368530363559, 'colsample_bytree': 0.9369811632028784, 'reg_alpha': 0.13218554366329102, 'reg_lambda': 1.4140951144310965, 'min_child_weight': 2}",XGB,P_kbar,0.17332267561242815,4.302722712151863,3.487846460765924,0.744055611033768,0.04028209280670717,44,opx_liq,alr
"{'max_iter': 600, 'max_depth': 10, 'learning_rate': 0.01303561122512888, 'min_samples_leaf': 18, 'l2_regularization': 0.00016832027985721928, 'max_leaf_nodes': 29}",GB,T_C,31.321198524692,69.7293658028647,52.8882575317138,0.8998053134163668,0.4491823231727317,44,opx_liq,alr
"{'max_iter': 800, 'max_depth': 3, 'learning_rate': 0.029444696740863748, 'min_samples_leaf': 42, 'l2_regularization': 0.0001642303208889874, 'max_leaf_nodes': 47}",GB,P_kbar,3.835562688898576,4.3902927075541145,3.5394945498269017,0.7335315181625456,0.8736462337235401,44,opx_liq,alr
"{'n_estimators': 800, 'max_depth': 20, 'min_samples_split': 3, 'min_samples_leaf': 3, 'max_features': 0.6718327665894177}",RF,T_C,22.022031839158288,72.1013404206197,58.27916523669076,0.8928727545918664,0.3054316564808326,44,opx_liq,pwlr
"{'n_estimators': 600, 'max_depth': 13, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 0.6214287464725687}",RF,P_kbar,0.8448415800026405,4.763618146536091,3.7791752500381186,0.6862868113541152,0.17735291830999825,44,opx_liq,pwlr
"{'n_estimators': 300, 'max_depth': 29, 'min_samples_split': 8, 'min_samples_leaf': 3, 'max_features': 0.94793431026209}",ERT,T_C,25.22514841398382,78.33162658907176,62.29944743465153,0.8735591081504487,0.3220301877084095,44,opx_liq,pwlr
"{'n_estimators': 200, 'max_depth': 19, 'min_samples_split': 6, 'min_samples_leaf': 1, 'max_features': 0.9765770522028188}",ERT,P_kbar,0.5051828115476776,4.534019905911671,3.6058388943755157,0.7157989094904522,0.11142051028249705,44,opx_liq,pwlr
"{'n_estimators': 200, 'max_depth': 4, 'learning_rate': 0.055660389092322814, 'subsample': 0.8352306366245513, 'colsample_bytree': 0.6092767764644771, 'reg_alpha': 0.00020031093636758556, 'reg_lambda': 0.021918881030042102, 'min_child_weight': 9}",XGB,T_C,17.32235438404451,79.81365584487618,65.3509776356456,0.8687293400514369,0.21703496977649792,44,opx_liq,pwlr
"{'n_estimators': 800, 'max_depth': 3, 'learning_rate': 0.015441107302807584, 'subsample': 0.7540912918616595, 'colsample_bytree': 0.8998866913681112, 'reg_alpha': 0.9635564343883989, 'reg_lambda': 7.971774745976854, 'min_child_weight': 2}",XGB,P_kbar,1.6460778328517327,3.9239126230994734,3.1685253149492003,0.7871382878355034,0.41949910483773883,44,opx_liq,pwlr
"{'max_iter': 400, 'max_depth': 9, 'learning_rate': 0.01126423210556121, 'min_samples_leaf': 20, 'l2_regularization': 0.006953511542018146, 'max_leaf_nodes': 22}",GB,T_C,33.35379110780043,78.77454693585112,64.36645292524547,0.872125164309496,0.42340822518422855,44,opx_liq,pwlr
"{'max_iter': 800, 'max_depth': 3, 'learning_rate': 0.030143189993220822, 'min_samples_leaf': 14, 'l2_regularization': 0.1305105585202014, 'max_leaf_nodes': 29}",GB,P_kbar,2.0019157690227907,4.306855177094627,3.5613626427663534,0.7435637414897629,0.46482077680941863,44,opx_liq,pwlr
"{'n_estimators': 600, 'max_depth': 7, 'min_samples_split': 4, 'min_samples_leaf': 2, 'max_features': 0.8327060098896433}",RF,T_C,28.73340970551516,79.40790729585501,51.55456755913778,0.8271732069053194,0.3618456987974925,45,opx_liq,raw
"{'n_estimators': 700, 'max_depth': 19, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 0.6340065654844887}",RF,P_kbar,2.7158667007493504e-08,5.684604274659793,3.29272783769527,0.6888380077135636,4.7775826944644924e-09,45,opx_liq,raw
"{'n_estimators': 800, 'max_depth': 28, 'min_samples_split': 4, 'min_samples_leaf': 2, 'max_features': 0.9762799285983367}",ERT,T_C,14.950714503868442,80.00928136856514,49.87967437276725,0.8245455817188743,0.18686225208044963,45,opx_liq,raw
"{'n_estimators': 800, 'max_depth': 38, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.9667280361382236}",ERT,P_kbar,0.1598795751653447,6.271867810906928,3.7177511900625446,0.621226260500415,0.02549154095488274,45,opx_liq,raw
"{'n_estimators': 800, 'max_depth': 4, 'learning_rate': 0.011006700027444857, 'subsample': 0.7610866841567874, 'colsample_bytree': 0.8940662480571784, 'reg_alpha': 0.0012475769766455479, 'reg_lambda': 0.04330019631637472, 'min_child_weight': 3}",XGB,T_C,17.75885510318941,88.80817407053691,62.088648924334755,0.7838329720541966,0.19996869983031335,45,opx_liq,raw
"{'n_estimators': 800, 'max_depth': 3, 'learning_rate': 0.01863482860663478, 'subsample': 0.656715645474182, 'colsample_bytree': 0.9409679707458907, 'reg_alpha': 0.0006782290125591015, 'reg_lambda': 2.520106803290839, 'min_child_weight': 3}",XGB,P_kbar,1.323870417782131,5.478601195099272,4.0350775812712,0.7109816317925872,0.24164387416378508,45,opx_liq,raw
"{'max_iter': 400, 'max_depth': 4, 'learning_rate': 0.01001391429235529, 'min_samples_leaf': 10, 'l2_regularization': 0.0004305608289370158, 'max_leaf_nodes': 81}",GB,T_C,37.97854753638732,78.19690815708422,51.6631254147822,0.8324043534540801,0.4856783782306956,45,opx_liq,raw
"{'max_iter': 400, 'max_depth': 3, 'learning_rate': 0.05466586286870985, 'min_samples_leaf': 22, 'l2_regularization': 0.0008290237734273495, 'max_leaf_nodes': 39}",GB,P_kbar,2.322558008122609,5.510579487926223,3.986733313297383,0.707597816428327,0.4214725535148118,45,opx_liq,raw
"{'n_estimators': 700, 'max_depth': 16, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_features': 0.9617027856430507}",RF,T_C,8.872254908623043,76.6081327771614,51.99925380332068,0.8391454596612047,0.11581348594451138,45,opx_liq,alr
"{'n_estimators': 400, 'max_depth': 17, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 0.9913821292378133}",RF,P_kbar,3.03342544357108e-08,6.941014305005912,4.101911240066208,0.5360919082481466,4.3702913007733616e-09,45,opx_liq,alr
"{'n_estimators': 200, 'max_depth': 39, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_features': 0.925937244061412}",ERT,T_C,15.737190530272086,82.2947202725122,54.72601987457419,0.8143788254257496,0.19122964970486167,45,opx_liq,alr
"{'n_estimators': 800, 'max_depth': 40, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_features': 0.9207149490479796}",ERT,P_kbar,0.3534573748734497,8.402255009536447,6.043525100996551,0.3202052824992989,0.042066965888595424,45,opx_liq,alr
"{'n_estimators': 300, 'max_depth': 9, 'learning_rate': 0.044370239327904265, 'subsample': 0.6186102537284777, 'colsample_bytree': 0.8347988374863223, 'reg_alpha': 0.4266519616462753, 'reg_lambda': 0.013001812345396529, 'min_child_weight': 8}",XGB,T_C,9.378230708999947,80.9876773454667,57.6317976995246,0.8202282452133138,0.11579824260171719,45,opx_liq,alr
"{'n_estimators': 600, 'max_depth': 4, 'learning_rate': 0.05520376279413778, 'subsample': 0.8965368530363559, 'colsample_bytree': 0.9369811632028784, 'reg_alpha': 0.13218554366329102, 'reg_lambda': 1.4140951144310965, 'min_child_weight': 2}",XGB,P_kbar,0.15409974970911922,5.673161521021268,4.383211563196039,0.6900894462535413,0.027162940652777072,45,opx_liq,alr
"{'max_iter': 600, 'max_depth': 10, 'learning_rate': 0.01303561122512888, 'min_samples_leaf': 18, 'l2_regularization': 0.00016832027985721928, 'max_leaf_nodes': 29}",GB,T_C,31.46731602829604,78.17202479804398,56.78998101877121,0.8325109990802034,0.4025393497173866,45,opx_liq,alr
"{'max_iter': 800, 'max_depth': 3, 'learning_rate': 0.029444696740863748, 'min_samples_leaf': 42, 'l2_regularization': 0.0001642303208889874, 'max_leaf_nodes': 47}",GB,P_kbar,2.9182537737008083,6.493156850509414,4.556331588437284,0.5940263402301627,0.4494352810023155,45,opx_liq,alr
"{'n_estimators': 800, 'max_depth': 20, 'min_samples_split': 3, 'min_samples_leaf': 3, 'max_features': 0.6718327665894177}",RF,T_C,21.66014887690533,80.85819644831876,53.579962875801066,0.8208026140933722,0.2678782093630991,45,opx_liq,pwlr
"{'n_estimators': 600, 'max_depth': 13, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 0.6214287464725687}",RF,P_kbar,0.870021712023781,6.788906637729876,4.696003139006595,0.5562015906398833,0.12815343595809195,45,opx_liq,pwlr
"{'n_estimators': 300, 'max_depth': 29, 'min_samples_split': 8, 'min_samples_leaf': 3, 'max_features': 0.94793431026209}",ERT,T_C,24.55547055888059,83.52516130372942,56.05161346103644,0.8087866475702443,0.29398890317119547,45,opx_liq,pwlr
"{'n_estimators': 200, 'max_depth': 19, 'min_samples_split': 6, 'min_samples_leaf': 1, 'max_features': 0.9765770522028188}",ERT,P_kbar,0.5156287096074426,8.039520383206057,5.919890277383638,0.377633296148139,0.06413675008331983,45,opx_liq,pwlr
"{'n_estimators': 200, 'max_depth': 4, 'learning_rate': 0.055660389092322814, 'subsample': 0.8352306366245513, 'colsample_bytree': 0.6092767764644771, 'reg_alpha': 0.00020031093636758556, 'reg_lambda': 0.021918881030042102, 'min_child_weight': 9}",XGB,T_C,16.148877755760225,86.92039810854283,62.854279970808186,0.7929253274288607,0.1857892750973613,45,opx_liq,pwlr
