target,track,coverage_68,rmse_median
T_C,A_trainfit_leak,1.0,24.062623235172698
T_C,B_oof_honest,0.7230046948356808,73.4146674413249
T_C,C_test,0.7068965517241379,84.59488650795609
P_kbar,A_trainfit_leak,0.9976525821596244,1.633616653678206e-08
P_kbar,B_oof_honest,0.715962441314554,5.900494754495245
P_kbar,C_test,0.7816091954022989,5.415638491212628
