target,iqr_mean,iqr_median,pearson_iqr_vs_absres,spearman_iqr_vs_absres,frac_abs_res_le_halfiqr,n,source,sigma_mean,sigma_median,sigma_p90,n_mc
T_C,127.95906151641586,125.8244444444444,0.0276675561502765,0.1235395990423638,0.6839080459770115,174,tree_IQR,,,,
P_kbar,10.238170856785446,9.99900000000152,0.3967207745528596,0.3286355684351773,0.7586206896551724,174,tree_IQR,,,,
T_C,,,,,,174,analytical_noise,10.67565283667527,9.240813381894815,18.646592708731077,200.0
P_kbar,,,,,,174,analytical_noise,0.9148491719016656,0.5214978373258993,2.106400037606187,200.0
