target,source,mean,median,std,mad,q25,q50,q75,n
T,ArcPL,48.50667027646413,57.02595022203866,52.80140969180632,42.83790205330777,11.784367917365444,57.02595022203866,86.5369827627045,197
T,Test_set,-1.2630886068714455,-9.527777777777942,84.1277504423687,57.336159786188084,-42.99017857142866,-9.527777777777942,27.888888888888914,174
P,ArcPL,1.2388243517259598,1.494873409346476,2.5103243920825986,1.8527774778714277,0.23893929467346586,1.494873409346476,2.755192667464076,197
P,Test_set,-1.0261664180787582,0.0,5.332876199034847,3.559405667041855,-2.9999995231629994,0.0,1.0000002197922164,174
