track,target,feature_set,model_name,rmse_test_mean,rmse_test_std,r2_test_mean,r2_test_std,overfit_ratio_mean
opx_only,P_kbar,alr,XGB,10.71517593990722,2.6972358265376895,0.27282104370309196,0.20672070010855415,0.44312186693217887
opx_only,P_kbar,pwlr,ERT,10.74444125472916,3.052388514963885,0.2719394057220465,0.24522007702514861,0.4707580143793348
opx_only,P_kbar,pwlr,GB,10.649943574532742,2.838251358747262,0.2756316601685074,0.24444746799031217,0.7293715215455205
opx_only,P_kbar,pwlr,RF,10.700503035365262,2.9821065076935427,0.26772248780098423,0.2677885074251054,0.3939788638998985
opx_only,P_kbar,pwlr,XGB,11.230012791338728,2.7082666325180864,0.179739740515064,0.2995002086111946,0.00010917073782871228
opx_only,P_kbar,raw,ERT,11.825523643761006,2.8761576229603607,0.10374122923023874,0.29960635763618826,0.4525400608893159
opx_only,P_kbar,raw,GB,11.11014364288324,2.868945180079123,0.2204242452182838,0.22231679654835615,0.7685115682445879
opx_only,P_kbar,raw,RF,12.016604245070067,2.996379219948302,0.08776505495248385,0.2501467411778503,0.43814625495690035
opx_only,P_kbar,raw,XGB,11.148444289309769,2.903525161423345,0.21868609161090036,0.21318671958315302,0.4420347406623561
opx_only,T_C,alr,ERT,151.94343549394927,22.28629326846859,0.4079951240175398,0.17256393020578037,0.12288939933151184
opx_only,T_C,alr,GB,143.5428935447355,14.891782465588673,0.4774771579253188,0.0990094258981555,0.6731114873681091
opx_only,T_C,alr,RF,146.20622030576686,17.8862125732976,0.45437659943423114,0.13237923834696783,0.2336766876936338
opx_only,T_C,alr,XGB,144.26878319554493,15.921392085262141,0.4706666222488133,0.11232551041732873,0.24767600289207725
opx_only,T_C,pwlr,ERT,142.86923151407007,21.77162033164298,0.47692863646800826,0.15383765726967016,0.1848262296828503
opx_only,T_C,pwlr,GB,141.6757527596582,20.017976370826336,0.48613692947844267,0.14448082310014684,0.3865883207586074
opx_only,T_C,pwlr,RF,139.50774449210417,18.362979371142256,0.5044336375465901,0.12092072695545723,0.08816846069325723
opx_only,T_C,pwlr,XGB,142.97514912734874,19.142798317463228,0.4789582134096436,0.13224713108698885,0.016462089307532485
opx_only,T_C,raw,ERT,146.61858481581538,21.45631202940136,0.4503992629902422,0.15340905460975077,0.32358117561873
opx_only,T_C,raw,GB,146.14840765206833,14.44880637364449,0.4555694081855009,0.11836758455560563,0.5097387177066739
opx_only,T_C,raw,RF,147.06440441104186,18.274621367852955,0.4479313640087015,0.13527291189769128,0.18577626523513324
opx_only,T_C,raw,XGB,144.6698715919725,16.178240496060962,0.4673800056329321,0.11738726131835939,0.4830769224138492
