target,rmse_raw_rf,rmse_piecewise,delta_rmse_point,delta_rmse_boot_median,delta_rmse_ci_lo,delta_rmse_ci_hi,ci_contains_zero,interpretation
T_C,83.8951644860151,83.16640812390906,0.72875636210604,0.7460442905809685,-0.8947140934102737,2.323570898695297,True,NULL: piecewise correction within sampling noise
P_kbar,5.415638491954227,5.689239428334633,-0.27360093638040617,-0.27011210296771715,-0.5287461095033555,-0.062446897349493595,False,SIGNIFICANT: piecewise correction improves over raw RF
