track,target,regime_type,regime,n,v10 best_rmse,Putirka_rmse,Agreda_rmse,v10 best_rmse_lo,Putirka_rmse_lo,Agreda_rmse_lo,v10 best_rmse_hi,Putirka_rmse_hi,Agreda_rmse_hi,winner
cpx_liq,P_kbar,P,shallow_crustal,268,4.967672576540539,4.175800906077506,4.435144988860742,4.242506495481923,3.8953683967773856,3.904468398956462,5.677886911046965,4.4401873418130045,4.950847031087809,Putirka
cpx_liq,P_kbar,P,deep_crustal_MASH,187,2.784559412329695,2.933791957853276,1.9932009132483648,2.3153234135825485,2.608860866629555,1.72707802873926,3.2772400627674174,3.2866254094908864,2.26216830942678,Agreda
cpx_liq,P_kbar,P,lithospheric_mantle,143,4.11860389215064,5.501235725054035,3.151448061856689,3.5778639296079007,4.239912074604493,2.420993463354853,4.6949249019713335,6.626601056277628,3.773984626206212,Agreda
cpx_liq,P_kbar,P,deeper_mantle,56,16.795511549344404,10.233071309415353,29.671270527722537,5.292863486278331,6.157236813045741,16.544636524615022,25.222213444085284,13.95378709244629,41.39551572570402,Putirka
cpx_liq,P_kbar,P,P<5,268,4.967672576540539,4.175800906077506,4.435144988860742,4.242506495481923,3.8953683967773856,3.904468398956462,5.677886911046965,4.4401873418130045,4.950847031087809,Putirka
cpx_liq,P_kbar,P,5<=P<10,46,3.244356465102072,2.637460569454554,2.5369208037349016,2.4587382489422653,2.0123639870193046,1.8097085524858685,4.012691601276655,3.178169196811394,3.2899647844339013,Agreda
cpx_liq,P_kbar,P,10<=P<20,210,2.545372042783224,3.0952735300129435,1.7753988018233355,2.272991595926728,2.7842032163838937,1.527159050732593,2.808236302771528,3.452165141381468,2.002015564281127,Agreda
cpx_liq,P_kbar,P,20<=P<40,115,4.477393051915689,6.060740182556889,4.996241112784183,3.753446385504322,4.829408043685233,3.635414083622859,5.248332653763484,7.191259486722678,6.438269618601238,v10 best
cpx_liq,P_kbar,P,P>=40,15,31.942734324133102,22.488703131935186,56.35364750513998,16.36614503269106,11.390767869195267,36.92315786906844,45.9693153054539,31.166363472327827,74.92269793389947,Putirka
cpx_liq,P_kbar,P,P<20 (Agreda range),524,4.123637303604739,4.099894217688035,3.4479997650689658,3.678688782765957,3.833921650050805,3.0908850206654344,4.558803896646996,4.370643483959449,3.769365157853621,Agreda
cpx_liq,P_kbar,P,ALL,654,6.536933057636693,5.481340246933859,9.314120906172828,4.399255205330501,4.753882630520934,5.852092843616005,8.898435249263336,6.317980969217098,12.861265046923451,Putirka
cpx_only,P_kbar,P,shallow_crustal,236,8.327418509075953,2.8383567577830906,3.8389299211454846,7.080032745903107,2.4986578546335445,3.3223034413826444,9.550351939056144,3.2177088984341435,4.260582442915656,Putirka
cpx_only,P_kbar,P,deep_crustal_MASH,193,3.280432946622577,2.418836282079881,2.346281142555395,2.0477850083145497,2.143681094840586,1.9144910212734865,4.73429817290415,2.6834541804330896,2.7030396677684467,Agreda
cpx_only,P_kbar,P,lithospheric_mantle,213,8.187222258478306,5.970151167791192,4.192096559468732,5.533637180435786,5.158471592973529,3.5465122470554427,10.816814465043365,6.804642595791641,4.8417069372045125,Agreda
cpx_only,P_kbar,P,deeper_mantle,142,18.43202352065768,24.710640246546088,42.12265531200015,14.599275800849725,18.999208186779647,34.28083129819944,22.148193786996597,30.316871105337064,49.78780986558638,v10 best
cpx_only,P_kbar,P,P<5,236,8.327418509075953,2.8383567577830906,3.8389299211454846,7.080032745903107,2.4986578546335445,3.3223034413826444,9.550351939056144,3.2177088984341435,4.260582442915656,Putirka
cpx_only,P_kbar,P,5<=P<10,43,2.526475784274958,3.2671816767178123,2.9562393441710357,1.972404966803319,2.664694121968432,2.3076349769770124,3.014930508403032,3.8475381512192026,3.4443025374550764,v10 best
cpx_only,P_kbar,P,10<=P<20,296,5.540330402049105,4.437749191728137,2.8534069621354443,3.667134498788496,3.6372128279073994,2.316705011359088,7.563186724623665,5.180419883811589,3.417360341084577,Agreda
cpx_only,P_kbar,P,20<=P<40,148,8.268571478971904,7.851887921603431,8.323718988636896,6.011911590778844,6.924089181724511,7.233906318481005,10.249482399719486,8.780589911563704,9.553801097441228,Putirka
cpx_only,P_kbar,P,P>=40,61,27.514593636132524,38.34647699936234,63.20911862079917,21.70204092368474,30.97361154639122,54.50029658151853,32.66824583729015,45.10226777431173,72.75414765454912,v10 best
cpx_only,P_kbar,P,P<20 (Agreda range),575,6.793215762573748,3.872800861998273,3.300547024910901,5.924418768475654,3.414188698282129,2.9776764734098804,7.597119396392028,4.384970751177583,3.633492361494752,Agreda
cpx_only,P_kbar,P,ALL,784,13.38548353994582,11.827069399048248,18.21907694309427,11.537983534679276,9.528170321121683,14.71756961707184,15.312711482363197,13.93209429672486,21.268203567951875,Putirka
