track,target,regime_type,regime,n,v10 best_rmse,Putirka_rmse,v10 best_rmse_lo,Putirka_rmse_lo,v10 best_rmse_hi,Putirka_rmse_hi,winner,Agreda_rmse,Agreda_rmse_lo,Agreda_rmse_hi
cpx_only,T_C,P,deep_crustal_MASH,193,86.66983578919685,120.3353312522283,73.62583184428122,102.38862324958468,101.9258773331632,139.79381208869333,Agreda,64.28579818665631,51.50503372982728,77.62844859828614
cpx_only,T_C,P,lithospheric_mantle,213,134.80640893508917,186.63351458108815,110.74339744041464,157.15246797767858,162.9086031293329,213.46780317423145,Agreda,100.5502617137754,76.6933053830991,122.24646013526102
cpx_only,T_C,P,deeper_mantle,142,165.9916230552162,285.2353481165337,142.54007184627483,233.0022438300224,187.915262768876,329.41109958489795,v10 best,202.59434754923112,163.4355094970278,238.61851428524005
cpx_only,T_C,P,P<5,236,82.18030659436342,118.74673396365768,71.96996513083889,106.63323866390398,92.69405563779657,129.39395502015293,Agreda,67.52487393282607,55.90773970310228,80.33050860546444
cpx_only,T_C,P,5<=P<10,43,85.56792241031437,168.31042082482696,69.5984486745646,139.88424970332036,100.7008821589046,192.92200233502368,Agreda,74.45942904497883,60.54870689910352,89.36806968947336
cpx_only,T_C,P,10<=P<20,296,105.25446624239623,134.3960946651953,89.1200279986088,114.07215344905536,121.80749120999906,154.4174111203882,Agreda,71.79040678954225,54.79344701637535,89.45341297988222
cpx_only,T_C,P,20<=P<40,148,129.30514824811272,171.2969685753769,90.55441000884788,131.72728557052017,177.08934006657597,206.2772779655011,Agreda,108.5953284199316,85.19140110256666,132.33717170204488
cpx_only,T_C,P,P>=40,61,221.6472072602894,436.82456558130025,187.4514250760713,365.3744656328941,254.88349684012863,490.8935858070974,v10 best,293.93108258639194,244.832030946516,350.48567928041746
cpx_only,T_C,P,P<20 (Agreda range),575,96.1366809505148,131.15224154443953,87.01140265643791,119.83915473284348,105.54478178764197,143.52469964953363,Agreda,70.27909348676249,60.95726132073181,79.60084415242953
cpx_only,T_C,P,ALL,784,127.34987708248194,177.91548550553242,114.36633830048802,161.00690604712065,140.5058753923805,192.9344449789779,Agreda,112.11949305453702,98.6822956035653,127.49529745410204
twopx,T_C,P,shallow_crustal,9,72.21633429519592,,27.986959480529364,,109.33792453999835,,v10 best,,,
twopx,T_C,P,deep_crustal_MASH,30,82.74612054508188,,59.6583278454611,,102.3424983874719,,v10 best,,,
twopx,T_C,P,lithospheric_mantle,8,54.92879416965671,,30.763178239272108,,73.825875284818,,v10 best,,,
twopx,T_C,P,deeper_mantle,1,6.560852290954699,,,,,,v10 best,,,
twopx,T_C,P,P<5,9,72.21633429519592,,27.986959480529364,,109.33792453999835,,v10 best,,,
twopx,T_C,P,5<=P<10,4,53.81007676326533,,27.72425191346652,,65.22190875271036,,v10 best,,,
twopx,T_C,P,10<=P<20,33,80.39675159908465,,60.15983897390287,,99.93938876835196,,v10 best,,,
twopx,T_C,P,20<=P<40,2,4.796856611604392,,,,,,v10 best,,,
twopx,T_C,P,P<20 (Agreda range),46,78.90545459078703,,63.15220963866605,,93.4232353812698,,v10 best,,,
twopx,T_C,P,ALL,48,79.53579684431216,,65.18850553792056,,93.30557967349657,,v10 best,,,
universal,T_C,P,shallow_crustal,318,62.5019011136752,,54.79445302657773,,70.30395852629671,,v10 best,,,
universal,T_C,P,deep_crustal_MASH,286,76.93229862835648,,63.9247957607065,,89.50044073681732,,v10 best,,,
universal,T_C,P,lithospheric_mantle,272,95.73736750079952,,83.91359472726396,,106.59035726310948,,v10 best,,,
universal,T_C,P,deeper_mantle,129,314.3484718205363,,271.2508727134383,,352.2420800247211,,v10 best,,,
universal,T_C,P,P<5,318,62.5019011136752,,54.79445302657773,,70.30395852629671,,v10 best,,,
universal,T_C,P,5<=P<10,106,63.37456567811344,,48.90172288398915,,78.32661309207555,,v10 best,,,
universal,T_C,P,10<=P<20,278,82.8352464846297,,65.79389347247657,,97.99019973423582,,v10 best,,,
universal,T_C,P,20<=P<40,213,100.4903028470112,,89.57658193966637,,112.335086232258,,v10 best,,,
universal,T_C,P,P>=40,90,363.9094591842892,,310.53813323291416,,414.0139637805791,,v10 best,,,
universal,T_C,P,P<20 (Agreda range),702,73.77838559636922,,65.67285144411245,,83.12470945634155,,v10 best,,,
universal,T_C,P,ALL,1005,143.70943987497077,,127.78321050282295,,159.81075198435448,,v10 best,,,
