Experiment,Index,Number of analyses,SiO2 value,SiO2 error,TiO2 value,TiO2 error,Al2O3 value,Al2O3 error,Fe2O3 value,Fe2O3 error,Cr2O3 value,Cr2O3 error,FeO value,FeO error,MnO value,MnO error,MgO value,MgO error,NiO value,NiO error,CoO value,CoO error,CaO value,CaO error,Na2O value,Na2O error,K2O value,K2O error,P2O5 value,P2O5 error,H2O value,H2O error,CO2 value,CO2 error,CO2 method,CO2 units,CO2 standard,SrO value,SrO error,BaO value,BaO error,Li2O value,Li2O error,Li2O method,Li2O units,Li2O standard,ZrO2 value,ZrO2 error,Rb2O value,Rb2O error,Rb2O method,Rb2O units,Rb2O standard,F value,F error,S value,S error,Cl value,Cl error,LOI value,LOI error,LOI method,LOI units,LOI standard,H2OP value,H2OP error,H2OP method,H2OP units,H2OP standard,H2OM value,H2OM error,H2OM method,H2OM units,H2OM standard,P value,P error,SO3 value,SO3 error,SO3 method,SO3 units,SO3 standard,REE_oxide value,REE_oxide error,total value,total error,total method,total units,total standard,V2O3 value,V2O3 error,F2O value,F2O error,F2O method,F2O units,F2O standard,C value,C error,volatiles value,volatiles error,volatiles method,volatiles units,volatiles standard,T_C,P_GPa,P_kbar,SiO2,TiO2,Al2O3,Cr2O3,Fe2O3,FeO,MnO,MgO,CaO,Na2O,K2O,FeO_total,Fe3_FeT,FeO_calc,Fe2O3_calc,oxide_total,SiO2_cat,TiO2_cat,Al2O3_cat,Cr2O3_cat,FeO_cat,MnO_cat,MgO_cat,CaO_cat,Na2O_cat,K2O_cat,cation_sum,En_frac,Fs_frac,Wo_frac,Wo,liq_SiO2,liq_TiO2,liq_Al2O3,liq_FeO,liq_MgO,liq_CaO,liq_Na2O,liq_K2O,H2O_Liq,FeMg_opx,FeMg_liq,KD_FeMg,Citation,Label,Spatial,SiO2 method,SiO2 units,SiO2 standard,TiO2 method,TiO2 units,TiO2 standard,Al2O3 method,Al2O3 units,Al2O3 standard,Fe2O3 method,Fe2O3 units,Fe2O3 standard,Cr2O3 method,Cr2O3 units,Cr2O3 standard,FeO method,FeO units,FeO standard,MnO method,MnO units,MnO standard,MgO method,MgO units,MgO standard,NiO method,NiO units,NiO standard,CoO method,CoO units,CoO standard,CaO method,CaO units,CaO standard,Na2O method,Na2O units,Na2O standard,K2O method,K2O units,K2O standard,P2O5 method,P2O5 units,P2O5 standard,H2O method,H2O units,H2O standard,SrO method,SrO units,SrO standard,BaO method,BaO units,BaO standard,ZrO2 method,ZrO2 units,ZrO2 standard,F method,F units,F standard,S method,S units,S standard,Cl method,Cl units,Cl standard,P method,P units,P standard,REE_oxide method,REE_oxide units,REE_oxide standard,V2O3 method,V2O3 units,V2O3 standard,C method,C units,C standard,DOI,H2O_Liq_Method,is_vbd,opx_liq_pair,Mg_num,Al_IV,Al_VI,MgTs,liq_Mg_num
85-41-7,2474.0,,55.299999237061,0.059999998658895,0.21999999880791,0.059999998658895,1.2699999809265,0.070000000298023,,,0.17000000178814,0.50999999046326,11.199999809265,0.03999999910593,0.21999999880791,0.029999999329448,29.39999961853,0.03999999910593,,,,,2.289999961853,0.25999999046326,0.019999999552965,0.019999999552965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1120.0,9.9999997473788e-05,0.00099999997473788,55.299999237061,0.21999999880791,1.2699999809265,0.17000000178814,0.0,11.199999809265,0.21999999880791,29.39999961853,2.289999961853,0.019999999552965,0.0,11.199999809265,0.15,9.51999983787525,1.8670953415123683,100.08999860659242,1.9606163229088418,0.005867959000667336,0.053067172697166175,0.004765299844652181,0.33208850051267985,0.006606572219677989,1.5539087090581538,0.08699154206480592,0.0013748070258740583,0.0,4.005286885332519,78.75912661792614,16.831748292400203,4.409125089673649,4.409125089673649,63.099998474121,1.1599999666214,14.5,5.9800000190735,3.4900000095367,6.5500001907349,3.7999999523163,1.4700000286102,,0.21371171844063053,0.9612434714491151,0.22232839523835837,"Grove, T.L., Elkins-Tanton, L.T., Parman, S.W., Chatterjee, N., Müntener, O., Gaetani, G.A. (2003) Fractional crystallization and mantle-melting controls on calc-alkaline differentiation trends. Contributions to Mineralogy and Petrology 145 515-533",Orthopyroxene 1,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,,,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1007/s00410-003-0448-z,,False,False,82.39188802467804,0.0393836770911582,0.013683495606007977,0.013683495606007977,50.9880601035793
85-41-7B,2476.0,,55.5,0.029999999329448,0.18999999761581,0.019999999552965,1.6399999856949,0.070000000298023,,,0.25999999046326,0.18000000715256,11.5,0.03999999910593,0.23000000417232,0.019999999552965,30.0,0.03999999910593,,,,,1.3700000047684,0.079999998211861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1020.0,0.20000000298023,2.0000000298022997,55.5,0.18999999761581,1.6399999856949,0.25999999046326,0.0,11.5,0.23000000417232,30.0,1.3700000047684,0.0,0.0,11.5,0.15,9.775,1.9171068565224654,100.68999998271468,1.9531146978295504,0.005030200131627523,0.06801948763786606,0.007234056814310602,0.3384550034334886,0.006855649860518425,1.5738622080886708,0.05165702601670179,0.0,0.0,4.004228329812734,80.13660148928145,17.233169201731528,2.630229308987036,2.630229308987036,61.700000762939,0.69999998807907,18.39999961853,4.1799998283386,3.0699999332428,6.3299999237061,4.1300001144409,1.0900000333786,,0.215047417552846,0.7638279461850541,0.2815390804001115,"Grove, T.L., Elkins-Tanton, L.T., Parman, S.W., Chatterjee, N., Müntener, O., Gaetani, G.A. (2003) Fractional crystallization and mantle-melting controls on calc-alkaline differentiation trends. Contributions to Mineralogy and Petrology 145 515-533",Orthopyroxene 1,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,,,,EMP,wt%,Not Specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1007/s00410-003-0448-z,,False,True,82.30131479263912,0.046885302170449616,0.02113418546741644,0.02113418546741644,56.69487220467726
85-41-8,2471.0,,56.200000762939,0.03999999910593,0.15999999642372,0.050000000745058,1.1399999856949,0.10000000149012,,,0.20999999344349,0.25999999046326,9.7399997711182,0.63999998569489,0.20999999344349,0.03999999910593,30.700000762939,0.070000000298023,,,,,2.3800001144409,0.21999999880791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1160.0,9.9999997473788e-05,0.00099999997473788,56.200000762939,0.15999999642372,1.1399999856949,0.20999999344349,0.0,9.7399997711182,0.20999999344349,30.700000762939,2.3800001144409,0.0,0.0,9.7399997711182,0.15,8.27899980545047,1.623706116846778,100.7400013804427,1.9656604347853963,0.004210067425944716,0.04699284813604805,0.0058071798171103264,0.28490459562878656,0.00622124744775363,1.6007416618082655,0.08919144876277536,0.0,0.0,4.00372948381208,81.05687149799091,14.426734649351381,4.516393852657702,4.516393852657702,60.0,0.93000000715256,14.89999961853,5.7699999809265,4.6599998474121,7.8000001907349,3.4300000667572,2.3399999141693,,0.17798287033208487,0.6946204343019069,0.2562303979884461,"Grove, T.L., Elkins-Tanton, L.T., Parman, S.W., Chatterjee, N., Müntener, O., Gaetani, G.A. (2003) Fractional crystallization and mantle-melting controls on calc-alkaline differentiation trends. Contributions to Mineralogy and Petrology 145 515-533",Orthopyroxene 1,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,,,,EMP,wt%,Not Specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1007/s00410-003-0448-z,,False,True,84.89087788841023,0.034339565214603684,0.012653282921444367,0.012653282921444367,59.01026446739069
85-41-8B,2477.0,,55.400001525879,0.059999998658895,0.25,0.059999998658895,1.2799999713898,0.029999999329448,,,0.12999999523163,0.36000001430512,13.0,0.029999999329448,0.23000000417232,0.019999999552965,28.0,0.03999999910593,,,,,2.039999961853,0.20000000298023,0.029999999329448,0.019999999552965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,980.0,0.20000000298023,2.0000000298022997,55.400001525879,0.25,1.2799999713898,0.12999999523163,0.0,13.0,0.23000000417232,28.0,2.039999961853,0.029999999329448,0.0,13.0,0.15,11.049999999999999,2.1671642725906133,100.36000145785519,1.9713377862905155,0.0066924969523145745,0.0536804288343594,0.003657366008735015,0.38686813099026923,0.006932105016938141,1.4853198615144463,0.07777777136873723,0.0020697447186169052,0.0,3.9943356916949324,76.17158665206388,19.839739658904893,3.988673689031229,3.988673689031229,62.700000762939,0.88999998569489,17.700000762939,4.210000038147,2.5899999141693,5.3899998664856,4.5999999046326,1.460000038147,,0.26046115790562097,0.9118848407958899,0.28562944162805837,"Grove, T.L., Elkins-Tanton, L.T., Parman, S.W., Chatterjee, N., Müntener, O., Gaetani, G.A. (2003) Fractional crystallization and mantle-melting controls on calc-alkaline differentiation trends. Contributions to Mineralogy and Petrology 145 515-533",Orthopyroxene 1,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,,,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1007/s00410-003-0448-z,,False,True,79.33604250539521,0.02866221370948452,0.025018215124874885,0.025018215124874885,52.304405509262494
85-41-9,2478.0,,54.599998474121,0.03999999910593,0.23999999463558,0.019999999552965,1.4900000095367,0.0099999997764826,,,0.070000000298023,0.20999999344349,15.0,0.03999999910593,0.28000000119209,0.050000000745058,27.200000762939,0.029999999329448,,,,,1.3300000429153,0.090000003576279,0.079999998211861,0.050000000745058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,940.0,0.20000000298023,2.0000000298022997,54.599998474121,0.23999999463558,1.4900000095367,0.070000000298023,0.0,15.0,0.28000000119209,27.200000762939,1.3300000429153,0.079999998211861,0.0,15.0,0.15,12.75,2.500574160681477,100.28999928384955,1.9603665212883354,0.006482653099109993,0.0630500832897461,0.0019870852815601393,0.45040607425984946,0.008515079350531413,1.4558755416569287,0.05116469236648516,0.005569021468707414,0.0,4.003416752061254,74.37626950461662,23.009881413036993,2.6138490823463796,2.6138490823463796,65.599998474121,0.46999999880791,17.60000038147,3.5499999523163,1.75,4.6300001144409,4.6999998092651,1.5,,0.3093712761650239,1.138014890024865,0.2718516944521388,"Grove, T.L., Elkins-Tanton, L.T., Parman, S.W., Chatterjee, N., Müntener, O., Gaetani, G.A. (2003) Fractional crystallization and mantle-melting controls on calc-alkaline differentiation trends. Contributions to Mineralogy and Petrology 145 515-533",Orthopyroxene 1,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,,,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1007/s00410-003-0448-z,,False,True,76.3725322376758,0.03963347871166456,0.023416604578081535,0.023416604578081535,46.772359007676044
87-14-78,4840.0,,54.0,0.20000000298023,0.40000000596046,0.10000000149012,1.6000000238419,0.40000000596046,,,,,15.0,0.30000001192093,0.30000001192093,0.0099999997764826,27.39999961853,0.20000000298023,,,,,1.3400000333786,0.079999998211861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1115.0,9.9999997473788e-05,0.00099999997473788,54.0,0.40000000596046,1.6000000238419,0.0,0.0,15.0,0.30000001192093,27.39999961853,1.3400000333786,0.0,0.0,15.0,0.15,12.75,2.500574160681477,100.03999969363188,1.945805178248969,0.010843325539911824,0.06794857151817894,0.0,0.4520278440088984,0.009156149742852213,1.4718611394334695,0.051735001959749664,0.0,0.0,4.00937721045203,74.50107663751044,22.88025693901934,2.618666423470231,2.618666423470231,58.299999237061,1.8999999761581,15.89999961853,8.6999998092651,4.1999998092651,5.6999998092651,3.4000000953674,1.8799999952316,,0.30711310455746343,1.1620575010289433,0.26428391390747036,"Dunn, T., Sen, C. (1994) Mineral / matrix partition coefficients for orthopyroxene, plagioclase, and olivine in basaltic to andesitic systems: A combined analytical and experimental study. Geochimica et Cosmochimica Acta 58 717-733",Orthopyroxene 1,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,,,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,,,,EMP,wt%,Not Specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1016/0016-7037(94)90501-0,,False,True,76.50447360012969,0.054194821751031075,0.013753749767147869,0.013753749767147869,46.25223887542725
87-14-87,4841.0,,53.799999237061,0.10000000149012,0.43000000715256,0.070000000298023,1.5,0.20000000298023,,,,,16.799999237061,1.1000000238419,0.38999998569488,0.070000000298023,25.200000762939,0.89999997615814,,,,,1.5,0.20000000298023,0.079999998211861,0.019999999552965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100.0,9.9999997473788e-05,0.00099999997473788,53.799999237061,0.43000000715256,1.5,0.0,0.0,16.799999237061,0.38999998569488,25.200000762939,1.5,0.079999998211861,0.0,16.799999237061,0.15,14.279999351501852,2.800642932777551,99.6999992281203,1.961936903848274,0.011796906389350643,0.06446867920223436,0.0,0.5123660699446738,0.012046291761339874,1.3699793090720793,0.0586095101390857,0.005656359608439024,0.0,3.9968600299654766,70.58274855980355,26.397628961253826,3.0196224789426287,3.0196224789426287,58.0,1.9500000476837,14.800000190735,9.0,3.5699999332428,5.1999998092651,3.6500000953674,2.0199999809265,,0.37399548048044023,1.4142687571553667,0.2644444194840927,"Dunn, T., Sen, C. (1994) Mineral / matrix partition coefficients for orthopyroxene, plagioclase, and olivine in basaltic to andesitic systems: A combined analytical and experimental study. Geochimica et Cosmochimica Acta 58 717-733",Orthopyroxene 1,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,,,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,,,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1016/0016-7037(94)90501-0,,False,True,72.78044318241379,0.038063096151726095,0.02640558305050826,0.02640558305050826,41.42040926621023
87-41-87,4856.0,,55.200000762939,0.40000000596046,0.37999999523163,0.019999999552965,0.89999997615814,0.20000000298023,,,,,15.0,0.10000000149012,0.40000000596046,0.029999999329448,26.700000762939,0.10000000149012,,,,,2.0,0.10000000149012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100.0,9.9999997473788e-05,0.00099999997473788,55.200000762939,0.37999999523163,0.89999997615814,0.0,0.0,15.0,0.40000000596046,26.700000762939,2.0,0.0,0.0,15.0,0.15,12.75,2.500574160681477,100.58000150322823,1.9785799731740554,0.010246959506327712,0.038019970012774004,0.0,0.44964950276131593,0.012143966000915347,1.4267125655781159,0.07681014527972604,0.0,0.0,3.99216308231323,73.04591759138683,23.021498034120178,3.9325843744930005,3.9325843744930005,59.599998474121,1.9700000286102,14.5,7.6999998092651,3.3399999141693,5.7399997711182,4.0300002098083,2.0599999427795,,0.3151647455905838,1.2933078235032396,0.24368888818509055,"Dunn, T., Sen, C. (1994) Mineral / matrix partition coefficients for orthopyroxene, plagioclase, and olivine in basaltic to andesitic systems: A combined analytical and experimental study. Geochimica et Cosmochimica Acta 58 717-733",Orthopyroxene 1,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,,,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,,,,EMP,wt%,Not Specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1016/0016-7037(94)90501-0,,False,True,76.03610143540938,0.02142002682594457,0.016599943186829433,0.016599943186829433,43.60513620332083
87-49-87,4861.0,,53.299999237061,0.30000001192093,0.34999999403954,0.0099999997764826,0.83999997377396,0.30000001192093,,,,,20.10000038147,0.80000001192093,0.51999998092651,0.019999999552965,23.10000038147,0.5,,,,,1.6000000238419,0.10000000149012,0.10000000149012,0.30000001192093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100.0,9.9999997473788e-05,0.00099999997473788,53.299999237061,0.34999999403954,0.83999997377396,0.0,0.0,20.10000038147,0.51999998092651,23.10000038147,1.6000000238419,0.10000000149012,0.0,20.10000038147,0.15,17.0850003242495,3.350769438906114,99.90999997407303,1.9727346821843366,0.009745551428299951,0.03664169002626871,0.0,0.6221654295349345,0.016301622221759487,1.2745713479491994,0.0634505705859161,0.007176054887031215,0.0,4.002786948817746,65.02293513954723,31.74010025865653,3.236964601796247,3.236964601796247,61.099998474121,1.5,15.199999809265,7.0999999046326,3.0199999809265,5.0,3.5999999046326,2.579999923706,,0.48813699643884684,1.3188914371665241,0.3701115821083417,"Dunn, T., Sen, C. (1994) Mineral / matrix partition coefficients for orthopyroxene, plagioclase, and olivine in basaltic to andesitic systems: A combined analytical and experimental study. Geochimica et Cosmochimica Acta 58 717-733",Orthopyroxene 1,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,,,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,,,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1016/0016-7037(94)90501-0,,False,False,67.1981143129314,0.027265317815663437,0.00937637221060527,0.00937637221060527,43.12405419125225
87-7-78,4834.0,,53.200000762939,0.20000000298023,0.40000000596046,0.20000000298023,0.89999997615814,0.20000000298023,,,,,18.200000762939,0.5,0.41999998688698,0.090000003576279,24.39999961853,0.10000000149012,,,,,1.8200000524521,0.050000000745058,0.059999998658895,0.050000000745058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1115.0,9.9999997473788e-05,0.00099999997473788,53.200000762939,0.40000000596046,0.89999997615814,0.0,0.0,18.200000762939,0.41999998688698,24.39999961853,1.8200000524521,0.059999998658895,0.0,18.200000762939,0.15,15.470000648498148,3.034030108812561,99.40000116452458,1.963672779192489,0.011107450405283726,0.039152069792088344,0.0,0.5618200328583212,0.013130848116078911,1.3426350740821031,0.07197852579830796,0.004293910523020985,0.0,4.007790690767694,67.93221142577005,28.425949829633822,3.6418387445961313,3.6418387445961313,61.200000762939,1.3500000238419,15.89999961853,7.0,3.2999999523163,5.5,3.5,2.4300000667572,,0.41844581875116826,1.1899857269734193,0.3516393594194051,"Dunn, T., Sen, C. (1994) Mineral / matrix partition coefficients for orthopyroxene, plagioclase, and olivine in basaltic to andesitic systems: A combined analytical and experimental study. Geochimica et Cosmochimica Acta 58 717-733",Orthopyroxene 1,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,,,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,,,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1016/0016-7037(94)90501-0,,False,False,70.49969669482493,0.03632722080751094,0.0028248489845774036,0.0028248489845774036,45.66239805507816
87-7-87,4835.0,,54.900001525879,0.20000000298023,0.38999998569488,0.059999998658895,1.2999999523163,0.20000000298023,,,,,14.0,0.30000001192093,0.34999999403954,0.079999998211861,27.299999237061,0.10000000149012,,,,,1.7000000476837,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100.0,9.9999997473788e-05,0.00099999997473788,54.900001525879,0.38999998569488,1.2999999523163,0.0,0.0,14.0,0.34999999403954,27.299999237061,1.7000000476837,0.0,0.0,14.0,0.15,11.9,2.333869216636045,99.94000074267441,1.969985810452041,0.010528154176343162,0.05497798579508143,0.0,0.42013330492620354,0.010637627981549515,1.4603739037162768,0.06536025542657979,0.0,0.0,3.9919970424740754,75.05001911396609,21.591054513427682,3.358926372606234,3.358926372606234,60.799999237061,1.3999999761581,15.10000038147,6.9000000953674,3.2000000476837,5.0,4.0,2.3800001144409,,0.28768886095339835,1.209641722428595,0.2378298099505084,"Dunn, T., Sen, C. (1994) Mineral / matrix partition coefficients for orthopyroxene, plagioclase, and olivine in basaltic to andesitic systems: A combined analytical and experimental study. Geochimica et Cosmochimica Acta 58 717-733",Orthopyroxene 1,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,,,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,,,,EMP,wt%,Not Specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1016/0016-7037(94)90501-0,,False,True,77.65851133165857,0.03001418954795909,0.02496379624712234,0.02496379624712234,45.25620555810785
874,3996.0,,54.099998474121,0.20000000298023,0.31999999284744,0.10999999940395,1.0900000333786,0.14000000059605,,,,,14.89999961853,0.5,0.89999997615814,0.03999999910593,26.200000762939,0.30000001192093,,,,,2.1600000858307,0.019999999552965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1083.0,9.9999997473788e-05,0.00099999997473788,54.099998474121,0.31999999284744,1.0900000333786,0.0,0.0,14.89999961853,0.89999997615814,26.200000762939,2.1600000858307,0.0,0.0,14.89999961853,0.15,12.664999675750499,2.4839036026839985,99.66999894380488,1.9648397196694007,0.008743327543698479,0.04665639017065395,0.0,0.4525686500654709,0.027685883920026483,1.418540917072451,0.0840538692598723,0.0,0.0,4.0030887577015735,72.55357228273355,23.147356463421104,4.299071253845341,4.299071253845341,65.800003051758,1.1599999666214,14.89999961853,4.3099999427795,1.7200000286102,3.6400001049042,3.7599999904633,3.9900000095367,,0.3190381360302745,1.4057447046468676,0.2269531124503997,"Baker, R.B., Eggler, D.H. (1987) Compositions of anhydrous and hydrous melts coexisting with plagioclase, augite, and olivine or low-Ca pyrxene from 1 atm to 8 kbar: Application to the Aleutian volcanic center of Atka. American Mineralogist 72 12-28",Orthopyroxene 1,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,,,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,,,,EMP,wt%,Not Specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,75.81281940866099,0.03516028033059926,0.01149610984005469,0.01149610984005469,41.56717036801239
886,3997.0,,54.200000762939,0.89999997615814,0.36000001430512,0.15999999642372,1.2999999523163,0.14000000059605,,,,,14.5,0.89999997615814,0.74000000953674,0.17000000178814,25.89999961853,0.69999998807907,,,,,2.1600000858307,0.20999999344349,0.20999999344349,0.070000000298023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1229.0,0.20005000297896688,2.0005000297896687,54.200000762939,0.36000001430512,1.2999999523163,0.0,0.0,14.5,0.74000000953674,25.89999961853,2.1600000858307,0.20999999344349,0.0,14.5,0.15,12.325,2.4172216886587607,99.37000043690136,1.969452322084792,0.00984114431533605,0.05567295356807628,0.0,0.44063857530531175,0.02277529043696433,1.4029966171807968,0.08409574319831178,0.014794821452490448,0.0,4.00026746754208,72.7796909418107,22.8578878487971,4.3624212093921955,4.3624212093921955,64.199996948242,1.2300000190735,14.89999961853,4.2699999809265,1.3999999761581,3.6099998950958,3.6400001049042,4.4800000190735,,0.3140695921211398,1.7110294741988568,0.18355592165833048,"Baker, R.B., Eggler, D.H. (1987) Compositions of anhydrous and hydrous melts coexisting with plagioclase, augite, and olivine or low-Ca pyrxene from 1 atm to 8 kbar: Application to the Aleutian volcanic center of Atka. American Mineralogist 72 12-28",Orthopyroxene 1,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,,,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,,,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1086/629064,,False,False,76.09947037780731,0.03054767791520807,0.025125275652868206,0.025125275652868206,36.88635662271848
