Experiment,Index,Number of analyses,SiO2 value,SiO2 error,TiO2 value,TiO2 error,Al2O3 value,Al2O3 error,Fe2O3 value,Fe2O3 error,Cr2O3 value,Cr2O3 error,FeO value,FeO error,MnO value,MnO error,MgO value,MgO error,NiO value,NiO error,CoO value,CoO error,CaO value,CaO error,Na2O value,Na2O error,K2O value,K2O error,P2O5 value,P2O5 error,H2O value,H2O error,CO2 value,CO2 error,CO2 method,CO2 units,CO2 standard,SrO value,SrO error,BaO value,BaO error,Li2O value,Li2O error,Li2O method,Li2O units,Li2O standard,ZrO2 value,ZrO2 error,Rb2O value,Rb2O error,Rb2O method,Rb2O units,Rb2O standard,F value,F error,S value,S error,Cl value,Cl error,LOI value,LOI error,LOI method,LOI units,LOI standard,H2OP value,H2OP error,H2OP method,H2OP units,H2OP standard,H2OM value,H2OM error,H2OM method,H2OM units,H2OM standard,P value,P error,SO3 value,SO3 error,SO3 method,SO3 units,SO3 standard,REE_oxide value,REE_oxide error,total value,total error,total method,total units,total standard,V2O3 value,V2O3 error,F2O value,F2O error,F2O method,F2O units,F2O standard,C value,C error,volatiles value,volatiles error,volatiles method,volatiles units,volatiles standard,T_C,P_GPa,P_kbar,SiO2,TiO2,Al2O3,Cr2O3,Fe2O3,FeO,MnO,MgO,CaO,Na2O,K2O,FeO_total,Fe3_FeT,FeO_calc,Fe2O3_calc,oxide_total,SiO2_cat,TiO2_cat,Al2O3_cat,Cr2O3_cat,FeO_cat,MnO_cat,MgO_cat,CaO_cat,Na2O_cat,K2O_cat,cation_sum,En_frac,Fs_frac,Wo_frac,Wo,liq_SiO2,liq_TiO2,liq_Al2O3,liq_FeO,liq_MgO,liq_CaO,liq_Na2O,liq_K2O,H2O_Liq,FeMg_opx,FeMg_liq,KD_FeMg,Citation,Label,Spatial,SiO2 method,SiO2 units,SiO2 standard,TiO2 method,TiO2 units,TiO2 standard,Al2O3 method,Al2O3 units,Al2O3 standard,Fe2O3 method,Fe2O3 units,Fe2O3 standard,Cr2O3 method,Cr2O3 units,Cr2O3 standard,FeO method,FeO units,FeO standard,MnO method,MnO units,MnO standard,MgO method,MgO units,MgO standard,NiO method,NiO units,NiO standard,CoO method,CoO units,CoO standard,CaO method,CaO units,CaO standard,Na2O method,Na2O units,Na2O standard,K2O method,K2O units,K2O standard,P2O5 method,P2O5 units,P2O5 standard,H2O method,H2O units,H2O standard,SrO method,SrO units,SrO standard,BaO method,BaO units,BaO standard,ZrO2 method,ZrO2 units,ZrO2 standard,F method,F units,F standard,S method,S units,S standard,Cl method,Cl units,Cl standard,P method,P units,P standard,REE_oxide method,REE_oxide units,REE_oxide standard,V2O3 method,V2O3 units,V2O3 standard,C method,C units,C standard,DOI,H2O_Liq_Method,is_vbd,opx_liq_pair,Mg_num,Al_IV,Al_VI,MgTs,liq_Mg_num
Z-342-37,95.0,,54.040000915527,,0.25999999046326,,1.4800000190735,,,,0.23000000417232,,12.180000305176,,0.21999999880791,,28.690000534058,,,,,,1.2400000095367,,0.0099999997764826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,975.0,0.15099999308586,1.5099999308586,54.040000915527,0.25999999046326,1.4800000190735,0.23000000417232,0.0,12.180000305176,0.21999999880791,28.690000534058,1.2400000095367,0.0099999997764826,0.0,12.180000305176,0.15,10.3530002593996,2.030466269347707,98.35000177659117,1.9551197229131891,0.007076658606361959,0.06310655563779839,0.006578996738906623,0.36853067409819407,0.006741657845004823,1.547388100339828,0.04806774663226133,0.0007014589611042988,0.0,4.003311571772649,78.78812220648905,18.76441972205398,2.447458071456956,2.447458071456956,59.119998931885,0.74000000953674,17.260000228882,2.4400000572205,2.0599999427795,4.3400001525879,4.6399998664856,1.9099999666214,4.5300002098083,0.23816305296470847,0.6644774914002487,0.3584215508381317,"Blatter, D.L., Carmichael, I.S.E. (2001) Hydrous phase equilibria of a Mexican high-silica andesite: A candidate for a mantle origin?. Geochimica et Cosmochimica Acta 65 4043-4065",Orthopyroxene 1,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,,,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1016/S0016-7037(01)00708-6,EMP,False,False,80.76480699416436,0.04488027708681086,0.018226278550987532,0.018226278550987532,60.07891396348927
Z-348-01,110.0,,54.029998779297,,0.20999999344349,,1.5499999523163,,,,0.10000000149012,,10.869999885559,,0.25999999046326,,30.870000839233,,,,,,1.0099999904633,,0.029999999329448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,950.0,0.20900000631809,2.0900000631809,54.029998779297,0.20999999344349,1.5499999523163,0.10000000149012,0.0,10.869999885559,0.25999999046326,30.870000839233,1.0099999904633,0.029999999329448,0.0,10.869999885559,0.15,9.23949990272515,1.812082722695963,98.92999943159492,1.9333599896763762,0.005653194839291874,0.0653678499691945,0.002829121463875658,0.325293692104558,0.007880197835391416,1.6467402380569538,0.03872337521934829,0.002081341205613683,0.0,4.027929000370603,81.89651897074882,16.177670534084854,1.9258104951663295,1.9258104951663295,60.430000305176,0.61000001430511,16.729999542236,2.0699999332428,2.1400001049042,4.6300001144409,4.0300002098083,1.9800000190735,5.4499998092651,0.1975379507871766,0.542642972153973,0.36402931747750694,"Blatter, D.L., Carmichael, I.S.E. (2001) Hydrous phase equilibria of a Mexican high-silica andesite: A candidate for a mantle origin?. Geochimica et Cosmochimica Acta 65 4043-4065",Orthopyroxene 1,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,,,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1016/S0016-7037(01)00708-6,EMP,False,False,83.50466048634792,0.06664001032362377,0.0,0.0,64.82381328997418
Z-348-02,109.0,,56.669998168945,,0.15999999642372,,0.69999998807907,,,,0.23000000417232,,8.6999998092651,,0.21999999880791,,31.85000038147,,,,,,1.6299999952316,,0.019999999552965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000.0,0.21170000731945,2.1170000731945,56.669998168945,0.15999999642372,0.69999998807907,0.23000000417232,0.0,8.6999998092651,0.21999999880791,31.85000038147,1.6299999952316,0.019999999552965,0.0,8.6999998092651,0.15,7.394999837875334,1.4503329813988055,100.17999834194768,1.9791600726742102,0.004203824712935559,0.028812470750710868,0.006350813866636606,0.2541062216924482,0.006507833310355403,1.6582417737940895,0.060994319619036466,0.0013542597675152528,0.0,3.9997315901879382,84.03213984216282,12.87694586728879,3.0909142905483815,3.0909142905483815,59.409999847412,0.60000002384186,15.720000267029,2.9400000572205,3.0499999523163,5.2399997711182,3.8699998855591,1.8300000429153,5.4499998092651,0.15323834298966438,0.5407607382422688,0.2833754970594987,"Blatter, D.L., Carmichael, I.S.E. (2001) Hydrous phase equilibria of a Mexican high-silica andesite: A candidate for a mantle origin?. Geochimica et Cosmochimica Acta 65 4043-4065",Orthopyroxene 1,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,,,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1016/S0016-7037(01)00708-6,EMP,False,True,86.71234407690538,0.020839927325789764,0.007972543424921104,0.007972543424921104,64.90300376817885
Z-348-05,111.0,,54.959999084473,,0.15000000596046,,1.2300000190735,,,,0.46999999880791,,9.4399995803833,,0.28000000119209,,30.489999771118,,,,,,1.8400000333786,,0.029999999329448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1050.0,0.093800000846386,0.93800000846386,54.959999084473,0.15000000596046,1.2300000190735,0.46999999880791,0.0,9.4399995803833,0.28000000119209,30.489999771118,1.8400000333786,0.029999999329448,0.0,9.4399995803833,0.15,8.023999643325805,1.5736946018366977,98.88999849371629,1.9574550817197858,0.004019141237429061,0.05163033621848278,0.013234781115832399,0.2811806278886406,0.00844674028601982,1.6188745532910784,0.07021614541088976,0.0020716224149384182,0.0,4.007129029583097,82.16505673319656,14.2711627629074,3.563780503896028,3.563780503896028,61.740001678467,0.56000000238419,15.60000038147,3.1199998855591,3.0599999427795,5.4299998283386,3.9000000953674,1.8099999427795,3.3800001144409,0.17368895404342272,0.571993120802265,0.30365566949443445,"Blatter, D.L., Carmichael, I.S.E. (2001) Hydrous phase equilibria of a Mexican high-silica andesite: A candidate for a mantle origin?. Geochimica et Cosmochimica Acta 65 4043-4065",Orthopyroxene 1,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,,,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1016/S0016-7037(01)00708-6,EMP,False,True,85.20144937506187,0.04254491828021423,0.009085417938268552,0.009085417938268552,63.61350992997038
Z-348-06,112.0,,54.020000457764,,0.25,,1.5499999523163,,,,0.21999999880791,,12.609999656677,,0.30000001192093,,28.219999313354,,,,,,1.3300000429153,,0.019999999552965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000.0,0.11720000207424,1.1720000207424,54.020000457764,0.25,1.5499999523163,0.21999999880791,0.0,12.609999656677,0.30000001192093,28.219999313354,1.3300000429153,0.019999999552965,0.0,12.609999656677,0.15,10.718499708175449,2.102149287179253,98.5199994333084,1.9556970976866561,0.006809009185029359,0.0661353169784617,0.006297142255015386,0.3817951575065642,0.009199289778488936,1.5230518688631858,0.05159085536015588,0.0014038517960379793,0.0,4.001979589409595,77.84820990669456,19.514811130572486,2.636978962732956,2.636978962732956,62.349998474121,0.73000001907349,16.059999465942,2.6600000858307,1.6499999761581,4.2199997901917,4.2399997711182,2.2300000190735,3.9100000858307,0.25067771184413973,0.9043891816819143,0.2771790252708998,"Blatter, D.L., Carmichael, I.S.E. (2001) Hydrous phase equilibria of a Mexican high-silica andesite: A candidate for a mantle origin?. Geochimica et Cosmochimica Acta 65 4043-4065",Orthopyroxene 1,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,,,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1016/S0016-7037(01)00708-6,EMP,False,True,79.95664994505161,0.044302902313343884,0.021832414665117816,0.021832414665117816,52.510275190537584
Z-348-07,113.0,,52.819999694824,,0.18999999761581,,1.6299999952316,,,,0.090000003576279,,14.329999923706,,0.28999999165535,,27.530000686646,,,,,,0.34000000357628,,0.03999999910593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,950.0,0.10069999843836,1.0069999843836,52.819999694824,0.18999999761581,1.6299999952316,0.090000003576279,0.0,14.329999923706,0.28999999165535,27.530000686646,0.34000000357628,0.03999999910593,0.0,14.329999923706,0.15,12.180499935150099,2.3888818354524504,97.26000029593725,1.9492193034922431,0.005274882723438721,0.07089321292196629,0.00262590284717628,0.4422591537849538,0.009064551366834973,1.5145346677155076,0.013443591164091702,0.002861979767069839,0.0,4.010177245783282,76.87066837631754,22.446998059327356,0.6823335643550977,0.6823335643550977,68.290000915527,0.52999997138977,14.619999885559,1.789999961853,0.6700000166893,2.3199999332428,4.3499999046326,2.9500000476837,3.75,0.2920099243763421,1.49877297713569,0.19483265900243493,"Blatter, D.L., Carmichael, I.S.E. (2001) Hydrous phase equilibria of a Mexican high-silica andesite: A candidate for a mantle origin?. Geochimica et Cosmochimica Acta 65 4043-4065",Orthopyroxene 1,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,,,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1016/S0016-7037(01)00708-6,EMP,False,False,77.39878627346485,0.05078069650775685,0.02011251641420944,0.02011251641420944,40.0196420063053
bw-12,67309.0,,52.585666666667,0.36857880206726,0.35133333333333,0.010016652800878,6.402,0.35627377113675,,,0.584,0.012529964086142,10.585,0.53207048405263,0.25333333333333,0.01616580753731,27.983666666667,0.33016561500758,0.0063333333333333,0.0055075705472861,,,2.3676666666667,0.25498496687713,0.080333333333333,0.025482019804822,0.012,0.0091651513899117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1180.0,1.0,10.0,52.585666666667,0.35133333333333,6.402,0.584,0.0,10.585,0.25333333333333,27.983666666667,2.3676666666667,0.080333333333333,0.012,10.585,0.15,8.997250000000001,1.7645718327208955,101.20500000000068,1.8438508963629565,0.009267757774601692,0.26456283229029387,0.01618993405676916,0.3103970679587109,0.0075237918468908874,1.4627621727017663,0.08895145170670904,0.00546133064427339,0.0005367853361516175,4.009504020679123,78.55398600618351,16.66909863259108,4.776915361225415,4.776915361225415,46.177142857143,1.7599285714286,16.554642857143,9.6532142857143,7.0141428571429,10.249214285714,3.274,0.82435714285714,,0.2121992718648159,0.7720669927355088,0.27484567254063424,"Wang, J., Xiong, X., Takahashi, E., Zhang, L., Li, L., Liu, X. (2019) Oxidation state of arc mantle revealed by partitioning of V, Sc and Ti between mantle minerals and basaltic melts. Journal of Geophysical Research Solid Earth 124 4617– 4638",Orthopyroxene 1,,EMP,wt%,GIGCAS,EMP,wt%,GIGCAS,EMP,wt%,GIGCAS,,,,EMP,wt%,GIGCAS,EMP,wt%,GIGCAS,EMP,wt%,GIGCAS,EMP,wt%,GIGCAS,EMP,wt%,GIGCAS,,,,EMP,wt%,GIGCAS,EMP,wt%,GIGCAS,EMP,wt%,GIGCAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1029/2018JB016731,,False,True,82.49468740082857,0.15614910363704348,0.10841372865325039,0.10841372865325039,56.43127512105608
bw-15,67311.0,,52.890789473684,1.0484618669984,0.31510526315789,0.076801978227446,6.8767894736842,1.3596331441053,,,0.66652631578947,0.18957419199091,7.4221578947368,0.49059513327725,0.21684210526316,0.028160774843141,29.794,0.61127662405094,0.005,0.0081785627642569,,,2.1790526315789,0.17070197345869,0.058157894736842,0.024889228276717,0.0090526315789474,0.0065019115497805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1180.0,1.0,10.0,52.890789473684,0.31510526315789,6.8767894736842,0.66652631578947,0.0,7.4221578947368,0.21684210526316,29.794,2.1790526315789,0.058157894736842,0.0090526315789474,7.4221578947368,0.15,6.308834210526279,1.2373104165384579,100.4284736842102,1.8406706120600655,0.008249898202849468,0.28205675479751713,0.018339485509210683,0.21602029320600113,0.006391836592375432,1.545736740067044,0.08125270249442136,0.003924180490122402,0.0004019128183517941,4.003044416237959,83.87024279192795,11.721060882841506,4.408696325230539,4.408696325230539,43.861,1.7336666666667,15.815666666667,8.6311666666667,7.4200833333333,11.954,2.7885,0.47966666666667,,0.13975231849417744,0.6525568697649884,0.2141611328749137,"Wang, J., Xiong, X., Takahashi, E., Zhang, L., Li, L., Liu, X. (2019) Oxidation state of arc mantle revealed by partitioning of V, Sc and Ti between mantle minerals and basaltic melts. Journal of Geophysical Research Solid Earth 124 4617– 4638",Orthopyroxene 1,,EMP,wt%,GIGCAS,EMP,wt%,GIGCAS,EMP,wt%,GIGCAS,,,,EMP,wt%,GIGCAS,EMP,wt%,GIGCAS,EMP,wt%,GIGCAS,EMP,wt%,GIGCAS,EMP,wt%,GIGCAS,,,,EMP,wt%,GIGCAS,EMP,wt%,GIGCAS,EMP,wt%,GIGCAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1029/2018JB016731,,False,False,87.7383606748161,0.15932938793993445,0.12272736685758268,0.12272736685758268,60.51228967038277
bw-32,67314.0,,52.1173,0.80121020268647,0.2682,0.055770960185387,6.4865,0.73116091100235,,,0.4876,0.084911980570732,9.6426,0.29401368070966,0.2712,0.029214912478238,28.0377,0.46524952683718,0.1204,0.083825480082795,,,2.1821,0.21272854376725,0.0822,0.031304241814099,0.0023,0.0033349995835415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200.0,1.0,10.0,52.1173,0.2682,6.4865,0.4876,0.0,9.6426,0.2712,28.0377,2.1821,0.0822,0.0023,9.6426,0.15,8.196209999999999,1.6074690934524802,99.57770000000001,1.8481917861191903,0.007155183968145851,0.27110048629754474,0.013671074260559307,0.2859746993242312,0.008145932971736092,1.4822388740693566,0.08291132245772997,0.005651727488385512,0.00010405284184967602,4.00514513979873,80.07233209338295,15.448698246409446,4.4789696602075955,4.4789696602075955,45.854571428571,1.3568571428571,15.817285714286,8.9315714285714,6.8165714285714,10.584142857143,3.2461428571429,0.79357142857143,,0.1929342863199322,0.7350544850230621,0.2624761704758239,"Wang, J., Xiong, X., Takahashi, E., Zhang, L., Li, L., Liu, X. (2019) Oxidation state of arc mantle revealed by partitioning of V, Sc and Ti between mantle minerals and basaltic melts. Journal of Geophysical Research Solid Earth 124 4617– 4638",Orthopyroxene 1,,EMP,wt%,GIGCAS,EMP,wt%,GIGCAS,EMP,wt%,GIGCAS,,,,EMP,wt%,GIGCAS,EMP,wt%,GIGCAS,EMP,wt%,GIGCAS,EMP,wt%,GIGCAS,EMP,wt%,GIGCAS,,,,EMP,wt%,GIGCAS,EMP,wt%,GIGCAS,EMP,wt%,GIGCAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1029/2018JB016731,,False,True,83.82691414502699,0.15180821388080967,0.11929227241673507,0.11929227241673507,57.63507766654995
bw-35,67317.0,,54.581,0.163,0.11033333333333,0.03883726732577,6.4756666666667,0.57885432824963,,,0.95766666666667,0.048211340298039,4.6646666666667,0.51538367585066,0.25066666666667,0.055716544520756,31.585333333333,0.40967100621515,0.067666666666667,0.046822359331129,,,1.6163333333333,0.053116224765446,0.10433333333333,0.047247574893674,0.010666666666667,0.0092915732431776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200.0,2.0,20.0,54.581,0.11033333333333,6.4756666666667,0.95766666666667,0.0,4.6646666666667,0.25066666666667,31.585333333333,1.6163333333333,0.10433333333333,0.010666666666667,4.6646666666667,0.15,3.9649666666666947,0.777622995657263,100.35666666666637,1.87186782719455,0.002846671375083207,0.26174170309569356,0.02596700616175154,0.13378968762031568,0.00728142360198549,1.6148412828030867,0.05939346828999132,0.006937468795835647,0.000466684522536706,3.9851332234608297,89.31523535999449,7.39977208026688,3.2849925597386416,3.2849925597386416,48.112927086669,1.3413050596612,16.44366416235,2.9678249230831,8.1125934292798,9.8086166713378,2.6925036945079,0.61217143565384,,0.08285005408586026,0.20522781064588558,0.4036979872519107,"Wang, J., Xiong, X., Takahashi, E., Zhang, L., Li, L., Liu, X. (2019) Oxidation state of arc mantle revealed by partitioning of V, Sc and Ti between mantle minerals and basaltic melts. Journal of Geophysical Research Solid Earth 124 4617– 4638",Orthopyroxene 1,,EMP,wt%,GIGCAS,EMP,wt%,GIGCAS,EMP,wt%,GIGCAS,,,,EMP,wt%,GIGCAS,EMP,wt%,GIGCAS,EMP,wt%,GIGCAS,EMP,wt%,GIGCAS,EMP,wt%,GIGCAS,,,,EMP,wt%,GIGCAS,EMP,wt%,GIGCAS,EMP,wt%,GIGCAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1029/2018JB016731,,False,False,92.34888950937884,0.12813217280545008,0.13360953029024347,0.12813217280545008,82.97186566447523
bw-37,67318.0,,53.564785714286,0.30057487959202,0.14978571428571,0.035038832460854,5.749,0.40679214121446,,,0.94457142857143,0.08216935072034,7.8875,0.40026409550926,0.23307142857143,0.028165620848868,29.950857142857,0.49183234434618,0.0065,0.014319164135468,,,1.5778571428571,0.21271101998246,0.0555,0.028321641629951,0.0037142857142857,0.0057301976261875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1150.0,2.0,20.0,53.564785714286,0.14978571428571,5.749,0.94457142857143,0.0,7.8875,0.23307142857143,29.950857142857,1.5778571428571,0.0555,0.0037142857142857,7.8875,0.15,6.704375,1.3148852461583431,100.11664285714296,1.870398780430042,0.003934795238678663,0.23659300171664405,0.026077350348880618,0.23033638380217317,0.006893343124775977,1.5591029086226411,0.059033235219880624,0.003757440309890862,0.000165459279710621,3.9962926980933178,84.34547364408138,12.460903819634552,3.193622536284062,3.193622536284062,45.58853353483,1.1177039237905,16.52155075186,6.9134109169656,7.6643632416995,9.4573463131258,2.4984532003343,0.48575329953971,,0.14773648521101107,0.5060272885973005,0.2919535932944135,"Wang, J., Xiong, X., Takahashi, E., Zhang, L., Li, L., Liu, X. (2019) Oxidation state of arc mantle revealed by partitioning of V, Sc and Ti between mantle minerals and basaltic melts. Journal of Geophysical Research Solid Earth 124 4617– 4638",Orthopyroxene 1,,EMP,wt%,GIGCAS,EMP,wt%,GIGCAS,EMP,wt%,GIGCAS,,,,EMP,wt%,GIGCAS,EMP,wt%,GIGCAS,EMP,wt%,GIGCAS,EMP,wt%,GIGCAS,EMP,wt%,GIGCAS,,,,EMP,wt%,GIGCAS,EMP,wt%,GIGCAS,EMP,wt%,GIGCAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1029/2018JB016731,,False,True,87.12801351924873,0.12960121956995807,0.10699178214668598,0.10699178214668598,66.39985925695878
bw-54,67324.0,,50.0215,0.41790010768125,0.239,0.021213203435596,9.4095,0.062932503525603,,,0.1395,0.028991378028648,9.048,0.15839191898579,0.212,0.02262741699797,27.624,0.10889444430273,0.148,0.01838477631085,,,1.1525,0.11384419177103,0.1165,0.034648232278141,0.007,0.0028284271247462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1180.0,2.0,20.0,50.0215,0.239,9.4095,0.1395,0.0,9.048,0.212,27.624,1.1525,0.1165,0.007,9.048,0.15,7.690799999999999,1.5083463337230667,97.96950000000001,1.7920026085363963,0.006441347529750322,0.3972859624693627,0.003951208545301234,0.27108335494374747,0.006432855666905352,1.4752960489680256,0.0442381469007627,0.00809193005796552,0.00031991967457140345,4.005143383292789,82.39034897756781,15.139098509379453,2.4705525130527497,2.4705525130527497,47.475333333333,1.433,16.762666666667,7.7693333333333,6.4756666666667,7.242,1.78,0.748,,0.1837484450211679,0.673064857066479,0.27300258376588954,"Wang, J., Xiong, X., Takahashi, E., Zhang, L., Li, L., Liu, X. (2019) Oxidation state of arc mantle revealed by partitioning of V, Sc and Ti between mantle minerals and basaltic melts. Journal of Geophysical Research Solid Earth 124 4617– 4638",Orthopyroxene 1,,EMP,wt%,GIGCAS,EMP,wt%,GIGCAS,EMP,wt%,GIGCAS,,,,EMP,wt%,GIGCAS,EMP,wt%,GIGCAS,EMP,wt%,GIGCAS,EMP,wt%,GIGCAS,EMP,wt%,GIGCAS,,,,EMP,wt%,GIGCAS,EMP,wt%,GIGCAS,EMP,wt%,GIGCAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1029/2018JB016731,,False,True,84.47740769637235,0.20799739146360374,0.18928857100575897,0.18928857100575897,59.77054599983539
bw-55,67325.0,,51.1644,0.53093671939319,0.1662,0.03889344417765,7.6994,0.71918829245198,,,0.1864,0.069855565275789,7.8772,0.26686550919892,0.2032,0.044650867852708,29.1716,0.46846163129973,0.1978,0.045521423527829,,,1.2478,0.07996999437289,0.0964,0.0075033325929216,0.0024,0.0033615472627943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1180.0,2.0,20.0,51.1644,0.1662,7.6994,0.1864,0.0,7.8772,0.2032,29.1716,1.2478,0.0964,0.0024,7.8772,0.15,6.69562,1.3131681852346753,97.81499999999998,1.8263071041802437,0.0044630715159186575,0.3239049257317852,0.005260483334278121,0.23515062014000823,0.006143496939046035,1.5523042985732158,0.04772269595693563,0.006671557372175157,0.00010928942657448556,4.008037543170181,84.58605238884275,12.813507437113783,2.6004401740434773,2.6004401740434773,44.931666666667,1.2205,15.879,8.5003333333333,8.615,8.5246666666667,1.668,0.49733333333333,,0.15148487339508396,0.5535263766448918,0.27367236646116916,"Wang, J., Xiong, X., Takahashi, E., Zhang, L., Li, L., Liu, X. (2019) Oxidation state of arc mantle revealed by partitioning of V, Sc and Ti between mantle minerals and basaltic melts. Journal of Geophysical Research Solid Earth 124 4617– 4638",Orthopyroxene 1,,EMP,wt%,GIGCAS,EMP,wt%,GIGCAS,EMP,wt%,GIGCAS,,,,EMP,wt%,GIGCAS,EMP,wt%,GIGCAS,EMP,wt%,GIGCAS,EMP,wt%,GIGCAS,EMP,wt%,GIGCAS,,,,EMP,wt%,GIGCAS,EMP,wt%,GIGCAS,EMP,wt%,GIGCAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1029/2018JB016731,,False,True,86.84438876314198,0.17369289581975633,0.15021202991202887,0.15021202991202887,64.36968274460021
