CITATION,SAMPLE NAME,TECTONIC SETTING,LOCATION,LOCATION COMMENT,ROCK NAME,ROCK TEXTURE,LAND/SEA (SAMPLING),LATITUDE (MIN.),LATITUDE (MAX.),LONGITUDE (MIN.),LONGITUDE (MAX.),SiO2,TiO2,Al2O3,Cr2O3,FeO_total,MnO,MgO,CaO,Na2O,K2O,FeO,Fe2O3,lat,lon
[22456] MATSUMOTO A. (2018),samp. KP4-189,CONVERGENT MARGIN,KURILE ARC / KURILE ARC / HOKKAIDO / KUTCHARO/KUSSHARO,,PUMICE,,subaerial,43.5089,43.5089,143.7169,143.7169,54.797,0.15,0.485,0.0001,19.71,2.25,23.162,1.141,0.046,,,,43.5089,143.7169
[22456] MATSUMOTO A. (2018),samp. KP4-189,CONVERGENT MARGIN,KURILE ARC / KURILE ARC / HOKKAIDO / KUTCHARO/KUSSHARO,,PUMICE,,subaerial,43.5089,43.5089,143.7169,143.7169,54.776,0.136,0.407,0.0001,19.697,2.221,23.146,1.197,0.002,,,,43.5089,143.7169
[22456] MATSUMOTO A. (2018),samp. KP4-189,CONVERGENT MARGIN,KURILE ARC / KURILE ARC / HOKKAIDO / KUTCHARO/KUSSHARO,,PUMICE,,subaerial,43.5089,43.5089,143.7169,143.7169,54.849,0.115,0.493,0.0001,19.514,2.218,23.185,1.15,0.019,,,,43.5089,143.7169
[22456] MATSUMOTO A. (2018),samp. KP4-189,CONVERGENT MARGIN,KURILE ARC / KURILE ARC / HOKKAIDO / KUTCHARO/KUSSHARO,,PUMICE,,subaerial,43.5089,43.5089,143.7169,143.7169,54.855,0.127,0.427,0.0001,19.483,2.174,23.475,1.23,0.02,,,,43.5089,143.7169
[22456] MATSUMOTO A. (2018),samp. KP4-189,CONVERGENT MARGIN,KURILE ARC / KURILE ARC / HOKKAIDO / KUTCHARO/KUSSHARO,,PUMICE,,subaerial,43.5089,43.5089,143.7169,143.7169,54.906,0.159,0.565,0.0001,19.24,1.985,23.663,1.197,0.021,,,,43.5089,143.7169
[22456] MATSUMOTO A. (2018),samp. KP4-189,CONVERGENT MARGIN,KURILE ARC / KURILE ARC / HOKKAIDO / KUTCHARO/KUSSHARO,,PUMICE,,subaerial,43.5089,43.5089,143.7169,143.7169,54.599,0.227,1.063,0.004,18.561,1.404,24.341,1.273,0.024,,,,43.5089,143.7169
[22456] MATSUMOTO A. (2018),samp. KP4-189,CONVERGENT MARGIN,KURILE ARC / KURILE ARC / HOKKAIDO / KUTCHARO/KUSSHARO,,PUMICE,,subaerial,43.5089,43.5089,143.7169,143.7169,53.885,0.35,1.515,0.0001,19.585,1.746,22.749,1.863,0.021,,,,43.5089,143.7169
[22456] MATSUMOTO A. (2018),samp. KP4-189,CONVERGENT MARGIN,KURILE ARC / KURILE ARC / HOKKAIDO / KUTCHARO/KUSSHARO,,PUMICE,,subaerial,43.5089,43.5089,143.7169,143.7169,54.627,0.181,0.487,0.0001,19.314,2.198,23.286,1.196,0.006,,,,43.5089,143.7169
[22456] MATSUMOTO A. (2018),samp. KP4-189,CONVERGENT MARGIN,KURILE ARC / KURILE ARC / HOKKAIDO / KUTCHARO/KUSSHARO,,PUMICE,,subaerial,43.5089,43.5089,143.7169,143.7169,54.322,0.298,1.337,0.0001,18.6,1.523,23.559,1.726,0.043,,,,43.5089,143.7169
[22456] MATSUMOTO A. (2018),samp. KP4-189,CONVERGENT MARGIN,KURILE ARC / KURILE ARC / HOKKAIDO / KUTCHARO/KUSSHARO,,PUMICE,,subaerial,43.5089,43.5089,143.7169,143.7169,53.919,0.305,1.593,0.0001,19.113,1.645,23.497,1.406,0.048,,,,43.5089,143.7169
[22456] MATSUMOTO A. (2018),samp. KP4-189,CONVERGENT MARGIN,KURILE ARC / KURILE ARC / HOKKAIDO / KUTCHARO/KUSSHARO,,PUMICE,,subaerial,43.5089,43.5089,143.7169,143.7169,54.483,0.192,0.982,0.0001,19.37,1.961,23.379,1.096,0.006,,,,43.5089,143.7169
[22456] MATSUMOTO A. (2018),samp. KP4-189,CONVERGENT MARGIN,KURILE ARC / KURILE ARC / HOKKAIDO / KUTCHARO/KUSSHARO,,PUMICE,,subaerial,43.5089,43.5089,143.7169,143.7169,54.547,0.199,0.63,0.0001,19.728,2.158,22.958,1.254,0.0001,,,,43.5089,143.7169
[22456] MATSUMOTO A. (2018),samp. KP4-189,CONVERGENT MARGIN,KURILE ARC / KURILE ARC / HOKKAIDO / KUTCHARO/KUSSHARO,,PUMICE,,subaerial,43.5089,43.5089,143.7169,143.7169,54.553,0.194,0.541,0.0001,19.59,2.314,23.122,1.174,0.013,,,,43.5089,143.7169
[22456] MATSUMOTO A. (2018),samp. KP4-189,CONVERGENT MARGIN,KURILE ARC / KURILE ARC / HOKKAIDO / KUTCHARO/KUSSHARO,,PUMICE,,subaerial,43.5089,43.5089,143.7169,143.7169,54.717,0.184,0.499,0.0001,19.601,2.264,23.277,1.219,0.032,,,,43.5089,143.7169
[22456] MATSUMOTO A. (2018),samp. KP4-189,CONVERGENT MARGIN,KURILE ARC / KURILE ARC / HOKKAIDO / KUTCHARO/KUSSHARO,,PUMICE,,subaerial,43.5089,43.5089,143.7169,143.7169,54.868,0.194,0.575,0.017,19.744,2.162,23.157,1.219,0.011,,,,43.5089,143.7169
[22456] MATSUMOTO A. (2018),samp. KP4-189,CONVERGENT MARGIN,KURILE ARC / KURILE ARC / HOKKAIDO / KUTCHARO/KUSSHARO,,PUMICE,,subaerial,43.5089,43.5089,143.7169,143.7169,54.823,0.125,0.332,0.001,19.385,2.214,23.127,1.234,0.016,,,,43.5089,143.7169
[22456] MATSUMOTO A. (2018),samp. KP4-189,CONVERGENT MARGIN,KURILE ARC / KURILE ARC / HOKKAIDO / KUTCHARO/KUSSHARO,,PUMICE,,subaerial,43.5089,43.5089,143.7169,143.7169,55.122,0.329,1.671,0.0001,15.999,0.977,26.285,1.417,0.011,,,,43.5089,143.7169
[22456] MATSUMOTO A. (2018),samp. KP4-189,CONVERGENT MARGIN,KURILE ARC / KURILE ARC / HOKKAIDO / KUTCHARO/KUSSHARO,,PUMICE,,subaerial,43.5089,43.5089,143.7169,143.7169,54.727,0.171,0.556,0.0001,19.547,2.156,23.064,1.203,0.017,,,,43.5089,143.7169
[22456] MATSUMOTO A. (2018),samp. KP4-189,CONVERGENT MARGIN,KURILE ARC / KURILE ARC / HOKKAIDO / KUTCHARO/KUSSHARO,,PUMICE,,subaerial,43.5089,43.5089,143.7169,143.7169,54.105,0.242,1.244,0.019,19.676,2.036,23.106,1.25,0.029,,,,43.5089,143.7169
