CITATION,SAMPLE NAME,TECTONIC SETTING,LOCATION,ROCK NAME,lat,lon,SiO2_Opx,TiO2_Opx,Al2O3_Opx,Cr2O3_Opx,FeO_total_Opx,MnO_Opx,MgO_Opx,CaO_Opx,Na2O_Opx,SiO2_Cpx,TiO2_Cpx,Al2O3_Cpx,Cr2O3_Cpx,FeO_total_Cpx,MnO_Cpx,MgO_Cpx,CaO_Cpx,Na2O_Cpx
[20898] IONOV D. A. (1998),samp. 8530-8 VEIN,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / MONGOLIA - CENOZOIC/QUATERNARY / KHANGAI OROGEN / SHAVARYN-TSARAM,"WEBSTERITE, GARNET",48.2,100.0,54.81,0.16,4.91,0.33,5.53,0.11,32.81,0.86,0.2,51.63,0.61,7.78,0.53,2.87,0.09,15.48,18.26,1.98
[20898] IONOV D. A. (1998),samp. MO-99,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / MONGOLIA - CENOZOIC/QUATERNARY / KHANGAI OROGEN / SHAVARYN-TSARAM,"PERIDOTITE, XENOLITH",48.2,100.0,54.94,0.14,4.41,0.25,6.57,0.13,32.98,0.51,0.11,51.79,0.63,7.33,0.73,2.74,0.09,14.22,20.15,2.08
[20898] IONOV D. A. (1998),samp. ST-1,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / MONGOLIA - CENOZOIC/QUATERNARY / KHANGAI OROGEN / SHAVARYN-TSARAM,"LHERZOLITE, GARNET-SPINEL, XENOLITH",48.2,100.0,54.89,0.14,4.93,0.36,5.9,0.13,32.51,1.01,0.16,52.0,0.51,6.38,0.73,3.18,0.09,16.17,18.97,1.47
[20912] FERSHTATER G. B. (2017),samp. TH818-14,INTRAPLATE VOLCANICS,ARABIAN-NUBIAN SHIELD / ISRAEL / SOUTHERN ISRAEL,"LHERZOLITE, XENOLITH",30.6,34.8,51.95,0.11,3.5149999999999997,0.03,14.9,0.255,25.494999999999997,1.12,0.1,51.2,0.47,3.74,0.08,6.69,0.14,14.22,22.17,0.45
[20916] ALEMAYEHU M. (2017),samp. DL41 ,RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / ANZA GRABEN,"LHERZOLITE, XENOLITH",4.262,37.705,56.1415,0.1115,3.89175,0.2525,6.71025,0.133,32.683,0.4315,0.06875,52.89775,0.63125,6.51075,0.63925,2.66325,0.081,14.6015,19.94125,1.81275
[20916] ALEMAYEHU M. (2017),samp. DL44 ,RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / ANZA GRABEN,"LHERZOLITE, XENOLITH",4.0,38.0,56.0595,0.113,3.9955,0.2535,6.8635,0.1345,32.8105,0.3965,0.063,52.9075,0.593,6.3375,0.6335,2.6555,0.0705,14.53,20.4355,1.8435
[20916] ALEMAYEHU M. (2017),samp. DL49 ,RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / ANZA GRABEN,"LHERZOLITE, XENOLITH",4.262,37.705,56.1736666666667,0.104,3.836,0.228,6.92,0.135,32.7153333333333,0.452333333333333,0.0676666666666667,52.751,0.592333333333333,6.34433333333333,0.668,2.70466666666667,0.077,14.3883333333333,20.1746666666667,1.89966666666667
[20916] ALEMAYEHU M. (2017),samp. DL52 ,RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / ANZA GRABEN,"LHERZOLITE, XENOLITH",4.262,37.706,56.078,0.119666666666667,3.98833333333333,0.236666666666667,6.936,0.150666666666667,32.5693333333333,0.496666666666667,0.0676666666666667,53.0133333333333,0.671666666666667,6.73133333333333,0.608666666666667,2.65666666666667,0.072,14.4643333333333,19.896,1.86366666666667
[20916] ALEMAYEHU M. (2017),samp. DL56 ,RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / ANZA GRABEN,"LHERZOLITE, XENOLITH",4.262,37.706,56.1153333333333,0.100666666666667,3.228,0.371,6.31733333333333,0.141666666666667,32.902,0.489333333333333,0.0773333333333333,52.7426666666667,0.518333333333333,5.47066666666667,1.02533333333333,2.446,0.078,15.0143333333333,20.1673333333333,1.57166666666667
[20916] ALEMAYEHU M. (2017),samp. DL58 ,RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / ANZA GRABEN,"LHERZOLITE, XENOLITH",4.262,37.706,56.07925,0.12875,3.90975,0.2775,6.6285,0.15675,32.63875,0.425,0.0725,52.889,0.6038,6.3602,0.7634,2.6168,0.0682,14.3398,20.2664,1.898
[20916] ALEMAYEHU M. (2017),samp. DL64 ,RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / ANZA GRABEN,"LHERZOLITE, XENOLITH",4.262,37.706,55.734,0.11,3.811,0.303,6.74,0.143333333333333,32.7823333333333,0.411666666666667,0.0676666666666667,53.0343333333333,0.531,6.19733333333333,0.858666666666667,2.78666666666667,0.0716666666666667,14.201,20.0983333333333,1.99933333333333
[20916] ALEMAYEHU M. (2017),samp. DL66 ,RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / ANZA GRABEN,"LHERZOLITE, XENOLITH",4.262,37.707,54.8966666666667,0.165,4.79966666666667,0.338,6.65933333333333,0.130666666666667,31.7303333333333,0.780666666666667,0.134333333333333,52.3406666666667,0.614333333333333,7.21466666666667,0.691,3.305,0.093,15.02,18.223,1.935
[20916] ALEMAYEHU M. (2017),samp. DL67 ,RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / ANZA GRABEN,"LHERZOLITE, XENOLITH",4.262,37.707,56.112,0.120666666666667,3.8155,0.2555,6.93533333333333,0.147166666666667,32.4055,0.47,0.0938333333333333,52.6718,0.6786,6.6948,0.6784,2.7042,0.0772,14.3694,19.8904,1.874
[20916] ALEMAYEHU M. (2017),samp. DL70 ,RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / ANZA GRABEN,"LHERZOLITE, XENOLITH",4.263,37.707,55.8366666666667,0.136666666666667,4.05566666666667,0.242,7.041,0.138,32.65,0.384333333333333,0.066,52.7633333333333,0.718333333333333,6.69366666666667,0.669,2.64466666666667,0.0716666666666667,14.1233333333333,20.253,2.0
[20916] ALEMAYEHU M. (2017),samp. MG55 ,RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / ANZA GRABEN,"HARZBURGITE, XENOLITH",3.973,38.295,56.3335,0.0366666666666667,2.99333333333333,0.540833333333333,5.775,0.131666666666667,33.1415,0.774666666666667,0.0868333333333333,53.7226,0.1982,4.0106,1.065,2.6332,0.105,16.3952,20.2096,1.147
[20916] ALEMAYEHU M. (2017),samp. MG56 ,RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / ANZA GRABEN,"LHERZOLITE, XENOLITH",3.973,38.295,55.9253333333333,0.0563333333333333,3.74066666666667,0.295,6.31466666666667,0.163,32.6646666666667,0.552333333333333,0.0846666666666667,53.2083333333333,0.311666666666667,5.95166666666667,0.711,2.64466666666667,0.102,15.1166666666667,20.124,1.544
[20916] ALEMAYEHU M. (2017),samp. MG71,RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / ANZA GRABEN,"LHERZOLITE, XENOLITH",3.97,38.296,55.797,0.109666666666667,4.23733333333333,0.278333333333333,6.72166666666667,0.163333333333333,32.389,0.681333333333333,0.110666666666667,52.7606666666667,0.507,6.624,0.674333333333333,3.013,0.095,15.2063333333333,19.4033333333333,1.71566666666667
[20916] ALEMAYEHU M. (2017),samp. MG73 ,RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / ANZA GRABEN,"LHERZOLITE, XENOLITH",3.97,38.296,56.21075,0.1015,3.983,0.3285,6.254,0.1385,32.7385,0.60675,0.088,53.1455,0.43325,5.80175,0.784,2.53225,0.08325,15.277,20.2845,1.52075
[20916] ALEMAYEHU M. (2017),samp. MG76 ,RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / ANZA GRABEN,"HARZBURGITE, XENOLITH",3.968,38.296,57.68875,0.00875,1.455,0.4145,5.636,0.1335,34.04575,0.56375,0.07675,54.0934285714286,0.0132857142857143,3.29,1.666,2.34357142857143,0.0665714285714286,16.8268571428571,20.0135714285714,1.189
[20916] ALEMAYEHU M. (2017),samp. MG79,RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / ANZA GRABEN,"LHERZOLITE, XENOLITH",3.968,38.296,55.8773333333333,0.073,3.954,0.358333333333333,6.06266666666667,0.138666666666667,32.265,0.663666666666667,0.139333333333333,52.9,0.312857142857143,6.44742857142857,0.857714285714286,2.75014285714286,0.0778571428571429,15.15,18.7818571428571,1.89642857142857
[20918] XIAO YAN (2015),samp. CLB05-25,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / SHANDONG PROVINCE / CHANGLE VOLCANIC FIELD,"LHERZOLITE, XENOLITH",36.59,118.81,54.4,0.08,4.37,0.3,7.33,0.2,32.0,0.61,0.1,52.9,0.39,6.11,0.65,3.28,0.15,14.9,18.7,2.06
[20949] GUO PENG (2017),samp. R42-5,CONVERGENT MARGIN,SIKHOTE-ALIN-SAKHALIN ARC / SIKHOTE ALIN ARC / KHANKA MASSIF,"LHERZOLITE, SPINEL, XENOLITH",43.0,133.0,54.9515,0.112,4.8385,0.378,6.313,0.14225,31.864,0.6005,0.04575,51.80225,0.401,6.5405,0.7995,2.75225,0.10875,14.89325,20.52825,1.18425
[20953] TROCH J. (2017),samp. BE SRP 12 018,CONTINENTAL FLOOD BASALT,YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / YELLOWSTONE PLATEAU / YELLOWSTONE PLATEAU VOLCANIC FIELD,RHYOLITE,44.34945,-111.48596,48.61,0.124,0.24,0.0001,38.82,1.46,7.25,3.37,0.037,51.82,0.164,0.716,0.0,15.37,0.596,11.3,20.12,0.327
[20953] TROCH J. (2017),samp. BE SRP 12 022,CONTINENTAL FLOOD BASALT,YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / YELLOWSTONE PLATEAU / YELLOWSTONE PLATEAU VOLCANIC FIELD,RHYOLITE,44.28693,-111.39994,48.545,0.132,0.253,0.0001,39.165,1.51,7.67,1.6,0.035500000000000004,51.51,0.173,0.638,0.014,15.44,0.556,10.96,20.37,0.279
[20953] TROCH J. (2017),samp. BE SRP 12 025,CONTINENTAL FLOOD BASALT,YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / YELLOWSTONE PLATEAU / YELLOWSTONE PLATEAU VOLCANIC FIELD,RHYOLITE,44.21446,-111.43823,48.82,0.147,0.264,0.0001,39.39,1.44,7.92,1.53,0.03,50.7,0.238,1.269,0.01,17.48,0.74,10.16,19.27,0.269
[20953] TROCH J. (2017),samp. BE SRP 12 036,CONTINENTAL FLOOD BASALT,YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / YELLOWSTONE PLATEAU / YELLOWSTONE PLATEAU VOLCANIC FIELD,RHYOLITE,44.64357,-110.90257,45.81,0.0001,0.031,0.01005,50.075,4.265,0.037000000000000005,0.012499999999999999,0.016050000000000002,51.14,0.343,3.68,0.036,9.1,0.254,12.08,22.03,0.897
[20955] ELLIS B. S. (2017),samp. 14 002,CONTINENTAL FLOOD BASALT,YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / SNAKE RIVER PLAIN / HEISE VOLCANIC FIELD,RHYOLITE,44.0,-112.0,51.72,0.16,0.25,0.0001,30.43,1.09,16.39,1.22,0.01,52.13,0.2,0.57,0.0,14.05,0.55,11.95,20.23,0.27
[20955] ELLIS B. S. (2017),samp. 14 005,CONTINENTAL FLOOD BASALT,YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / SNAKE RIVER PLAIN / HEISE VOLCANIC FIELD,RHYOLITE,44.0,-112.0,51.71,0.17,0.24,0.0001,30.75,1.14,16.19,1.28,0.0001,52.33,0.19,0.59,0.0,13.93,0.52,11.94,20.41,0.28
[20955] ELLIS B. S. (2017),samp. 14 008,CONTINENTAL FLOOD BASALT,YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / SNAKE RIVER PLAIN / HEISE VOLCANIC FIELD,RHYOLITE,44.0,-112.0,51.66,0.17,0.27,0.0001,30.69,1.09,16.1,1.27,0.0001,52.435,0.195,0.61,0.0,14.010000000000002,0.54,11.94,20.4,0.28
[20955] ELLIS B. S. (2017),samp. 14 011,CONTINENTAL FLOOD BASALT,YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / SNAKE RIVER PLAIN / HEISE VOLCANIC FIELD,RHYOLITE,44.0,-112.0,51.91,0.16,0.24,0.0001,30.6,1.11,15.87,1.21,0.01,52.525000000000006,0.2,0.62,0.0,14.184999999999999,0.56,11.52,20.44,0.255
[20955] ELLIS B. S. (2017),samp. 14 026,CONTINENTAL FLOOD BASALT,YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / SNAKE RIVER PLAIN / HEISE VOLCANIC FIELD,RHYOLITE,44.0,-112.0,50.07,0.18,0.22,0.0001,38.325,1.5150000000000001,9.835,1.5950000000000002,0.0001,52.76,0.21,0.54,0.0,13.08,0.62,12.13,20.65,0.29
[20955] ELLIS B. S. (2017),samp. 14 033,CONTINENTAL FLOOD BASALT,YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / SNAKE RIVER PLAIN / HEISE VOLCANIC FIELD,RHYOLITE,44.0,-112.0,53.02,0.18,0.39,0.0001,25.64,0.94,19.34,1.23,0.0001,52.86,0.24,0.79,0.0,11.44,0.46,13.07,20.87,0.29
[20955] ELLIS B. S. (2017),samp. BP4-19-12-1,CONTINENTAL FLOOD BASALT,YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / SNAKE RIVER PLAIN / HEISE VOLCANIC FIELD,RHYOLITE,43.5049,-111.76157,51.120000000000005,0.13,0.29,0.015,29.869999999999997,1.725,15.83,1.24,0.025,52.035,0.19,0.67,0.005,12.379999999999999,0.83,12.765,20.38,0.34
[20955] ELLIS B. S. (2017),samp. BP4-19-12-2,CONTINENTAL FLOOD BASALT,YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / SNAKE RIVER PLAIN / HEISE VOLCANIC FIELD,RHYOLITE,43.5329,-111.69989,50.0,0.185,0.31,0.0001,35.224999999999994,1.435,11.92,1.605,0.03,51.269999999999996,0.245,0.77,0.0,17.200000000000003,0.76,10.745000000000001,18.86,0.335
[20955] ELLIS B. S. (2017),samp. BP5-23-12-6,CONTINENTAL FLOOD BASALT,YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / SNAKE RIVER PLAIN / HEISE VOLCANIC FIELD,RHYOLITE,43.65009,-111.68466,49.75,0.18,0.31,0.0001,34.87,1.44,12.01,1.58,0.03,50.894999999999996,0.26,0.78,0.0,17.805,0.74,10.215,18.57,0.33
[20955] ELLIS B. S. (2017),samp. BP5-23-12-9,CONTINENTAL FLOOD BASALT,YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / SNAKE RIVER PLAIN / HEISE VOLCANIC FIELD,RHYOLITE,43.42539,-111.90997,51.78,0.14,0.31,0.0001,28.525,1.82,16.97,1.37,0.03,52.04,0.19,0.71,0.01,13.74,0.97,12.23,19.85,0.36
[20955] ELLIS B. S. (2017),samp. BP5-25-12-2,CONTINENTAL FLOOD BASALT,YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / SNAKE RIVER PLAIN / HEISE VOLCANIC FIELD,RHYOLITE,44.12769,-112.53791,50.055,0.18,0.3,0.0001,35.39,1.45,11.79,1.61,0.03,52.68,0.25,0.83,0.0,9.8,0.95,14.18,20.73,0.46
[20955] ELLIS B. S. (2017),samp. DS13019,CONTINENTAL FLOOD BASALT,YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / SNAKE RIVER PLAIN / HEISE VOLCANIC FIELD,RHYOLITE,43.80732,-112.84908,50.55,0.16999999999999998,0.445,0.00505,30.55,1.5699999999999998,15.219999999999999,1.58,0.03,50.97,0.37,1.06,0.0,16.15,0.86,11.79,17.97,0.33
[20955] ELLIS B. S. (2017),samp. WP201-08 (208),CONTINENTAL FLOOD BASALT,YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / SNAKE RIVER PLAIN / HEISE VOLCANIC FIELD,RHYOLITE,43.42826,-111.88087,51.47,0.15000000000000002,0.295,0.01,28.345,1.645,17.240000000000002,1.165,0.025,52.155,0.175,0.675,0.0,12.105,0.78,12.89,20.37,0.355
[20967] CHENG ZHIHUI (2017),samp. SLP1303-1,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / TIBET / SAILIPU,"PYROXENITE, XENOLITH",31.2967,82.975,56.329,0.02,0.966,0.152,7.422,0.1625,32.322500000000005,0.723,0.0505,53.488,0.045,1.916,0.082,6.52,0.21,14.933,21.346,0.739
[20967] CHENG ZHIHUI (2017),samp. SLP1308D,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / TIBET / SAILIPU,NOT GIVEN,31.3683,82.6697,55.401,0.173,1.462,0.362,7.514,0.153,31.366,1.409,0.072,53.618,0.715,1.294,0.12,5.252,0.145,17.172,21.186,0.281
[20967] CHENG ZHIHUI (2017),samp. SLP1320_XE,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / TIBET / SAILIPU,"HARZBURGITE, XENOLITH",31.2939,82.975,54.2365,0.148,4.762,0.347,6.92,0.1475,30.718,0.789,0.10250000000000001,54.123000000000005,0.459,0.9095,0.7070000000000001,3.85,0.135,17.9025,20.8775,0.264
[20967] CHENG ZHIHUI (2017),samp. SLP1322,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / TIBET / SAILIPU,NOT GIVEN,31.2939,82.9633,55.498000000000005,0.17049999999999998,1.594,0.3135,8.4855,0.178,31.499000000000002,1.2469999999999999,0.069,53.089,0.6405000000000001,0.9944999999999999,0.387,4.949,0.192,18.1265,20.6725,0.14850000000000002
[20967] CHENG ZHIHUI (2017),samp. SLP1322_XE,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / TIBET / SAILIPU,"HARZBURGITE, XENOLITH",31.2939,82.9633,54.495,0.146,4.765,0.344,6.825,0.14,31.053,0.832,0.092,53.199,0.4135,2.4290000000000003,0.634,4.0565,0.1105,17.2835,20.83,0.3925
[20973] SAS M. (2017),samp. 1,CONVERGENT MARGIN,CASCADES / GARIBALDI VOLCANIC BELT / WASHINGTON / GLACIER PEAK,BASALTIC-ANDESITE,47.9,-121.3,53.625,0.3122,1.26095,0.01715,18.22,0.562,25.21,1.3667,0.00705,51.78,0.75075,3.315,0.09104999999999999,7.515,0.21555000000000002,16.475,20.07,0.36475
[20973] SAS M. (2017),samp. 5,CONVERGENT MARGIN,CASCADES / HIGH CASCADES / WASHINGTON / MOUNT BAKER,ANDESITE,48.8,-121.83,52.8,0.3468,0.831,0.0161,20.0,0.5531,23.94,1.5796,0.0188,51.37,0.7314,2.0983,0.0439,10.13,0.326,15.3,19.19,0.3711
[20973] SAS M. (2017),samp. 7,CONVERGENT MARGIN,CASCADES / HIGH CASCADES / WASHINGTON / MOUNT BAKER,ANDESITE,48.8,-121.83,52.74,0.2733,0.6933,0.0173,19.73,0.5397,24.07,1.5896,0.0158,51.4,0.63085,2.1215,0.1664,9.01,0.255,15.739999999999998,19.759999999999998,0.33855
[20976] CHATTOPADHYAYA S. (2017),samp. S 11D,CONTINENTAL FLOOD BASALT,DECCAN / NORTHERN DECCAN,ALKALI BASALT,23.0,70.0,57.18,0.15500000000000003,1.795,0.325,5.74,0.15,35.099999999999994,0.38,0.16,56.308,0.115,0.083,1.448,2.776,0.122,19.899,19.341,0.798
[20976] CHATTOPADHYAYA S. (2017),samp. S 11G,CONTINENTAL FLOOD BASALT,DECCAN / NORTHERN DECCAN,ALKALI BASALT,23.0,70.0,57.17,0.05,2.8,0.48,5.02,0.12,35.35,0.49,0.05,52.975,0.249,2.62,1.472,1.7814999999999999,0.05,16.985,22.375,0.845
[20986] SCHILLING M. E. (2017),samp. PM20-20,CONVERGENT MARGIN,ANDEAN ARC / PATAGONIAN PLATEAU LAVAS / CHILE / CERRO DEL FRAILE,"LHERZOLITE, XENOLITH",-52.53,-72.68,55.06,0.02,2.81,0.48,6.22,0.14,34.75,0.69,0.06,52.56,0.14,3.83,1.06,2.62,0.11,17.69,21.47,1.0
[20986] SCHILLING M. E. (2017),samp. PM20-22,CONVERGENT MARGIN,ANDEAN ARC / PATAGONIAN PLATEAU LAVAS / CHILE / CERRO DEL FRAILE,"LHERZOLITE, XENOLITH",-52.53,-72.68,56.19,0.0001,2.71,0.59,6.12,0.14,33.72,0.87,0.06,53.3,0.03,3.33,1.1,2.58,0.09,16.73,22.42,0.76
[20986] SCHILLING M. E. (2017),samp. PM20-8,CONVERGENT MARGIN,ANDEAN ARC / PATAGONIAN PLATEAU LAVAS / CHILE / CERRO DEL FRAILE,"LHERZOLITE, XENOLITH",-52.53,-72.68,55.23,0.04,4.03,0.48,5.79,0.13,34.62,0.83,0.05,52.05,0.16,4.81,0.83,2.74,0.1,17.63,20.87,0.78
[20986] SCHILLING M. E. (2017),samp. PM23-21,CONVERGENT MARGIN,ANDEAN ARC / PATAGONIAN PLATEAU LAVAS / ARGENTINA,"LHERZOLITE, XENOLITH",-48.57,-70.17,55.53,0.0001,3.16,0.55,5.67,0.13,35.73,0.29,0.01,52.92,0.11,2.71,0.85,1.73,0.07,17.67,23.33,0.47
[20986] SCHILLING M. E. (2017),samp. PM23-3,CONVERGENT MARGIN,ANDEAN ARC / PATAGONIAN PLATEAU LAVAS / ARGENTINA,"LHERZOLITE, XENOLITH",-48.57,-70.17,53.85,0.27,4.27,0.68,5.84,0.12,34.06,0.97,0.19,50.76,0.67,6.36,1.47,3.32,0.12,16.58,18.18,1.9
[20986] SCHILLING M. E. (2017),samp. PM24-41,CONVERGENT MARGIN,ANDEAN ARC / PATAGONIAN PLATEAU LAVAS / ARGENTINA / CERRO CLARK,"LHERZOLITE, XENOLITH",-46.72,-69.5,55.62,0.02,2.47,0.35,5.42,0.17,35.43,0.49,0.15,52.12,0.42,3.03,1.44,2.97,0.07,16.06,22.65,0.63
[20986] SCHILLING M. E. (2017),samp. PM25-10,CONVERGENT MARGIN,ANDEAN ARC / PATAGONIAN PLATEAU LAVAS / CHILE,"LHERZOLITE, XENOLITH",-45.78,-71.9,55.57,0.1,3.76,0.62,5.48,0.13,34.93,0.81,0.1,52.08,0.34,5.61,1.35,2.52,0.08,16.62,20.07,1.56
[20986] SCHILLING M. E. (2017),samp. PM25-8,CONVERGENT MARGIN,ANDEAN ARC / PATAGONIAN PLATEAU LAVAS / CHILE,"LHERZOLITE, XENOLITH",-45.78,-71.9,54.76,0.09,4.28,0.5,5.63,0.13,34.61,0.8,0.13,52.08,0.44,6.44,1.24,2.66,0.1,16.04,19.5,1.84
[20986] SCHILLING M. E. (2017),samp. PM26-4,CONVERGENT MARGIN,ANDEAN ARC / PATAGONIAN PLATEAU LAVAS / CHILE,"LHERZOLITE, XENOLITH",-46.58,-71.85,55.29,0.09,3.79,0.39,6.44,0.18,34.23,0.53,0.0001,51.6,0.55,6.23,0.94,2.66,0.11,15.38,21.27,1.59
[20986] SCHILLING M. E. (2017),samp. PM26-5,CONVERGENT MARGIN,ANDEAN ARC / PATAGONIAN PLATEAU LAVAS / CHILE,"LHERZOLITE, XENOLITH",-46.58,-71.85,55.67,0.01,3.05,0.52,6.12,0.12,34.48,0.74,0.0001,52.67,0.11,4.28,1.22,2.52,0.07,16.89,21.46,1.01
[20986] SCHILLING M. E. (2017),samp. PM27A-9,CONVERGENT MARGIN,ANDEAN ARC / PATAGONIAN PLATEAU LAVAS / ARGENTINA / AUVERNIA VOLCANO,"LHERZOLITE, XENOLITH",-48.42,-68.17,56.21,0.13,3.33,0.56,5.24,0.13,34.33,0.63,0.14,52.98,0.54,5.82,1.57,2.39,0.07,15.54,19.35,2.21
[20986] SCHILLING M. E. (2017),samp. PM27B-12B,CONVERGENT MARGIN,ANDEAN ARC / PATAGONIAN PLATEAU LAVAS / ARGENTINA / AUVERNIA VOLCANO,"HARZBURGITE, XENOLITH",-48.42,-68.17,55.48,0.11,3.84,0.4,5.5,0.15,35.27,0.55,0.11,51.65,0.53,6.28,1.02,2.33,0.11,15.89,19.99,1.81
[20986] SCHILLING M. E. (2017),samp. PM27B-1B,CONVERGENT MARGIN,ANDEAN ARC / PATAGONIAN PLATEAU LAVAS / ARGENTINA / AUVERNIA VOLCANO,"HARZBURGITE, XENOLITH",-48.42,-68.17,55.94,0.1,3.5,0.44,5.6,0.13,33.97,0.64,0.11,52.75,0.39,5.57,1.23,2.42,0.07,15.45,20.3,1.79
[20986] SCHILLING M. E. (2017),samp. PM27B-2,CONVERGENT MARGIN,ANDEAN ARC / PATAGONIAN PLATEAU LAVAS / ARGENTINA / AUVERNIA VOLCANO,"HARZBURGITE, XENOLITH",-48.42,-68.17,56.06,0.07,3.36,0.57,5.57,0.11,34.0,0.75,0.15,53.12,0.28,5.05,1.51,2.78,0.1,16.27,19.7,1.67
[20989] KOLESNICHENKO M. V. (2017),samp. UD-1-07,CONTINENTAL FLOOD BASALT,SIBERIAN TRAPS / YAKUTIAN KIMBERLITE FIELDS / UDACHNAYA KIMBERLITE,"LHERZOLITE, GARNET, XENOLITH",66.43485,112.31798,58.260000000000005,0.1315,0.508,0.181,5.295,0.118,34.825,0.67,0.1455,55.375,0.277,1.346,0.9475,3.0295,0.1045,18.726,18.723,1.446
[20989] KOLESNICHENKO M. V. (2017),samp. UD-10-04,CONTINENTAL FLOOD BASALT,SIBERIAN TRAPS / YAKUTIAN KIMBERLITE FIELDS / UDACHNAYA KIMBERLITE,"LHERZOLITE, GARNET, XENOLITH",66.43485,112.31798,58.129999999999995,0.0825,0.4545,0.156,4.915,0.1,35.364999999999995,0.262,0.0935,55.5355,0.315,3.1905,1.4965000000000002,1.9875,0.07050000000000001,15.400500000000001,18.6855,2.8315
[20989] KOLESNICHENKO M. V. (2017),samp. UD-11-04,CONTINENTAL FLOOD BASALT,SIBERIAN TRAPS / YAKUTIAN KIMBERLITE FIELDS / UDACHNAYA KIMBERLITE,"LHERZOLITE, GARNET, XENOLITH",66.43485,112.31798,57.722,0.2015,0.63,0.298,5.2835,0.1245,34.745000000000005,0.8835,0.2315,55.137,0.377,1.691,1.019,3.407,0.119,18.837,17.242,1.745
[20989] KOLESNICHENKO M. V. (2017),samp. UD-17-04,CONTINENTAL FLOOD BASALT,SIBERIAN TRAPS / YAKUTIAN KIMBERLITE FIELDS / UDACHNAYA KIMBERLITE,"LHERZOLITE, GARNET, XENOLITH",66.43485,112.31798,58.215,0.0115,0.4515,0.2385,5.13,0.133,34.91,0.6944999999999999,0.121,55.396,0.033,0.935,0.989,2.704,0.104,18.704,19.426,1.009
